"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Croatia (HR)","Generation - Solar  [MW] Intraday / Croatia (HR)","Generation - Solar  [MW] Current / Croatia (HR)","Generation - Wind Offshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Offshore  [MW] Intraday / Croatia (HR)","Generation - Wind Offshore  [MW] Current / Croatia (HR)","Generation - Wind Onshore  [MW] Day Ahead/ Croatia (HR)","Generation - Wind Onshore  [MW] Intraday / Croatia (HR)","Generation - Wind Onshore  [MW] Current / Croatia (HR)"
"11.01.2022 16:00 - 11.01.2022 17:00","0","0","0","n/e","n/e","n/e","684","685","630"
"11.01.2022 17:00 - 11.01.2022 18:00","0","0","0","n/e","n/e","n/e","680","681","631"
"11.01.2022 18:00 - 11.01.2022 19:00","0","0","0","n/e","n/e","n/e","694","695","627"
"11.01.2022 19:00 - 11.01.2022 20:00","0","0","0","n/e","n/e","n/e","691","691","647"
"11.01.2022 20:00 - 11.01.2022 21:00","0","0","0","n/e","n/e","n/e","697","697","628"
"11.01.2022 21:00 - 11.01.2022 22:00","0","0","0","n/e","n/e","n/e","698","698","620"
"11.01.2022 22:00 - 11.01.2022 23:00","0","0","0","n/e","n/e","n/e","697","695","615"
"11.01.2022 23:00 - 12.01.2022 00:00","0","0","0","n/e","n/e","n/e","700","697","571"
"12.01.2022 00:00 - 12.01.2022 01:00","0","0","0","n/e","n/e","n/e","690","561","561"
"12.01.2022 01:00 - 12.01.2022 02:00","0","0","0","n/e","n/e","n/e","685","553","553"
"12.01.2022 02:00 - 12.01.2022 03:00","0","0","0","n/e","n/e","n/e","684","552","552"
"12.01.2022 03:00 - 12.01.2022 04:00","0","0","0","n/e","n/e","n/e","685","549","549"
"12.01.2022 04:00 - 12.01.2022 05:00","0","0","0","n/e","n/e","n/e","686","549","549"
"12.01.2022 05:00 - 12.01.2022 06:00","0","0","0","n/e","n/e","n/e","679","563","563"
"12.01.2022 06:00 - 12.01.2022 07:00","0","0","0","n/e","n/e","n/e","684","588","588"
"12.01.2022 07:00 - 12.01.2022 08:00","0","0","0","n/e","n/e","n/e","698","576","576"
"12.01.2022 08:00 - 12.01.2022 09:00","5","5","5","n/e","n/e","n/e","699","592","592"
"12.01.2022 09:00 - 12.01.2022 10:00","15","15","15","n/e","n/e","n/e","674","644","644"
"12.01.2022 10:00 - 12.01.2022 11:00","23","23","23","n/e","n/e","n/e","653","653","651"
"12.01.2022 11:00 - 12.01.2022 12:00","26","26","26","n/e","n/e","n/e","718","718","713"
"12.01.2022 12:00 - 12.01.2022 13:00","26","26","26","n/e","n/e","n/e","726","725","699"
"12.01.2022 13:00 - 12.01.2022 14:00","22","22","22","n/e","n/e","n/e","726","724","703"
"12.01.2022 14:00 - 12.01.2022 15:00","15","15","15","n/e","n/e","n/e","728","725","730"
"12.01.2022 15:00 - 12.01.2022 16:00","7","7","7","n/e","n/e","n/e","736","734","725"
"12.01.2022 16:00 - 12.01.2022 17:00","0","0","0","n/e","n/e","n/e","738","736","735"
"12.01.2022 17:00 - 12.01.2022 18:00","0","0","0","n/e","n/e","n/e","741","741","729"
"12.01.2022 18:00 - 12.01.2022 19:00","0","0","0","n/e","n/e","n/e","744","744","677"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","0","n/e","n/e","n/e","745","746","658"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","0","n/e","n/e","n/e","750","751","695"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","0","n/e","n/e","n/e","746","746","686"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","0","n/e","n/e","n/e","739","739","681"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","0","n/e","n/e","n/e","740","739","711"
"13.01.2022 00:00 - 13.01.2022 01:00","0","0","0","n/e","n/e","n/e","739","677","677"
"13.01.2022 01:00 - 13.01.2022 02:00","0","0","0","n/e","n/e","n/e","734","693","693"
"13.01.2022 02:00 - 13.01.2022 03:00","0","0","0","n/e","n/e","n/e","727","726","726"
"13.01.2022 03:00 - 13.01.2022 04:00","0","0","0","n/e","n/e","n/e","722","722","722"
"13.01.2022 04:00 - 13.01.2022 05:00","0","0","0","n/e","n/e","n/e","713","706","706"
"13.01.2022 05:00 - 13.01.2022 06:00","0","0","0","n/e","n/e","n/e","708","710","710"
"13.01.2022 06:00 - 13.01.2022 07:00","0","0","0","n/e","n/e","n/e","702","706","706"
"13.01.2022 07:00 - 13.01.2022 08:00","0","0","0","n/e","n/e","n/e","696","706","706"
"13.01.2022 08:00 - 13.01.2022 09:00","6","6","6","n/e","n/e","n/e","680","692","692"
"13.01.2022 09:00 - 13.01.2022 10:00","14","14","14","n/e","n/e","n/e","653","687","647"
"13.01.2022 10:00 - 13.01.2022 11:00","23","23","23","n/e","n/e","n/e","621","623","668"
"13.01.2022 11:00 - 13.01.2022 12:00","28","28","28","n/e","n/e","n/e","604","603","620"
"13.01.2022 12:00 - 13.01.2022 13:00","28","28","28","n/e","n/e","n/e","593","592","600"
"13.01.2022 13:00 - 13.01.2022 14:00","23","23","23","n/e","n/e","n/e","587","586","624"
"13.01.2022 14:00 - 13.01.2022 15:00","15","15","15","n/e","n/e","n/e","582","583","618"
"13.01.2022 15:00 - 13.01.2022 16:00","6","6","6","n/e","n/e","n/e","587","588","609"
"13.01.2022 16:00 - 13.01.2022 17:00","0","0","0","n/e","n/e","n/e","594","596","617"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","0","n/e","n/e","n/e","579","580","583"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","0","n/e","n/e","n/e","559","560","588"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","0","n/e","n/e","n/e","529","530","584"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","0","n/e","n/e","n/e","489","489","570"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","0","n/e","n/e","n/e","449","449","516"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","0","n/e","n/e","n/e","415","413","490"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","0","n/e","n/e","n/e","385","384","454"
"14.01.2022 00:00 - 14.01.2022 01:00","0","0","0","n/e","n/e","n/e","366","402","402"
"14.01.2022 01:00 - 14.01.2022 02:00","0","0","0","n/e","n/e","n/e","354","367","367"
"14.01.2022 02:00 - 14.01.2022 03:00","0","0","0","n/e","n/e","n/e","347","340","340"
"14.01.2022 03:00 - 14.01.2022 04:00","0","0","0","n/e","n/e","n/e","346","336","336"
"14.01.2022 04:00 - 14.01.2022 05:00","0","0","0","n/e","n/e","n/e","332","355","355"
"14.01.2022 05:00 - 14.01.2022 06:00","0","0","0","n/e","n/e","n/e","301","328","328"
"14.01.2022 06:00 - 14.01.2022 07:00","0","0","0","n/e","n/e","n/e","273","303","303"
"14.01.2022 07:00 - 14.01.2022 08:00","0","0","0","n/e","n/e","n/e","246","246","246"
"14.01.2022 08:00 - 14.01.2022 09:00","7","7","7","n/e","n/e","n/e","226","227","227"
"14.01.2022 09:00 - 14.01.2022 10:00","18","18","18","n/e","n/e","n/e","194","195","145"
"14.01.2022 10:00 - 14.01.2022 11:00","27","27","27","n/e","n/e","n/e","164","165","105"
"14.01.2022 11:00 - 14.01.2022 12:00","31","31","31","n/e","n/e","n/e","149","149","89"
"14.01.2022 12:00 - 14.01.2022 13:00","31","31","31","n/e","n/e","n/e","153","152","91"
"14.01.2022 13:00 - 14.01.2022 14:00","27","27","27","n/e","n/e","n/e","157","156","110"
"14.01.2022 14:00 - 14.01.2022 15:00","17","17","17","n/e","n/e","n/e","175","175","148"
"14.01.2022 15:00 - 14.01.2022 16:00","7","7","7","n/e","n/e","n/e","195","195","194"
"14.01.2022 16:00 - 14.01.2022 17:00","0","0","0","n/e","n/e","n/e","228","228","208"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","0","n/e","n/e","n/e","255","255","215"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","0","n/e","n/e","n/e","276","276","236"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","0","n/e","n/e","n/e","286","286","231"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","0","n/e","n/e","n/e","296","295","236"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","0","n/e","n/e","n/e","310","309","230"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","0","n/e","n/e","n/e","327","325","223"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","0","n/e","n/e","n/e","359","356","234"
"15.01.2022 00:00 - 15.01.2022 01:00","0","0","0","n/e","n/e","n/e","438","308","308"
"15.01.2022 01:00 - 15.01.2022 02:00","0","0","0","n/e","n/e","n/e","474","366","366"
"15.01.2022 02:00 - 15.01.2022 03:00","0","0","0","n/e","n/e","n/e","525","455","455"
"15.01.2022 03:00 - 15.01.2022 04:00","0","0","0","n/e","n/e","n/e","577","543","543"
"15.01.2022 04:00 - 15.01.2022 05:00","0","0","0","n/e","n/e","n/e","610","614","614"
"15.01.2022 05:00 - 15.01.2022 06:00","0","0","0","n/e","n/e","n/e","624","630","630"
"15.01.2022 06:00 - 15.01.2022 07:00","0","0","0","n/e","n/e","n/e","635","643","643"
"15.01.2022 07:00 - 15.01.2022 08:00","0","0","0","n/e","n/e","n/e","638","661","661"
"15.01.2022 08:00 - 15.01.2022 09:00","4","4","4","n/e","n/e","n/e","633","630","630"
"15.01.2022 09:00 - 15.01.2022 10:00","13","13","13","n/e","n/e","n/e","608","613","588"
"15.01.2022 10:00 - 15.01.2022 11:00","19","19","19","n/e","n/e","n/e","579","583","528"
"15.01.2022 11:00 - 15.01.2022 12:00","23","23","23","n/e","n/e","n/e","565","569","559"
"15.01.2022 12:00 - 15.01.2022 13:00","22","22","22","n/e","n/e","n/e","544","546","531"
"15.01.2022 13:00 - 15.01.2022 14:00","18","18","18","n/e","n/e","n/e","518","518","493"
"15.01.2022 14:00 - 15.01.2022 15:00","12","12","12","n/e","n/e","n/e","502","501","446"
"15.01.2022 15:00 - 15.01.2022 16:00","5","5","5","n/e","n/e","n/e","477","478","411"
"15.01.2022 16:00 - 15.01.2022 17:00","0","0","0","n/e","n/e","n/e","487","489","449"
"15.01.2022 17:00 - 15.01.2022 18:00","0","0","0","n/e","n/e","n/e","493","494","459"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","0","n/e","n/e","n/e","495","495","418"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","0","n/e","n/e","n/e","488","487","447"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","0","n/e","n/e","n/e","465","463","418"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","0","n/e","n/e","n/e","444","441","397"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","0","n/e","n/e","n/e","412","408","413"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","0","n/e","n/e","n/e","369","364","359"
"16.01.2022 00:00 - 16.01.2022 01:00","0","0","0","n/e","n/e","n/e","313","334","334"
"16.01.2022 01:00 - 16.01.2022 02:00","0","0","0","n/e","n/e","n/e","264","285","285"
"16.01.2022 02:00 - 16.01.2022 03:00","0","0","0","n/e","n/e","n/e","216","235","235"
"16.01.2022 03:00 - 16.01.2022 04:00","0","0","0","n/e","n/e","n/e","172","192","192"
"16.01.2022 04:00 - 16.01.2022 05:00","0","0","0","n/e","n/e","n/e","130","147","147"
"16.01.2022 05:00 - 16.01.2022 06:00","0","0","0","n/e","n/e","n/e","89","109","109"
"16.01.2022 06:00 - 16.01.2022 07:00","0","0","0","n/e","n/e","n/e","63","78","78"
"16.01.2022 07:00 - 16.01.2022 08:00","0","0","0","n/e","n/e","n/e","41","39","39"
"16.01.2022 08:00 - 16.01.2022 09:00","5","5","5","n/e","n/e","n/e","25","25","25"
"16.01.2022 09:00 - 16.01.2022 10:00","14","14","14","n/e","n/e","n/e","14","21","21"
"16.01.2022 10:00 - 16.01.2022 11:00","22","22","22","n/e","n/e","n/e","12","11","26"
"16.01.2022 11:00 - 16.01.2022 12:00","27","27","27","n/e","n/e","n/e","13","12","27"
"16.01.2022 12:00 - 16.01.2022 13:00","27","27","27","n/e","n/e","n/e","24","24","27"
"16.01.2022 13:00 - 16.01.2022 14:00","23","23","23","n/e","n/e","n/e","33","33","43"
"16.01.2022 14:00 - 16.01.2022 15:00","16","16","16","n/e","n/e","n/e","37","37","54"
"16.01.2022 15:00 - 16.01.2022 16:00","7","7","7","n/e","n/e","n/e","43","44","71"
"16.01.2022 16:00 - 16.01.2022 17:00","0","0","0","n/e","n/e","n/e","50","51","75"
"16.01.2022 17:00 - 16.01.2022 18:00","0","0","0","n/e","n/e","n/e","57","58","87"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","0","n/e","n/e","n/e","66","66","66"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","0","n/e","n/e","n/e","66","67","66"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","0","n/e","n/e","n/e","63","65","84"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","0","n/e","n/e","n/e","54","56","69"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","0","n/e","n/e","n/e","51","52","57"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","0","n/e","n/e","n/e","39","40","38"
"17.01.2022 00:00 - 17.01.2022 01:00","0","0","0","n/e","n/e","n/e","38","38","38"
"17.01.2022 01:00 - 17.01.2022 02:00","0","0","0","n/e","n/e","n/e","39","38","38"
"17.01.2022 02:00 - 17.01.2022 03:00","0","0","0","n/e","n/e","n/e","31","30","30"
"17.01.2022 03:00 - 17.01.2022 04:00","0","0","0","n/e","n/e","n/e","42","41","41"
"17.01.2022 04:00 - 17.01.2022 05:00","0","0","0","n/e","n/e","n/e","54","53","53"
"17.01.2022 05:00 - 17.01.2022 06:00","0","0","0","n/e","n/e","n/e","70","69","69"
"17.01.2022 06:00 - 17.01.2022 07:00","0","0","0","n/e","n/e","n/e","97","95","95"
"17.01.2022 07:00 - 17.01.2022 08:00","0","0","0","n/e","n/e","n/e","127","124","124"
"17.01.2022 08:00 - 17.01.2022 09:00","6","6","6","n/e","n/e","n/e","154","159","159"
"17.01.2022 09:00 - 17.01.2022 10:00","14","14","14","n/e","n/e","n/e","150","149","132"
"17.01.2022 10:00 - 17.01.2022 11:00","23","23","23","n/e","n/e","n/e","122","120","120"
"17.01.2022 11:00 - 17.01.2022 12:00","27","27","27","n/e","n/e","n/e","99","96","96"
"17.01.2022 12:00 - 17.01.2022 13:00","28","28","28","n/e","n/e","n/e","102","98","77"
"17.01.2022 13:00 - 17.01.2022 14:00","25","25","25","n/e","n/e","n/e","115","114","62"
"17.01.2022 14:00 - 17.01.2022 15:00","18","18","18","n/e","n/e","n/e","118","117","82"
"17.01.2022 15:00 - 17.01.2022 16:00","7","7","7","n/e","n/e","n/e","130","131","121"
"17.01.2022 16:00 - 17.01.2022 17:00","1","1","1","n/e","n/e","n/e","132","133","156"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","0","n/e","n/e","n/e","137","138","148"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","0","n/e","n/e","n/e","151","151","212"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","0","n/e","n/e","n/e","166","166","193"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","0","n/e","n/e","n/e","190","190","168"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","0","n/e","n/e","n/e","220","219","199"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","0","n/e","n/e","n/e","249","247","214"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","0","n/e","n/e","n/e","283","283","285"
"18.01.2022 00:00 - 18.01.2022 01:00","0","0","0","n/e","n/e","n/e","333","369","369"
"18.01.2022 01:00 - 18.01.2022 02:00","0","0","0","n/e","n/e","n/e","388","475","475"
"18.01.2022 02:00 - 18.01.2022 03:00","0","0","0","n/e","n/e","n/e","427","484","484"
"18.01.2022 03:00 - 18.01.2022 04:00","0","0","0","n/e","n/e","n/e","467","503","503"
"18.01.2022 04:00 - 18.01.2022 05:00","0","0","0","n/e","n/e","n/e","500","557","557"
"18.01.2022 05:00 - 18.01.2022 06:00","0","0","0","n/e","n/e","n/e","503","555","555"
"18.01.2022 06:00 - 18.01.2022 07:00","0","0","0","n/e","n/e","n/e","501","553","553"
"18.01.2022 07:00 - 18.01.2022 08:00","0","0","0","n/e","n/e","n/e","515","560","560"
"18.01.2022 08:00 - 18.01.2022 09:00","6","6","6","n/e","n/e","n/e","528","529","529"
"18.01.2022 09:00 - 18.01.2022 10:00","16","16","16","n/e","n/e","n/e","536","526","546"
"18.01.2022 10:00 - 18.01.2022 11:00","25","25","25","n/e","n/e","n/e","547","538","499"
"18.01.2022 11:00 - 18.01.2022 12:00","29","29","29","n/e","n/e","n/e","559","552","542"
"18.01.2022 12:00 - 18.01.2022 13:00","29","29","29","n/e","n/e","n/e","545","539","539"
"18.01.2022 13:00 - 18.01.2022 14:00","26","26","26","n/e","n/e","n/e","514","509","546"
"18.01.2022 14:00 - 18.01.2022 15:00","17","17","17","n/e","n/e","n/e","475","470","492"
"18.01.2022 15:00 - 18.01.2022 16:00","8","8","8","n/e","n/e","n/e","453","448","463"
"18.01.2022 16:00 - 18.01.2022 17:00","1","1","1","n/e","n/e","n/e","433","428","412"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","0","n/e","n/e","n/e","416","413","425"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","0","n/e","n/e","n/e","408","405","422"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","0","n/e","n/e","n/e","404","400","426"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","0","n/e","n/e","n/e","405","401","405"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","0","n/e","n/e","n/e","407","403","412"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","0","n/e","n/e","n/e","403","400","412"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","0","n/e","n/e","n/e","390","389","407"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","0","n/e","n/e","n/e","405","431","431"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","0","n/e","n/e","n/e","396","417","417"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","0","n/e","n/e","n/e","382","408","408"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","0","n/e","n/e","n/e","352","348","348"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","0","n/e","n/e","n/e","319","305","305"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","0","n/e","n/e","n/e","280","255","255"
"19.01.2022 06:00 - 19.01.2022 07:00","0","0","0","n/e","n/e","n/e","244","220","220"
"19.01.2022 07:00 - 19.01.2022 08:00","0","0","0","n/e","n/e","n/e","201","186","186"
"19.01.2022 08:00 - 19.01.2022 09:00","7","7","7","n/e","n/e","n/e","143","133","133"
"19.01.2022 09:00 - 19.01.2022 10:00","18","18","18","n/e","n/e","n/e","87","88","78"
"19.01.2022 10:00 - 19.01.2022 11:00","27","27","27","n/e","n/e","n/e","37","38","38"
"19.01.2022 11:00 - 19.01.2022 12:00","32","32","32","n/e","n/e","n/e","11","12","12"
"19.01.2022 12:00 - 19.01.2022 13:00","32","32","32","n/e","n/e","n/e","7","6","6"
"19.01.2022 13:00 - 19.01.2022 14:00","28","28","28","n/e","n/e","n/e","7","7","6"
"19.01.2022 14:00 - 19.01.2022 15:00","20","20","20","n/e","n/e","n/e","7","7","6"
"19.01.2022 15:00 - 19.01.2022 16:00","9","9","9","n/e","n/e","n/e","7","7","7"
"19.01.2022 16:00 - 19.01.2022 17:00","1","1","1","n/e","n/e","n/e","47","47","22"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","0","n/e","n/e","n/e","55","55","25"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","0","n/e","n/e","n/e","63","64","59"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","0","n/e","n/e","n/e","72","72","83"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","0","n/e","n/e","n/e","101","103","87"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","0","n/e","n/e","n/e","122","124","93"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","0","n/e","n/e","n/e","136","139","122"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","0","n/e","n/e","n/e","157","159","157"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","0","n/e","n/e","n/e","177","193","193"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","0","n/e","n/e","n/e","208","227","227"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","0","n/e","n/e","n/e","236","256","256"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","0","n/e","n/e","n/e","264","278","278"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","0","n/e","n/e","n/e","278","287","287"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","0","n/e","n/e","n/e","282","286","286"
"20.01.2022 06:00 - 20.01.2022 07:00","0","0","0","n/e","n/e","n/e","283","287","287"
"20.01.2022 07:00 - 20.01.2022 08:00","0","0","0","n/e","n/e","n/e","286","293","293"
"20.01.2022 08:00 - 20.01.2022 09:00","3","3","3","n/e","n/e","n/e","287","331","331"
"20.01.2022 09:00 - 20.01.2022 10:00","7","7","7","n/e","n/e","n/e","294","289","319"
"20.01.2022 10:00 - 20.01.2022 11:00","8","8","8","n/e","n/e","n/e","288","282","282"
"20.01.2022 11:00 - 20.01.2022 12:00","8","8","8","n/e","n/e","n/e","272","272","267"
"20.01.2022 12:00 - 20.01.2022 13:00","8","8","8","n/e","n/e","n/e","249","251","245"
"20.01.2022 13:00 - 20.01.2022 14:00","7","7","7","n/e","n/e","n/e","214","216","209"
"20.01.2022 14:00 - 20.01.2022 15:00","5","5","5","n/e","n/e","n/e","171","174","176"
"20.01.2022 15:00 - 20.01.2022 16:00","3","3","3","n/e","n/e","n/e","131","132","134"
"20.01.2022 16:00 - 20.01.2022 17:00","0","0","0","n/e","n/e","n/e","98","100","142"
"20.01.2022 17:00 - 20.01.2022 18:00","0","0","0","n/e","n/e","n/e","67","68","97"
"20.01.2022 18:00 - 20.01.2022 19:00","0","0","0","n/e","n/e","n/e","52","50","55"
"20.01.2022 19:00 - 20.01.2022 20:00","0","0","0","n/e","n/e","n/e","57","53","53"
"20.01.2022 20:00 - 20.01.2022 21:00","0","0","0","n/e","n/e","n/e","105","95","56"
"20.01.2022 21:00 - 20.01.2022 22:00","0","0","0","n/e","n/e","n/e","221","204","90"
"20.01.2022 22:00 - 20.01.2022 23:00","0","0","0","n/e","n/e","n/e","302","287","114"
"20.01.2022 23:00 - 21.01.2022 00:00","0","0","0","n/e","n/e","n/e","427","412","321"
"21.01.2022 00:00 - 21.01.2022 01:00","0","0","0","n/e","n/e","n/e","275","284","284"
"21.01.2022 01:00 - 21.01.2022 02:00","0","0","0","n/e","n/e","n/e","370","376","376"
"21.01.2022 02:00 - 21.01.2022 03:00","0","0","0","n/e","n/e","n/e","454","463","463"
"21.01.2022 03:00 - 21.01.2022 04:00","0","0","0","n/e","n/e","n/e","547","555","555"
"21.01.2022 04:00 - 21.01.2022 05:00","0","0","0","n/e","n/e","n/e","626","607","607"
"21.01.2022 05:00 - 21.01.2022 06:00","0","0","0","n/e","n/e","n/e","681","663","663"
"21.01.2022 06:00 - 21.01.2022 07:00","0","0","0","n/e","n/e","n/e","718","702","702"
"21.01.2022 07:00 - 21.01.2022 08:00","0","0","0","n/e","n/e","n/e","739","739","739"
"21.01.2022 08:00 - 21.01.2022 09:00","8","8","8","n/e","n/e","n/e","703","704","704"
"21.01.2022 09:00 - 21.01.2022 10:00","18","18","18","n/e","n/e","n/e","705","714","714"
"21.01.2022 10:00 - 21.01.2022 11:00","29","29","29","n/e","n/e","n/e","705","706","706"
"21.01.2022 11:00 - 21.01.2022 12:00","33","33","33","n/e","n/e","n/e","707","706","706"
"21.01.2022 12:00 - 21.01.2022 13:00","32","32","32","n/e","n/e","n/e","703","704","704"
"21.01.2022 13:00 - 21.01.2022 14:00","28","28","28","n/e","n/e","n/e","690","690","696"
"21.01.2022 14:00 - 21.01.2022 15:00","19","19","19","n/e","n/e","n/e","660","661","662"
"21.01.2022 15:00 - 21.01.2022 16:00","9","9","9","n/e","n/e","n/e","607","610","654"
"21.01.2022 16:00 - 21.01.2022 17:00","1","1","1","n/e","n/e","n/e","563","568","636"
"21.01.2022 17:00 - 21.01.2022 18:00","0","0","0","n/e","n/e","n/e","518","521","561"
"21.01.2022 18:00 - 21.01.2022 19:00","0","0","0","n/e","n/e","n/e","472","476","565"
"21.01.2022 19:00 - 21.01.2022 20:00","0","0","0","n/e","n/e","n/e","422","426","434"
"21.01.2022 20:00 - 21.01.2022 21:00","0","0","0","n/e","n/e","n/e","372","380","380"
"21.01.2022 21:00 - 21.01.2022 22:00","0","0","0","n/e","n/e","n/e","322","331","338"
"21.01.2022 22:00 - 21.01.2022 23:00","0","0","0","n/e","n/e","n/e","290","294","308"
"21.01.2022 23:00 - 22.01.2022 00:00","0","0","0","n/e","n/e","n/e","269","269","282"
"22.01.2022 00:00 - 22.01.2022 01:00","0","0","0","n/e","n/e","n/e","256","235","235"
"22.01.2022 01:00 - 22.01.2022 02:00","0","0","0","n/e","n/e","n/e","234","203","203"
"22.01.2022 02:00 - 22.01.2022 03:00","0","0","0","n/e","n/e","n/e","219","165","165"
"22.01.2022 03:00 - 22.01.2022 04:00","0","0","0","n/e","n/e","n/e","204","162","162"
"22.01.2022 04:00 - 22.01.2022 05:00","0","0","0","n/e","n/e","n/e","189","165","165"
"22.01.2022 05:00 - 22.01.2022 06:00","0","0","0","n/e","n/e","n/e","170","165","165"
"22.01.2022 06:00 - 22.01.2022 07:00","0","0","0","n/e","n/e","n/e","153","148","148"
"22.01.2022 07:00 - 22.01.2022 08:00","0","0","0","n/e","n/e","n/e","152","146","146"
"22.01.2022 08:00 - 22.01.2022 09:00","4","4","4","n/e","n/e","n/e","161","160","160"
"22.01.2022 09:00 - 22.01.2022 10:00","9","9","9","n/e","n/e","n/e","167","170","155"
"22.01.2022 10:00 - 22.01.2022 11:00","14","14","14","n/e","n/e","n/e","192","187","199"
"22.01.2022 11:00 - 22.01.2022 12:00","17","17","17","n/e","n/e","n/e","251","247","268"
"22.01.2022 12:00 - 22.01.2022 13:00","17","17","17","n/e","n/e","n/e","301","302","362"
"22.01.2022 13:00 - 22.01.2022 14:00","15","15","15","n/e","n/e","n/e","349","354","424"
