"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Intraday / Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Intraday / Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Intraday / Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"20.11.2022 13:00 - 20.11.2022 14:00","4116","N/A","4173","N/A","n/e","n/e","1912","1993","n/e"
"20.11.2022 14:00 - 20.11.2022 15:00","3204","N/A","3243","N/A","n/e","n/e","2128","2523","n/e"
"20.11.2022 15:00 - 20.11.2022 16:00","1595","N/A","1644","N/A","n/e","n/e","2498","3287","n/e"
"20.11.2022 16:00 - 20.11.2022 17:00","278","N/A","280","N/A","n/e","n/e","3090","3884","n/e"
"20.11.2022 17:00 - 20.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","3226","4260","n/e"
"20.11.2022 18:00 - 20.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","3595","4415","n/e"
"20.11.2022 19:00 - 20.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","3794","4400","n/e"
"20.11.2022 20:00 - 20.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","3954","4367","n/e"
"20.11.2022 21:00 - 20.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","3816","4210","n/e"
"20.11.2022 22:00 - 20.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","3731","4088","n/e"
"20.11.2022 23:00 - 21.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","4013","3892","n/e"
"21.11.2022 00:00 - 21.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","3875","3875","n/e"
"21.11.2022 01:00 - 21.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","3676","3676","n/e"
"21.11.2022 02:00 - 21.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","3619","3619","n/e"
"21.11.2022 03:00 - 21.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","3579","3579","n/e"
"21.11.2022 04:00 - 21.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","3399","3355","n/e"
"21.11.2022 05:00 - 21.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","3269","3222","n/e"
"21.11.2022 06:00 - 21.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","3042","3000","n/e"
"21.11.2022 07:00 - 21.11.2022 08:00","305","N/A","308","N/A","n/e","n/e","2856","2701","n/e"
"21.11.2022 08:00 - 21.11.2022 09:00","1821","N/A","1986","N/A","n/e","n/e","2376","2263","n/e"
"21.11.2022 09:00 - 21.11.2022 10:00","3901","N/A","4078","N/A","n/e","n/e","2043","1987","n/e"
"21.11.2022 10:00 - 21.11.2022 11:00","5401","N/A","5670","N/A","n/e","n/e","2031","2034","n/e"
"21.11.2022 11:00 - 21.11.2022 12:00","5985","N/A","6384","N/A","n/e","n/e","2337","2425","n/e"
"21.11.2022 12:00 - 21.11.2022 13:00","5897","N/A","6390","N/A","n/e","n/e","2893","2898","n/e"
"21.11.2022 13:00 - 21.11.2022 14:00","5367","N/A","5690","N/A","n/e","n/e","3534","3318","n/e"
"21.11.2022 14:00 - 21.11.2022 15:00","3853","N/A","4063","N/A","n/e","n/e","4034","3674","n/e"
"21.11.2022 15:00 - 21.11.2022 16:00","1898","N/A","2008","N/A","n/e","n/e","4013","3263","n/e"
"21.11.2022 16:00 - 21.11.2022 17:00","261","N/A","270","N/A","n/e","n/e","3763","2951","n/e"
"21.11.2022 17:00 - 21.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","3730","2836","n/e"
"21.11.2022 18:00 - 21.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","3676","3081","n/e"
"21.11.2022 19:00 - 21.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","3664","3180","n/e"
"21.11.2022 20:00 - 21.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","3846","3456","n/e"
"21.11.2022 21:00 - 21.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","3881","3488","n/e"
"21.11.2022 22:00 - 21.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","3748","3577","n/e"
"21.11.2022 23:00 - 22.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","3601","4013","n/e"
"22.11.2022 00:00 - 22.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","4687","4687","n/e"
"22.11.2022 01:00 - 22.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","4833","4833","n/e"
"22.11.2022 02:00 - 22.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","5041","5041","n/e"
"22.11.2022 03:00 - 22.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","5505","5505","n/e"
"22.11.2022 04:00 - 22.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","6392","6327","n/e"
"22.11.2022 05:00 - 22.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","7025","7001","n/e"
"22.11.2022 06:00 - 22.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","7342","7317","n/e"
"22.11.2022 07:00 - 22.11.2022 08:00","97","N/A","114","N/A","n/e","n/e","7603","7640","n/e"
"22.11.2022 08:00 - 22.11.2022 09:00","634","N/A","764","N/A","n/e","n/e","7735","7655","n/e"
"22.11.2022 09:00 - 22.11.2022 10:00","1291","N/A","1473","N/A","n/e","n/e","7830","7771","n/e"
"22.11.2022 10:00 - 22.11.2022 11:00","1903","N/A","2071","N/A","n/e","n/e","7766","7813","n/e"
"22.11.2022 11:00 - 22.11.2022 12:00","2359","N/A","2417","N/A","n/e","n/e","7811","7900","n/e"
"22.11.2022 12:00 - 22.11.2022 13:00","2487","N/A","2444","N/A","n/e","n/e","7896","8158","n/e"
"22.11.2022 13:00 - 22.11.2022 14:00","2255","N/A","2209","N/A","n/e","n/e","7827","8244","n/e"
"22.11.2022 14:00 - 22.11.2022 15:00","1671","N/A","1618","N/A","n/e","n/e","7824","8090","n/e"
"22.11.2022 15:00 - 22.11.2022 16:00","977","N/A","948","N/A","n/e","n/e","7951","8340","n/e"
"22.11.2022 16:00 - 22.11.2022 17:00","181","N/A","171","N/A","n/e","n/e","8354","8414","n/e"
"22.11.2022 17:00 - 22.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","8099","8356","n/e"
"22.11.2022 18:00 - 22.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","8440","8253","n/e"
"22.11.2022 19:00 - 22.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","8292","8189","n/e"
"22.11.2022 20:00 - 22.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","8114","8004","n/e"
"22.11.2022 21:00 - 22.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","7923","7951","n/e"
"22.11.2022 22:00 - 22.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","7762","7796","n/e"
"22.11.2022 23:00 - 23.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","7490","7535","n/e"
"23.11.2022 00:00 - 23.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","7754","7754","n/e"
"23.11.2022 01:00 - 23.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","7540","7540","n/e"
"23.11.2022 02:00 - 23.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","7303","7303","n/e"
"23.11.2022 03:00 - 23.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","6871","6871","n/e"
"23.11.2022 04:00 - 23.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","6408","6252","n/e"
"23.11.2022 05:00 - 23.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","6028","5859","n/e"
"23.11.2022 06:00 - 23.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","5538","5272","n/e"
"23.11.2022 07:00 - 23.11.2022 08:00","254","N/A","255","N/A","n/e","n/e","4969","4631","n/e"
"23.11.2022 08:00 - 23.11.2022 09:00","1682","N/A","1703","N/A","n/e","n/e","4270","4018","n/e"
"23.11.2022 09:00 - 23.11.2022 10:00","3618","N/A","3685","N/A","n/e","n/e","3730","3256","n/e"
"23.11.2022 10:00 - 23.11.2022 11:00","5180","N/A","5354","N/A","n/e","n/e","3686","3107","n/e"
"23.11.2022 11:00 - 23.11.2022 12:00","6070","N/A","6234","N/A","n/e","n/e","3789","3138","n/e"
"23.11.2022 12:00 - 23.11.2022 13:00","6116","N/A","6266","N/A","n/e","n/e","3975","3357","n/e"
"23.11.2022 13:00 - 23.11.2022 14:00","5269","N/A","5421","N/A","n/e","n/e","4125","3285","n/e"
"23.11.2022 14:00 - 23.11.2022 15:00","3712","N/A","3810","N/A","n/e","n/e","3868","3080","n/e"
"23.11.2022 15:00 - 23.11.2022 16:00","1854","N/A","1838","N/A","n/e","n/e","3595","2769","n/e"
"23.11.2022 16:00 - 23.11.2022 17:00","255","N/A","257","N/A","n/e","n/e","3183","2473","n/e"
"23.11.2022 17:00 - 23.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","2787","2335","n/e"
"23.11.2022 18:00 - 23.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","2539","2109","n/e"
"23.11.2022 19:00 - 23.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","2355","1921","n/e"
"23.11.2022 20:00 - 23.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","2155","1824","n/e"
"23.11.2022 21:00 - 23.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","2028","1694","n/e"
"23.11.2022 22:00 - 23.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","1936","1677","n/e"
"23.11.2022 23:00 - 24.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","1936","1766","n/e"
"24.11.2022 00:00 - 24.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","1511","1511","n/e"
"24.11.2022 01:00 - 24.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","1475","1475","n/e"
"24.11.2022 02:00 - 24.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","1485","1485","n/e"
"24.11.2022 03:00 - 24.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","1476","1476","n/e"
"24.11.2022 04:00 - 24.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","1498","1522","n/e"
"24.11.2022 05:00 - 24.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","1591","1589","n/e"
"24.11.2022 06:00 - 24.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","1610","1625","n/e"
"24.11.2022 07:00 - 24.11.2022 08:00","275","N/A","283","N/A","n/e","n/e","1553","1601","n/e"
"24.11.2022 08:00 - 24.11.2022 09:00","1901","N/A","1873","N/A","n/e","n/e","1498","1542","n/e"
"24.11.2022 09:00 - 24.11.2022 10:00","3998","N/A","4028","N/A","n/e","n/e","1446","1499","n/e"
"24.11.2022 10:00 - 24.11.2022 11:00","5812","N/A","5765","N/A","n/e","n/e","1553","1582","n/e"
"24.11.2022 11:00 - 24.11.2022 12:00","6815","N/A","6810","N/A","n/e","n/e","1809","1815","n/e"
"24.11.2022 12:00 - 24.11.2022 13:00","6992","N/A","6984","N/A","n/e","n/e","2014","1860","n/e"
"24.11.2022 13:00 - 24.11.2022 14:00","6113","N/A","6184","N/A","n/e","n/e","2123","2014","n/e"
"24.11.2022 14:00 - 24.11.2022 15:00","4383","N/A","4539","N/A","n/e","n/e","2225","1997","n/e"
"24.11.2022 15:00 - 24.11.2022 16:00","2190","N/A","2192","N/A","n/e","n/e","2096","1922","n/e"
"24.11.2022 16:00 - 24.11.2022 17:00","327","N/A","306","N/A","n/e","n/e","1751","1671","n/e"
"24.11.2022 17:00 - 24.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","1575","1481","n/e"
"24.11.2022 18:00 - 24.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","1389","1290","n/e"
"24.11.2022 19:00 - 24.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","1135","1055","n/e"
"24.11.2022 20:00 - 24.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","996","852","n/e"
"24.11.2022 21:00 - 24.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","861","776","n/e"
"24.11.2022 22:00 - 24.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","808","773","n/e"
"24.11.2022 23:00 - 25.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","770","763","n/e"
"25.11.2022 00:00 - 25.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","597","597","n/e"
"25.11.2022 01:00 - 25.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","531","531","n/e"
"25.11.2022 02:00 - 25.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","498","498","n/e"
"25.11.2022 03:00 - 25.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","456","456","n/e"
"25.11.2022 04:00 - 25.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","434","414","n/e"
"25.11.2022 05:00 - 25.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","416","418","n/e"
"25.11.2022 06:00 - 25.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","373","366","n/e"
"25.11.2022 07:00 - 25.11.2022 08:00","229","N/A","234","N/A","n/e","n/e","337","330","n/e"
"25.11.2022 08:00 - 25.11.2022 09:00","1311","N/A","1373","N/A","n/e","n/e","357","342","n/e"
"25.11.2022 09:00 - 25.11.2022 10:00","2672","N/A","2790","N/A","n/e","n/e","342","317","n/e"
"25.11.2022 10:00 - 25.11.2022 11:00","3941","N/A","4105","N/A","n/e","n/e","283","277","n/e"
"25.11.2022 11:00 - 25.11.2022 12:00","4663","N/A","4927","N/A","n/e","n/e","314","316","n/e"
"25.11.2022 12:00 - 25.11.2022 13:00","4703","N/A","4946","N/A","n/e","n/e","387","383","n/e"
"25.11.2022 13:00 - 25.11.2022 14:00","4031","N/A","4305","N/A","n/e","n/e","481","450","n/e"
"25.11.2022 14:00 - 25.11.2022 15:00","2680","N/A","2896","N/A","n/e","n/e","496","478","n/e"
"25.11.2022 15:00 - 25.11.2022 16:00","1309","N/A","1444","N/A","n/e","n/e","444","563","n/e"
"25.11.2022 16:00 - 25.11.2022 17:00","166","N/A","189","N/A","n/e","n/e","478","657","n/e"
"25.11.2022 17:00 - 25.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","505","685","n/e"
"25.11.2022 18:00 - 25.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","548","704","n/e"
"25.11.2022 19:00 - 25.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","609","728","n/e"
"25.11.2022 20:00 - 25.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","697","801","n/e"
"25.11.2022 21:00 - 25.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","817","940","n/e"
"25.11.2022 22:00 - 25.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","901","1049","n/e"
"25.11.2022 23:00 - 26.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","1018","1091","n/e"
"26.11.2022 00:00 - 26.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","1064","1064","n/e"
"26.11.2022 01:00 - 26.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","1300","1300","n/e"
"26.11.2022 02:00 - 26.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","1544","1544","n/e"
"26.11.2022 03:00 - 26.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","1716","1716","n/e"
"26.11.2022 04:00 - 26.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","1880","1937","n/e"
"26.11.2022 05:00 - 26.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","2370","2388","n/e"
"26.11.2022 06:00 - 26.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","2767","2841","n/e"
"26.11.2022 07:00 - 26.11.2022 08:00","44","N/A","45","N/A","n/e","n/e","3582","3592","n/e"
"26.11.2022 08:00 - 26.11.2022 09:00","495","N/A","534","N/A","n/e","n/e","4168","4374","n/e"
"26.11.2022 09:00 - 26.11.2022 10:00","1446","N/A","1608","N/A","n/e","n/e","4317","4624","n/e"
"26.11.2022 10:00 - 26.11.2022 11:00","2509","N/A","2758","N/A","n/e","n/e","4266","4586","n/e"
"26.11.2022 11:00 - 26.11.2022 12:00","3200","N/A","3449","N/A","n/e","n/e","4338","4597","n/e"
"26.11.2022 12:00 - 26.11.2022 13:00","3597","N/A","3765","N/A","n/e","n/e","4245","4122","n/e"
"26.11.2022 13:00 - 26.11.2022 14:00","3239","N/A","3426","N/A","n/e","n/e","4045","4141","n/e"
"26.11.2022 14:00 - 26.11.2022 15:00","2332","N/A","2357","N/A","n/e","n/e","4171","4480","n/e"
"26.11.2022 15:00 - 26.11.2022 16:00","1224","N/A","1204","N/A","n/e","n/e","4421","4571","n/e"
"26.11.2022 16:00 - 26.11.2022 17:00","188","N/A","184","N/A","n/e","n/e","4508","4686","n/e"
"26.11.2022 17:00 - 26.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","4402","4846","n/e"
"26.11.2022 18:00 - 26.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","4607","5093","n/e"
"26.11.2022 19:00 - 26.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","4557","5120","n/e"
"26.11.2022 20:00 - 26.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","4576","5100","n/e"
"26.11.2022 21:00 - 26.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","4616","5114","n/e"
"26.11.2022 22:00 - 26.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","4765","5260","n/e"
"26.11.2022 23:00 - 27.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","4802","5282","n/e"
"27.11.2022 00:00 - 27.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","5095","5095","n/e"
"27.11.2022 01:00 - 27.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","5148","5148","n/e"
"27.11.2022 02:00 - 27.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","5387","5387","n/e"
"27.11.2022 03:00 - 27.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","5316","5316","n/e"
"27.11.2022 04:00 - 27.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","5243","5476","n/e"
"27.11.2022 05:00 - 27.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","5162","5266","n/e"
"27.11.2022 06:00 - 27.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","4862","5139","n/e"
"27.11.2022 07:00 - 27.11.2022 08:00","81","N/A","86","N/A","n/e","n/e","4646","4923","n/e"
"27.11.2022 08:00 - 27.11.2022 09:00","982","N/A","1006","N/A","n/e","n/e","4609","4843","n/e"
"27.11.2022 09:00 - 27.11.2022 10:00","2820","N/A","2899","N/A","n/e","n/e","4688","4819","n/e"
"27.11.2022 10:00 - 27.11.2022 11:00","4341","N/A","4428","N/A","n/e","n/e","4735","4711","n/e"
"27.11.2022 11:00 - 27.11.2022 12:00","5156","N/A","5335","N/A","n/e","n/e","4694","4748","n/e"
"27.11.2022 12:00 - 27.11.2022 13:00","5324","N/A","5387","N/A","n/e","n/e","4940","5094","n/e"
"27.11.2022 13:00 - 27.11.2022 14:00","4765","N/A","4910","N/A","n/e","n/e","5058","5111","n/e"
"27.11.2022 14:00 - 27.11.2022 15:00","3520","N/A","3627","N/A","n/e","n/e","5124","5005","n/e"
"27.11.2022 15:00 - 27.11.2022 16:00","1766","N/A","1834","N/A","n/e","n/e","4943","4794","n/e"
"27.11.2022 16:00 - 27.11.2022 17:00","240","N/A","254","N/A","n/e","n/e","4547","4404","n/e"
"27.11.2022 17:00 - 27.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","4263","4223","n/e"
"27.11.2022 18:00 - 27.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","3871","3977","n/e"
"27.11.2022 19:00 - 27.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","3462","3637","n/e"
"27.11.2022 20:00 - 27.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","3227","3076","n/e"
"27.11.2022 21:00 - 27.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","2622","2766","n/e"
"27.11.2022 22:00 - 27.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","2192","2332","n/e"
"27.11.2022 23:00 - 28.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","2008","2061","n/e"
"28.11.2022 00:00 - 28.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","2065","2065","n/e"
"28.11.2022 01:00 - 28.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","1868","1868","n/e"
"28.11.2022 02:00 - 28.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","1652","1652","n/e"
"28.11.2022 03:00 - 28.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","1420","1420","n/e"
"28.11.2022 04:00 - 28.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","1243","1288","n/e"
"28.11.2022 05:00 - 28.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","1163","1191","n/e"
"28.11.2022 06:00 - 28.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","1064","1100","n/e"
"28.11.2022 07:00 - 28.11.2022 08:00","185","N/A","198","N/A","n/e","n/e","918","934","n/e"
"28.11.2022 08:00 - 28.11.2022 09:00","1300","N/A","1083","N/A","n/e","n/e","789","789","n/e"
"28.11.2022 09:00 - 28.11.2022 10:00","2735","N/A","2614","N/A","n/e","n/e","617","612","n/e"
"28.11.2022 10:00 - 28.11.2022 11:00","3679","N/A","3582","N/A","n/e","n/e","460","455","n/e"
"28.11.2022 11:00 - 28.11.2022 12:00","4304","N/A","4173","N/A","n/e","n/e","374","363","n/e"
"28.11.2022 12:00 - 28.11.2022 13:00","4264","N/A","4133","N/A","n/e","n/e","320","344","n/e"
"28.11.2022 13:00 - 28.11.2022 14:00","3775","N/A","3617","N/A","n/e","n/e","296","333","n/e"
"28.11.2022 14:00 - 28.11.2022 15:00","2645","N/A","2471","N/A","n/e","n/e","313","369","n/e"
"28.11.2022 15:00 - 28.11.2022 16:00","1340","N/A","1236","N/A","n/e","n/e","370","450","n/e"
"28.11.2022 16:00 - 28.11.2022 17:00","185","N/A","159","N/A","n/e","n/e","446","509","n/e"
"28.11.2022 17:00 - 28.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","455","498","n/e"
"28.11.2022 18:00 - 28.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","445","466","n/e"
"28.11.2022 19:00 - 28.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","450","440","n/e"
"28.11.2022 20:00 - 28.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","476","480","n/e"
"28.11.2022 21:00 - 28.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","570","509","n/e"
"28.11.2022 22:00 - 28.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","646","575","n/e"
"28.11.2022 23:00 - 29.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","742","628","n/e"
"29.11.2022 00:00 - 29.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","672","672","n/e"
"29.11.2022 01:00 - 29.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","749","749","n/e"
"29.11.2022 02:00 - 29.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","870","870","n/e"
"29.11.2022 03:00 - 29.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","958","958","n/e"
"29.11.2022 04:00 - 29.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","1032","979","n/e"
"29.11.2022 05:00 - 29.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","1165","1090","n/e"
"29.11.2022 06:00 - 29.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","1199","1124","n/e"
"29.11.2022 07:00 - 29.11.2022 08:00","73","N/A","73","N/A","n/e","n/e","1288","1288","n/e"
"29.11.2022 08:00 - 29.11.2022 09:00","851","N/A","853","N/A","n/e","n/e","1443","1415","n/e"
"29.11.2022 09:00 - 29.11.2022 10:00","2095","N/A","2065","N/A","n/e","n/e","1410","1421","n/e"
"29.11.2022 10:00 - 29.11.2022 11:00","3111","N/A","3039","N/A","n/e","n/e","1486","1483","n/e"
"29.11.2022 11:00 - 29.11.2022 12:00","3641","N/A","3602","N/A","n/e","n/e","1721","1661","n/e"
"29.11.2022 12:00 - 29.11.2022 13:00","3657","N/A","3597","N/A","n/e","n/e","1814","1492","n/e"
"29.11.2022 13:00 - 29.11.2022 14:00","3105","N/A","2946","N/A","n/e","n/e","1735","1560","n/e"
"29.11.2022 14:00 - 29.11.2022 15:00","2103","N/A","2045","N/A","n/e","n/e","1658","1567","n/e"
"29.11.2022 15:00 - 29.11.2022 16:00","1099","N/A","1081","N/A","n/e","n/e","1528","1580","n/e"
"29.11.2022 16:00 - 29.11.2022 17:00","164","N/A","159","N/A","n/e","n/e","1437","1542","n/e"
"29.11.2022 17:00 - 29.11.2022 18:00","0","N/A","0","N/A","n/e","n/e","1500","1543","n/e"
"29.11.2022 18:00 - 29.11.2022 19:00","0","N/A","0","N/A","n/e","n/e","1391","1458","n/e"
"29.11.2022 19:00 - 29.11.2022 20:00","0","N/A","0","N/A","n/e","n/e","1373","1328","n/e"
"29.11.2022 20:00 - 29.11.2022 21:00","0","N/A","0","N/A","n/e","n/e","1542","1302","n/e"
"29.11.2022 21:00 - 29.11.2022 22:00","0","N/A","0","N/A","n/e","n/e","1542","1289","n/e"
"29.11.2022 22:00 - 29.11.2022 23:00","0","N/A","0","N/A","n/e","n/e","1574","1295","n/e"
"29.11.2022 23:00 - 30.11.2022 00:00","0","N/A","0","N/A","n/e","n/e","1868","1348","n/e"
"30.11.2022 00:00 - 30.11.2022 01:00","0","N/A","0","N/A","n/e","n/e","1983","1983","n/e"
"30.11.2022 01:00 - 30.11.2022 02:00","0","N/A","0","N/A","n/e","n/e","2122","2122","n/e"
"30.11.2022 02:00 - 30.11.2022 03:00","0","N/A","0","N/A","n/e","n/e","2250","2250","n/e"
"30.11.2022 03:00 - 30.11.2022 04:00","0","N/A","0","N/A","n/e","n/e","2438","2438","n/e"
"30.11.2022 04:00 - 30.11.2022 05:00","0","N/A","0","N/A","n/e","n/e","2613","2530","n/e"
"30.11.2022 05:00 - 30.11.2022 06:00","0","N/A","0","N/A","n/e","n/e","2812","2640","n/e"
"30.11.2022 06:00 - 30.11.2022 07:00","0","N/A","0","N/A","n/e","n/e","2733","2694","n/e"
"30.11.2022 07:00 - 30.11.2022 08:00","84","N/A","90","N/A","n/e","n/e","2786","2805","n/e"
"30.11.2022 08:00 - 30.11.2022 09:00","890","N/A","890","N/A","n/e","n/e","2904","3010","n/e"
"30.11.2022 09:00 - 30.11.2022 10:00","2234","N/A","2228","N/A","n/e","n/e","2855","2958","n/e"
"30.11.2022 10:00 - 30.11.2022 11:00","3340","N/A","3069","N/A","n/e","n/e","2709","2884","n/e"
"30.11.2022 11:00 - 30.11.2022 12:00","3966","N/A","3689","N/A","n/e","n/e","2753","2875","n/e"
"30.11.2022 12:00 - 30.11.2022 13:00","3956","N/A","3706","N/A","n/e","n/e","3193","3270","n/e"
"30.11.2022 13:00 - 30.11.2022 14:00","3482","N/A","3265","N/A","n/e","n/e","3446","3310","n/e"
"30.11.2022 14:00 - 30.11.2022 15:00","2487","N/A","2345","N/A","n/e","n/e","3546","3327","n/e"
"30.11.2022 15:00 - 30.11.2022 16:00","1263","N/A","1215","N/A","n/e","n/e","3600","3379","n/e"
"30.11.2022 16:00 - 30.11.2022 17:00","194","N/A","179","N/A","n/e","n/e","3509","3468","n/e"
