MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
13.12.2022 10:00 - 13.12.2022 11:00,4,4,4,n/e,n/e,n/e,26,26,26
13.12.2022 11:00 - 13.12.2022 12:00,4,4,4,n/e,n/e,n/e,21,21,21
13.12.2022 12:00 - 13.12.2022 13:00,4,4,4,n/e,n/e,n/e,22,22,22
13.12.2022 13:00 - 13.12.2022 14:00,3,3,3,n/e,n/e,n/e,28,28,28
13.12.2022 14:00 - 13.12.2022 15:00,1,1,1,n/e,n/e,n/e,32,32,32
13.12.2022 15:00 - 13.12.2022 16:00,1,1,1,n/e,n/e,n/e,40,40,40
13.12.2022 16:00 - 13.12.2022 17:00,1,1,1,n/e,n/e,n/e,51,51,51
13.12.2022 17:00 - 13.12.2022 18:00,0,0,0,n/e,n/e,n/e,67,67,67
13.12.2022 18:00 - 13.12.2022 19:00,0,0,0,n/e,n/e,n/e,74,74,74
13.12.2022 19:00 - 13.12.2022 20:00,0,0,0,n/e,n/e,n/e,75,75,75
13.12.2022 20:00 - 13.12.2022 21:00,0,0,0,n/e,n/e,n/e,75,75,75
13.12.2022 21:00 - 13.12.2022 22:00,0,0,0,n/e,n/e,n/e,73,73,73
13.12.2022 22:00 - 13.12.2022 23:00,0,0,0,n/e,n/e,n/e,75,75,75
13.12.2022 23:00 - 14.12.2022 00:00,0,0,0,n/e,n/e,n/e,80,80,80
14.12.2022 00:00 - 14.12.2022 01:00,0,0,0,n/e,n/e,n/e,98,98,98
14.12.2022 01:00 - 14.12.2022 02:00,0,0,0,n/e,n/e,n/e,106,106,106
14.12.2022 02:00 - 14.12.2022 03:00,0,0,0,n/e,n/e,n/e,108,108,108
14.12.2022 03:00 - 14.12.2022 04:00,0,0,0,n/e,n/e,n/e,104,104,104
14.12.2022 04:00 - 14.12.2022 05:00,0,0,0,n/e,n/e,n/e,97,97,97
14.12.2022 05:00 - 14.12.2022 06:00,0,0,0,n/e,n/e,n/e,87,87,87
14.12.2022 06:00 - 14.12.2022 07:00,1,1,1,n/e,n/e,n/e,68,68,68
14.12.2022 07:00 - 14.12.2022 08:00,1,1,1,n/e,n/e,n/e,60,60,60
14.12.2022 08:00 - 14.12.2022 09:00,4,4,4,n/e,n/e,n/e,57,57,57
14.12.2022 09:00 - 14.12.2022 10:00,9,9,9,n/e,n/e,n/e,56,56,56
14.12.2022 10:00 - 14.12.2022 11:00,12,12,12,n/e,n/e,n/e,54,54,54
14.12.2022 11:00 - 14.12.2022 12:00,11,11,11,n/e,n/e,n/e,54,54,54
14.12.2022 12:00 - 14.12.2022 13:00,7,7,7,n/e,n/e,n/e,58,58,58
14.12.2022 13:00 - 14.12.2022 14:00,4,4,4,n/e,n/e,n/e,65,65,65
14.12.2022 14:00 - 14.12.2022 15:00,2,2,2,n/e,n/e,n/e,72,72,72
14.12.2022 15:00 - 14.12.2022 16:00,1,1,1,n/e,n/e,n/e,78,78,78
14.12.2022 16:00 - 14.12.2022 17:00,1,1,1,n/e,n/e,n/e,91,91,91
14.12.2022 17:00 - 14.12.2022 18:00,0,0,0,n/e,n/e,n/e,107,107,107
14.12.2022 18:00 - 14.12.2022 19:00,0,0,0,n/e,n/e,n/e,130,130,130
14.12.2022 19:00 - 14.12.2022 20:00,0,0,0,n/e,n/e,n/e,147,147,147
14.12.2022 20:00 - 14.12.2022 21:00,0,0,0,n/e,n/e,n/e,179,179,179
14.12.2022 21:00 - 14.12.2022 22:00,0,0,0,n/e,n/e,n/e,192,192,192
14.12.2022 22:00 - 14.12.2022 23:00,0,0,0,n/e,n/e,n/e,198,198,198
14.12.2022 23:00 - 15.12.2022 00:00,0,0,0,n/e,n/e,n/e,200,200,200
15.12.2022 00:00 - 15.12.2022 01:00,0,0,0,n/e,n/e,n/e,198,198,198
15.12.2022 01:00 - 15.12.2022 02:00,0,0,0,n/e,n/e,n/e,193,193,193
15.12.2022 02:00 - 15.12.2022 03:00,0,0,0,n/e,n/e,n/e,186,186,186
15.12.2022 03:00 - 15.12.2022 04:00,0,0,0,n/e,n/e,n/e,177,177,177
15.12.2022 04:00 - 15.12.2022 05:00,0,0,0,n/e,n/e,n/e,163,163,163
15.12.2022 05:00 - 15.12.2022 06:00,0,0,0,n/e,n/e,n/e,147,147,147
15.12.2022 06:00 - 15.12.2022 07:00,1,1,1,n/e,n/e,n/e,134,134,134
15.12.2022 07:00 - 15.12.2022 08:00,2,2,2,n/e,n/e,n/e,124,124,124
15.12.2022 08:00 - 15.12.2022 09:00,4,4,4,n/e,n/e,n/e,116,116,116
15.12.2022 09:00 - 15.12.2022 10:00,8,8,8,n/e,n/e,n/e,109,109,109
15.12.2022 10:00 - 15.12.2022 11:00,11,11,11,n/e,n/e,n/e,95,95,95
15.12.2022 11:00 - 15.12.2022 12:00,12,12,12,n/e,n/e,n/e,80,80,80
15.12.2022 12:00 - 15.12.2022 13:00,9,9,9,n/e,n/e,n/e,68,68,68
15.12.2022 13:00 - 15.12.2022 14:00,6,6,6,n/e,n/e,n/e,61,61,61
15.12.2022 14:00 - 15.12.2022 15:00,2,2,2,n/e,n/e,n/e,59,59,59
15.12.2022 15:00 - 15.12.2022 16:00,1,1,1,n/e,n/e,n/e,51,51,51
15.12.2022 16:00 - 15.12.2022 17:00,1,1,1,n/e,n/e,n/e,47,47,47
15.12.2022 17:00 - 15.12.2022 18:00,0,0,0,n/e,n/e,n/e,43,43,43
15.12.2022 18:00 - 15.12.2022 19:00,0,0,0,n/e,n/e,n/e,39,39,39
15.12.2022 19:00 - 15.12.2022 20:00,0,0,0,n/e,n/e,n/e,36,36,36
15.12.2022 20:00 - 15.12.2022 21:00,0,0,0,n/e,n/e,n/e,34,34,34
15.12.2022 21:00 - 15.12.2022 22:00,0,0,0,n/e,n/e,n/e,34,34,34
15.12.2022 22:00 - 15.12.2022 23:00,0,0,0,n/e,n/e,n/e,33,33,33
15.12.2022 23:00 - 16.12.2022 00:00,0,0,0,n/e,n/e,n/e,19,19,19
16.12.2022 00:00 - 16.12.2022 01:00,0,0,0,n/e,n/e,n/e,14,14,14
16.12.2022 01:00 - 16.12.2022 02:00,0,0,0,n/e,n/e,n/e,13,13,13
16.12.2022 02:00 - 16.12.2022 03:00,0,0,0,n/e,n/e,n/e,13,13,13
16.12.2022 03:00 - 16.12.2022 04:00,0,0,0,n/e,n/e,n/e,13,13,13
16.12.2022 04:00 - 16.12.2022 05:00,0,0,0,n/e,n/e,n/e,14,14,14
16.12.2022 05:00 - 16.12.2022 06:00,0,0,0,n/e,n/e,n/e,15,15,15
16.12.2022 06:00 - 16.12.2022 07:00,1,1,1,n/e,n/e,n/e,17,17,17
16.12.2022 07:00 - 16.12.2022 08:00,1,1,1,n/e,n/e,n/e,19,19,19
16.12.2022 08:00 - 16.12.2022 09:00,2,2,2,n/e,n/e,n/e,22,22,22
16.12.2022 09:00 - 16.12.2022 10:00,5,5,5,n/e,n/e,n/e,28,28,28
16.12.2022 10:00 - 16.12.2022 11:00,9,9,9,n/e,n/e,n/e,24,24,24
16.12.2022 11:00 - 16.12.2022 12:00,10,10,10,n/e,n/e,n/e,20,20,20
16.12.2022 12:00 - 16.12.2022 13:00,8,8,8,n/e,n/e,n/e,18,18,18
16.12.2022 13:00 - 16.12.2022 14:00,5,5,5,n/e,n/e,n/e,17,17,17
16.12.2022 14:00 - 16.12.2022 15:00,2,2,2,n/e,n/e,n/e,19,19,19
16.12.2022 15:00 - 16.12.2022 16:00,1,1,1,n/e,n/e,n/e,19,19,19
16.12.2022 16:00 - 16.12.2022 17:00,1,1,1,n/e,n/e,n/e,18,18,18
16.12.2022 17:00 - 16.12.2022 18:00,0,0,0,n/e,n/e,n/e,17,17,17
16.12.2022 18:00 - 16.12.2022 19:00,0,0,0,n/e,n/e,n/e,17,17,17
16.12.2022 19:00 - 16.12.2022 20:00,0,0,0,n/e,n/e,n/e,17,17,17
16.12.2022 20:00 - 16.12.2022 21:00,0,0,0,n/e,n/e,n/e,17,17,17
16.12.2022 21:00 - 16.12.2022 22:00,0,0,0,n/e,n/e,n/e,16,16,16
16.12.2022 22:00 - 16.12.2022 23:00,0,0,0,n/e,n/e,n/e,16,16,16
16.12.2022 23:00 - 17.12.2022 00:00,0,0,0,n/e,n/e,n/e,16,16,16
17.12.2022 00:00 - 17.12.2022 01:00,0,0,0,n/e,n/e,n/e,13,13,13
17.12.2022 01:00 - 17.12.2022 02:00,0,0,0,n/e,n/e,n/e,13,13,13
17.12.2022 02:00 - 17.12.2022 03:00,0,0,0,n/e,n/e,n/e,12,12,12
17.12.2022 03:00 - 17.12.2022 04:00,0,0,0,n/e,n/e,n/e,11,11,11
17.12.2022 04:00 - 17.12.2022 05:00,0,0,0,n/e,n/e,n/e,8,8,8
17.12.2022 05:00 - 17.12.2022 06:00,0,0,0,n/e,n/e,n/e,7,7,7
17.12.2022 06:00 - 17.12.2022 07:00,1,1,1,n/e,n/e,n/e,5,5,5
17.12.2022 07:00 - 17.12.2022 08:00,1,1,1,n/e,n/e,n/e,5,5,5
17.12.2022 08:00 - 17.12.2022 09:00,3,3,3,n/e,n/e,n/e,5,5,5
17.12.2022 09:00 - 17.12.2022 10:00,6,6,6,n/e,n/e,n/e,7,7,7
17.12.2022 10:00 - 17.12.2022 11:00,9,9,9,n/e,n/e,n/e,7,7,7
17.12.2022 11:00 - 17.12.2022 12:00,11,11,11,n/e,n/e,n/e,7,7,7
17.12.2022 12:00 - 17.12.2022 13:00,9,9,9,n/e,n/e,n/e,8,8,8
17.12.2022 13:00 - 17.12.2022 14:00,5,5,5,n/e,n/e,n/e,11,11,11
17.12.2022 14:00 - 17.12.2022 15:00,2,2,2,n/e,n/e,n/e,13,13,13
17.12.2022 15:00 - 17.12.2022 16:00,1,1,1,n/e,n/e,n/e,16,16,16
17.12.2022 16:00 - 17.12.2022 17:00,1,1,1,n/e,n/e,n/e,25,25,25
17.12.2022 17:00 - 17.12.2022 18:00,0,0,0,n/e,n/e,n/e,34,34,34
17.12.2022 18:00 - 17.12.2022 19:00,0,0,0,n/e,n/e,n/e,44,44,44
17.12.2022 19:00 - 17.12.2022 20:00,0,0,0,n/e,n/e,n/e,55,55,55
17.12.2022 20:00 - 17.12.2022 21:00,0,0,0,n/e,n/e,n/e,70,70,70
17.12.2022 21:00 - 17.12.2022 22:00,0,0,0,n/e,n/e,n/e,79,79,79
17.12.2022 22:00 - 17.12.2022 23:00,0,0,0,n/e,n/e,n/e,86,86,86
17.12.2022 23:00 - 18.12.2022 00:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 00:00 - 18.12.2022 01:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 01:00 - 18.12.2022 02:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 02:00 - 18.12.2022 03:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 03:00 - 18.12.2022 04:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 04:00 - 18.12.2022 05:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 05:00 - 18.12.2022 06:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 06:00 - 18.12.2022 07:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 07:00 - 18.12.2022 08:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 08:00 - 18.12.2022 09:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 09:00 - 18.12.2022 10:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 10:00 - 18.12.2022 11:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 11:00 - 18.12.2022 12:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 12:00 - 18.12.2022 13:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 13:00 - 18.12.2022 14:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 14:00 - 18.12.2022 15:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 15:00 - 18.12.2022 16:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 16:00 - 18.12.2022 17:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 17:00 - 18.12.2022 18:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 18:00 - 18.12.2022 19:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 19:00 - 18.12.2022 20:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 20:00 - 18.12.2022 21:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 21:00 - 18.12.2022 22:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 22:00 - 18.12.2022 23:00,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A
18.12.2022 23:00 - 19.12.2022 00:00,0,0,0,n/e,n/e,n/e,188,188,188
19.12.2022 00:00 - 19.12.2022 01:00,0,0,0,n/e,n/e,n/e,188,188,188
19.12.2022 01:00 - 19.12.2022 02:00,0,0,0,n/e,n/e,n/e,182,182,182
19.12.2022 02:00 - 19.12.2022 03:00,0,0,0,n/e,n/e,n/e,168,168,168
19.12.2022 03:00 - 19.12.2022 04:00,0,0,0,n/e,n/e,n/e,150,150,150
19.12.2022 04:00 - 19.12.2022 05:00,0,0,0,n/e,n/e,n/e,136,136,136
19.12.2022 05:00 - 19.12.2022 06:00,0,0,0,n/e,n/e,n/e,122,122,122
19.12.2022 06:00 - 19.12.2022 07:00,1,1,1,n/e,n/e,n/e,108,108,108
19.12.2022 07:00 - 19.12.2022 08:00,1,1,1,n/e,n/e,n/e,98,98,98
19.12.2022 08:00 - 19.12.2022 09:00,2,2,2,n/e,n/e,n/e,95,95,95
19.12.2022 09:00 - 19.12.2022 10:00,3,3,3,n/e,n/e,n/e,98,98,98
19.12.2022 10:00 - 19.12.2022 11:00,4,4,4,n/e,n/e,n/e,97,97,97
19.12.2022 11:00 - 19.12.2022 12:00,4,4,4,n/e,n/e,n/e,99,99,99
19.12.2022 12:00 - 19.12.2022 13:00,3,3,3,n/e,n/e,n/e,101,101,101
19.12.2022 13:00 - 19.12.2022 14:00,3,3,3,n/e,n/e,n/e,102,102,102
19.12.2022 14:00 - 19.12.2022 15:00,2,2,2,n/e,n/e,n/e,103,103,103
19.12.2022 15:00 - 19.12.2022 16:00,1,1,1,n/e,n/e,n/e,104,104,104
19.12.2022 16:00 - 19.12.2022 17:00,1,1,1,n/e,n/e,n/e,105,105,105
19.12.2022 17:00 - 19.12.2022 18:00,0,0,0,n/e,n/e,n/e,108,108,108
19.12.2022 18:00 - 19.12.2022 19:00,0,0,0,n/e,n/e,n/e,107,107,107
19.12.2022 19:00 - 19.12.2022 20:00,0,0,0,n/e,n/e,n/e,102,102,102
19.12.2022 20:00 - 19.12.2022 21:00,0,0,0,n/e,n/e,n/e,96,96,96
19.12.2022 21:00 - 19.12.2022 22:00,0,0,0,n/e,n/e,n/e,97,97,97
19.12.2022 22:00 - 19.12.2022 23:00,0,0,0,n/e,n/e,n/e,89,89,89
19.12.2022 23:00 - 20.12.2022 00:00,0,0,0,n/e,n/e,n/e,85,85,85
20.12.2022 00:00 - 20.12.2022 01:00,0,0,0,n/e,n/e,n/e,77,77,77
20.12.2022 01:00 - 20.12.2022 02:00,0,0,0,n/e,n/e,n/e,78,78,78
20.12.2022 02:00 - 20.12.2022 03:00,0,0,0,n/e,n/e,n/e,77,77,77
20.12.2022 03:00 - 20.12.2022 04:00,0,0,0,n/e,n/e,n/e,75,75,75
20.12.2022 04:00 - 20.12.2022 05:00,0,0,0,n/e,n/e,n/e,74,74,74
20.12.2022 05:00 - 20.12.2022 06:00,0,0,0,n/e,n/e,n/e,74,74,74
20.12.2022 06:00 - 20.12.2022 07:00,1,1,1,n/e,n/e,n/e,73,73,73
20.12.2022 07:00 - 20.12.2022 08:00,1,1,1,n/e,n/e,n/e,74,74,74
20.12.2022 08:00 - 20.12.2022 09:00,2,2,2,n/e,n/e,n/e,76,76,76
20.12.2022 09:00 - 20.12.2022 10:00,3,3,3,n/e,n/e,n/e,77,77,77
20.12.2022 10:00 - 20.12.2022 11:00,3,3,3,n/e,n/e,n/e,76,76,76
20.12.2022 11:00 - 20.12.2022 12:00,3,3,3,n/e,n/e,n/e,75,75,75
20.12.2022 12:00 - 20.12.2022 13:00,3,3,3,n/e,n/e,n/e,73,73,73
20.12.2022 13:00 - 20.12.2022 14:00,3,3,3,n/e,n/e,n/e,73,73,73
20.12.2022 14:00 - 20.12.2022 15:00,2,2,2,n/e,n/e,n/e,77,77,77
20.12.2022 15:00 - 20.12.2022 16:00,1,1,1,n/e,n/e,n/e,80,80,80
20.12.2022 16:00 - 20.12.2022 17:00,1,1,1,n/e,n/e,n/e,81,81,81
20.12.2022 17:00 - 20.12.2022 18:00,0,0,0,n/e,n/e,n/e,79,79,79
20.12.2022 18:00 - 20.12.2022 19:00,0,0,0,n/e,n/e,n/e,78,78,78
20.12.2022 19:00 - 20.12.2022 20:00,0,0,0,n/e,n/e,n/e,79,79,79
20.12.2022 20:00 - 20.12.2022 21:00,0,0,0,n/e,n/e,n/e,82,82,82
20.12.2022 21:00 - 20.12.2022 22:00,0,0,0,n/e,n/e,n/e,89,89,89
20.12.2022 22:00 - 20.12.2022 23:00,0,0,0,n/e,n/e,n/e,91,91,91
20.12.2022 23:00 - 21.12.2022 00:00,0,0,0,n/e,n/e,n/e,89,89,89
21.12.2022 00:00 - 21.12.2022 01:00,0,0,0,n/e,n/e,n/e,98,98,98
21.12.2022 01:00 - 21.12.2022 02:00,0,0,0,n/e,n/e,n/e,106,106,106
21.12.2022 02:00 - 21.12.2022 03:00,0,0,0,n/e,n/e,n/e,113,113,113
21.12.2022 03:00 - 21.12.2022 04:00,0,0,0,n/e,n/e,n/e,116,116,116
21.12.2022 04:00 - 21.12.2022 05:00,0,0,0,n/e,n/e,n/e,115,115,115
21.12.2022 05:00 - 21.12.2022 06:00,0,0,0,n/e,n/e,n/e,116,116,116
21.12.2022 06:00 - 21.12.2022 07:00,1,1,1,n/e,n/e,n/e,117,117,117
21.12.2022 07:00 - 21.12.2022 08:00,1,1,1,n/e,n/e,n/e,114,114,114
21.12.2022 08:00 - 21.12.2022 09:00,2,2,2,n/e,n/e,n/e,112,112,112
21.12.2022 09:00 - 21.12.2022 10:00,2,2,2,n/e,n/e,n/e,108,108,108
21.12.2022 10:00 - 21.12.2022 11:00,2,2,2,n/e,n/e,n/e,103,103,103
21.12.2022 11:00 - 21.12.2022 12:00,2,2,2,n/e,n/e,n/e,100,100,100
21.12.2022 12:00 - 21.12.2022 13:00,2,2,2,n/e,n/e,n/e,99,99,99
21.12.2022 13:00 - 21.12.2022 14:00,2,2,2,n/e,n/e,n/e,95,95,95
21.12.2022 14:00 - 21.12.2022 15:00,1,1,1,n/e,n/e,n/e,90,90,90
21.12.2022 15:00 - 21.12.2022 16:00,1,1,1,n/e,n/e,n/e,88,88,88
21.12.2022 16:00 - 21.12.2022 17:00,1,1,1,n/e,n/e,n/e,89,89,89
21.12.2022 17:00 - 21.12.2022 18:00,0,0,0,n/e,n/e,n/e,89,89,89
21.12.2022 18:00 - 21.12.2022 19:00,0,0,0,n/e,n/e,n/e,91,91,91
21.12.2022 19:00 - 21.12.2022 20:00,0,0,0,n/e,n/e,n/e,93,93,93
21.12.2022 20:00 - 21.12.2022 21:00,0,0,0,n/e,n/e,n/e,93,93,93
21.12.2022 21:00 - 21.12.2022 22:00,0,0,0,n/e,n/e,n/e,92,92,92
21.12.2022 22:00 - 21.12.2022 23:00,0,0,0,n/e,n/e,n/e,93,93,93
21.12.2022 23:00 - 22.12.2022 00:00,0,0,0,n/e,n/e,n/e,94,94,94
22.12.2022 00:00 - 22.12.2022 01:00,0,0,0,n/e,n/e,n/e,97,97,97
22.12.2022 01:00 - 22.12.2022 02:00,0,0,0,n/e,n/e,n/e,100,100,100
22.12.2022 02:00 - 22.12.2022 03:00,0,0,0,n/e,n/e,n/e,100,100,100
22.12.2022 03:00 - 22.12.2022 04:00,0,0,0,n/e,n/e,n/e,100,100,100
22.12.2022 04:00 - 22.12.2022 05:00,0,0,0,n/e,n/e,n/e,100,100,100
22.12.2022 05:00 - 22.12.2022 06:00,0,0,0,n/e,n/e,n/e,104,104,104
22.12.2022 06:00 - 22.12.2022 07:00,1,1,1,n/e,n/e,n/e,111,111,111
22.12.2022 07:00 - 22.12.2022 08:00,1,1,1,n/e,n/e,n/e,115,115,115
22.12.2022 08:00 - 22.12.2022 09:00,2,2,2,n/e,n/e,n/e,118,118,118
22.12.2022 09:00 - 22.12.2022 10:00,3,3,3,n/e,n/e,n/e,120,120,120
22.12.2022 10:00 - 22.12.2022 11:00,4,4,4,n/e,n/e,n/e,116,116,116
22.12.2022 11:00 - 22.12.2022 12:00,4,4,4,n/e,n/e,n/e,109,109,109
22.12.2022 12:00 - 22.12.2022 13:00,4,4,4,n/e,n/e,n/e,101,101,101
22.12.2022 13:00 - 22.12.2022 14:00,3,3,3,n/e,n/e,n/e,95,95,95
22.12.2022 14:00 - 22.12.2022 15:00,2,2,2,n/e,n/e,n/e,92,92,92
22.12.2022 15:00 - 22.12.2022 16:00,1,1,1,n/e,n/e,n/e,91,91,91
22.12.2022 16:00 - 22.12.2022 17:00,1,1,1,n/e,n/e,n/e,90,90,90
22.12.2022 17:00 - 22.12.2022 18:00,0,0,0,n/e,n/e,n/e,90,90,90
22.12.2022 18:00 - 22.12.2022 19:00,0,0,0,n/e,n/e,n/e,92,92,92
22.12.2022 19:00 - 22.12.2022 20:00,0,0,0,n/e,n/e,n/e,91,91,91
22.12.2022 20:00 - 22.12.2022 21:00,0,0,0,n/e,n/e,n/e,90,90,90
22.12.2022 21:00 - 22.12.2022 22:00,0,0,0,n/e,n/e,n/e,88,88,88
22.12.2022 22:00 - 22.12.2022 23:00,0,0,0,n/e,n/e,n/e,85,85,85
22.12.2022 23:00 - 23.12.2022 00:00,0,0,0,n/e,n/e,n/e,79,79,79
23.12.2022 00:00 - 23.12.2022 01:00,0,0,0,n/e,n/e,n/e,69,69,69
23.12.2022 01:00 - 23.12.2022 02:00,0,0,0,n/e,n/e,n/e,63,63,63
23.12.2022 02:00 - 23.12.2022 03:00,0,0,0,n/e,n/e,n/e,58,58,58
23.12.2022 03:00 - 23.12.2022 04:00,0,0,0,n/e,n/e,n/e,52,52,52
23.12.2022 04:00 - 23.12.2022 05:00,0,0,0,n/e,n/e,n/e,48,48,48
23.12.2022 05:00 - 23.12.2022 06:00,0,0,0,n/e,n/e,n/e,45,45,45
23.12.2022 06:00 - 23.12.2022 07:00,1,1,1,n/e,n/e,n/e,44,44,44
23.12.2022 07:00 - 23.12.2022 08:00,1,1,1,n/e,n/e,n/e,47,47,47
23.12.2022 08:00 - 23.12.2022 09:00,2,2,2,n/e,n/e,n/e,56,56,56
23.12.2022 09:00 - 23.12.2022 10:00,3,3,3,n/e,n/e,n/e,70,70,70
23.12.2022 10:00 - 23.12.2022 11:00,4,4,4,n/e,n/e,n/e,83,83,83
23.12.2022 11:00 - 23.12.2022 12:00,4,4,4,n/e,n/e,n/e,86,86,86
23.12.2022 12:00 - 23.12.2022 13:00,3,3,3,n/e,n/e,n/e,83,83,83
23.12.2022 13:00 - 23.12.2022 14:00,3,3,3,n/e,n/e,n/e,82,82,82
23.12.2022 14:00 - 23.12.2022 15:00,2,2,2,n/e,n/e,n/e,85,85,85
23.12.2022 15:00 - 23.12.2022 16:00,1,1,1,n/e,n/e,n/e,87,87,87
23.12.2022 16:00 - 23.12.2022 17:00,1,1,1,n/e,n/e,n/e,87,87,87
23.12.2022 17:00 - 23.12.2022 18:00,0,0,0,n/e,n/e,n/e,84,84,84
23.12.2022 18:00 - 23.12.2022 19:00,0,0,0,n/e,n/e,n/e,82,82,82
23.12.2022 19:00 - 23.12.2022 20:00,0,0,0,n/e,n/e,n/e,82,82,82
23.12.2022 20:00 - 23.12.2022 21:00,0,0,0,n/e,n/e,n/e,87,87,87
23.12.2022 21:00 - 23.12.2022 22:00,0,0,0,n/e,n/e,n/e,96,96,96
23.12.2022 22:00 - 23.12.2022 23:00,0,0,0,n/e,n/e,n/e,102,102,102
23.12.2022 23:00 - 24.12.2022 00:00,0,0,0,n/e,n/e,n/e,100,100,100
24.12.2022 00:00 - 24.12.2022 01:00,0,0,0,n/e,n/e,n/e,104,104,104
24.12.2022 01:00 - 24.12.2022 02:00,0,0,0,n/e,n/e,n/e,102,102,102
24.12.2022 02:00 - 24.12.2022 03:00,0,0,0,n/e,n/e,n/e,98,98,98
24.12.2022 03:00 - 24.12.2022 04:00,0,0,0,n/e,n/e,n/e,89,89,89
24.12.2022 04:00 - 24.12.2022 05:00,0,0,0,n/e,n/e,n/e,79,79,79
24.12.2022 05:00 - 24.12.2022 06:00,0,0,0,n/e,n/e,n/e,71,71,71
24.12.2022 06:00 - 24.12.2022 07:00,1,1,1,n/e,n/e,n/e,65,65,65
24.12.2022 07:00 - 24.12.2022 08:00,1,1,1,n/e,n/e,n/e,60,60,60
24.12.2022 08:00 - 24.12.2022 09:00,4,4,4,n/e,n/e,n/e,57,57,57
24.12.2022 09:00 - 24.12.2022 10:00,13,13,13,n/e,n/e,n/e,55,55,55
24.12.2022 10:00 - 24.12.2022 11:00,23,23,23,n/e,n/e,n/e,54,54,54
24.12.2022 11:00 - 24.12.2022 12:00,26,26,26,n/e,n/e,n/e,51,51,51
24.12.2022 12:00 - 24.12.2022 13:00,21,21,21,n/e,n/e,n/e,50,50,50
24.12.2022 13:00 - 24.12.2022 14:00,11,11,11,n/e,n/e,n/e,51,51,51
24.12.2022 14:00 - 24.12.2022 15:00,3,3,3,n/e,n/e,n/e,53,53,53
24.12.2022 15:00 - 24.12.2022 16:00,1,1,1,n/e,n/e,n/e,54,54,54
24.12.2022 16:00 - 24.12.2022 17:00,1,1,1,n/e,n/e,n/e,53,53,53
24.12.2022 17:00 - 24.12.2022 18:00,0,0,0,n/e,n/e,n/e,53,53,53
24.12.2022 18:00 - 24.12.2022 19:00,0,0,0,n/e,n/e,n/e,53,53,53
24.12.2022 19:00 - 24.12.2022 20:00,0,0,0,n/e,n/e,n/e,53,53,53
24.12.2022 20:00 - 24.12.2022 21:00,0,0,0,n/e,n/e,n/e,52,52,52
24.12.2022 21:00 - 24.12.2022 22:00,0,0,0,n/e,n/e,n/e,50,50,50
24.12.2022 22:00 - 24.12.2022 23:00,0,0,0,n/e,n/e,n/e,49,49,49
24.12.2022 23:00 - 25.12.2022 00:00,0,0,0,n/e,n/e,n/e,50,50,50
25.12.2022 00:00 - 25.12.2022 01:00,0,0,0,n/e,n/e,n/e,55,55,55
