MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
01.12.2022 13:00 - 01.12.2022 14:00,7,7,7,n/e,n/e,n/e,4,4,4
01.12.2022 14:00 - 01.12.2022 15:00,3,3,3,n/e,n/e,n/e,6,6,6
01.12.2022 15:00 - 01.12.2022 16:00,0,0,0,n/e,n/e,n/e,8,8,8
01.12.2022 16:00 - 01.12.2022 17:00,0,0,0,n/e,n/e,n/e,11,11,11
01.12.2022 17:00 - 01.12.2022 18:00,0,0,0,n/e,n/e,n/e,12,12,12
01.12.2022 18:00 - 01.12.2022 19:00,0,0,0,n/e,n/e,n/e,12,12,12
01.12.2022 19:00 - 01.12.2022 20:00,0,0,0,n/e,n/e,n/e,12,12,12
01.12.2022 20:00 - 01.12.2022 21:00,0,0,0,n/e,n/e,n/e,15,15,15
01.12.2022 21:00 - 01.12.2022 22:00,0,0,0,n/e,n/e,n/e,13,13,13
01.12.2022 22:00 - 01.12.2022 23:00,0,0,0,n/e,n/e,n/e,14,14,14
01.12.2022 23:00 - 02.12.2022 00:00,0,0,0,n/e,n/e,n/e,14,14,14
02.12.2022 00:00 - 02.12.2022 01:00,0,0,0,n/e,n/e,n/e,17,17,17
02.12.2022 01:00 - 02.12.2022 02:00,0,0,0,n/e,n/e,n/e,18,18,18
02.12.2022 02:00 - 02.12.2022 03:00,0,0,0,n/e,n/e,n/e,21,21,21
02.12.2022 03:00 - 02.12.2022 04:00,0,0,0,n/e,n/e,n/e,18,18,18
02.12.2022 04:00 - 02.12.2022 05:00,0,0,0,n/e,n/e,n/e,17,17,17
02.12.2022 05:00 - 02.12.2022 06:00,0,0,0,n/e,n/e,n/e,17,17,17
02.12.2022 06:00 - 02.12.2022 07:00,1,1,1,n/e,n/e,n/e,16,16,16
02.12.2022 07:00 - 02.12.2022 08:00,2,2,2,n/e,n/e,n/e,16,16,16
02.12.2022 08:00 - 02.12.2022 09:00,7,7,7,n/e,n/e,n/e,15,15,15
02.12.2022 09:00 - 02.12.2022 10:00,13,13,13,n/e,n/e,n/e,15,15,15
02.12.2022 10:00 - 02.12.2022 11:00,20,20,20,n/e,n/e,n/e,13,13,13
02.12.2022 11:00 - 02.12.2022 12:00,21,21,21,n/e,n/e,n/e,12,12,12
02.12.2022 12:00 - 02.12.2022 13:00,16,16,16,n/e,n/e,n/e,11,11,11
02.12.2022 13:00 - 02.12.2022 14:00,8,8,8,n/e,n/e,n/e,12,12,12
02.12.2022 14:00 - 02.12.2022 15:00,3,3,3,n/e,n/e,n/e,15,15,15
02.12.2022 15:00 - 02.12.2022 16:00,1,1,1,n/e,n/e,n/e,17,17,17
02.12.2022 16:00 - 02.12.2022 17:00,0,0,0,n/e,n/e,n/e,19,19,19
02.12.2022 17:00 - 02.12.2022 18:00,0,0,0,n/e,n/e,n/e,18,18,18
02.12.2022 18:00 - 02.12.2022 19:00,0,0,0,n/e,n/e,n/e,18,18,18
02.12.2022 19:00 - 02.12.2022 20:00,0,0,0,n/e,n/e,n/e,20,20,20
02.12.2022 20:00 - 02.12.2022 21:00,0,0,0,n/e,n/e,n/e,16,16,16
02.12.2022 21:00 - 02.12.2022 22:00,0,0,0,n/e,n/e,n/e,14,14,14
02.12.2022 22:00 - 02.12.2022 23:00,0,0,0,n/e,n/e,n/e,16,16,16
02.12.2022 23:00 - 03.12.2022 00:00,0,0,0,n/e,n/e,n/e,12,12,12
03.12.2022 00:00 - 03.12.2022 01:00,0,0,0,n/e,n/e,n/e,12,12,12
03.12.2022 01:00 - 03.12.2022 02:00,0,0,0,n/e,n/e,n/e,8,8,8
03.12.2022 02:00 - 03.12.2022 03:00,0,0,0,n/e,n/e,n/e,8,8,8
03.12.2022 03:00 - 03.12.2022 04:00,0,0,0,n/e,n/e,n/e,8,8,8
03.12.2022 04:00 - 03.12.2022 05:00,0,0,0,n/e,n/e,n/e,7,7,7
03.12.2022 05:00 - 03.12.2022 06:00,0,0,0,n/e,n/e,n/e,7,7,7
03.12.2022 06:00 - 03.12.2022 07:00,1,1,1,n/e,n/e,n/e,7,7,7
03.12.2022 07:00 - 03.12.2022 08:00,2,2,2,n/e,n/e,n/e,7,7,7
03.12.2022 08:00 - 03.12.2022 09:00,5,5,5,n/e,n/e,n/e,9,9,9
03.12.2022 09:00 - 03.12.2022 10:00,8,8,8,n/e,n/e,n/e,12,12,12
03.12.2022 10:00 - 03.12.2022 11:00,11,11,11,n/e,n/e,n/e,4,4,4
03.12.2022 11:00 - 03.12.2022 12:00,12,12,12,n/e,n/e,n/e,4,4,4
03.12.2022 12:00 - 03.12.2022 13:00,10,10,10,n/e,n/e,n/e,4,4,4
03.12.2022 13:00 - 03.12.2022 14:00,6,6,6,n/e,n/e,n/e,4,4,4
03.12.2022 14:00 - 03.12.2022 15:00,3,3,3,n/e,n/e,n/e,8,8,8
03.12.2022 15:00 - 03.12.2022 16:00,1,1,1,n/e,n/e,n/e,6,6,6
03.12.2022 16:00 - 03.12.2022 17:00,0,0,0,n/e,n/e,n/e,10,10,10
03.12.2022 17:00 - 03.12.2022 18:00,0,0,0,n/e,n/e,n/e,7,7,7
03.12.2022 18:00 - 03.12.2022 19:00,0,0,0,n/e,n/e,n/e,11,11,11
03.12.2022 19:00 - 03.12.2022 20:00,0,0,0,n/e,n/e,n/e,7,7,7
03.12.2022 20:00 - 03.12.2022 21:00,0,0,0,n/e,n/e,n/e,7,7,7
03.12.2022 21:00 - 03.12.2022 22:00,0,0,0,n/e,n/e,n/e,15,15,15
03.12.2022 22:00 - 03.12.2022 23:00,0,0,0,n/e,n/e,n/e,8,8,8
03.12.2022 23:00 - 04.12.2022 00:00,0,0,0,n/e,n/e,n/e,15,15,15
04.12.2022 00:00 - 04.12.2022 01:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 01:00 - 04.12.2022 02:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 02:00 - 04.12.2022 03:00,0,0,0,n/e,n/e,n/e,11,11,11
04.12.2022 03:00 - 04.12.2022 04:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 04:00 - 04.12.2022 05:00,0,0,0,n/e,n/e,n/e,14,14,14
04.12.2022 05:00 - 04.12.2022 06:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 06:00 - 04.12.2022 07:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 07:00 - 04.12.2022 08:00,1,1,1,n/e,n/e,n/e,10,10,10
04.12.2022 08:00 - 04.12.2022 09:00,2,2,2,n/e,n/e,n/e,10,10,10
04.12.2022 09:00 - 04.12.2022 10:00,4,4,4,n/e,n/e,n/e,11,11,11
04.12.2022 10:00 - 04.12.2022 11:00,5,5,5,n/e,n/e,n/e,11,11,11
04.12.2022 11:00 - 04.12.2022 12:00,5,5,5,n/e,n/e,n/e,11,11,11
04.12.2022 12:00 - 04.12.2022 13:00,4,4,4,n/e,n/e,n/e,10,10,10
04.12.2022 13:00 - 04.12.2022 14:00,3,3,3,n/e,n/e,n/e,9,9,9
04.12.2022 14:00 - 04.12.2022 15:00,2,2,2,n/e,n/e,n/e,10,10,10
04.12.2022 15:00 - 04.12.2022 16:00,0,0,0,n/e,n/e,n/e,11,11,11
04.12.2022 16:00 - 04.12.2022 17:00,0,0,0,n/e,n/e,n/e,11,11,11
04.12.2022 17:00 - 04.12.2022 18:00,0,0,0,n/e,n/e,n/e,11,11,11
04.12.2022 18:00 - 04.12.2022 19:00,0,0,0,n/e,n/e,n/e,14,14,14
04.12.2022 19:00 - 04.12.2022 20:00,0,0,0,n/e,n/e,n/e,11,11,11
04.12.2022 20:00 - 04.12.2022 21:00,0,0,0,n/e,n/e,n/e,12,12,12
04.12.2022 21:00 - 04.12.2022 22:00,0,0,0,n/e,n/e,n/e,18,18,18
04.12.2022 22:00 - 04.12.2022 23:00,0,0,0,n/e,n/e,n/e,10,10,10
04.12.2022 23:00 - 05.12.2022 00:00,0,0,0,n/e,n/e,n/e,14,14,14
05.12.2022 00:00 - 05.12.2022 01:00,0,0,0,n/e,n/e,n/e,10,10,10
05.12.2022 01:00 - 05.12.2022 02:00,0,0,0,n/e,n/e,n/e,10,10,10
05.12.2022 02:00 - 05.12.2022 03:00,0,0,0,n/e,n/e,n/e,10,10,10
05.12.2022 03:00 - 05.12.2022 04:00,0,0,0,n/e,n/e,n/e,9,9,9
05.12.2022 04:00 - 05.12.2022 05:00,0,0,0,n/e,n/e,n/e,8,8,8
05.12.2022 05:00 - 05.12.2022 06:00,0,0,0,n/e,n/e,n/e,7,7,7
05.12.2022 06:00 - 05.12.2022 07:00,0,0,0,n/e,n/e,n/e,6,6,6
05.12.2022 07:00 - 05.12.2022 08:00,1,1,1,n/e,n/e,n/e,6,6,6
05.12.2022 08:00 - 05.12.2022 09:00,2,2,2,n/e,n/e,n/e,6,6,6
05.12.2022 09:00 - 05.12.2022 10:00,4,4,4,n/e,n/e,n/e,6,6,6
05.12.2022 10:00 - 05.12.2022 11:00,6,6,6,n/e,n/e,n/e,6,6,6
05.12.2022 11:00 - 05.12.2022 12:00,6,6,6,n/e,n/e,n/e,10,10,10
05.12.2022 12:00 - 05.12.2022 13:00,4,4,4,n/e,n/e,n/e,7,7,7
05.12.2022 13:00 - 05.12.2022 14:00,3,3,3,n/e,n/e,n/e,9,9,9
05.12.2022 14:00 - 05.12.2022 15:00,2,2,2,n/e,n/e,n/e,12,12,12
05.12.2022 15:00 - 05.12.2022 16:00,0,0,0,n/e,n/e,n/e,15,15,15
05.12.2022 16:00 - 05.12.2022 17:00,0,0,0,n/e,n/e,n/e,18,18,18
05.12.2022 17:00 - 05.12.2022 18:00,0,0,0,n/e,n/e,n/e,25,25,25
05.12.2022 18:00 - 05.12.2022 19:00,0,0,0,n/e,n/e,n/e,29,29,29
05.12.2022 19:00 - 05.12.2022 20:00,0,0,0,n/e,n/e,n/e,32,32,32
05.12.2022 20:00 - 05.12.2022 21:00,0,0,0,n/e,n/e,n/e,43,43,43
05.12.2022 21:00 - 05.12.2022 22:00,0,0,0,n/e,n/e,n/e,43,43,43
05.12.2022 22:00 - 05.12.2022 23:00,0,0,0,n/e,n/e,n/e,43,43,43
05.12.2022 23:00 - 06.12.2022 00:00,0,0,0,n/e,n/e,n/e,45,45,45
06.12.2022 00:00 - 06.12.2022 01:00,0,0,0,n/e,n/e,n/e,42,42,42
06.12.2022 01:00 - 06.12.2022 02:00,0,0,0,n/e,n/e,n/e,39,39,39
06.12.2022 02:00 - 06.12.2022 03:00,0,0,0,n/e,n/e,n/e,40,40,40
06.12.2022 03:00 - 06.12.2022 04:00,0,0,0,n/e,n/e,n/e,40,40,40
06.12.2022 04:00 - 06.12.2022 05:00,0,0,0,n/e,n/e,n/e,39,39,39
06.12.2022 05:00 - 06.12.2022 06:00,0,0,0,n/e,n/e,n/e,40,40,40
06.12.2022 06:00 - 06.12.2022 07:00,1,1,1,n/e,n/e,n/e,39,39,39
06.12.2022 07:00 - 06.12.2022 08:00,1,1,1,n/e,n/e,n/e,39,39,39
06.12.2022 08:00 - 06.12.2022 09:00,2,2,2,n/e,n/e,n/e,38,38,38
06.12.2022 09:00 - 06.12.2022 10:00,3,3,3,n/e,n/e,n/e,35,35,35
06.12.2022 10:00 - 06.12.2022 11:00,3,3,3,n/e,n/e,n/e,32,32,32
06.12.2022 11:00 - 06.12.2022 12:00,3,3,3,n/e,n/e,n/e,30,30,30
06.12.2022 12:00 - 06.12.2022 13:00,3,3,3,n/e,n/e,n/e,31,31,31
06.12.2022 13:00 - 06.12.2022 14:00,3,3,3,n/e,n/e,n/e,32,32,32
06.12.2022 14:00 - 06.12.2022 15:00,2,2,2,n/e,n/e,n/e,29,29,29
06.12.2022 15:00 - 06.12.2022 16:00,1,1,1,n/e,n/e,n/e,29,29,29
06.12.2022 16:00 - 06.12.2022 17:00,1,1,1,n/e,n/e,n/e,29,29,29
06.12.2022 17:00 - 06.12.2022 18:00,0,0,0,n/e,n/e,n/e,29,29,29
06.12.2022 18:00 - 06.12.2022 19:00,0,0,0,n/e,n/e,n/e,29,29,29
06.12.2022 19:00 - 06.12.2022 20:00,0,0,0,n/e,n/e,n/e,27,27,27
06.12.2022 20:00 - 06.12.2022 21:00,0,0,0,n/e,n/e,n/e,29,29,29
06.12.2022 21:00 - 06.12.2022 22:00,0,0,0,n/e,n/e,n/e,24,24,24
06.12.2022 22:00 - 06.12.2022 23:00,0,0,0,n/e,n/e,n/e,23,23,23
06.12.2022 23:00 - 07.12.2022 00:00,0,0,0,n/e,n/e,n/e,22,22,22
07.12.2022 00:00 - 07.12.2022 01:00,0,0,0,n/e,n/e,n/e,27,27,27
07.12.2022 01:00 - 07.12.2022 02:00,0,0,0,n/e,n/e,n/e,25,25,25
07.12.2022 02:00 - 07.12.2022 03:00,0,0,0,n/e,n/e,n/e,24,24,24
07.12.2022 03:00 - 07.12.2022 04:00,0,0,0,n/e,n/e,n/e,24,24,24
07.12.2022 04:00 - 07.12.2022 05:00,0,0,0,n/e,n/e,n/e,24,24,24
07.12.2022 05:00 - 07.12.2022 06:00,0,0,0,n/e,n/e,n/e,25,25,25
07.12.2022 06:00 - 07.12.2022 07:00,1,1,1,n/e,n/e,n/e,27,27,27
07.12.2022 07:00 - 07.12.2022 08:00,1,1,1,n/e,n/e,n/e,29,29,29
07.12.2022 08:00 - 07.12.2022 09:00,2,2,2,n/e,n/e,n/e,32,32,32
07.12.2022 09:00 - 07.12.2022 10:00,3,3,3,n/e,n/e,n/e,33,33,33
07.12.2022 10:00 - 07.12.2022 11:00,3,3,3,n/e,n/e,n/e,34,34,34
07.12.2022 11:00 - 07.12.2022 12:00,3,3,3,n/e,n/e,n/e,35,35,35
07.12.2022 12:00 - 07.12.2022 13:00,3,3,3,n/e,n/e,n/e,35,35,35
07.12.2022 13:00 - 07.12.2022 14:00,2,2,2,n/e,n/e,n/e,38,38,38
07.12.2022 14:00 - 07.12.2022 15:00,1,1,1,n/e,n/e,n/e,40,40,40
07.12.2022 15:00 - 07.12.2022 16:00,1,1,1,n/e,n/e,n/e,45,45,45
07.12.2022 16:00 - 07.12.2022 17:00,0,0,0,n/e,n/e,n/e,45,45,45
07.12.2022 17:00 - 07.12.2022 18:00,0,0,0,n/e,n/e,n/e,42,42,42
07.12.2022 18:00 - 07.12.2022 19:00,0,0,0,n/e,n/e,n/e,43,43,43
07.12.2022 19:00 - 07.12.2022 20:00,0,0,0,n/e,n/e,n/e,44,44,44
07.12.2022 20:00 - 07.12.2022 21:00,0,0,0,n/e,n/e,n/e,53,53,53
07.12.2022 21:00 - 07.12.2022 22:00,0,0,0,n/e,n/e,n/e,48,48,48
07.12.2022 22:00 - 07.12.2022 23:00,0,0,0,n/e,n/e,n/e,51,51,51
07.12.2022 23:00 - 08.12.2022 00:00,0,0,0,n/e,n/e,n/e,53,53,53
08.12.2022 00:00 - 08.12.2022 01:00,0,0,0,n/e,n/e,n/e,42,42,42
08.12.2022 01:00 - 08.12.2022 02:00,0,0,0,n/e,n/e,n/e,43,43,43
08.12.2022 02:00 - 08.12.2022 03:00,0,0,0,n/e,n/e,n/e,43,43,43
08.12.2022 03:00 - 08.12.2022 04:00,0,0,0,n/e,n/e,n/e,41,41,41
08.12.2022 04:00 - 08.12.2022 05:00,0,0,0,n/e,n/e,n/e,38,38,38
08.12.2022 05:00 - 08.12.2022 06:00,0,0,0,n/e,n/e,n/e,35,35,35
08.12.2022 06:00 - 08.12.2022 07:00,1,1,1,n/e,n/e,n/e,34,34,34
08.12.2022 07:00 - 08.12.2022 08:00,1,1,1,n/e,n/e,n/e,36,36,36
08.12.2022 08:00 - 08.12.2022 09:00,3,3,3,n/e,n/e,n/e,37,37,37
08.12.2022 09:00 - 08.12.2022 10:00,5,5,5,n/e,n/e,n/e,39,39,39
08.12.2022 10:00 - 08.12.2022 11:00,6,6,6,n/e,n/e,n/e,43,43,43
08.12.2022 11:00 - 08.12.2022 12:00,6,6,6,n/e,n/e,n/e,48,48,48
08.12.2022 12:00 - 08.12.2022 13:00,5,5,5,n/e,n/e,n/e,53,53,53
08.12.2022 13:00 - 08.12.2022 14:00,4,4,4,n/e,n/e,n/e,57,57,57
08.12.2022 14:00 - 08.12.2022 15:00,2,2,2,n/e,n/e,n/e,62,62,62
08.12.2022 15:00 - 08.12.2022 16:00,1,1,1,n/e,n/e,n/e,66,66,66
08.12.2022 16:00 - 08.12.2022 17:00,0,0,0,n/e,n/e,n/e,66,66,66
08.12.2022 17:00 - 08.12.2022 18:00,0,0,0,n/e,n/e,n/e,68,68,68
08.12.2022 18:00 - 08.12.2022 19:00,0,0,0,n/e,n/e,n/e,70,70,70
08.12.2022 19:00 - 08.12.2022 20:00,0,0,0,n/e,n/e,n/e,72,72,72
08.12.2022 20:00 - 08.12.2022 21:00,0,0,0,n/e,n/e,n/e,72,72,72
08.12.2022 21:00 - 08.12.2022 22:00,0,0,0,n/e,n/e,n/e,71,71,71
08.12.2022 22:00 - 08.12.2022 23:00,0,0,0,n/e,n/e,n/e,66,66,66
08.12.2022 23:00 - 09.12.2022 00:00,0,0,0,n/e,n/e,n/e,62,62,62
09.12.2022 00:00 - 09.12.2022 01:00,0,0,0,n/e,n/e,n/e,49,49,49
09.12.2022 01:00 - 09.12.2022 02:00,0,0,0,n/e,n/e,n/e,44,44,44
09.12.2022 02:00 - 09.12.2022 03:00,0,0,0,n/e,n/e,n/e,37,37,37
09.12.2022 03:00 - 09.12.2022 04:00,0,0,0,n/e,n/e,n/e,29,29,29
09.12.2022 04:00 - 09.12.2022 05:00,0,0,0,n/e,n/e,n/e,21,21,21
09.12.2022 05:00 - 09.12.2022 06:00,0,0,0,n/e,n/e,n/e,17,17,17
09.12.2022 06:00 - 09.12.2022 07:00,1,1,1,n/e,n/e,n/e,12,12,12
09.12.2022 07:00 - 09.12.2022 08:00,1,1,1,n/e,n/e,n/e,8,8,8
09.12.2022 08:00 - 09.12.2022 09:00,4,4,4,n/e,n/e,n/e,6,6,6
09.12.2022 09:00 - 09.12.2022 10:00,8,8,8,n/e,n/e,n/e,5,5,5
09.12.2022 10:00 - 09.12.2022 11:00,12,12,12,n/e,n/e,n/e,4,4,4
09.12.2022 11:00 - 09.12.2022 12:00,13,13,13,n/e,n/e,n/e,5,5,5
09.12.2022 12:00 - 09.12.2022 13:00,9,9,9,n/e,n/e,n/e,5,5,5
09.12.2022 13:00 - 09.12.2022 14:00,5,5,5,n/e,n/e,n/e,5,5,5
09.12.2022 14:00 - 09.12.2022 15:00,2,2,2,n/e,n/e,n/e,7,7,7
09.12.2022 15:00 - 09.12.2022 16:00,1,1,1,n/e,n/e,n/e,9,9,9
09.12.2022 16:00 - 09.12.2022 17:00,0,0,0,n/e,n/e,n/e,12,12,12
09.12.2022 17:00 - 09.12.2022 18:00,0,0,0,n/e,n/e,n/e,17,17,17
09.12.2022 18:00 - 09.12.2022 19:00,0,0,0,n/e,n/e,n/e,24,24,24
09.12.2022 19:00 - 09.12.2022 20:00,0,0,0,n/e,n/e,n/e,29,29,29
09.12.2022 20:00 - 09.12.2022 21:00,0,0,0,n/e,n/e,n/e,35,35,35
09.12.2022 21:00 - 09.12.2022 22:00,0,0,0,n/e,n/e,n/e,43,43,43
09.12.2022 22:00 - 09.12.2022 23:00,0,0,0,n/e,n/e,n/e,48,48,48
09.12.2022 23:00 - 10.12.2022 00:00,0,0,0,n/e,n/e,n/e,99,99,99
10.12.2022 00:00 - 10.12.2022 01:00,0,0,0,n/e,n/e,n/e,110,110,110
10.12.2022 01:00 - 10.12.2022 02:00,0,0,0,n/e,n/e,n/e,112,112,112
10.12.2022 02:00 - 10.12.2022 03:00,0,0,0,n/e,n/e,n/e,114,114,114
10.12.2022 03:00 - 10.12.2022 04:00,0,0,0,n/e,n/e,n/e,114,114,114
10.12.2022 04:00 - 10.12.2022 05:00,0,0,0,n/e,n/e,n/e,108,108,108
10.12.2022 05:00 - 10.12.2022 06:00,0,0,0,n/e,n/e,n/e,104,104,104
10.12.2022 06:00 - 10.12.2022 07:00,1,1,1,n/e,n/e,n/e,102,102,102
10.12.2022 07:00 - 10.12.2022 08:00,1,1,1,n/e,n/e,n/e,100,100,100
10.12.2022 08:00 - 10.12.2022 09:00,4,4,4,n/e,n/e,n/e,96,96,96
10.12.2022 09:00 - 10.12.2022 10:00,8,8,8,n/e,n/e,n/e,92,92,92
10.12.2022 10:00 - 10.12.2022 11:00,11,11,11,n/e,n/e,n/e,86,86,86
10.12.2022 11:00 - 10.12.2022 12:00,11,11,11,n/e,n/e,n/e,78,78,78
10.12.2022 12:00 - 10.12.2022 13:00,8,8,8,n/e,n/e,n/e,70,70,70
10.12.2022 13:00 - 10.12.2022 14:00,4,4,4,n/e,n/e,n/e,65,65,65
10.12.2022 14:00 - 10.12.2022 15:00,2,2,2,n/e,n/e,n/e,64,64,64
10.12.2022 15:00 - 10.12.2022 16:00,1,1,1,n/e,n/e,n/e,62,62,62
10.12.2022 16:00 - 10.12.2022 17:00,0,0,0,n/e,n/e,n/e,60,60,60
10.12.2022 17:00 - 10.12.2022 18:00,0,0,0,n/e,n/e,n/e,60,60,60
10.12.2022 18:00 - 10.12.2022 19:00,0,0,0,n/e,n/e,n/e,60,60,60
10.12.2022 19:00 - 10.12.2022 20:00,0,0,0,n/e,n/e,n/e,60,60,60
10.12.2022 20:00 - 10.12.2022 21:00,0,0,0,n/e,n/e,n/e,61,61,61
10.12.2022 21:00 - 10.12.2022 22:00,0,0,0,n/e,n/e,n/e,60,60,60
10.12.2022 22:00 - 10.12.2022 23:00,0,0,0,n/e,n/e,n/e,59,59,59
10.12.2022 23:00 - 11.12.2022 00:00,0,0,0,n/e,n/e,n/e,58,58,58
11.12.2022 00:00 - 11.12.2022 01:00,0,0,0,n/e,n/e,n/e,53,53,53
11.12.2022 01:00 - 11.12.2022 02:00,0,0,0,n/e,n/e,n/e,48,48,48
11.12.2022 02:00 - 11.12.2022 03:00,0,0,0,n/e,n/e,n/e,46,46,46
11.12.2022 03:00 - 11.12.2022 04:00,0,0,0,n/e,n/e,n/e,45,45,45
11.12.2022 04:00 - 11.12.2022 05:00,0,0,0,n/e,n/e,n/e,41,41,41
11.12.2022 05:00 - 11.12.2022 06:00,0,0,0,n/e,n/e,n/e,38,38,38
11.12.2022 06:00 - 11.12.2022 07:00,1,1,1,n/e,n/e,n/e,37,37,37
11.12.2022 07:00 - 11.12.2022 08:00,1,1,1,n/e,n/e,n/e,37,37,37
11.12.2022 08:00 - 11.12.2022 09:00,3,3,3,n/e,n/e,n/e,37,37,37
11.12.2022 09:00 - 11.12.2022 10:00,6,6,6,n/e,n/e,n/e,34,34,34
11.12.2022 10:00 - 11.12.2022 11:00,8,8,8,n/e,n/e,n/e,29,29,29
11.12.2022 11:00 - 11.12.2022 12:00,8,8,8,n/e,n/e,n/e,25,25,25
11.12.2022 12:00 - 11.12.2022 13:00,6,6,6,n/e,n/e,n/e,24,24,24
11.12.2022 13:00 - 11.12.2022 14:00,3,3,3,n/e,n/e,n/e,27,27,27
11.12.2022 14:00 - 11.12.2022 15:00,1,1,1,n/e,n/e,n/e,32,32,32
11.12.2022 15:00 - 11.12.2022 16:00,1,1,1,n/e,n/e,n/e,43,43,43
11.12.2022 16:00 - 11.12.2022 17:00,0,0,0,n/e,n/e,n/e,55,55,55
11.12.2022 17:00 - 11.12.2022 18:00,0,0,0,n/e,n/e,n/e,66,66,66
11.12.2022 18:00 - 11.12.2022 19:00,0,0,0,n/e,n/e,n/e,78,78,78
11.12.2022 19:00 - 11.12.2022 20:00,0,0,0,n/e,n/e,n/e,91,91,91
11.12.2022 20:00 - 11.12.2022 21:00,0,0,0,n/e,n/e,n/e,105,105,105
11.12.2022 21:00 - 11.12.2022 22:00,0,0,0,n/e,n/e,n/e,119,119,119
11.12.2022 22:00 - 11.12.2022 23:00,0,0,0,n/e,n/e,n/e,137,137,137
11.12.2022 23:00 - 12.12.2022 00:00,0,0,0,n/e,n/e,n/e,186,186,186
12.12.2022 00:00 - 12.12.2022 01:00,0,0,0,n/e,n/e,n/e,173,173,173
12.12.2022 01:00 - 12.12.2022 02:00,0,0,0,n/e,n/e,n/e,183,183,183
12.12.2022 02:00 - 12.12.2022 03:00,0,0,0,n/e,n/e,n/e,191,191,191
12.12.2022 03:00 - 12.12.2022 04:00,0,0,0,n/e,n/e,n/e,195,195,195
12.12.2022 04:00 - 12.12.2022 05:00,0,0,0,n/e,n/e,n/e,198,198,198
12.12.2022 05:00 - 12.12.2022 06:00,0,0,0,n/e,n/e,n/e,200,200,200
12.12.2022 06:00 - 12.12.2022 07:00,1,1,1,n/e,n/e,n/e,201,201,201
12.12.2022 07:00 - 12.12.2022 08:00,1,1,1,n/e,n/e,n/e,201,201,201
12.12.2022 08:00 - 12.12.2022 09:00,2,2,2,n/e,n/e,n/e,200,200,200
12.12.2022 09:00 - 12.12.2022 10:00,2,2,2,n/e,n/e,n/e,200,200,200
12.12.2022 10:00 - 12.12.2022 11:00,3,3,3,n/e,n/e,n/e,199,199,199
12.12.2022 11:00 - 12.12.2022 12:00,2,2,2,n/e,n/e,n/e,198,198,198
12.12.2022 12:00 - 12.12.2022 13:00,2,2,2,n/e,n/e,n/e,197,197,197
12.12.2022 13:00 - 12.12.2022 14:00,2,2,2,n/e,n/e,n/e,195,195,195
12.12.2022 14:00 - 12.12.2022 15:00,1,1,1,n/e,n/e,n/e,194,194,194
12.12.2022 15:00 - 12.12.2022 16:00,1,1,1,n/e,n/e,n/e,194,194,194
12.12.2022 16:00 - 12.12.2022 17:00,0,0,0,n/e,n/e,n/e,190,190,190
12.12.2022 17:00 - 12.12.2022 18:00,0,0,0,n/e,n/e,n/e,185,185,185
12.12.2022 18:00 - 12.12.2022 19:00,0,0,0,n/e,n/e,n/e,180,180,180
12.12.2022 19:00 - 12.12.2022 20:00,0,0,0,n/e,n/e,n/e,174,174,174
12.12.2022 20:00 - 12.12.2022 21:00,0,0,0,n/e,n/e,n/e,165,165,165
12.12.2022 21:00 - 12.12.2022 22:00,0,0,0,n/e,n/e,n/e,153,153,153
12.12.2022 22:00 - 12.12.2022 23:00,0,0,0,n/e,n/e,n/e,139,139,139
12.12.2022 23:00 - 13.12.2022 00:00,0,0,0,n/e,n/e,n/e,125,125,125
13.12.2022 00:00 - 13.12.2022 01:00,0,0,0,n/e,n/e,n/e,68,68,68
13.12.2022 01:00 - 13.12.2022 02:00,0,0,0,n/e,n/e,n/e,56,56,56
13.12.2022 02:00 - 13.12.2022 03:00,0,0,0,n/e,n/e,n/e,50,50,50
13.12.2022 03:00 - 13.12.2022 04:00,0,0,0,n/e,n/e,n/e,47,47,47
13.12.2022 04:00 - 13.12.2022 05:00,0,0,0,n/e,n/e,n/e,43,43,43
13.12.2022 05:00 - 13.12.2022 06:00,0,0,0,n/e,n/e,n/e,34,34,34
13.12.2022 06:00 - 13.12.2022 07:00,1,1,1,n/e,n/e,n/e,32,32,32
13.12.2022 07:00 - 13.12.2022 08:00,1,1,1,n/e,n/e,n/e,29,29,29
13.12.2022 08:00 - 13.12.2022 09:00,2,2,2,n/e,n/e,n/e,30,30,30
13.12.2022 09:00 - 13.12.2022 10:00,3,3,3,n/e,n/e,n/e,27,27,27
