MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Solar  [MW] Intraday / Czech Republic (CZ),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Offshore  [MW] Current / Czech Republic (CZ),Generation - Wind Onshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Onshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Onshore  [MW] Current / Czech Republic (CZ)
02.12.2022 05:00 - 02.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 06:00 - 02.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 07:00 - 02.12.2022 08:00,7,218,7,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 08:00 - 02.12.2022 09:00,62,218,62,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 09:00 - 02.12.2022 10:00,151,218,151,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 10:00 - 02.12.2022 11:00,215,218,215,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 11:00 - 02.12.2022 12:00,238,218,238,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 12:00 - 02.12.2022 13:00,195,218,195,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 13:00 - 02.12.2022 14:00,96,218,96,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 14:00 - 02.12.2022 15:00,41,218,41,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 15:00 - 02.12.2022 16:00,13,218,13,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 16:00 - 02.12.2022 17:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 17:00 - 02.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 18:00 - 02.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 19:00 - 02.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 20:00 - 02.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 21:00 - 02.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 22:00 - 02.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
02.12.2022 23:00 - 03.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 00:00 - 03.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 01:00 - 03.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 02:00 - 03.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 03:00 - 03.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 04:00 - 03.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 05:00 - 03.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 06:00 - 03.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 07:00 - 03.12.2022 08:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 08:00 - 03.12.2022 09:00,17,218,17,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 09:00 - 03.12.2022 10:00,46,218,46,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 10:00 - 03.12.2022 11:00,83,218,83,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 11:00 - 03.12.2022 12:00,107,218,107,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 12:00 - 03.12.2022 13:00,106,218,106,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 13:00 - 03.12.2022 14:00,46,218,46,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 14:00 - 03.12.2022 15:00,15,218,15,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 15:00 - 03.12.2022 16:00,5,218,5,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 16:00 - 03.12.2022 17:00,1,218,1,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 17:00 - 03.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 18:00 - 03.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 19:00 - 03.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 20:00 - 03.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 21:00 - 03.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 22:00 - 03.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
03.12.2022 23:00 - 04.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 00:00 - 04.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 01:00 - 04.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 02:00 - 04.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 03:00 - 04.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 04:00 - 04.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 05:00 - 04.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 06:00 - 04.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 07:00 - 04.12.2022 08:00,7,218,7,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 08:00 - 04.12.2022 09:00,47,218,47,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 09:00 - 04.12.2022 10:00,119,218,119,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 10:00 - 04.12.2022 11:00,193,218,193,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 11:00 - 04.12.2022 12:00,239,218,239,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 12:00 - 04.12.2022 13:00,238,218,238,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 13:00 - 04.12.2022 14:00,202,218,202,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 14:00 - 04.12.2022 15:00,94,218,94,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 15:00 - 04.12.2022 16:00,31,218,31,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 16:00 - 04.12.2022 17:00,4,218,4,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 17:00 - 04.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 18:00 - 04.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 19:00 - 04.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 20:00 - 04.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 21:00 - 04.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 22:00 - 04.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
04.12.2022 23:00 - 05.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 00:00 - 05.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 01:00 - 05.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 02:00 - 05.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 03:00 - 05.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 04:00 - 05.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 05:00 - 05.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 06:00 - 05.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 07:00 - 05.12.2022 08:00,4,218,4,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 08:00 - 05.12.2022 09:00,23,218,23,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 09:00 - 05.12.2022 10:00,56,218,56,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 10:00 - 05.12.2022 11:00,90,218,90,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 11:00 - 05.12.2022 12:00,108,218,108,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 12:00 - 05.12.2022 13:00,93,218,93,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 13:00 - 05.12.2022 14:00,69,218,69,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 14:00 - 05.12.2022 15:00,27,218,27,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 15:00 - 05.12.2022 16:00,12,218,12,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 16:00 - 05.12.2022 17:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 17:00 - 05.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 18:00 - 05.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 19:00 - 05.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 20:00 - 05.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 21:00 - 05.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 22:00 - 05.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
05.12.2022 23:00 - 06.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 00:00 - 06.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 01:00 - 06.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 02:00 - 06.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 03:00 - 06.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 04:00 - 06.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 05:00 - 06.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 06:00 - 06.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 07:00 - 06.12.2022 08:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 08:00 - 06.12.2022 09:00,17,218,17,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 09:00 - 06.12.2022 10:00,49,218,49,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 10:00 - 06.12.2022 11:00,90,218,90,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 11:00 - 06.12.2022 12:00,115,218,115,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 12:00 - 06.12.2022 13:00,110,218,110,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 13:00 - 06.12.2022 14:00,65,218,65,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 14:00 - 06.12.2022 15:00,33,218,33,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 15:00 - 06.12.2022 16:00,11,218,11,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 16:00 - 06.12.2022 17:00,2,218,2,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 17:00 - 06.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 18:00 - 06.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 19:00 - 06.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 20:00 - 06.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 21:00 - 06.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 22:00 - 06.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
06.12.2022 23:00 - 07.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 00:00 - 07.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 01:00 - 07.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 02:00 - 07.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 03:00 - 07.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 04:00 - 07.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 05:00 - 07.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 06:00 - 07.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 07:00 - 07.12.2022 08:00,4,218,4,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 08:00 - 07.12.2022 09:00,46,218,46,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 09:00 - 07.12.2022 10:00,136,218,136,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 10:00 - 07.12.2022 11:00,229,218,229,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 11:00 - 07.12.2022 12:00,279,218,279,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 12:00 - 07.12.2022 13:00,256,218,256,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 13:00 - 07.12.2022 14:00,190,218,190,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 14:00 - 07.12.2022 15:00,156,218,156,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 15:00 - 07.12.2022 16:00,41,218,41,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 16:00 - 07.12.2022 17:00,5,218,5,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 17:00 - 07.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 18:00 - 07.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 19:00 - 07.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 20:00 - 07.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 21:00 - 07.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 22:00 - 07.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
07.12.2022 23:00 - 08.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 00:00 - 08.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 01:00 - 08.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 02:00 - 08.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 03:00 - 08.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 04:00 - 08.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 05:00 - 08.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 06:00 - 08.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 07:00 - 08.12.2022 08:00,7,218,7,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 08:00 - 08.12.2022 09:00,56,218,56,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 09:00 - 08.12.2022 10:00,150,218,150,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 10:00 - 08.12.2022 11:00,236,218,236,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 11:00 - 08.12.2022 12:00,281,218,281,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 12:00 - 08.12.2022 13:00,266,218,266,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 13:00 - 08.12.2022 14:00,246,218,246,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 14:00 - 08.12.2022 15:00,139,218,139,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 15:00 - 08.12.2022 16:00,46,218,46,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 16:00 - 08.12.2022 17:00,5,218,5,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 17:00 - 08.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 18:00 - 08.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 19:00 - 08.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 20:00 - 08.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 21:00 - 08.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 22:00 - 08.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
08.12.2022 23:00 - 09.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 00:00 - 09.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 01:00 - 09.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 02:00 - 09.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 03:00 - 09.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 04:00 - 09.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 05:00 - 09.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 06:00 - 09.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 07:00 - 09.12.2022 08:00,6,218,6,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 08:00 - 09.12.2022 09:00,51,218,51,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 09:00 - 09.12.2022 10:00,143,218,143,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 10:00 - 09.12.2022 11:00,212,218,212,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 11:00 - 09.12.2022 12:00,220,218,220,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 12:00 - 09.12.2022 13:00,171,218,171,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 13:00 - 09.12.2022 14:00,129,218,129,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 14:00 - 09.12.2022 15:00,66,218,66,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 15:00 - 09.12.2022 16:00,16,218,16,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 16:00 - 09.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 17:00 - 09.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 18:00 - 09.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 19:00 - 09.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 20:00 - 09.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 21:00 - 09.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 22:00 - 09.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
09.12.2022 23:00 - 10.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 00:00 - 10.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 01:00 - 10.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 02:00 - 10.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 03:00 - 10.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 04:00 - 10.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 05:00 - 10.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 06:00 - 10.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 07:00 - 10.12.2022 08:00,2,218,2,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 08:00 - 10.12.2022 09:00,26,218,26,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 09:00 - 10.12.2022 10:00,75,218,75,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 10:00 - 10.12.2022 11:00,125,218,125,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 11:00 - 10.12.2022 12:00,146,218,146,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 12:00 - 10.12.2022 13:00,124,218,124,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 13:00 - 10.12.2022 14:00,83,218,83,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 14:00 - 10.12.2022 15:00,42,218,42,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 15:00 - 10.12.2022 16:00,12,218,12,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 16:00 - 10.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 17:00 - 10.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 18:00 - 10.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 19:00 - 10.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 20:00 - 10.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 21:00 - 10.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 22:00 - 10.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
10.12.2022 23:00 - 11.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 00:00 - 11.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 01:00 - 11.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 02:00 - 11.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 03:00 - 11.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 04:00 - 11.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 05:00 - 11.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 06:00 - 11.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 07:00 - 11.12.2022 08:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 08:00 - 11.12.2022 09:00,37,218,37,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 09:00 - 11.12.2022 10:00,122,218,122,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 10:00 - 11.12.2022 11:00,226,218,226,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 11:00 - 11.12.2022 12:00,292,218,292,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 12:00 - 11.12.2022 13:00,260,218,260,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 13:00 - 11.12.2022 14:00,200,218,200,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 14:00 - 11.12.2022 15:00,98,218,98,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 15:00 - 11.12.2022 16:00,24,218,24,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 16:00 - 11.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 17:00 - 11.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 18:00 - 11.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 19:00 - 11.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 20:00 - 11.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 21:00 - 11.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 22:00 - 11.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
11.12.2022 23:00 - 12.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 00:00 - 12.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 01:00 - 12.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 02:00 - 12.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 03:00 - 12.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 04:00 - 12.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 05:00 - 12.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 06:00 - 12.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 07:00 - 12.12.2022 08:00,4,218,4,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 08:00 - 12.12.2022 09:00,38,218,38,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 09:00 - 12.12.2022 10:00,115,218,115,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 10:00 - 12.12.2022 11:00,186,218,186,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 11:00 - 12.12.2022 12:00,210,218,210,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 12:00 - 12.12.2022 13:00,138,218,138,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 13:00 - 12.12.2022 14:00,103,218,103,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 14:00 - 12.12.2022 15:00,58,218,58,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 15:00 - 12.12.2022 16:00,15,218,15,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 16:00 - 12.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 17:00 - 12.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
