MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Solar  [MW] Intraday / Slovakia (SK),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Intraday / Slovakia (SK),Generation - Wind Offshore  [MW] Current / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Onshore  [MW] Intraday / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK)
15.11.2022 15:00 - 15.11.2022 16:00,3,3,3,n/e,n/e,n/e,1,1,1
15.11.2022 16:00 - 15.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 17:00 - 15.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 18:00 - 15.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 19:00 - 15.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 20:00 - 15.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 21:00 - 15.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 22:00 - 15.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
15.11.2022 23:00 - 16.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 00:00 - 16.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 01:00 - 16.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 02:00 - 16.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 03:00 - 16.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 04:00 - 16.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 05:00 - 16.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 06:00 - 16.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 07:00 - 16.11.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
16.11.2022 08:00 - 16.11.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
16.11.2022 09:00 - 16.11.2022 10:00,65,65,65,n/e,n/e,n/e,1,1,1
16.11.2022 10:00 - 16.11.2022 11:00,95,95,95,n/e,n/e,n/e,1,1,1
16.11.2022 11:00 - 16.11.2022 12:00,75,75,75,n/e,n/e,n/e,1,1,1
16.11.2022 12:00 - 16.11.2022 13:00,50,50,50,n/e,n/e,n/e,1,1,1
16.11.2022 13:00 - 16.11.2022 14:00,25,25,25,n/e,n/e,n/e,1,1,1
16.11.2022 14:00 - 16.11.2022 15:00,5,5,5,n/e,n/e,n/e,1,1,1
16.11.2022 15:00 - 16.11.2022 16:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 16:00 - 16.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 17:00 - 16.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 18:00 - 16.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 19:00 - 16.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 20:00 - 16.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 21:00 - 16.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 22:00 - 16.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
16.11.2022 23:00 - 17.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 00:00 - 17.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 01:00 - 17.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 02:00 - 17.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 03:00 - 17.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 04:00 - 17.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 05:00 - 17.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 06:00 - 17.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 07:00 - 17.11.2022 08:00,3,3,3,n/e,n/e,n/e,1,1,1
17.11.2022 08:00 - 17.11.2022 09:00,19,19,19,n/e,n/e,n/e,1,1,1
17.11.2022 09:00 - 17.11.2022 10:00,43,43,43,n/e,n/e,n/e,1,1,1
17.11.2022 10:00 - 17.11.2022 11:00,70,70,70,n/e,n/e,n/e,1,1,1
17.11.2022 11:00 - 17.11.2022 12:00,93,93,93,n/e,n/e,n/e,1,1,1
17.11.2022 12:00 - 17.11.2022 13:00,76,76,76,n/e,n/e,n/e,1,1,1
17.11.2022 13:00 - 17.11.2022 14:00,59,59,59,n/e,n/e,n/e,1,1,1
17.11.2022 14:00 - 17.11.2022 15:00,31,31,31,n/e,n/e,n/e,1,1,1
17.11.2022 15:00 - 17.11.2022 16:00,20,20,20,n/e,n/e,n/e,1,1,1
17.11.2022 16:00 - 17.11.2022 17:00,5,5,5,n/e,n/e,n/e,1,1,1
17.11.2022 17:00 - 17.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 18:00 - 17.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 19:00 - 17.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 20:00 - 17.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 21:00 - 17.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 22:00 - 17.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
17.11.2022 23:00 - 18.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
18.11.2022 00:00 - 18.11.2022 01:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 01:00 - 18.11.2022 02:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 02:00 - 18.11.2022 03:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 03:00 - 18.11.2022 04:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 04:00 - 18.11.2022 05:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 05:00 - 18.11.2022 06:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 06:00 - 18.11.2022 07:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 07:00 - 18.11.2022 08:00,10,10,10,n/e,n/e,n/e,2,2,2
18.11.2022 08:00 - 18.11.2022 09:00,25,25,25,n/e,n/e,n/e,2,2,2
18.11.2022 09:00 - 18.11.2022 10:00,60,60,60,n/e,n/e,n/e,2,2,2
18.11.2022 10:00 - 18.11.2022 11:00,80,80,80,n/e,n/e,n/e,2,2,2
18.11.2022 11:00 - 18.11.2022 12:00,60,60,60,n/e,n/e,n/e,2,2,2
18.11.2022 12:00 - 18.11.2022 13:00,40,40,40,n/e,n/e,n/e,2,2,2
18.11.2022 13:00 - 18.11.2022 14:00,18,18,18,n/e,n/e,n/e,2,2,2
18.11.2022 14:00 - 18.11.2022 15:00,8,8,8,n/e,n/e,n/e,2,2,2
18.11.2022 15:00 - 18.11.2022 16:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 16:00 - 18.11.2022 17:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 17:00 - 18.11.2022 18:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 18:00 - 18.11.2022 19:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 19:00 - 18.11.2022 20:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 20:00 - 18.11.2022 21:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 21:00 - 18.11.2022 22:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 22:00 - 18.11.2022 23:00,0,0,0,n/e,n/e,n/e,2,2,2
18.11.2022 23:00 - 19.11.2022 00:00,0,0,0,n/e,n/e,n/e,2,2,2
19.11.2022 00:00 - 19.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 01:00 - 19.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 02:00 - 19.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 03:00 - 19.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 04:00 - 19.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 05:00 - 19.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 06:00 - 19.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 07:00 - 19.11.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
19.11.2022 08:00 - 19.11.2022 09:00,30,30,30,n/e,n/e,n/e,1,1,1
19.11.2022 09:00 - 19.11.2022 10:00,50,50,50,n/e,n/e,n/e,1,1,1
19.11.2022 10:00 - 19.11.2022 11:00,60,60,60,n/e,n/e,n/e,1,1,1
19.11.2022 11:00 - 19.11.2022 12:00,85,85,85,n/e,n/e,n/e,1,1,1
19.11.2022 12:00 - 19.11.2022 13:00,80,80,80,n/e,n/e,n/e,1,1,1
19.11.2022 13:00 - 19.11.2022 14:00,60,60,60,n/e,n/e,n/e,1,1,1
19.11.2022 14:00 - 19.11.2022 15:00,30,30,30,n/e,n/e,n/e,1,1,1
19.11.2022 15:00 - 19.11.2022 16:00,5,5,5,n/e,n/e,n/e,1,1,1
19.11.2022 16:00 - 19.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 17:00 - 19.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 18:00 - 19.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 19:00 - 19.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 20:00 - 19.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 21:00 - 19.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 22:00 - 19.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
19.11.2022 23:00 - 20.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 00:00 - 20.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 01:00 - 20.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 02:00 - 20.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 03:00 - 20.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 04:00 - 20.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 05:00 - 20.11.2022 06:00,20,20,20,n/e,n/e,n/e,1,1,1
20.11.2022 06:00 - 20.11.2022 07:00,50,50,50,n/e,n/e,n/e,1,1,1
20.11.2022 07:00 - 20.11.2022 08:00,70,70,70,n/e,n/e,n/e,1,1,1
20.11.2022 08:00 - 20.11.2022 09:00,100,100,100,n/e,n/e,n/e,1,1,1
20.11.2022 09:00 - 20.11.2022 10:00,125,125,125,n/e,n/e,n/e,1,1,1
20.11.2022 10:00 - 20.11.2022 11:00,145,145,145,n/e,n/e,n/e,1,1,1
20.11.2022 11:00 - 20.11.2022 12:00,125,125,125,n/e,n/e,n/e,1,1,1
20.11.2022 12:00 - 20.11.2022 13:00,90,90,90,n/e,n/e,n/e,1,1,1
20.11.2022 13:00 - 20.11.2022 14:00,60,60,60,n/e,n/e,n/e,1,1,1
20.11.2022 14:00 - 20.11.2022 15:00,30,30,30,n/e,n/e,n/e,1,1,1
20.11.2022 15:00 - 20.11.2022 16:00,15,15,15,n/e,n/e,n/e,1,1,1
20.11.2022 16:00 - 20.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 17:00 - 20.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 18:00 - 20.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 19:00 - 20.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 20:00 - 20.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 21:00 - 20.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 22:00 - 20.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
20.11.2022 23:00 - 21.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 00:00 - 21.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 01:00 - 21.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 02:00 - 21.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 03:00 - 21.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 04:00 - 21.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 05:00 - 21.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 06:00 - 21.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 07:00 - 21.11.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
21.11.2022 08:00 - 21.11.2022 09:00,30,30,30,n/e,n/e,n/e,1,1,1
21.11.2022 09:00 - 21.11.2022 10:00,50,50,50,n/e,n/e,n/e,1,1,1
21.11.2022 10:00 - 21.11.2022 11:00,60,60,60,n/e,n/e,n/e,1,1,1
21.11.2022 11:00 - 21.11.2022 12:00,85,85,85,n/e,n/e,n/e,1,1,1
21.11.2022 12:00 - 21.11.2022 13:00,80,80,80,n/e,n/e,n/e,1,1,1
21.11.2022 13:00 - 21.11.2022 14:00,60,60,60,n/e,n/e,n/e,1,1,1
21.11.2022 14:00 - 21.11.2022 15:00,30,30,30,n/e,n/e,n/e,1,1,1
21.11.2022 15:00 - 21.11.2022 16:00,5,5,5,n/e,n/e,n/e,1,1,1
21.11.2022 16:00 - 21.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 17:00 - 21.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 18:00 - 21.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 19:00 - 21.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 20:00 - 21.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 21:00 - 21.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 22:00 - 21.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
21.11.2022 23:00 - 22.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 00:00 - 22.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 01:00 - 22.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 02:00 - 22.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 03:00 - 22.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 04:00 - 22.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 05:00 - 22.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 06:00 - 22.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 07:00 - 22.11.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
22.11.2022 08:00 - 22.11.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
22.11.2022 09:00 - 22.11.2022 10:00,65,65,65,n/e,n/e,n/e,1,1,1
22.11.2022 10:00 - 22.11.2022 11:00,95,95,95,n/e,n/e,n/e,1,1,1
22.11.2022 11:00 - 22.11.2022 12:00,75,75,75,n/e,n/e,n/e,1,1,1
22.11.2022 12:00 - 22.11.2022 13:00,50,50,50,n/e,n/e,n/e,1,1,1
22.11.2022 13:00 - 22.11.2022 14:00,25,25,25,n/e,n/e,n/e,1,1,1
22.11.2022 14:00 - 22.11.2022 15:00,5,5,5,n/e,n/e,n/e,1,1,1
22.11.2022 15:00 - 22.11.2022 16:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 16:00 - 22.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 17:00 - 22.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 18:00 - 22.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 19:00 - 22.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 20:00 - 22.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 21:00 - 22.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 22:00 - 22.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
22.11.2022 23:00 - 23.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 00:00 - 23.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 01:00 - 23.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 02:00 - 23.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 03:00 - 23.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 04:00 - 23.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 05:00 - 23.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 06:00 - 23.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 07:00 - 23.11.2022 08:00,2,2,2,n/e,n/e,n/e,1,1,1
23.11.2022 08:00 - 23.11.2022 09:00,11,11,11,n/e,n/e,n/e,1,1,1
23.11.2022 09:00 - 23.11.2022 10:00,21,21,21,n/e,n/e,n/e,1,1,1
23.11.2022 10:00 - 23.11.2022 11:00,29,29,29,n/e,n/e,n/e,1,1,1
23.11.2022 11:00 - 23.11.2022 12:00,31,31,31,n/e,n/e,n/e,1,1,1
23.11.2022 12:00 - 23.11.2022 13:00,23,23,23,n/e,n/e,n/e,1,1,1
23.11.2022 13:00 - 23.11.2022 14:00,17,17,17,n/e,n/e,n/e,1,1,1
23.11.2022 14:00 - 23.11.2022 15:00,5,5,5,n/e,n/e,n/e,1,1,1
23.11.2022 15:00 - 23.11.2022 16:00,1,1,1,n/e,n/e,n/e,1,1,1
23.11.2022 16:00 - 23.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 17:00 - 23.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 18:00 - 23.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 19:00 - 23.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 20:00 - 23.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 21:00 - 23.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 22:00 - 23.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
23.11.2022 23:00 - 24.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 00:00 - 24.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 01:00 - 24.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 02:00 - 24.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 03:00 - 24.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 04:00 - 24.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 05:00 - 24.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 06:00 - 24.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 07:00 - 24.11.2022 08:00,2,2,2,n/e,n/e,n/e,1,1,1
24.11.2022 08:00 - 24.11.2022 09:00,11,11,11,n/e,n/e,n/e,1,1,1
24.11.2022 09:00 - 24.11.2022 10:00,21,21,21,n/e,n/e,n/e,1,1,1
24.11.2022 10:00 - 24.11.2022 11:00,29,29,29,n/e,n/e,n/e,1,1,1
24.11.2022 11:00 - 24.11.2022 12:00,31,31,31,n/e,n/e,n/e,1,1,1
24.11.2022 12:00 - 24.11.2022 13:00,23,23,23,n/e,n/e,n/e,1,1,1
24.11.2022 13:00 - 24.11.2022 14:00,17,17,17,n/e,n/e,n/e,1,1,1
24.11.2022 14:00 - 24.11.2022 15:00,5,5,5,n/e,n/e,n/e,1,1,1
24.11.2022 15:00 - 24.11.2022 16:00,1,1,1,n/e,n/e,n/e,1,1,1
24.11.2022 16:00 - 24.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 17:00 - 24.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 18:00 - 24.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 19:00 - 24.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 20:00 - 24.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 21:00 - 24.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 22:00 - 24.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
24.11.2022 23:00 - 25.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 00:00 - 25.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 01:00 - 25.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 02:00 - 25.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 03:00 - 25.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 04:00 - 25.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 05:00 - 25.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 06:00 - 25.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 07:00 - 25.11.2022 08:00,4,4,4,n/e,n/e,n/e,1,1,1
25.11.2022 08:00 - 25.11.2022 09:00,16,16,16,n/e,n/e,n/e,1,1,1
25.11.2022 09:00 - 25.11.2022 10:00,70,70,70,n/e,n/e,n/e,1,1,1
25.11.2022 10:00 - 25.11.2022 11:00,120,120,120,n/e,n/e,n/e,1,1,1
25.11.2022 11:00 - 25.11.2022 12:00,150,150,150,n/e,n/e,n/e,1,1,1
25.11.2022 12:00 - 25.11.2022 13:00,140,140,140,n/e,n/e,n/e,1,1,1
25.11.2022 13:00 - 25.11.2022 14:00,120,120,120,n/e,n/e,n/e,1,1,1
25.11.2022 14:00 - 25.11.2022 15:00,70,70,70,n/e,n/e,n/e,1,1,1
25.11.2022 15:00 - 25.11.2022 16:00,10,10,10,n/e,n/e,n/e,1,1,1
25.11.2022 16:00 - 25.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 17:00 - 25.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 18:00 - 25.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 19:00 - 25.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 20:00 - 25.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 21:00 - 25.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 22:00 - 25.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
25.11.2022 23:00 - 26.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 00:00 - 26.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 01:00 - 26.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 02:00 - 26.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 03:00 - 26.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 04:00 - 26.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 05:00 - 26.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 06:00 - 26.11.2022 07:00,4,4,4,n/e,n/e,n/e,1,1,1
26.11.2022 07:00 - 26.11.2022 08:00,16,16,16,n/e,n/e,n/e,1,1,1
26.11.2022 08:00 - 26.11.2022 09:00,70,70,70,n/e,n/e,n/e,1,1,1
26.11.2022 09:00 - 26.11.2022 10:00,120,120,120,n/e,n/e,n/e,1,1,1
26.11.2022 10:00 - 26.11.2022 11:00,150,150,150,n/e,n/e,n/e,1,1,1
26.11.2022 11:00 - 26.11.2022 12:00,140,140,140,n/e,n/e,n/e,1,1,1
26.11.2022 12:00 - 26.11.2022 13:00,120,120,120,n/e,n/e,n/e,1,1,1
26.11.2022 13:00 - 26.11.2022 14:00,70,70,70,n/e,n/e,n/e,1,1,1
26.11.2022 14:00 - 26.11.2022 15:00,10,10,10,n/e,n/e,n/e,1,1,1
26.11.2022 15:00 - 26.11.2022 16:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 16:00 - 26.11.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 17:00 - 26.11.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 18:00 - 26.11.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 19:00 - 26.11.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 20:00 - 26.11.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 21:00 - 26.11.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 22:00 - 26.11.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
26.11.2022 23:00 - 27.11.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 00:00 - 27.11.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 01:00 - 27.11.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 02:00 - 27.11.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 03:00 - 27.11.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 04:00 - 27.11.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 05:00 - 27.11.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 06:00 - 27.11.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
27.11.2022 07:00 - 27.11.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
27.11.2022 08:00 - 27.11.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
27.11.2022 09:00 - 27.11.2022 10:00,65,65,65,n/e,n/e,n/e,1,1,1
27.11.2022 10:00 - 27.11.2022 11:00,95,95,95,n/e,n/e,n/e,1,1,1
27.11.2022 11:00 - 27.11.2022 12:00,75,75,75,n/e,n/e,n/e,1,1,1
