"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"03.01.2022 11:15 - 03.01.2022 11:30","4858","4849","n/e","6201","5996","n/e","34979","35522","n/e"
"03.01.2022 11:30 - 03.01.2022 11:45","5140","5116","n/e","6200","6005","n/e","35098","35590","n/e"
"03.01.2022 11:45 - 03.01.2022 12:00","5335","5302","n/e","6199","6008","n/e","35198","35651","n/e"
"03.01.2022 12:00 - 03.01.2022 12:15","5467","5416","n/e","6197","6010","n/e","35292","35720","n/e"
"03.01.2022 12:15 - 03.01.2022 12:30","5555","5498","n/e","6199","6016","n/e","35290","35687","n/e"
"03.01.2022 12:30 - 03.01.2022 12:45","5555","5531","n/e","6200","6020","n/e","35285","35641","n/e"
"03.01.2022 12:45 - 03.01.2022 13:00","5489","5429","n/e","6197","6025","n/e","35270","35592","n/e"
"03.01.2022 13:00 - 03.01.2022 13:15","5345","5309","n/e","6195","6027","n/e","35243","35523","n/e"
"03.01.2022 13:15 - 03.01.2022 13:30","5184","5104","n/e","6195","6025","n/e","35097","35367","n/e"
"03.01.2022 13:30 - 03.01.2022 13:45","4917","4784","n/e","6194","6023","n/e","34945","35203","n/e"
"03.01.2022 13:45 - 03.01.2022 14:00","4563","4392","n/e","6193","6020","n/e","34786","35023","n/e"
"03.01.2022 14:00 - 03.01.2022 14:15","4173","3869","n/e","6196","6019","n/e","34620","34462","n/e"
"03.01.2022 14:15 - 03.01.2022 14:30","3679","3407","n/e","6202","6018","n/e","34339","34188","n/e"
"03.01.2022 14:30 - 03.01.2022 14:45","3193","2902","n/e","6203","6019","n/e","34042","33890","n/e"
"03.01.2022 14:45 - 03.01.2022 15:00","2662","2412","n/e","6206","6020","n/e","33734","33589","n/e"
"03.01.2022 15:00 - 03.01.2022 15:15","2087","1896","n/e","6262","6199","n/e","33405","33243","n/e"
"03.01.2022 15:15 - 03.01.2022 15:30","1549","1394","n/e","6263","6199","n/e","33104","32890","n/e"
"03.01.2022 15:30 - 03.01.2022 15:45","1044","936","n/e","6263","6196","n/e","32788","32545","n/e"
"03.01.2022 15:45 - 03.01.2022 16:00","627","555","n/e","6263","6196","n/e","32475","32229","n/e"
"03.01.2022 16:00 - 03.01.2022 16:15","338","303","n/e","6265","6200","n/e","32181","31925","n/e"
"03.01.2022 16:15 - 03.01.2022 16:30","122","118","n/e","6255","6185","n/e","32080","31727","n/e"
"03.01.2022 16:30 - 03.01.2022 16:45","13","12","n/e","6259","6189","n/e","31975","31523","n/e"
"03.01.2022 16:45 - 03.01.2022 17:00","4","4","n/e","6264","6189","n/e","31864","31321","n/e"
"03.01.2022 17:00 - 03.01.2022 17:15","0","0","n/e","6236","6268","n/e","31750","31119","n/e"
"03.01.2022 17:15 - 03.01.2022 17:30","0","0","n/e","6237","6272","n/e","31708","30997","n/e"
"03.01.2022 17:30 - 03.01.2022 17:45","0","0","n/e","6234","6277","n/e","31657","30872","n/e"
"03.01.2022 17:45 - 03.01.2022 18:00","0","0","n/e","6234","6282","n/e","31606","30743","n/e"
"03.01.2022 18:00 - 03.01.2022 18:15","0","0","n/e","6223","6286","n/e","31561","30605","n/e"
"03.01.2022 18:15 - 03.01.2022 18:30","0","0","n/e","6213","6289","n/e","31495","30469","n/e"
"03.01.2022 18:30 - 03.01.2022 18:45","0","0","n/e","6187","6292","n/e","31422","30324","n/e"
"03.01.2022 18:45 - 03.01.2022 19:00","0","0","n/e","6164","6295","n/e","31338","30187","n/e"
"03.01.2022 19:00 - 03.01.2022 19:15","0","0","n/e","6135","6300","n/e","31240","30066","n/e"
"03.01.2022 19:15 - 03.01.2022 19:30","0","0","n/e","6101","6291","n/e","31077","29933","n/e"
"03.01.2022 19:30 - 03.01.2022 19:45","0","0","n/e","6019","6289","n/e","30907","29799","n/e"
"03.01.2022 19:45 - 03.01.2022 20:00","0","0","n/e","5987","6301","n/e","30733","29675","n/e"
"03.01.2022 20:00 - 03.01.2022 20:15","0","0","n/e","5953","6292","n/e","30552","29525","n/e"
"03.01.2022 20:15 - 03.01.2022 20:30","0","0","n/e","5912","6285","n/e","30312","29265","n/e"
"03.01.2022 20:30 - 03.01.2022 20:45","0","0","n/e","5929","6279","n/e","30064","28977","n/e"
"03.01.2022 20:45 - 03.01.2022 21:00","0","0","n/e","5882","6271","n/e","29807","28672","n/e"
"03.01.2022 21:00 - 03.01.2022 21:15","0","0","n/e","5839","6252","n/e","29550","28371","n/e"
"03.01.2022 21:15 - 03.01.2022 21:30","0","0","n/e","5785","6214","n/e","29248","28060","n/e"
"03.01.2022 21:30 - 03.01.2022 21:45","0","0","n/e","5726","6179","n/e","28934","27734","n/e"
"03.01.2022 21:45 - 03.01.2022 22:00","0","0","n/e","5663","6138","n/e","28621","27413","n/e"
"03.01.2022 22:00 - 03.01.2022 22:15","0","0","n/e","5671","6082","n/e","27807","26588","n/e"
"03.01.2022 22:15 - 03.01.2022 22:30","0","0","n/e","5563","5972","n/e","27424","26239","n/e"
"03.01.2022 22:30 - 03.01.2022 22:45","0","0","n/e","5442","5853","n/e","27026","25878","n/e"
"03.01.2022 22:45 - 03.01.2022 23:00","0","0","n/e","5319","5717","n/e","26613","25510","n/e"
"03.01.2022 23:00 - 03.01.2022 23:15","0","0","n/e","5159","5548","n/e","26195","25142","n/e"
"03.01.2022 23:15 - 03.01.2022 23:30","0","0","n/e","5029","5372","n/e","25788","24760","n/e"
"03.01.2022 23:30 - 03.01.2022 23:45","0","0","n/e","4907","5174","n/e","25379","24367","n/e"
"03.01.2022 23:45 - 04.01.2022 00:00","0","0","n/e","4792","4978","n/e","24965","23950","n/e"
"04.01.2022 00:00 - 04.01.2022 00:15","0","0","n/e","4941","5090","n/e","23093","21932","n/e"
"04.01.2022 00:15 - 04.01.2022 00:30","0","0","n/e","4687","4920","n/e","22666","21218","n/e"
"04.01.2022 00:30 - 04.01.2022 00:45","0","0","n/e","4426","4773","n/e","22269","20702","n/e"
"04.01.2022 00:45 - 04.01.2022 01:00","0","0","n/e","4174","4617","n/e","21869","20549","n/e"
"04.01.2022 01:00 - 04.01.2022 01:15","0","0","n/e","3713","4422","n/e","21473","20206","n/e"
"04.01.2022 01:15 - 04.01.2022 01:30","0","0","n/e","3569","4286","n/e","21060","19835","n/e"
"04.01.2022 01:30 - 04.01.2022 01:45","0","0","n/e","3419","4467","n/e","20640","19555","n/e"
"04.01.2022 01:45 - 04.01.2022 02:00","0","0","n/e","3259","4133","n/e","20226","19342","n/e"
"04.01.2022 02:00 - 04.01.2022 02:15","0","0","n/e","3098","3936","n/e","19784","19095","n/e"
"04.01.2022 02:15 - 04.01.2022 02:30","0","0","n/e","2974","3951","n/e","19320","18772","n/e"
"04.01.2022 02:30 - 04.01.2022 02:45","0","0","n/e","2905","3839","n/e","18838","18405","n/e"
"04.01.2022 02:45 - 04.01.2022 03:00","0","0","n/e","2689","3864","n/e","18350","17975","n/e"
"04.01.2022 03:00 - 04.01.2022 03:15","0","0","n/e","2487","3617","n/e","17872","17571","n/e"
"04.01.2022 03:15 - 04.01.2022 03:30","0","0","n/e","2347","3383","n/e","17417","17335","n/e"
"04.01.2022 03:30 - 04.01.2022 03:45","0","0","n/e","2209","3290","n/e","16956","17161","n/e"
"04.01.2022 03:45 - 04.01.2022 04:00","0","0","n/e","2072","3194","n/e","16504","16988","n/e"
"04.01.2022 04:00 - 04.01.2022 04:15","0","0","n/e","1952","3087","n/e","16061","16617","n/e"
"04.01.2022 04:15 - 04.01.2022 04:30","0","0","n/e","1891","2881","n/e","15571","15958","n/e"
"04.01.2022 04:30 - 04.01.2022 04:45","0","0","n/e","1817","2703","n/e","15093","15487","n/e"
"04.01.2022 04:45 - 04.01.2022 05:00","0","0","n/e","1739","2561","n/e","14632","15165","n/e"
"04.01.2022 05:00 - 04.01.2022 05:15","0","0","n/e","1684","2352","n/e","14189","14905","n/e"
"04.01.2022 05:15 - 04.01.2022 05:30","0","0","n/e","1671","2278","n/e","13801","14749","n/e"
"04.01.2022 05:30 - 04.01.2022 05:45","0","0","n/e","1663","2354","n/e","13404","14517","n/e"
"04.01.2022 05:45 - 04.01.2022 06:00","0","0","n/e","1651","2476","n/e","13015","14245","n/e"
"04.01.2022 06:00 - 04.01.2022 06:15","0","0","n/e","1632","2527","n/e","12740","14262","n/e"
"04.01.2022 06:15 - 04.01.2022 06:30","0","0","n/e","1640","2462","n/e","12434","13992","n/e"
"04.01.2022 06:30 - 04.01.2022 06:45","0","0","n/e","1643","2428","n/e","12136","13596","n/e"
"04.01.2022 06:45 - 04.01.2022 07:00","0","0","n/e","1646","2513","n/e","11840","13431","n/e"
"04.01.2022 07:00 - 04.01.2022 07:15","0","0","n/e","1654","2592","n/e","11548","13319","n/e"
"04.01.2022 07:15 - 04.01.2022 07:30","0","0","n/e","1652","2719","n/e","11272","13024","n/e"
"04.01.2022 07:30 - 04.01.2022 07:45","0","0","n/e","1652","2683","n/e","11009","12823","n/e"
"04.01.2022 07:45 - 04.01.2022 08:00","0","0","n/e","1647","2625","n/e","10763","12660","n/e"
"04.01.2022 08:00 - 04.01.2022 08:15","2","2","n/e","1653","2576","n/e","10519","12507","n/e"
"04.01.2022 08:15 - 04.01.2022 08:30","19","17","n/e","1666","2604","n/e","10309","12321","n/e"
"04.01.2022 08:30 - 04.01.2022 08:45","158","143","n/e","1681","2638","n/e","10101","12156","n/e"
"04.01.2022 08:45 - 04.01.2022 09:00","254","245","n/e","1706","2677","n/e","9892","12007","n/e"
"04.01.2022 09:00 - 04.01.2022 09:15","380","357","n/e","1742","2713","n/e","9697","11822","n/e"
"04.01.2022 09:15 - 04.01.2022 09:30","511","489","n/e","1804","2756","n/e","9543","11700","n/e"
"04.01.2022 09:30 - 04.01.2022 09:45","671","635","n/e","1875","2799","n/e","9415","11572","n/e"
"04.01.2022 09:45 - 04.01.2022 10:00","847","798","n/e","1934","2839","n/e","9299","11437","n/e"
"04.01.2022 10:00 - 04.01.2022 10:15","1024","965","n/e","2017","2885","n/e","9170","11304","n/e"
"04.01.2022 10:15 - 04.01.2022 10:30","1183","1153","n/e","2119","2955","n/e","9055","11189","n/e"
"04.01.2022 10:30 - 04.01.2022 10:45","1346","1334","n/e","2226","3027","n/e","8948","11077","n/e"
"04.01.2022 10:45 - 04.01.2022 11:00","1507","1509","n/e","2332","3100","n/e","8840","10964","n/e"
"04.01.2022 11:00 - 04.01.2022 11:15","1675","1666","n/e","2454","3181","n/e","8754","10857","n/e"
"04.01.2022 11:15 - 04.01.2022 11:30","1831","1822","n/e","2595","3322","n/e","8742","10858","n/e"
"04.01.2022 11:30 - 04.01.2022 11:45","1986","1993","n/e","2736","3457","n/e","8737","10862","n/e"
"04.01.2022 11:45 - 04.01.2022 12:00","2121","2164","n/e","2881","3593","n/e","8740","10872","n/e"
"04.01.2022 12:00 - 04.01.2022 12:15","2249","2334","n/e","3020","3741","n/e","8746","10918","n/e"
"04.01.2022 12:15 - 04.01.2022 12:30","2378","2497","n/e","3161","3921","n/e","8844","11061","n/e"
"04.01.2022 12:30 - 04.01.2022 12:45","2448","2601","n/e","3312","4098","n/e","8945","11191","n/e"
"04.01.2022 12:45 - 04.01.2022 13:00","2455","2650","n/e","3463","4280","n/e","9062","11329","n/e"
"04.01.2022 13:00 - 04.01.2022 13:15","2434","2670","n/e","3624","4456","n/e","9184","11434","n/e"
"04.01.2022 13:15 - 04.01.2022 13:30","2410","2660","n/e","3783","4595","n/e","9289","11472","n/e"
"04.01.2022 13:30 - 04.01.2022 13:45","2309","2569","n/e","3942","4739","n/e","9400","11503","n/e"
"04.01.2022 13:45 - 04.01.2022 14:00","2157","2380","n/e","4094","4875","n/e","9525","11522","n/e"
"04.01.2022 14:00 - 04.01.2022 14:15","1978","2034","n/e","4239","5004","n/e","9642","11280","n/e"
"04.01.2022 14:15 - 04.01.2022 14:30","1780","1845","n/e","4382","5080","n/e","9814","11321","n/e"
"04.01.2022 14:30 - 04.01.2022 14:45","1540","1607","n/e","4526","5146","n/e","9983","11369","n/e"
"04.01.2022 14:45 - 04.01.2022 15:00","1284","1356","n/e","4664","5221","n/e","10162","11426","n/e"
"04.01.2022 15:00 - 04.01.2022 15:15","1011","1086","n/e","4783","5082","n/e","10384","11517","n/e"
"04.01.2022 15:15 - 04.01.2022 15:30","770","835","n/e","4869","5137","n/e","10576","11662","n/e"
"04.01.2022 15:30 - 04.01.2022 15:45","539","602","n/e","4958","5182","n/e","10735","11818","n/e"
"04.01.2022 15:45 - 04.01.2022 16:00","351","391","n/e","5046","5235","n/e","10909","11967","n/e"
"04.01.2022 16:00 - 04.01.2022 16:15","207","219","n/e","5131","5278","n/e","11107","12136","n/e"
"04.01.2022 16:15 - 04.01.2022 16:30","98","87","n/e","5201","5302","n/e","11299","12192","n/e"
"04.01.2022 16:30 - 04.01.2022 16:45","10","4","n/e","5261","5328","n/e","11497","12247","n/e"
"04.01.2022 16:45 - 04.01.2022 17:00","3","1","n/e","5335","5351","n/e","11696","12308","n/e"
"04.01.2022 17:00 - 04.01.2022 17:15","0","0","n/e","5403","5379","n/e","11913","12372","n/e"
"04.01.2022 17:15 - 04.01.2022 17:30","0","0","n/e","5467","5416","n/e","12230","12517","n/e"
"04.01.2022 17:30 - 04.01.2022 17:45","0","0","n/e","5528","5444","n/e","12555","12668","n/e"
"04.01.2022 17:45 - 04.01.2022 18:00","0","0","n/e","5590","5468","n/e","12884","12821","n/e"
"04.01.2022 18:00 - 04.01.2022 18:15","0","0","n/e","5647","5495","n/e","13206","12975","n/e"
"04.01.2022 18:15 - 04.01.2022 18:30","0","0","n/e","5687","5512","n/e","13587","13195","n/e"
"04.01.2022 18:30 - 04.01.2022 18:45","0","0","n/e","5726","5538","n/e","13977","13419","n/e"
"04.01.2022 18:45 - 04.01.2022 19:00","0","0","n/e","5696","5566","n/e","14362","13643","n/e"
"04.01.2022 19:00 - 04.01.2022 19:15","0","0","n/e","5729","5583","n/e","14757","13887","n/e"
"04.01.2022 19:15 - 04.01.2022 19:30","0","0","n/e","5784","5630","n/e","15044","14064","n/e"
"04.01.2022 19:30 - 04.01.2022 19:45","0","0","n/e","5837","5677","n/e","15337","14250","n/e"
"04.01.2022 19:45 - 04.01.2022 20:00","0","0","n/e","5890","5732","n/e","15618","14448","n/e"
"04.01.2022 20:00 - 04.01.2022 20:15","0","0","n/e","5934","5783","n/e","15888","14641","n/e"
"04.01.2022 20:15 - 04.01.2022 20:30","0","0","n/e","5974","5831","n/e","16242","14832","n/e"
"04.01.2022 20:30 - 04.01.2022 20:45","0","0","n/e","6007","5863","n/e","16597","15020","n/e"
"04.01.2022 20:45 - 04.01.2022 21:00","0","0","n/e","6037","5912","n/e","16955","15202","n/e"
"04.01.2022 21:00 - 04.01.2022 21:15","0","0","n/e","6041","5923","n/e","17302","15395","n/e"
"04.01.2022 21:15 - 04.01.2022 21:30","0","0","n/e","6091","5969","n/e","17646","15608","n/e"
"04.01.2022 21:30 - 04.01.2022 21:45","0","0","n/e","6097","6015","n/e","17984","15823","n/e"
"04.01.2022 21:45 - 04.01.2022 22:00","0","0","n/e","6139","6063","n/e","18313","16050","n/e"
"04.01.2022 22:00 - 04.01.2022 22:15","0","0","n/e","6193","6122","n/e","18395","16054","n/e"
"04.01.2022 22:15 - 04.01.2022 22:30","0","0","n/e","6210","6154","n/e","18673","16390","n/e"
"04.01.2022 22:30 - 04.01.2022 22:45","0","0","n/e","6223","6187","n/e","18955","16738","n/e"
"04.01.2022 22:45 - 04.01.2022 23:00","0","0","n/e","6224","6199","n/e","19241","17107","n/e"
"04.01.2022 23:00 - 04.01.2022 23:15","0","0","n/e","6215","6223","n/e","19528","17472","n/e"
"04.01.2022 23:15 - 04.01.2022 23:30","0","0","n/e","6238","6250","n/e","19861","17905","n/e"
"04.01.2022 23:30 - 04.01.2022 23:45","0","0","n/e","6253","6270","n/e","20193","18349","n/e"
"04.01.2022 23:45 - 05.01.2022 00:00","0","0","n/e","6257","6297","n/e","20524","18799","n/e"
"05.01.2022 00:00 - 05.01.2022 00:15","0","0","n/e","6707","7064","n/e","17207","15974","n/e"
"05.01.2022 00:15 - 05.01.2022 00:30","0","0","n/e","6720","7079","n/e","17650","16053","n/e"
"05.01.2022 00:30 - 05.01.2022 00:45","0","0","n/e","6731","7081","n/e","18084","16371","n/e"
"05.01.2022 00:45 - 05.01.2022 01:00","0","0","n/e","6737","7063","n/e","18524","16640","n/e"
"05.01.2022 01:00 - 05.01.2022 01:15","0","0","n/e","6441","7045","n/e","18962","16882","n/e"
"05.01.2022 01:15 - 05.01.2022 01:30","0","0","n/e","6444","7022","n/e","19403","17383","n/e"
"05.01.2022 01:30 - 05.01.2022 01:45","0","0","n/e","6438","6985","n/e","19865","17838","n/e"
"05.01.2022 01:45 - 05.01.2022 02:00","0","0","n/e","6386","6977","n/e","20360","18196","n/e"
"05.01.2022 02:00 - 05.01.2022 02:15","0","0","n/e","6387","6966","n/e","20830","18572","n/e"
"05.01.2022 02:15 - 05.01.2022 02:30","0","0","n/e","6378","6785","n/e","21273","19005","n/e"
"05.01.2022 02:30 - 05.01.2022 02:45","0","0","n/e","6380","6721","n/e","21690","19574","n/e"
"05.01.2022 02:45 - 05.01.2022 03:00","0","0","n/e","6387","6632","n/e","22120","20148","n/e"
"05.01.2022 03:00 - 05.01.2022 03:15","0","0","n/e","6386","6652","n/e","22565","20604","n/e"
"05.01.2022 03:15 - 05.01.2022 03:30","0","0","n/e","6343","6620","n/e","23033","21552","n/e"
"05.01.2022 03:30 - 05.01.2022 03:45","0","0","n/e","6338","6473","n/e","23561","22281","n/e"
"05.01.2022 03:45 - 05.01.2022 04:00","0","0","n/e","6332","6394","n/e","24081","22928","n/e"
"05.01.2022 04:00 - 05.01.2022 04:15","0","0","n/e","6315","6391","n/e","24586","23650","n/e"
"05.01.2022 04:15 - 05.01.2022 04:30","0","0","n/e","6329","6297","n/e","24993","23952","n/e"
"05.01.2022 04:30 - 05.01.2022 04:45","0","0","n/e","6339","6164","n/e","25404","24133","n/e"
"05.01.2022 04:45 - 05.01.2022 05:00","0","0","n/e","6343","6157","n/e","25825","24291","n/e"
"05.01.2022 05:00 - 05.01.2022 05:15","0","0","n/e","6348","6164","n/e","26234","24765","n/e"
"05.01.2022 05:15 - 05.01.2022 05:30","0","0","n/e","6343","6122","n/e","26737","25207","n/e"
"05.01.2022 05:30 - 05.01.2022 05:45","0","0","n/e","6338","6111","n/e","27212","25555","n/e"
"05.01.2022 05:45 - 05.01.2022 06:00","0","0","n/e","6331","6084","n/e","27699","26130","n/e"
"05.01.2022 06:00 - 05.01.2022 06:15","0","0","n/e","6261","6066","n/e","28703","27210","n/e"
"05.01.2022 06:15 - 05.01.2022 06:30","0","0","n/e","6249","6040","n/e","29185","27843","n/e"
"05.01.2022 06:30 - 05.01.2022 06:45","0","0","n/e","6239","6053","n/e","29641","28096","n/e"
"05.01.2022 06:45 - 05.01.2022 07:00","0","0","n/e","6224","6016","n/e","30083","28692","n/e"
"05.01.2022 07:00 - 05.01.2022 07:15","0","0","n/e","6213","5827","n/e","30489","28956","n/e"
"05.01.2022 07:15 - 05.01.2022 07:30","0","0","n/e","6228","5729","n/e","30885","29188","n/e"
"05.01.2022 07:30 - 05.01.2022 07:45","0","0","n/e","6242","5724","n/e","31271","29792","n/e"
"05.01.2022 07:45 - 05.01.2022 08:00","0","0","n/e","6254","5740","n/e","31655","30248","n/e"
"05.01.2022 08:00 - 05.01.2022 08:15","13","8","n/e","6268","5763","n/e","31998","30435","n/e"
"05.01.2022 08:15 - 05.01.2022 08:30","67","41","n/e","6289","5804","n/e","32271","30747","n/e"
"05.01.2022 08:30 - 05.01.2022 08:45","351","331","n/e","6306","5856","n/e","32528","31113","n/e"
"05.01.2022 08:45 - 05.01.2022 09:00","684","721","n/e","6324","5906","n/e","32755","31354","n/e"
"05.01.2022 09:00 - 05.01.2022 09:15","1104","1256","n/e","6399","5959","n/e","32971","31605","n/e"
"05.01.2022 09:15 - 05.01.2022 09:30","1566","1803","n/e","6400","5998","n/e","33144","31777","n/e"
"05.01.2022 09:30 - 05.01.2022 09:45","2071","2373","n/e","6400","6034","n/e","33296","31939","n/e"
"05.01.2022 09:45 - 05.01.2022 10:00","2613","2930","n/e","6401","6063","n/e","33451","32122","n/e"
"05.01.2022 10:00 - 05.01.2022 10:15","3152","3524","n/e","6401","6124","n/e","33607","32330","n/e"
"05.01.2022 10:15 - 05.01.2022 10:30","3682","4120","n/e","6407","6318","n/e","33647","32548","n/e"
"05.01.2022 10:30 - 05.01.2022 10:45","4202","4680","n/e","6513","6352","n/e","33701","32772","n/e"
"05.01.2022 10:45 - 05.01.2022 11:00","4684","5184","n/e","6521","6381","n/e","33749","32981","n/e"
"05.01.2022 11:00 - 05.01.2022 11:15","5100","5645","n/e","6534","6408","n/e","33820","33179","n/e"
"05.01.2022 11:15 - 05.01.2022 11:30","5481","6086","n/e","6535","6427","n/e","33927","33440","n/e"
"05.01.2022 11:30 - 05.01.2022 11:45","5750","6387","n/e","6538","6443","n/e","34011","33646","n/e"
"05.01.2022 11:45 - 05.01.2022 12:00","5875","6585","n/e","6543","6460","n/e","34055","33845","n/e"
"05.01.2022 12:00 - 05.01.2022 12:15","5949","6671","n/e","6541","6472","n/e","34095","34057","n/e"
"05.01.2022 12:15 - 05.01.2022 12:30","5979","6707","n/e","6548","6481","n/e","34123","34272","n/e"
"05.01.2022 12:30 - 05.01.2022 12:45","5895","6620","n/e","6557","6497","n/e","34156","34455","n/e"
"05.01.2022 12:45 - 05.01.2022 13:00","5696","6425","n/e","6562","6508","n/e","34170","34644","n/e"
"05.01.2022 13:00 - 05.01.2022 13:15","5474","6172","n/e","6568","6507","n/e","34197","34784","n/e"
"05.01.2022 13:15 - 05.01.2022 13:30","5244","5903","n/e","6571","6509","n/e","34145","34820","n/e"
"05.01.2022 13:30 - 05.01.2022 13:45","4896","5541","n/e","6568","6513","n/e","34078","34838","n/e"
"05.01.2022 13:45 - 05.01.2022 14:00","4520","5108","n/e","6566","6514","n/e","34006","34840","n/e"
"05.01.2022 14:00 - 05.01.2022 14:15","4130","4535","n/e","6562","6511","n/e","33888","34496","n/e"
"05.01.2022 14:15 - 05.01.2022 14:30","3722","4042","n/e","6563","6500","n/e","33762","34381","n/e"
"05.01.2022 14:30 - 05.01.2022 14:45","3227","3503","n/e","6566","6487","n/e","33617","34251","n/e"
"05.01.2022 14:45 - 05.01.2022 15:00","2711","2961","n/e","6569","6474","n/e","33466","34112","n/e"
"05.01.2022 15:00 - 05.01.2022 15:15","2170","2393","n/e","6575","6422","n/e","33312","33943","n/e"
"05.01.2022 15:15 - 05.01.2022 15:30","1637","1816","n/e","6576","6410","n/e","33131","33735","n/e"
"05.01.2022 15:30 - 05.01.2022 15:45","1139","1263","n/e","6573","6397","n/e","32948","33516","n/e"
"05.01.2022 15:45 - 05.01.2022 16:00","711","768","n/e","6569","6384","n/e","32759","33298","n/e"
"05.01.2022 16:00 - 05.01.2022 16:15","395","404","n/e","6565","6370","n/e","32590","33082","n/e"
"05.01.2022 16:15 - 05.01.2022 16:30","170","170","n/e","6564","6673","n/e","32375","32823","n/e"
"05.01.2022 16:30 - 05.01.2022 16:45","22","34","n/e","6556","6667","n/e","32161","32555","n/e"
"05.01.2022 16:45 - 05.01.2022 17:00","7","10","n/e","6550","6650","n/e","31929","32266","n/e"
"05.01.2022 17:00 - 05.01.2022 17:15","0","0","n/e","6539","6634","n/e","31688","31970","n/e"
"05.01.2022 17:15 - 05.01.2022 17:30","0","0","n/e","6521","6622","n/e","31459","31750","n/e"
"05.01.2022 17:30 - 05.01.2022 17:45","0","0","n/e","6503","6607","n/e","31231","31523","n/e"
"05.01.2022 17:45 - 05.01.2022 18:00","0","0","n/e","6484","6590","n/e","31003","31310","n/e"
"05.01.2022 18:00 - 05.01.2022 18:15","0","0","n/e","6465","6570","n/e","30764","31140","n/e"
"05.01.2022 18:15 - 05.01.2022 18:30","0","0","n/e","6447","6541","n/e","30445","30989","n/e"
"05.01.2022 18:30 - 05.01.2022 18:45","0","0","n/e","6428","6508","n/e","30116","30820","n/e"
"05.01.2022 18:45 - 05.01.2022 19:00","0","0","n/e","6413","6472","n/e","29786","30629","n/e"
"05.01.2022 19:00 - 05.01.2022 19:15","0","0","n/e","6378","6433","n/e","29459","30438","n/e"
"05.01.2022 19:15 - 05.01.2022 19:30","0","0","n/e","6330","6440","n/e","29111","30177","n/e"
"05.01.2022 19:30 - 05.01.2022 19:45","0","0","n/e","6278","6441","n/e","28758","29910","n/e"
"05.01.2022 19:45 - 05.01.2022 20:00","0","0","n/e","6220","6440","n/e","28403","29651","n/e"
"05.01.2022 20:00 - 05.01.2022 20:15","0","0","n/e","6167","6423","n/e","28039","29373","n/e"
