"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"16.11.2022 04:45 - 16.11.2022 05:00","0","0","n/e","5891","5138","n/e","19509","18867","n/e"
"16.11.2022 05:00 - 16.11.2022 05:15","0","0","n/e","5887","4961","n/e","19579","19018","n/e"
"16.11.2022 05:15 - 16.11.2022 05:30","0","0","n/e","5864","4850","n/e","19687","19010","n/e"
"16.11.2022 05:30 - 16.11.2022 05:45","0","0","n/e","5848","4834","n/e","19791","19228","n/e"
"16.11.2022 05:45 - 16.11.2022 06:00","0","0","n/e","5826","4773","n/e","19891","19340","n/e"
"16.11.2022 06:00 - 16.11.2022 06:15","0","0","n/e","5656","4814","n/e","20427","19855","n/e"
"16.11.2022 06:15 - 16.11.2022 06:30","0","0","n/e","5633","4592","n/e","20462","19994","n/e"
"16.11.2022 06:30 - 16.11.2022 06:45","0","0","n/e","5607","4635","n/e","20509","19825","n/e"
"16.11.2022 06:45 - 16.11.2022 07:00","0","0","n/e","5585","4612","n/e","20531","19779","n/e"
"16.11.2022 07:00 - 16.11.2022 07:15","7","4","n/e","5560","4658","n/e","20428","19625","n/e"
"16.11.2022 07:15 - 16.11.2022 07:30","19","13","n/e","5547","4658","n/e","20259","19487","n/e"
"16.11.2022 07:30 - 16.11.2022 07:45","47","34","n/e","5527","4888","n/e","20126","19337","n/e"
"16.11.2022 07:45 - 16.11.2022 08:00","205","165","n/e","5490","5008","n/e","20027","19061","n/e"
"16.11.2022 08:00 - 16.11.2022 08:15","391","359","n/e","5462","4963","n/e","19937","18939","n/e"
"16.11.2022 08:15 - 16.11.2022 08:30","674","658","n/e","5448","4967","n/e","19744","18678","n/e"
"16.11.2022 08:30 - 16.11.2022 08:45","1023","1036","n/e","5430","4896","n/e","19538","18386","n/e"
"16.11.2022 08:45 - 16.11.2022 09:00","1413","1463","n/e","5407","4829","n/e","19305","18244","n/e"
"16.11.2022 09:00 - 16.11.2022 09:15","1834","1933","n/e","5384","4962","n/e","19073","18137","n/e"
"16.11.2022 09:15 - 16.11.2022 09:30","2298","2447","n/e","5337","4922","n/e","18822","17874","n/e"
"16.11.2022 09:30 - 16.11.2022 09:45","2774","2973","n/e","5291","4823","n/e","18574","17685","n/e"
"16.11.2022 09:45 - 16.11.2022 10:00","3261","3516","n/e","5247","4679","n/e","18321","17410","n/e"
"16.11.2022 10:00 - 16.11.2022 10:15","3733","4036","n/e","5202","4542","n/e","18066","17245","n/e"
"16.11.2022 10:15 - 16.11.2022 10:30","4205","4555","n/e","5190","4639","n/e","17837","17003","n/e"
"16.11.2022 10:30 - 16.11.2022 10:45","4656","5048","n/e","5175","4540","n/e","17606","16797","n/e"
"16.11.2022 10:45 - 16.11.2022 11:00","5069","5499","n/e","5165","4423","n/e","17377","16635","n/e"
"16.11.2022 11:00 - 16.11.2022 11:15","5438","5900","n/e","5150","4297","n/e","17155","16352","n/e"
"16.11.2022 11:15 - 16.11.2022 11:30","5759","6308","n/e","5132","4385","n/e","16867","16137","n/e"
"16.11.2022 11:30 - 16.11.2022 11:45","6065","6619","n/e","5108","4337","n/e","16568","15914","n/e"
"16.11.2022 11:45 - 16.11.2022 12:00","6294","6840","n/e","5085","4289","n/e","16237","15656","n/e"
"16.11.2022 12:00 - 16.11.2022 12:15","6411","6960","n/e","5052","4383","n/e","15900","15416","n/e"
"16.11.2022 12:15 - 16.11.2022 12:30","6432","6993","n/e","5107","4401","n/e","15537","15140","n/e"
"16.11.2022 12:30 - 16.11.2022 12:45","6407","7001","n/e","5103","4433","n/e","15166","14863","n/e"
"16.11.2022 12:45 - 16.11.2022 13:00","6303","6965","n/e","5072","4446","n/e","14820","14547","n/e"
"16.11.2022 13:00 - 16.11.2022 13:15","6133","6817","n/e","5067","4462","n/e","14534","14179","n/e"
"16.11.2022 13:15 - 16.11.2022 13:30","5912","6602","n/e","5091","4445","n/e","14270","13930","n/e"
"16.11.2022 13:30 - 16.11.2022 13:45","5635","6314","n/e","5057","4424","n/e","14004","13808","n/e"
"16.11.2022 13:45 - 16.11.2022 14:00","5307","5952","n/e","5053","4403","n/e","13748","13567","n/e"
"16.11.2022 14:00 - 16.11.2022 14:15","4922","5507","n/e","5037","4385","n/e","13500","13632","n/e"
"16.11.2022 14:15 - 16.11.2022 14:30","4486","5032","n/e","5046","4382","n/e","13327","13599","n/e"
"16.11.2022 14:30 - 16.11.2022 14:45","3990","4483","n/e","5057","4380","n/e","13153","13460","n/e"
"16.11.2022 14:45 - 16.11.2022 15:00","3438","3864","n/e","5066","4377","n/e","12984","13347","n/e"
"16.11.2022 15:00 - 16.11.2022 15:15","2824","3210","n/e","5073","4873","n/e","12830","13310","n/e"
"16.11.2022 15:15 - 16.11.2022 15:30","2195","2508","n/e","5116","4957","n/e","12899","13404","n/e"
"16.11.2022 15:30 - 16.11.2022 15:45","1595","1818","n/e","5165","4989","n/e","12966","13415","n/e"
"16.11.2022 15:45 - 16.11.2022 16:00","1042","1190","n/e","5210","5031","n/e","13052","13456","n/e"
"16.11.2022 16:00 - 16.11.2022 16:15","604","690","n/e","5229","5081","n/e","13144","13472","n/e"
"16.11.2022 16:15 - 16.11.2022 16:30","309","359","n/e","5293","5162","n/e","13437","13753","n/e"
"16.11.2022 16:30 - 16.11.2022 16:45","137","176","n/e","5342","5180","n/e","13733","14116","n/e"
"16.11.2022 16:45 - 16.11.2022 17:00","24","29","n/e","5395","5259","n/e","14041","14339","n/e"
"16.11.2022 17:00 - 16.11.2022 17:15","0","0","n/e","5471","5341","n/e","14346","14740","n/e"
"16.11.2022 17:15 - 16.11.2022 17:30","0","0","n/e","5511","5433","n/e","14715","15170","n/e"
"16.11.2022 17:30 - 16.11.2022 17:45","0","0","n/e","5559","5517","n/e","15084","15483","n/e"
"16.11.2022 17:45 - 16.11.2022 18:00","0","0","n/e","5603","5591","n/e","15457","15850","n/e"
"16.11.2022 18:00 - 16.11.2022 18:15","0","0","n/e","5649","5524","n/e","15836","16333","n/e"
"16.11.2022 18:15 - 16.11.2022 18:30","0","0","n/e","5686","5556","n/e","16192","16636","n/e"
"16.11.2022 18:30 - 16.11.2022 18:45","0","0","n/e","5726","5592","n/e","16573","16902","n/e"
"16.11.2022 18:45 - 16.11.2022 19:00","0","0","n/e","5764","5636","n/e","17000","17334","n/e"
"16.11.2022 19:00 - 16.11.2022 19:15","0","0","n/e","5806","5680","n/e","17444","17761","n/e"
"16.11.2022 19:15 - 16.11.2022 19:30","0","0","n/e","5831","5669","n/e","17753","18069","n/e"
"16.11.2022 19:30 - 16.11.2022 19:45","0","0","n/e","5856","5452","n/e","18007","18399","n/e"
"16.11.2022 19:45 - 16.11.2022 20:00","0","0","n/e","5879","5461","n/e","18231","18551","n/e"
"16.11.2022 20:00 - 16.11.2022 20:15","0","0","n/e","5899","5407","n/e","18439","18790","n/e"
"16.11.2022 20:15 - 16.11.2022 20:30","0","0","n/e","5919","5419","n/e","18635","19074","n/e"
"16.11.2022 20:30 - 16.11.2022 20:45","0","0","n/e","5934","5431","n/e","18826","19328","n/e"
"16.11.2022 20:45 - 16.11.2022 21:00","0","0","n/e","5952","5445","n/e","19017","19672","n/e"
"16.11.2022 21:00 - 16.11.2022 21:15","0","0","n/e","5969","5425","n/e","19215","19887","n/e"
"16.11.2022 21:15 - 16.11.2022 21:30","0","0","n/e","5987","5453","n/e","19483","20219","n/e"
"16.11.2022 21:30 - 16.11.2022 21:45","0","0","n/e","6003","5477","n/e","19751","20549","n/e"
"16.11.2022 21:45 - 16.11.2022 22:00","0","0","n/e","6020","5507","n/e","20010","20875","n/e"
"16.11.2022 22:00 - 16.11.2022 22:15","0","0","n/e","6054","5550","n/e","19849","20723","n/e"
"16.11.2022 22:15 - 16.11.2022 22:30","0","0","n/e","6055","5562","n/e","20138","21092","n/e"
"16.11.2022 22:30 - 16.11.2022 22:45","0","0","n/e","6061","5576","n/e","20427","21460","n/e"
"16.11.2022 22:45 - 16.11.2022 23:00","0","0","n/e","5970","5585","n/e","20717","21821","n/e"
"16.11.2022 23:00 - 16.11.2022 23:15","0","0","n/e","5972","5536","n/e","21008","22182","n/e"
"16.11.2022 23:15 - 16.11.2022 23:30","0","0","n/e","5953","5512","n/e","21394","22640","n/e"
"16.11.2022 23:30 - 16.11.2022 23:45","0","0","n/e","5947","5512","n/e","21770","23089","n/e"
"16.11.2022 23:45 - 17.11.2022 00:00","0","0","n/e","5942","5761","n/e","22141","23539","n/e"
"17.11.2022 00:00 - 17.11.2022 00:15","0","0","n/e","5731","4090","n/e","25757","25665","n/e"
"17.11.2022 00:15 - 17.11.2022 00:30","0","0","n/e","5724","4008","n/e","26261","26444","n/e"
"17.11.2022 00:30 - 17.11.2022 00:45","0","0","n/e","5716","3972","n/e","26745","26863","n/e"
"17.11.2022 00:45 - 17.11.2022 01:00","0","0","n/e","5711","3989","n/e","27211","27266","n/e"
"17.11.2022 01:00 - 17.11.2022 01:15","0","0","n/e","5736","3972","n/e","27636","27584","n/e"
"17.11.2022 01:15 - 17.11.2022 01:30","0","0","n/e","5724","4083","n/e","28061","28046","n/e"
"17.11.2022 01:30 - 17.11.2022 01:45","0","0","n/e","5712","4174","n/e","28513","28536","n/e"
"17.11.2022 01:45 - 17.11.2022 02:00","0","0","n/e","5704","4018","n/e","28977","28940","n/e"
"17.11.2022 02:00 - 17.11.2022 02:15","0","0","n/e","5690","3952","n/e","29441","29391","n/e"
"17.11.2022 02:15 - 17.11.2022 02:30","0","0","n/e","5675","3934","n/e","29790","29838","n/e"
"17.11.2022 02:30 - 17.11.2022 02:45","0","0","n/e","5663","3937","n/e","30133","30006","n/e"
"17.11.2022 02:45 - 17.11.2022 03:00","0","0","n/e","5709","3890","n/e","30462","30461","n/e"
"17.11.2022 03:00 - 17.11.2022 03:15","0","0","n/e","5689","3755","n/e","30795","30808","n/e"
"17.11.2022 03:15 - 17.11.2022 03:30","0","0","n/e","5669","3688","n/e","31132","30905","n/e"
"17.11.2022 03:30 - 17.11.2022 03:45","0","0","n/e","5648","3649","n/e","31470","31162","n/e"
"17.11.2022 03:45 - 17.11.2022 04:00","0","0","n/e","5622","3617","n/e","31814","31329","n/e"
"17.11.2022 04:00 - 17.11.2022 04:15","0","0","n/e","5596","3382","n/e","32149","31472","n/e"
"17.11.2022 04:15 - 17.11.2022 04:30","0","0","n/e","5565","3136","n/e","32423","31649","n/e"
"17.11.2022 04:30 - 17.11.2022 04:45","0","0","n/e","5505","2964","n/e","32698","31846","n/e"
"17.11.2022 04:45 - 17.11.2022 05:00","0","0","n/e","5478","2809","n/e","32970","31721","n/e"
"17.11.2022 05:00 - 17.11.2022 05:15","0","0","n/e","5448","2725","n/e","33229","31847","n/e"
"17.11.2022 05:15 - 17.11.2022 05:30","0","0","n/e","5423","2583","n/e","33441","32178","n/e"
"17.11.2022 05:30 - 17.11.2022 05:45","0","0","n/e","5396","2526","n/e","33651","32674","n/e"
"17.11.2022 05:45 - 17.11.2022 06:00","0","0","n/e","5370","2403","n/e","33848","33178","n/e"
"17.11.2022 06:00 - 17.11.2022 06:15","0","0","n/e","5325","2557","n/e","34707","34486","n/e"
"17.11.2022 06:15 - 17.11.2022 06:30","0","0","n/e","5276","2378","n/e","34873","34960","n/e"
"17.11.2022 06:30 - 17.11.2022 06:45","0","0","n/e","5231","2366","n/e","35021","35176","n/e"
"17.11.2022 06:45 - 17.11.2022 07:00","0","0","n/e","5184","2437","n/e","35127","35911","n/e"
"17.11.2022 07:00 - 17.11.2022 07:15","7","2","n/e","5135","2317","n/e","35168","36198","n/e"
"17.11.2022 07:15 - 17.11.2022 07:30","20","4","n/e","5110","2211","n/e","35138","36110","n/e"
"17.11.2022 07:30 - 17.11.2022 07:45","54","23","n/e","5070","2201","n/e","35142","35689","n/e"
"17.11.2022 07:45 - 17.11.2022 08:00","268","160","n/e","5028","2248","n/e","35151","35795","n/e"
"17.11.2022 08:00 - 17.11.2022 08:15","517","359","n/e","4953","2401","n/e","35128","35629","n/e"
"17.11.2022 08:15 - 17.11.2022 08:30","882","635","n/e","4942","2434","n/e","35083","35498","n/e"
"17.11.2022 08:30 - 17.11.2022 08:45","1317","985","n/e","4889","2460","n/e","35021","35605","n/e"
"17.11.2022 08:45 - 17.11.2022 09:00","1801","1381","n/e","4830","2479","n/e","34933","35352","n/e"
"17.11.2022 09:00 - 17.11.2022 09:15","2296","1804","n/e","4766","2373","n/e","34778","35176","n/e"
"17.11.2022 09:15 - 17.11.2022 09:30","2817","2259","n/e","4716","2395","n/e","34709","34973","n/e"
"17.11.2022 09:30 - 17.11.2022 09:45","3347","2726","n/e","4666","2407","n/e","34615","34898","n/e"
"17.11.2022 09:45 - 17.11.2022 10:00","3880","3209","n/e","4730","2426","n/e","34528","34722","n/e"
"17.11.2022 10:00 - 17.11.2022 10:15","4390","3680","n/e","4668","2438","n/e","34459","34470","n/e"
"17.11.2022 10:15 - 17.11.2022 10:30","4896","4149","n/e","4634","2756","n/e","34347","34395","n/e"
"17.11.2022 10:30 - 17.11.2022 10:45","5363","4572","n/e","4595","2797","n/e","34227","34324","n/e"
"17.11.2022 10:45 - 17.11.2022 11:00","5758","4931","n/e","4559","2831","n/e","34105","34147","n/e"
"17.11.2022 11:00 - 17.11.2022 11:15","6084","5239","n/e","4532","2861","n/e","33967","34042","n/e"
"17.11.2022 11:15 - 17.11.2022 11:30","6317","5544","n/e","4512","2912","n/e","33767","33846","n/e"
"17.11.2022 11:30 - 17.11.2022 11:45","6507","5750","n/e","4492","2964","n/e","33571","33702","n/e"
"17.11.2022 11:45 - 17.11.2022 12:00","6611","5885","n/e","4477","2997","n/e","33362","33519","n/e"
"17.11.2022 12:00 - 17.11.2022 12:15","6625","5935","n/e","4391","3009","n/e","33156","33249","n/e"
"17.11.2022 12:15 - 17.11.2022 12:30","6590","5954","n/e","4464","3098","n/e","32866","33186","n/e"
"17.11.2022 12:30 - 17.11.2022 12:45","6525","5899","n/e","4540","3185","n/e","32556","33009","n/e"
"17.11.2022 12:45 - 17.11.2022 13:00","6393","5779","n/e","4619","3273","n/e","32265","32705","n/e"
"17.11.2022 13:00 - 17.11.2022 13:15","6180","5626","n/e","4698","3454","n/e","31925","32460","n/e"
"17.11.2022 13:15 - 17.11.2022 13:30","5914","5375","n/e","4682","3483","n/e","31534","32213","n/e"
"17.11.2022 13:30 - 17.11.2022 13:45","5597","5073","n/e","4657","3800","n/e","31130","31836","n/e"
"17.11.2022 13:45 - 17.11.2022 14:00","5204","4697","n/e","4504","4122","n/e","30719","31539","n/e"
"17.11.2022 14:00 - 17.11.2022 14:15","4774","4293","n/e","4474","4328","n/e","30297","30873","n/e"
"17.11.2022 14:15 - 17.11.2022 14:30","4272","3821","n/e","4592","4261","n/e","29850","30476","n/e"
"17.11.2022 14:30 - 17.11.2022 14:45","3725","3292","n/e","4692","4317","n/e","29402","30170","n/e"
"17.11.2022 14:45 - 17.11.2022 15:00","3091","2732","n/e","4783","4335","n/e","28963","29640","n/e"
"17.11.2022 15:00 - 17.11.2022 15:15","2468","2203","n/e","4854","5084","n/e","28524","29288","n/e"
"17.11.2022 15:15 - 17.11.2022 15:30","1867","1687","n/e","4874","5156","n/e","28174","29030","n/e"
"17.11.2022 15:30 - 17.11.2022 15:45","1289","1192","n/e","4929","5186","n/e","27821","28542","n/e"
"17.11.2022 15:45 - 17.11.2022 16:00","806","775","n/e","4975","5064","n/e","27489","28225","n/e"
"17.11.2022 16:00 - 17.11.2022 16:15","459","463","n/e","4982","4962","n/e","27160","27857","n/e"
"17.11.2022 16:15 - 17.11.2022 16:30","245","251","n/e","5084","4937","n/e","26915","27645","n/e"
"17.11.2022 16:30 - 17.11.2022 16:45","110","132","n/e","5169","5072","n/e","26679","27382","n/e"
"17.11.2022 16:45 - 17.11.2022 17:00","18","22","n/e","5245","5087","n/e","26431","27104","n/e"
"17.11.2022 17:00 - 17.11.2022 17:15","0","0","n/e","5315","4856","n/e","26194","26804","n/e"
"17.11.2022 17:15 - 17.11.2022 17:30","0","0","n/e","5342","4874","n/e","25998","26271","n/e"
"17.11.2022 17:30 - 17.11.2022 17:45","0","0","n/e","5365","4861","n/e","25803","25934","n/e"
"17.11.2022 17:45 - 17.11.2022 18:00","0","0","n/e","5378","4873","n/e","25613","25762","n/e"
"17.11.2022 18:00 - 17.11.2022 18:15","0","0","n/e","5394","4957","n/e","25428","25399","n/e"
"17.11.2022 18:15 - 17.11.2022 18:30","0","0","n/e","5437","4978","n/e","25238","25124","n/e"
"17.11.2022 18:30 - 17.11.2022 18:45","0","0","n/e","5474","5035","n/e","25067","24907","n/e"
"17.11.2022 18:45 - 17.11.2022 19:00","0","0","n/e","5516","5049","n/e","24928","24714","n/e"
"17.11.2022 19:00 - 17.11.2022 19:15","0","0","n/e","5553","4998","n/e","24812","24547","n/e"
"17.11.2022 19:15 - 17.11.2022 19:30","0","0","n/e","5577","5004","n/e","24591","24392","n/e"
"17.11.2022 19:30 - 17.11.2022 19:45","0","0","n/e","5595","5010","n/e","24315","24137","n/e"
"17.11.2022 19:45 - 17.11.2022 20:00","0","0","n/e","5612","5014","n/e","24007","23874","n/e"
"17.11.2022 20:00 - 17.11.2022 20:15","0","0","n/e","5626","5153","n/e","23741","23640","n/e"
"17.11.2022 20:15 - 17.11.2022 20:30","0","0","n/e","5635","5163","n/e","23481","23320","n/e"
"17.11.2022 20:30 - 17.11.2022 20:45","0","0","n/e","5646","5172","n/e","23254","23046","n/e"
"17.11.2022 20:45 - 17.11.2022 21:00","0","0","n/e","5656","5184","n/e","23010","22765","n/e"
"17.11.2022 21:00 - 17.11.2022 21:15","0","0","n/e","5664","5143","n/e","22717","22484","n/e"
"17.11.2022 21:15 - 17.11.2022 21:30","0","0","n/e","5674","5155","n/e","22452","22174","n/e"
"17.11.2022 21:30 - 17.11.2022 21:45","0","0","n/e","5681","5170","n/e","22183","21860","n/e"
"17.11.2022 21:45 - 17.11.2022 22:00","0","0","n/e","5693","5185","n/e","21910","21555","n/e"
"17.11.2022 22:00 - 17.11.2022 22:15","0","0","n/e","5841","5589","n/e","21158","20774","n/e"
"17.11.2022 22:15 - 17.11.2022 22:30","0","0","n/e","5844","5602","n/e","20941","20502","n/e"
"17.11.2022 22:30 - 17.11.2022 22:45","0","0","n/e","5850","5614","n/e","20723","20230","n/e"
"17.11.2022 22:45 - 17.11.2022 23:00","0","0","n/e","5857","5623","n/e","20498","19960","n/e"
"17.11.2022 23:00 - 17.11.2022 23:15","0","0","n/e","5862","5642","n/e","20278","19691","n/e"
"17.11.2022 23:15 - 17.11.2022 23:30","0","0","n/e","6136","5648","n/e","20101","19438","n/e"
"17.11.2022 23:30 - 17.11.2022 23:45","0","0","n/e","6139","5652","n/e","19921","19179","n/e"
"17.11.2022 23:45 - 18.11.2022 00:00","0","0","n/e","6147","6071","n/e","19728","18910","n/e"
"18.11.2022 00:00 - 18.11.2022 00:15","0","0","n/e","5920","4606","n/e","18101","16976","n/e"
"18.11.2022 00:15 - 18.11.2022 00:30","0","0","n/e","5933","4584","n/e","17872","16793","n/e"
"18.11.2022 00:30 - 18.11.2022 00:45","0","0","n/e","5940","4634","n/e","17640","16530","n/e"
"18.11.2022 00:45 - 18.11.2022 01:00","0","0","n/e","5695","4743","n/e","17395","15925","n/e"
"18.11.2022 01:00 - 18.11.2022 01:15","0","0","n/e","5634","5124","n/e","17179","15543","n/e"
"18.11.2022 01:15 - 18.11.2022 01:30","0","0","n/e","5639","5229","n/e","17014","15380","n/e"
"18.11.2022 01:30 - 18.11.2022 01:45","0","0","n/e","5643","5276","n/e","16852","15249","n/e"
"18.11.2022 01:45 - 18.11.2022 02:00","0","0","n/e","5648","5210","n/e","16698","15112","n/e"
"18.11.2022 02:00 - 18.11.2022 02:15","0","0","n/e","5647","5326","n/e","16555","14940","n/e"
"18.11.2022 02:15 - 18.11.2022 02:30","0","0","n/e","5645","5346","n/e","16439","14885","n/e"
"18.11.2022 02:30 - 18.11.2022 02:45","0","0","n/e","5647","5358","n/e","16312","14830","n/e"
"18.11.2022 02:45 - 18.11.2022 03:00","0","0","n/e","5647","5272","n/e","16183","14844","n/e"
"18.11.2022 03:00 - 18.11.2022 03:15","0","0","n/e","5646","5387","n/e","16053","15027","n/e"
"18.11.2022 03:15 - 18.11.2022 03:30","0","0","n/e","5649","5237","n/e","15983","14802","n/e"
"18.11.2022 03:30 - 18.11.2022 03:45","0","0","n/e","5656","5223","n/e","15913","14782","n/e"
"18.11.2022 03:45 - 18.11.2022 04:00","0","0","n/e","5660","5225","n/e","15851","14556","n/e"
"18.11.2022 04:00 - 18.11.2022 04:15","0","0","n/e","5666","5333","n/e","15802","14470","n/e"
"18.11.2022 04:15 - 18.11.2022 04:30","0","0","n/e","5661","5337","n/e","15816","14477","n/e"
"18.11.2022 04:30 - 18.11.2022 04:45","0","0","n/e","5659","5338","n/e","15831","14431","n/e"
"18.11.2022 04:45 - 18.11.2022 05:00","0","0","n/e","5656","5324","n/e","15845","14408","n/e"
"18.11.2022 05:00 - 18.11.2022 05:15","0","0","n/e","5658","5357","n/e","15852","14321","n/e"
"18.11.2022 05:15 - 18.11.2022 05:30","0","0","n/e","5661","5328","n/e","15896","14517","n/e"
"18.11.2022 05:30 - 18.11.2022 05:45","0","0","n/e","5667","5342","n/e","15939","14591","n/e"
"18.11.2022 05:45 - 18.11.2022 06:00","0","0","n/e","5674","5263","n/e","15985","14726","n/e"
"18.11.2022 06:00 - 18.11.2022 06:15","0","0","n/e","5659","5266","n/e","16388","14928","n/e"
"18.11.2022 06:15 - 18.11.2022 06:30","0","0","n/e","5658","5187","n/e","16457","14984","n/e"
"18.11.2022 06:30 - 18.11.2022 06:45","0","0","n/e","5658","5124","n/e","16520","15117","n/e"
"18.11.2022 06:45 - 18.11.2022 07:00","0","0","n/e","5654","5046","n/e","16542","15104","n/e"
"18.11.2022 07:00 - 18.11.2022 07:15","5","3","n/e","5657","4913","n/e","16524","15101","n/e"
"18.11.2022 07:15 - 18.11.2022 07:30","13","7","n/e","5657","4772","n/e","16567","15303","n/e"
"18.11.2022 07:30 - 18.11.2022 07:45","34","19","n/e","5660","4662","n/e","16640","15596","n/e"
"18.11.2022 07:45 - 18.11.2022 08:00","166","112","n/e","5659","4885","n/e","16745","15761","n/e"
"18.11.2022 08:00 - 18.11.2022 08:15","343","264","n/e","5660","4858","n/e","16884","15753","n/e"
"18.11.2022 08:15 - 18.11.2022 08:30","581","471","n/e","5663","4945","n/e","16967","15687","n/e"
"18.11.2022 08:30 - 18.11.2022 08:45","877","737","n/e","5660","4895","n/e","17028","15599","n/e"
"18.11.2022 08:45 - 18.11.2022 09:00","1212","1055","n/e","5657","4913","n/e","17067","15572","n/e"
"18.11.2022 09:00 - 18.11.2022 09:15","1586","1401","n/e","5653","5003","n/e","17095","15472","n/e"
"18.11.2022 09:15 - 18.11.2022 09:30","1986","1770","n/e","5656","4917","n/e","17064","15539","n/e"
"18.11.2022 09:30 - 18.11.2022 09:45","2396","2150","n/e","5661","4868","n/e","17033","15689","n/e"
"18.11.2022 09:45 - 18.11.2022 10:00","2807","2538","n/e","5662","5024","n/e","16986","15723","n/e"
"18.11.2022 10:00 - 18.11.2022 10:15","3201","2924","n/e","5665","5021","n/e","16944","15754","n/e"
"18.11.2022 10:15 - 18.11.2022 10:30","3604","3316","n/e","5606","5209","n/e","16903","15651","n/e"
"18.11.2022 10:30 - 18.11.2022 10:45","3982","3687","n/e","5610","5219","n/e","16854","15737","n/e"
"18.11.2022 10:45 - 18.11.2022 11:00","4310","4023","n/e","5612","5303","n/e","16807","15717","n/e"
"18.11.2022 11:00 - 18.11.2022 11:15","4585","4326","n/e","5615","5338","n/e","16748","15701","n/e"
