MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Intraday / Bulgaria (BG),Generation - Wind Offshore  [MW] Current / Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG)
29.11.2022 06:00 - 29.11.2022 07:00,0,0,0,N/A,n/e,n/e,555,555,555
29.11.2022 07:00 - 29.11.2022 08:00,9,9,9,N/A,n/e,n/e,541,541,541
29.11.2022 08:00 - 29.11.2022 09:00,29,29,29,N/A,n/e,n/e,456,456,456
29.11.2022 09:00 - 29.11.2022 10:00,53,53,53,N/A,n/e,n/e,495,495,495
29.11.2022 10:00 - 29.11.2022 11:00,68,68,68,N/A,n/e,n/e,535,535,535
29.11.2022 11:00 - 29.11.2022 12:00,61,61,61,N/A,n/e,n/e,513,513,513
29.11.2022 12:00 - 29.11.2022 13:00,47,47,47,N/A,n/e,n/e,500,500,500
29.11.2022 13:00 - 29.11.2022 14:00,26,26,26,N/A,n/e,n/e,501,501,501
29.11.2022 14:00 - 29.11.2022 15:00,8,8,8,N/A,n/e,n/e,477,477,477
29.11.2022 15:00 - 29.11.2022 16:00,0,0,0,N/A,n/e,n/e,465,465,465
29.11.2022 16:00 - 29.11.2022 17:00,0,0,0,N/A,n/e,n/e,392,392,392
29.11.2022 17:00 - 29.11.2022 18:00,0,0,0,N/A,n/e,n/e,375,375,375
29.11.2022 18:00 - 29.11.2022 19:00,0,0,0,N/A,n/e,n/e,452,452,452
29.11.2022 19:00 - 29.11.2022 20:00,0,0,0,N/A,n/e,n/e,474,474,474
29.11.2022 20:00 - 29.11.2022 21:00,0,0,0,N/A,n/e,n/e,496,496,496
29.11.2022 21:00 - 29.11.2022 22:00,0,0,0,N/A,n/e,n/e,513,513,513
29.11.2022 22:00 - 29.11.2022 23:00,0,0,0,N/A,n/e,n/e,518,518,518
29.11.2022 23:00 - 30.11.2022 00:00,0,0,0,N/A,n/e,n/e,524,524,524
30.11.2022 00:00 - 30.11.2022 01:00,0,0,0,N/A,n/e,n/e,526,526,526
30.11.2022 01:00 - 30.11.2022 02:00,0,0,0,N/A,n/e,n/e,515,515,515
30.11.2022 02:00 - 30.11.2022 03:00,0,0,0,N/A,n/e,n/e,510,510,510
30.11.2022 03:00 - 30.11.2022 04:00,0,0,0,N/A,n/e,n/e,510,510,510
30.11.2022 04:00 - 30.11.2022 05:00,0,0,0,N/A,n/e,n/e,496,496,496
30.11.2022 05:00 - 30.11.2022 06:00,0,0,0,N/A,n/e,n/e,493,493,493
30.11.2022 06:00 - 30.11.2022 07:00,0,0,0,N/A,n/e,n/e,493,493,493
30.11.2022 07:00 - 30.11.2022 08:00,8,8,8,N/A,n/e,n/e,494,494,494
30.11.2022 08:00 - 30.11.2022 09:00,23,23,23,N/A,n/e,n/e,489,489,489
30.11.2022 09:00 - 30.11.2022 10:00,40,40,40,N/A,n/e,n/e,488,488,488
30.11.2022 10:00 - 30.11.2022 11:00,51,51,51,N/A,n/e,n/e,491,491,491
30.11.2022 11:00 - 30.11.2022 12:00,52,52,52,N/A,n/e,n/e,491,491,491
30.11.2022 12:00 - 30.11.2022 13:00,39,39,39,N/A,n/e,n/e,482,482,482
30.11.2022 13:00 - 30.11.2022 14:00,19,19,19,N/A,n/e,n/e,468,468,468
30.11.2022 14:00 - 30.11.2022 15:00,4,4,4,N/A,n/e,n/e,439,439,439
30.11.2022 15:00 - 30.11.2022 16:00,0,0,0,N/A,n/e,n/e,415,415,415
30.11.2022 16:00 - 30.11.2022 17:00,0,0,0,N/A,n/e,n/e,419,419,419
30.11.2022 17:00 - 30.11.2022 18:00,0,0,0,N/A,n/e,n/e,415,415,415
30.11.2022 18:00 - 30.11.2022 19:00,0,0,0,N/A,n/e,n/e,424,424,424
30.11.2022 19:00 - 30.11.2022 20:00,0,0,0,N/A,n/e,n/e,425,425,425
30.11.2022 20:00 - 30.11.2022 21:00,0,0,0,N/A,n/e,n/e,440,440,440
30.11.2022 21:00 - 30.11.2022 22:00,0,0,0,N/A,n/e,n/e,483,483,483
30.11.2022 22:00 - 30.11.2022 23:00,0,0,0,N/A,n/e,n/e,479,479,479
30.11.2022 23:00 - 01.12.2022 00:00,0,0,0,N/A,n/e,n/e,494,494,494
01.12.2022 00:00 - 01.12.2022 01:00,0,0,0,N/A,n/e,n/e,493,493,493
01.12.2022 01:00 - 01.12.2022 02:00,0,0,0,N/A,n/e,n/e,497,497,497
01.12.2022 02:00 - 01.12.2022 03:00,0,0,0,N/A,n/e,n/e,495,495,495
01.12.2022 03:00 - 01.12.2022 04:00,0,0,0,N/A,n/e,n/e,494,494,494
01.12.2022 04:00 - 01.12.2022 05:00,0,0,0,N/A,n/e,n/e,494,494,494
01.12.2022 05:00 - 01.12.2022 06:00,0,0,0,N/A,n/e,n/e,497,497,497
01.12.2022 06:00 - 01.12.2022 07:00,0,0,0,N/A,n/e,n/e,503,503,503
01.12.2022 07:00 - 01.12.2022 08:00,1,1,1,N/A,n/e,n/e,508,508,508
01.12.2022 08:00 - 01.12.2022 09:00,7,7,7,N/A,n/e,n/e,506,506,506
01.12.2022 09:00 - 01.12.2022 10:00,19,19,19,N/A,n/e,n/e,501,501,501
01.12.2022 10:00 - 01.12.2022 11:00,31,31,31,N/A,n/e,n/e,498,498,498
01.12.2022 11:00 - 01.12.2022 12:00,30,30,30,N/A,n/e,n/e,499,499,499
01.12.2022 12:00 - 01.12.2022 13:00,22,22,22,N/A,n/e,n/e,505,505,505
01.12.2022 13:00 - 01.12.2022 14:00,11,11,11,N/A,n/e,n/e,511,511,511
01.12.2022 14:00 - 01.12.2022 15:00,4,4,4,N/A,n/e,n/e,510,510,510
01.12.2022 15:00 - 01.12.2022 16:00,0,0,0,N/A,n/e,n/e,513,513,513
01.12.2022 16:00 - 01.12.2022 17:00,0,0,0,N/A,n/e,n/e,516,516,516
01.12.2022 17:00 - 01.12.2022 18:00,0,0,0,N/A,n/e,n/e,518,518,518
01.12.2022 18:00 - 01.12.2022 19:00,0,0,0,N/A,n/e,n/e,520,520,520
01.12.2022 19:00 - 01.12.2022 20:00,0,0,0,N/A,n/e,n/e,519,519,519
01.12.2022 20:00 - 01.12.2022 21:00,0,0,0,N/A,n/e,n/e,517,517,517
01.12.2022 21:00 - 01.12.2022 22:00,0,0,0,N/A,n/e,n/e,508,508,508
01.12.2022 22:00 - 01.12.2022 23:00,0,0,0,N/A,n/e,n/e,503,503,503
01.12.2022 23:00 - 02.12.2022 00:00,0,0,0,N/A,n/e,n/e,468,468,468
02.12.2022 00:00 - 02.12.2022 01:00,0,0,0,N/A,n/e,n/e,467,467,467
02.12.2022 01:00 - 02.12.2022 02:00,0,0,0,N/A,n/e,n/e,466,466,466
02.12.2022 02:00 - 02.12.2022 03:00,0,0,0,N/A,n/e,n/e,473,473,473
02.12.2022 03:00 - 02.12.2022 04:00,0,0,0,N/A,n/e,n/e,470,470,470
02.12.2022 04:00 - 02.12.2022 05:00,0,0,0,N/A,n/e,n/e,467,467,467
02.12.2022 05:00 - 02.12.2022 06:00,0,0,0,N/A,n/e,n/e,459,459,459
02.12.2022 06:00 - 02.12.2022 07:00,0,0,0,N/A,n/e,n/e,446,446,446
02.12.2022 07:00 - 02.12.2022 08:00,12,12,12,N/A,n/e,n/e,438,438,438
02.12.2022 08:00 - 02.12.2022 09:00,42,42,42,N/A,n/e,n/e,424,424,424
02.12.2022 09:00 - 02.12.2022 10:00,82,82,82,N/A,n/e,n/e,411,411,411
02.12.2022 10:00 - 02.12.2022 11:00,116,116,116,N/A,n/e,n/e,416,416,416
02.12.2022 11:00 - 02.12.2022 12:00,131,131,131,N/A,n/e,n/e,412,412,412
02.12.2022 12:00 - 02.12.2022 13:00,121,121,121,N/A,n/e,n/e,405,405,405
02.12.2022 13:00 - 02.12.2022 14:00,85,85,85,N/A,n/e,n/e,402,402,402
02.12.2022 14:00 - 02.12.2022 15:00,39,39,39,N/A,n/e,n/e,397,397,397
02.12.2022 15:00 - 02.12.2022 16:00,3,3,3,N/A,n/e,n/e,390,390,390
02.12.2022 16:00 - 02.12.2022 17:00,0,0,0,N/A,n/e,n/e,385,385,385
02.12.2022 17:00 - 02.12.2022 18:00,0,0,0,N/A,n/e,n/e,387,387,387
02.12.2022 18:00 - 02.12.2022 19:00,0,0,0,N/A,n/e,n/e,386,386,386
02.12.2022 19:00 - 02.12.2022 20:00,0,0,0,N/A,n/e,n/e,400,400,400
02.12.2022 20:00 - 02.12.2022 21:00,0,0,0,N/A,n/e,n/e,392,392,392
02.12.2022 21:00 - 02.12.2022 22:00,0,0,0,N/A,n/e,n/e,380,380,380
02.12.2022 22:00 - 02.12.2022 23:00,0,0,0,N/A,n/e,n/e,362,362,362
02.12.2022 23:00 - 03.12.2022 00:00,0,0,0,N/A,n/e,n/e,190,190,190
03.12.2022 00:00 - 03.12.2022 01:00,0,0,0,N/A,n/e,n/e,172,172,172
03.12.2022 01:00 - 03.12.2022 02:00,0,0,0,N/A,n/e,n/e,158,158,158
03.12.2022 02:00 - 03.12.2022 03:00,0,0,0,N/A,n/e,n/e,169,169,169
03.12.2022 03:00 - 03.12.2022 04:00,0,0,0,N/A,n/e,n/e,195,195,195
03.12.2022 04:00 - 03.12.2022 05:00,0,0,0,N/A,n/e,n/e,205,205,205
03.12.2022 05:00 - 03.12.2022 06:00,0,0,0,N/A,n/e,n/e,212,212,212
03.12.2022 06:00 - 03.12.2022 07:00,0,0,0,N/A,n/e,n/e,218,218,218
03.12.2022 07:00 - 03.12.2022 08:00,16,16,16,N/A,n/e,n/e,174,174,174
03.12.2022 08:00 - 03.12.2022 09:00,56,56,56,N/A,n/e,n/e,111,111,111
03.12.2022 09:00 - 03.12.2022 10:00,107,107,107,N/A,n/e,n/e,86,86,86
03.12.2022 10:00 - 03.12.2022 11:00,156,156,156,N/A,n/e,n/e,57,57,57
03.12.2022 11:00 - 03.12.2022 12:00,162,162,162,N/A,n/e,n/e,43,43,43
03.12.2022 12:00 - 03.12.2022 13:00,136,136,136,N/A,n/e,n/e,42,42,42
03.12.2022 13:00 - 03.12.2022 14:00,88,88,88,N/A,n/e,n/e,42,42,42
03.12.2022 14:00 - 03.12.2022 15:00,32,32,32,N/A,n/e,n/e,50,50,50
03.12.2022 15:00 - 03.12.2022 16:00,1,1,1,N/A,n/e,n/e,60,60,60
03.12.2022 16:00 - 03.12.2022 17:00,0,0,0,N/A,n/e,n/e,93,93,93
03.12.2022 17:00 - 03.12.2022 18:00,0,0,0,N/A,n/e,n/e,142,142,142
03.12.2022 18:00 - 03.12.2022 19:00,0,0,0,N/A,n/e,n/e,175,175,175
03.12.2022 19:00 - 03.12.2022 20:00,0,0,0,N/A,n/e,n/e,214,214,214
03.12.2022 20:00 - 03.12.2022 21:00,0,0,0,N/A,n/e,n/e,218,218,218
03.12.2022 21:00 - 03.12.2022 22:00,0,0,0,N/A,n/e,n/e,248,248,248
03.12.2022 22:00 - 03.12.2022 23:00,0,0,0,N/A,n/e,n/e,256,256,256
03.12.2022 23:00 - 04.12.2022 00:00,0,0,0,N/A,n/e,n/e,199,199,199
04.12.2022 00:00 - 04.12.2022 01:00,0,0,0,N/A,n/e,n/e,239,239,239
04.12.2022 01:00 - 04.12.2022 02:00,0,0,0,N/A,n/e,n/e,254,254,254
04.12.2022 02:00 - 04.12.2022 03:00,0,0,0,N/A,n/e,n/e,233,233,233
04.12.2022 03:00 - 04.12.2022 04:00,0,0,0,N/A,n/e,n/e,244,244,244
04.12.2022 04:00 - 04.12.2022 05:00,0,0,0,N/A,n/e,n/e,214,214,214
04.12.2022 05:00 - 04.12.2022 06:00,0,0,0,N/A,n/e,n/e,183,183,183
04.12.2022 06:00 - 04.12.2022 07:00,0,0,0,N/A,n/e,n/e,179,179,179
04.12.2022 07:00 - 04.12.2022 08:00,17,17,17,N/A,n/e,n/e,203,203,203
04.12.2022 08:00 - 04.12.2022 09:00,62,62,62,N/A,n/e,n/e,195,195,195
04.12.2022 09:00 - 04.12.2022 10:00,119,119,119,N/A,n/e,n/e,156,156,156
04.12.2022 10:00 - 04.12.2022 11:00,159,159,159,N/A,n/e,n/e,161,161,161
04.12.2022 11:00 - 04.12.2022 12:00,167,167,167,N/A,n/e,n/e,147,147,147
04.12.2022 12:00 - 04.12.2022 13:00,140,140,140,N/A,n/e,n/e,130,130,130
04.12.2022 13:00 - 04.12.2022 14:00,81,81,81,N/A,n/e,n/e,131,131,131
04.12.2022 14:00 - 04.12.2022 15:00,28,28,28,N/A,n/e,n/e,160,160,160
04.12.2022 15:00 - 04.12.2022 16:00,1,1,1,N/A,n/e,n/e,201,201,201
04.12.2022 16:00 - 04.12.2022 17:00,0,0,0,N/A,n/e,n/e,213,213,213
04.12.2022 17:00 - 04.12.2022 18:00,0,0,0,N/A,n/e,n/e,222,222,222
04.12.2022 18:00 - 04.12.2022 19:00,0,0,0,N/A,n/e,n/e,230,230,230
04.12.2022 19:00 - 04.12.2022 20:00,0,0,0,N/A,n/e,n/e,226,226,226
04.12.2022 20:00 - 04.12.2022 21:00,0,0,0,N/A,n/e,n/e,210,210,210
04.12.2022 21:00 - 04.12.2022 22:00,0,0,0,N/A,n/e,n/e,226,226,226
04.12.2022 22:00 - 04.12.2022 23:00,0,0,0,N/A,n/e,n/e,231,231,231
04.12.2022 23:00 - 05.12.2022 00:00,0,0,0,N/A,n/e,n/e,245,245,245
05.12.2022 00:00 - 05.12.2022 01:00,0,0,0,N/A,n/e,n/e,269,269,269
05.12.2022 01:00 - 05.12.2022 02:00,0,0,0,N/A,n/e,n/e,239,239,239
05.12.2022 02:00 - 05.12.2022 03:00,0,0,0,N/A,n/e,n/e,239,239,239
05.12.2022 03:00 - 05.12.2022 04:00,0,0,0,N/A,n/e,n/e,232,232,232
05.12.2022 04:00 - 05.12.2022 05:00,0,0,0,N/A,n/e,n/e,262,262,262
05.12.2022 05:00 - 05.12.2022 06:00,0,0,0,N/A,n/e,n/e,280,280,280
05.12.2022 06:00 - 05.12.2022 07:00,0,0,0,N/A,n/e,n/e,280,280,280
05.12.2022 07:00 - 05.12.2022 08:00,10,10,10,N/A,n/e,n/e,261,261,261
05.12.2022 08:00 - 05.12.2022 09:00,44,44,44,N/A,n/e,n/e,233,233,233
05.12.2022 09:00 - 05.12.2022 10:00,85,85,85,N/A,n/e,n/e,200,200,200
05.12.2022 10:00 - 05.12.2022 11:00,121,121,121,N/A,n/e,n/e,187,187,187
05.12.2022 11:00 - 05.12.2022 12:00,144,144,144,N/A,n/e,n/e,165,165,165
05.12.2022 12:00 - 05.12.2022 13:00,132,132,132,N/A,n/e,n/e,157,157,157
05.12.2022 13:00 - 05.12.2022 14:00,89,89,89,N/A,n/e,n/e,182,182,182
05.12.2022 14:00 - 05.12.2022 15:00,38,38,38,N/A,n/e,n/e,246,246,246
05.12.2022 15:00 - 05.12.2022 16:00,3,3,3,N/A,n/e,n/e,270,270,270
05.12.2022 16:00 - 05.12.2022 17:00,0,0,0,N/A,n/e,n/e,235,235,235
05.12.2022 17:00 - 05.12.2022 18:00,0,0,0,N/A,n/e,n/e,168,168,168
05.12.2022 18:00 - 05.12.2022 19:00,0,0,0,N/A,n/e,n/e,102,102,102
05.12.2022 19:00 - 05.12.2022 20:00,0,0,0,N/A,n/e,n/e,74,74,74
05.12.2022 20:00 - 05.12.2022 21:00,0,0,0,N/A,n/e,n/e,72,72,72
05.12.2022 21:00 - 05.12.2022 22:00,0,0,0,N/A,n/e,n/e,65,65,65
05.12.2022 22:00 - 05.12.2022 23:00,0,0,0,N/A,n/e,n/e,57,57,57
05.12.2022 23:00 - 06.12.2022 00:00,0,0,0,N/A,n/e,n/e,92,92,92
06.12.2022 00:00 - 06.12.2022 01:00,0,0,0,N/A,n/e,n/e,60,60,60
06.12.2022 01:00 - 06.12.2022 02:00,0,0,0,N/A,n/e,n/e,54,54,54
06.12.2022 02:00 - 06.12.2022 03:00,0,0,0,N/A,n/e,n/e,63,63,63
06.12.2022 03:00 - 06.12.2022 04:00,0,0,0,N/A,n/e,n/e,61,61,61
06.12.2022 04:00 - 06.12.2022 05:00,0,0,0,N/A,n/e,n/e,53,53,53
06.12.2022 05:00 - 06.12.2022 06:00,0,0,0,N/A,n/e,n/e,54,54,54
06.12.2022 06:00 - 06.12.2022 07:00,0,0,0,N/A,n/e,n/e,53,53,53
06.12.2022 07:00 - 06.12.2022 08:00,22,22,22,N/A,n/e,n/e,41,41,41
06.12.2022 08:00 - 06.12.2022 09:00,80,80,80,N/A,n/e,n/e,35,35,35
06.12.2022 09:00 - 06.12.2022 10:00,150,150,150,N/A,n/e,n/e,34,34,34
06.12.2022 10:00 - 06.12.2022 11:00,211,211,211,N/A,n/e,n/e,29,29,29
06.12.2022 11:00 - 06.12.2022 12:00,233,233,233,N/A,n/e,n/e,23,23,23
06.12.2022 12:00 - 06.12.2022 13:00,214,214,214,N/A,n/e,n/e,18,18,18
06.12.2022 13:00 - 06.12.2022 14:00,153,153,153,N/A,n/e,n/e,15,15,15
06.12.2022 14:00 - 06.12.2022 15:00,58,58,58,N/A,n/e,n/e,14,14,14
06.12.2022 15:00 - 06.12.2022 16:00,2,2,2,N/A,n/e,n/e,17,17,17
06.12.2022 16:00 - 06.12.2022 17:00,0,0,0,N/A,n/e,n/e,25,25,25
06.12.2022 17:00 - 06.12.2022 18:00,0,0,0,N/A,n/e,n/e,30,30,30
06.12.2022 18:00 - 06.12.2022 19:00,0,0,0,N/A,n/e,n/e,33,33,33
06.12.2022 19:00 - 06.12.2022 20:00,0,0,0,N/A,n/e,n/e,35,35,35
06.12.2022 20:00 - 06.12.2022 21:00,0,0,0,N/A,n/e,n/e,53,53,53
06.12.2022 21:00 - 06.12.2022 22:00,0,0,0,N/A,n/e,n/e,74,74,74
06.12.2022 22:00 - 06.12.2022 23:00,0,0,0,N/A,n/e,n/e,94,94,94
06.12.2022 23:00 - 07.12.2022 00:00,0,0,0,N/A,n/e,n/e,102,102,102
07.12.2022 00:00 - 07.12.2022 01:00,0,0,0,N/A,n/e,n/e,144,144,144
07.12.2022 01:00 - 07.12.2022 02:00,0,0,0,N/A,n/e,n/e,175,175,175
07.12.2022 02:00 - 07.12.2022 03:00,0,0,0,N/A,n/e,n/e,166,166,166
07.12.2022 03:00 - 07.12.2022 04:00,0,0,0,N/A,n/e,n/e,162,162,162
07.12.2022 04:00 - 07.12.2022 05:00,0,0,0,N/A,n/e,n/e,158,158,158
07.12.2022 05:00 - 07.12.2022 06:00,0,0,0,N/A,n/e,n/e,166,166,166
07.12.2022 06:00 - 07.12.2022 07:00,0,0,0,N/A,n/e,n/e,172,172,172
07.12.2022 07:00 - 07.12.2022 08:00,20,20,20,N/A,n/e,n/e,166,166,166
07.12.2022 08:00 - 07.12.2022 09:00,74,74,74,N/A,n/e,n/e,151,151,151
07.12.2022 09:00 - 07.12.2022 10:00,134,134,134,N/A,n/e,n/e,153,153,153
07.12.2022 10:00 - 07.12.2022 11:00,177,177,177,N/A,n/e,n/e,164,164,164
07.12.2022 11:00 - 07.12.2022 12:00,186,186,186,N/A,n/e,n/e,159,159,159
07.12.2022 12:00 - 07.12.2022 13:00,162,162,162,N/A,n/e,n/e,158,158,158
07.12.2022 13:00 - 07.12.2022 14:00,108,108,108,N/A,n/e,n/e,153,153,153
07.12.2022 14:00 - 07.12.2022 15:00,44,44,44,N/A,n/e,n/e,159,159,159
07.12.2022 15:00 - 07.12.2022 16:00,2,2,2,N/A,n/e,n/e,166,166,166
07.12.2022 16:00 - 07.12.2022 17:00,0,0,0,N/A,n/e,n/e,169,169,169
07.12.2022 17:00 - 07.12.2022 18:00,0,0,0,N/A,n/e,n/e,171,171,171
07.12.2022 18:00 - 07.12.2022 19:00,0,0,0,N/A,n/e,n/e,157,157,157
07.12.2022 19:00 - 07.12.2022 20:00,0,0,0,N/A,n/e,n/e,135,135,135
07.12.2022 20:00 - 07.12.2022 21:00,0,0,0,N/A,n/e,n/e,120,120,120
07.12.2022 21:00 - 07.12.2022 22:00,0,0,0,N/A,n/e,n/e,110,110,110
07.12.2022 22:00 - 07.12.2022 23:00,0,0,0,N/A,n/e,n/e,105,105,105
07.12.2022 23:00 - 08.12.2022 00:00,0,0,0,N/A,n/e,n/e,218,218,218
08.12.2022 00:00 - 08.12.2022 01:00,0,0,0,N/A,n/e,n/e,214,214,214
08.12.2022 01:00 - 08.12.2022 02:00,0,0,0,N/A,n/e,n/e,191,191,191
08.12.2022 02:00 - 08.12.2022 03:00,0,0,0,N/A,n/e,n/e,176,176,176
08.12.2022 03:00 - 08.12.2022 04:00,0,0,0,N/A,n/e,n/e,164,164,164
08.12.2022 04:00 - 08.12.2022 05:00,0,0,0,N/A,n/e,n/e,135,135,135
08.12.2022 05:00 - 08.12.2022 06:00,0,0,0,N/A,n/e,n/e,94,94,94
08.12.2022 06:00 - 08.12.2022 07:00,0,0,0,N/A,n/e,n/e,82,82,82
08.12.2022 07:00 - 08.12.2022 08:00,34,34,34,N/A,n/e,n/e,75,75,75
08.12.2022 08:00 - 08.12.2022 09:00,110,110,110,N/A,n/e,n/e,50,50,50
08.12.2022 09:00 - 08.12.2022 10:00,192,192,192,N/A,n/e,n/e,39,39,39
08.12.2022 10:00 - 08.12.2022 11:00,250,250,250,N/A,n/e,n/e,27,27,27
08.12.2022 11:00 - 08.12.2022 12:00,266,266,266,N/A,n/e,n/e,21,21,21
08.12.2022 12:00 - 08.12.2022 13:00,228,228,228,N/A,n/e,n/e,25,25,25
08.12.2022 13:00 - 08.12.2022 14:00,152,152,152,N/A,n/e,n/e,33,33,33
08.12.2022 14:00 - 08.12.2022 15:00,60,60,60,N/A,n/e,n/e,38,38,38
08.12.2022 15:00 - 08.12.2022 16:00,3,3,3,N/A,n/e,n/e,41,41,41
08.12.2022 16:00 - 08.12.2022 17:00,0,0,0,N/A,n/e,n/e,53,53,53
08.12.2022 17:00 - 08.12.2022 18:00,0,0,0,N/A,n/e,n/e,72,72,72
08.12.2022 18:00 - 08.12.2022 19:00,0,0,0,N/A,n/e,n/e,103,103,103
08.12.2022 19:00 - 08.12.2022 20:00,0,0,0,N/A,n/e,n/e,162,162,162
08.12.2022 20:00 - 08.12.2022 21:00,0,0,0,N/A,n/e,n/e,190,190,190
08.12.2022 21:00 - 08.12.2022 22:00,0,0,0,N/A,n/e,n/e,192,192,192
08.12.2022 22:00 - 08.12.2022 23:00,0,0,0,N/A,n/e,n/e,208,208,208
08.12.2022 23:00 - 09.12.2022 00:00,0,0,0,N/A,n/e,n/e,317,317,317
09.12.2022 00:00 - 09.12.2022 01:00,0,0,0,N/A,n/e,n/e,307,307,307
09.12.2022 01:00 - 09.12.2022 02:00,0,0,0,N/A,n/e,n/e,278,278,278
09.12.2022 02:00 - 09.12.2022 03:00,0,0,0,N/A,n/e,n/e,315,315,315
09.12.2022 03:00 - 09.12.2022 04:00,0,0,0,N/A,n/e,n/e,299,299,299
09.12.2022 04:00 - 09.12.2022 05:00,0,0,0,N/A,n/e,n/e,203,203,203
09.12.2022 05:00 - 09.12.2022 06:00,0,0,0,N/A,n/e,n/e,150,150,150
09.12.2022 06:00 - 09.12.2022 07:00,0,0,0,N/A,n/e,n/e,125,125,125
09.12.2022 07:00 - 09.12.2022 08:00,42,42,42,N/A,n/e,n/e,114,114,114
09.12.2022 08:00 - 09.12.2022 09:00,146,146,146,N/A,n/e,n/e,94,94,94
09.12.2022 09:00 - 09.12.2022 10:00,251,251,251,N/A,n/e,n/e,95,95,95
09.12.2022 10:00 - 09.12.2022 11:00,293,293,293,N/A,n/e,n/e,84,84,84
09.12.2022 11:00 - 09.12.2022 12:00,287,287,287,N/A,n/e,n/e,60,60,60
09.12.2022 12:00 - 09.12.2022 13:00,250,250,250,N/A,n/e,n/e,53,53,53
09.12.2022 13:00 - 09.12.2022 14:00,174,174,174,N/A,n/e,n/e,70,70,70
09.12.2022 14:00 - 09.12.2022 15:00,69,69,69,N/A,n/e,n/e,96,96,96
09.12.2022 15:00 - 09.12.2022 16:00,3,3,3,N/A,n/e,n/e,156,156,156
09.12.2022 16:00 - 09.12.2022 17:00,0,0,0,N/A,n/e,n/e,254,254,254
09.12.2022 17:00 - 09.12.2022 18:00,0,0,0,N/A,n/e,n/e,269,269,269
09.12.2022 18:00 - 09.12.2022 19:00,0,0,0,N/A,n/e,n/e,231,231,231
09.12.2022 19:00 - 09.12.2022 20:00,0,0,0,N/A,n/e,n/e,221,221,221
09.12.2022 20:00 - 09.12.2022 21:00,0,0,0,N/A,n/e,n/e,265,265,265
09.12.2022 21:00 - 09.12.2022 22:00,0,0,0,N/A,n/e,n/e,305,305,305
09.12.2022 22:00 - 09.12.2022 23:00,0,0,0,N/A,n/e,n/e,300,300,300
09.12.2022 23:00 - 10.12.2022 00:00,0,0,0,N/A,n/e,n/e,352,352,352
10.12.2022 00:00 - 10.12.2022 01:00,0,0,0,N/A,n/e,n/e,370,370,370
10.12.2022 01:00 - 10.12.2022 02:00,0,0,0,N/A,n/e,n/e,425,425,425
10.12.2022 02:00 - 10.12.2022 03:00,0,0,0,N/A,n/e,n/e,447,447,447
10.12.2022 03:00 - 10.12.2022 04:00,0,0,0,N/A,n/e,n/e,470,470,470
10.12.2022 04:00 - 10.12.2022 05:00,0,0,0,N/A,n/e,n/e,504,504,504
10.12.2022 05:00 - 10.12.2022 06:00,0,0,0,N/A,n/e,n/e,497,497,497
10.12.2022 06:00 - 10.12.2022 07:00,0,0,0,N/A,n/e,n/e,488,488,488
10.12.2022 07:00 - 10.12.2022 08:00,31,31,31,N/A,n/e,n/e,470,470,470
10.12.2022 08:00 - 10.12.2022 09:00,111,111,111,N/A,n/e,n/e,469,469,469
10.12.2022 09:00 - 10.12.2022 10:00,178,178,178,N/A,n/e,n/e,468,468,468
10.12.2022 10:00 - 10.12.2022 11:00,218,218,218,N/A,n/e,n/e,455,455,455
10.12.2022 11:00 - 10.12.2022 12:00,222,222,222,N/A,n/e,n/e,476,476,476
10.12.2022 12:00 - 10.12.2022 13:00,181,181,181,N/A,n/e,n/e,497,497,497
10.12.2022 13:00 - 10.12.2022 14:00,101,101,101,N/A,n/e,n/e,497,497,497
10.12.2022 14:00 - 10.12.2022 15:00,26,26,26,N/A,n/e,n/e,488,488,488
10.12.2022 15:00 - 10.12.2022 16:00,1,1,1,N/A,n/e,n/e,468,468,468
10.12.2022 16:00 - 10.12.2022 17:00,0,0,0,N/A,n/e,n/e,443,443,443
10.12.2022 17:00 - 10.12.2022 18:00,0,0,0,N/A,n/e,n/e,417,417,417
10.12.2022 18:00 - 10.12.2022 19:00,0,0,0,N/A,n/e,n/e,492,492,492
10.12.2022 19:00 - 10.12.2022 20:00,0,0,0,N/A,n/e,n/e,517,517,517
10.12.2022 20:00 - 10.12.2022 21:00,0,0,0,N/A,n/e,n/e,523,523,523
10.12.2022 21:00 - 10.12.2022 22:00,0,0,0,N/A,n/e,n/e,518,518,518
10.12.2022 22:00 - 10.12.2022 23:00,0,0,0,N/A,n/e,n/e,551,551,551
10.12.2022 23:00 - 11.12.2022 00:00,0,0,0,N/A,n/e,n/e,584,584,584
11.12.2022 00:00 - 11.12.2022 01:00,0,0,0,N/A,n/e,n/e,597,597,597
11.12.2022 01:00 - 11.12.2022 02:00,0,0,0,N/A,n/e,n/e,604,604,604
11.12.2022 02:00 - 11.12.2022 03:00,0,0,0,N/A,n/e,n/e,602,602,602
