MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Intraday / Bulgaria (BG),Generation - Wind Offshore  [MW] Current / Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG)
17.11.2022 15:00 - 17.11.2022 16:00,14,14,14,N/A,n/e,n/e,486,486,486
17.11.2022 16:00 - 17.11.2022 17:00,0,0,0,N/A,n/e,n/e,398,398,398
17.11.2022 17:00 - 17.11.2022 18:00,0,0,0,N/A,n/e,n/e,359,359,359
17.11.2022 18:00 - 17.11.2022 19:00,0,0,0,N/A,n/e,n/e,375,375,375
17.11.2022 19:00 - 17.11.2022 20:00,0,0,0,N/A,n/e,n/e,237,237,237
17.11.2022 20:00 - 17.11.2022 21:00,0,0,0,N/A,n/e,n/e,76,76,76
17.11.2022 21:00 - 17.11.2022 22:00,0,0,0,N/A,n/e,n/e,52,52,52
17.11.2022 22:00 - 17.11.2022 23:00,0,0,0,N/A,n/e,n/e,32,32,32
17.11.2022 23:00 - 18.11.2022 00:00,0,0,0,N/A,n/e,n/e,157,157,157
18.11.2022 00:00 - 18.11.2022 01:00,0,0,0,N/A,n/e,n/e,138,138,138
18.11.2022 01:00 - 18.11.2022 02:00,0,0,0,N/A,n/e,n/e,85,85,85
18.11.2022 02:00 - 18.11.2022 03:00,0,0,0,N/A,n/e,n/e,41,41,41
18.11.2022 03:00 - 18.11.2022 04:00,0,0,0,N/A,n/e,n/e,8,8,8
18.11.2022 04:00 - 18.11.2022 05:00,0,0,0,N/A,n/e,n/e,0,0,0
18.11.2022 05:00 - 18.11.2022 06:00,0,0,0,N/A,n/e,n/e,8,8,8
18.11.2022 06:00 - 18.11.2022 07:00,8,8,8,N/A,n/e,n/e,16,16,16
18.11.2022 07:00 - 18.11.2022 08:00,119,119,119,N/A,n/e,n/e,24,24,24
18.11.2022 08:00 - 18.11.2022 09:00,261,261,261,N/A,n/e,n/e,46,46,46
18.11.2022 09:00 - 18.11.2022 10:00,362,362,362,N/A,n/e,n/e,41,41,41
18.11.2022 10:00 - 18.11.2022 11:00,386,386,386,N/A,n/e,n/e,52,52,52
18.11.2022 11:00 - 18.11.2022 12:00,365,365,365,N/A,n/e,n/e,70,70,70
18.11.2022 12:00 - 18.11.2022 13:00,303,303,303,N/A,n/e,n/e,61,61,61
18.11.2022 13:00 - 18.11.2022 14:00,204,204,204,N/A,n/e,n/e,82,82,82
18.11.2022 14:00 - 18.11.2022 15:00,91,91,91,N/A,n/e,n/e,119,119,119
18.11.2022 15:00 - 18.11.2022 16:00,8,8,8,N/A,n/e,n/e,101,101,101
18.11.2022 16:00 - 18.11.2022 17:00,0,0,0,N/A,n/e,n/e,75,75,75
18.11.2022 17:00 - 18.11.2022 18:00,0,0,0,N/A,n/e,n/e,94,94,94
18.11.2022 18:00 - 18.11.2022 19:00,0,0,0,N/A,n/e,n/e,130,130,130
18.11.2022 19:00 - 18.11.2022 20:00,0,0,0,N/A,n/e,n/e,240,240,240
18.11.2022 20:00 - 18.11.2022 21:00,0,0,0,N/A,n/e,n/e,294,294,294
18.11.2022 21:00 - 18.11.2022 22:00,0,0,0,N/A,n/e,n/e,402,402,402
18.11.2022 22:00 - 18.11.2022 23:00,0,0,0,N/A,n/e,n/e,419,419,419
18.11.2022 23:00 - 19.11.2022 00:00,0,0,0,N/A,n/e,n/e,502,502,502
19.11.2022 00:00 - 19.11.2022 01:00,0,0,0,N/A,n/e,n/e,446,446,446
19.11.2022 01:00 - 19.11.2022 02:00,0,0,0,N/A,n/e,n/e,366,366,366
19.11.2022 02:00 - 19.11.2022 03:00,0,0,0,N/A,n/e,n/e,413,413,413
19.11.2022 03:00 - 19.11.2022 04:00,0,0,0,N/A,n/e,n/e,464,464,464
19.11.2022 04:00 - 19.11.2022 05:00,0,0,0,N/A,n/e,n/e,404,404,404
19.11.2022 05:00 - 19.11.2022 06:00,0,0,0,N/A,n/e,n/e,334,334,334
19.11.2022 06:00 - 19.11.2022 07:00,3,3,3,N/A,n/e,n/e,270,270,270
19.11.2022 07:00 - 19.11.2022 08:00,57,57,57,N/A,n/e,n/e,244,244,244
19.11.2022 08:00 - 19.11.2022 09:00,147,147,147,N/A,n/e,n/e,267,267,267
19.11.2022 09:00 - 19.11.2022 10:00,253,253,253,N/A,n/e,n/e,199,199,199
19.11.2022 10:00 - 19.11.2022 11:00,376,376,376,N/A,n/e,n/e,100,100,100
19.11.2022 11:00 - 19.11.2022 12:00,442,442,442,N/A,n/e,n/e,33,33,33
19.11.2022 12:00 - 19.11.2022 13:00,390,390,390,N/A,n/e,n/e,10,10,10
19.11.2022 13:00 - 19.11.2022 14:00,242,242,242,N/A,n/e,n/e,5,5,5
19.11.2022 14:00 - 19.11.2022 15:00,93,93,93,N/A,n/e,n/e,6,6,6
19.11.2022 15:00 - 19.11.2022 16:00,6,6,6,N/A,n/e,n/e,21,21,21
19.11.2022 16:00 - 19.11.2022 17:00,0,0,0,N/A,n/e,n/e,58,58,58
19.11.2022 17:00 - 19.11.2022 18:00,0,0,0,N/A,n/e,n/e,119,119,119
19.11.2022 18:00 - 19.11.2022 19:00,0,0,0,N/A,n/e,n/e,211,211,211
19.11.2022 19:00 - 19.11.2022 20:00,0,0,0,N/A,n/e,n/e,257,257,257
19.11.2022 20:00 - 19.11.2022 21:00,0,0,0,N/A,n/e,n/e,282,282,282
19.11.2022 21:00 - 19.11.2022 22:00,0,0,0,N/A,n/e,n/e,299,299,299
19.11.2022 22:00 - 19.11.2022 23:00,0,0,0,N/A,n/e,n/e,282,282,282
19.11.2022 23:00 - 20.11.2022 00:00,0,0,0,N/A,n/e,n/e,436,436,436
20.11.2022 00:00 - 20.11.2022 01:00,0,0,0,N/A,n/e,n/e,512,512,512
20.11.2022 01:00 - 20.11.2022 02:00,0,0,0,N/A,n/e,n/e,573,573,573
20.11.2022 02:00 - 20.11.2022 03:00,0,0,0,N/A,n/e,n/e,579,579,579
20.11.2022 03:00 - 20.11.2022 04:00,0,0,0,N/A,n/e,n/e,592,592,592
20.11.2022 04:00 - 20.11.2022 05:00,0,0,0,N/A,n/e,n/e,601,601,601
20.11.2022 05:00 - 20.11.2022 06:00,0,0,0,N/A,n/e,n/e,599,599,599
20.11.2022 06:00 - 20.11.2022 07:00,4,4,4,N/A,n/e,n/e,589,589,589
20.11.2022 07:00 - 20.11.2022 08:00,64,64,64,N/A,n/e,n/e,585,585,585
20.11.2022 08:00 - 20.11.2022 09:00,134,134,134,N/A,n/e,n/e,587,587,587
20.11.2022 09:00 - 20.11.2022 10:00,192,192,192,N/A,n/e,n/e,590,590,590
20.11.2022 10:00 - 20.11.2022 11:00,207,207,207,N/A,n/e,n/e,591,591,591
20.11.2022 11:00 - 20.11.2022 12:00,206,206,206,N/A,n/e,n/e,594,594,594
20.11.2022 12:00 - 20.11.2022 13:00,152,152,152,N/A,n/e,n/e,598,598,598
20.11.2022 13:00 - 20.11.2022 14:00,80,80,80,N/A,n/e,n/e,601,601,601
20.11.2022 14:00 - 20.11.2022 15:00,28,28,28,N/A,n/e,n/e,587,587,587
20.11.2022 15:00 - 20.11.2022 16:00,2,2,2,N/A,n/e,n/e,578,578,578
20.11.2022 16:00 - 20.11.2022 17:00,0,0,0,N/A,n/e,n/e,550,550,550
20.11.2022 17:00 - 20.11.2022 18:00,0,0,0,N/A,n/e,n/e,550,550,550
20.11.2022 18:00 - 20.11.2022 19:00,0,0,0,N/A,n/e,n/e,563,563,563
20.11.2022 19:00 - 20.11.2022 20:00,0,0,0,N/A,n/e,n/e,564,564,564
20.11.2022 20:00 - 20.11.2022 21:00,0,0,0,N/A,n/e,n/e,548,548,548
20.11.2022 21:00 - 20.11.2022 22:00,0,0,0,N/A,n/e,n/e,543,543,543
20.11.2022 22:00 - 20.11.2022 23:00,0,0,0,N/A,n/e,n/e,531,531,531
20.11.2022 23:00 - 21.11.2022 00:00,0,0,0,N/A,n/e,n/e,549,549,549
21.11.2022 00:00 - 21.11.2022 01:00,0,0,0,N/A,n/e,n/e,550,550,550
21.11.2022 01:00 - 21.11.2022 02:00,0,0,0,N/A,n/e,n/e,541,541,541
21.11.2022 02:00 - 21.11.2022 03:00,0,0,0,N/A,n/e,n/e,594,594,594
21.11.2022 03:00 - 21.11.2022 04:00,0,0,0,N/A,n/e,n/e,612,612,612
21.11.2022 04:00 - 21.11.2022 05:00,0,0,0,N/A,n/e,n/e,579,579,579
21.11.2022 05:00 - 21.11.2022 06:00,0,0,0,N/A,n/e,n/e,581,581,581
21.11.2022 06:00 - 21.11.2022 07:00,4,4,4,N/A,n/e,n/e,563,563,563
21.11.2022 07:00 - 21.11.2022 08:00,84,84,84,N/A,n/e,n/e,549,549,549
21.11.2022 08:00 - 21.11.2022 09:00,186,186,186,N/A,n/e,n/e,525,525,525
21.11.2022 09:00 - 21.11.2022 10:00,263,263,263,N/A,n/e,n/e,537,537,537
21.11.2022 10:00 - 21.11.2022 11:00,272,272,272,N/A,n/e,n/e,500,500,500
21.11.2022 11:00 - 21.11.2022 12:00,273,273,273,N/A,n/e,n/e,491,491,491
21.11.2022 12:00 - 21.11.2022 13:00,202,202,202,N/A,n/e,n/e,441,441,441
21.11.2022 13:00 - 21.11.2022 14:00,152,152,152,N/A,n/e,n/e,395,395,395
21.11.2022 14:00 - 21.11.2022 15:00,76,76,76,N/A,n/e,n/e,333,333,333
21.11.2022 15:00 - 21.11.2022 16:00,8,8,8,N/A,n/e,n/e,198,198,198
21.11.2022 16:00 - 21.11.2022 17:00,0,0,0,N/A,n/e,n/e,171,171,171
21.11.2022 17:00 - 21.11.2022 18:00,0,0,0,N/A,n/e,n/e,193,193,193
21.11.2022 18:00 - 21.11.2022 19:00,0,0,0,N/A,n/e,n/e,131,131,131
21.11.2022 19:00 - 21.11.2022 20:00,0,0,0,N/A,n/e,n/e,96,96,96
21.11.2022 20:00 - 21.11.2022 21:00,0,0,0,N/A,n/e,n/e,86,86,86
21.11.2022 21:00 - 21.11.2022 22:00,0,0,0,N/A,n/e,n/e,76,76,76
21.11.2022 22:00 - 21.11.2022 23:00,0,0,0,N/A,n/e,n/e,87,87,87
21.11.2022 23:00 - 22.11.2022 00:00,0,0,0,N/A,n/e,n/e,23,23,23
22.11.2022 00:00 - 22.11.2022 01:00,0,0,0,N/A,n/e,n/e,199,199,199
22.11.2022 01:00 - 22.11.2022 02:00,0,0,0,N/A,n/e,n/e,203,203,203
22.11.2022 02:00 - 22.11.2022 03:00,0,0,0,N/A,n/e,n/e,207,207,207
22.11.2022 03:00 - 22.11.2022 04:00,0,0,0,N/A,n/e,n/e,194,194,194
22.11.2022 04:00 - 22.11.2022 05:00,0,0,0,N/A,n/e,n/e,129,129,129
22.11.2022 05:00 - 22.11.2022 06:00,0,0,0,N/A,n/e,n/e,109,109,109
22.11.2022 06:00 - 22.11.2022 07:00,6,6,6,N/A,n/e,n/e,116,116,116
22.11.2022 07:00 - 22.11.2022 08:00,123,123,123,N/A,n/e,n/e,112,112,112
22.11.2022 08:00 - 22.11.2022 09:00,289,289,289,N/A,n/e,n/e,101,101,101
22.11.2022 09:00 - 22.11.2022 10:00,447,447,447,N/A,n/e,n/e,88,88,88
22.11.2022 10:00 - 22.11.2022 11:00,516,516,516,N/A,n/e,n/e,74,74,74
22.11.2022 11:00 - 22.11.2022 12:00,493,493,493,N/A,n/e,n/e,63,63,63
22.11.2022 12:00 - 22.11.2022 13:00,387,387,387,N/A,n/e,n/e,51,51,51
22.11.2022 13:00 - 22.11.2022 14:00,231,231,231,N/A,n/e,n/e,55,55,55
22.11.2022 14:00 - 22.11.2022 15:00,74,74,74,N/A,n/e,n/e,71,71,71
22.11.2022 15:00 - 22.11.2022 16:00,3,3,3,N/A,n/e,n/e,89,89,89
22.11.2022 16:00 - 22.11.2022 17:00,0,0,0,N/A,n/e,n/e,94,94,94
22.11.2022 17:00 - 22.11.2022 18:00,0,0,0,N/A,n/e,n/e,115,115,115
22.11.2022 18:00 - 22.11.2022 19:00,0,0,0,N/A,n/e,n/e,131,131,131
22.11.2022 19:00 - 22.11.2022 20:00,0,0,0,N/A,n/e,n/e,238,238,238
22.11.2022 20:00 - 22.11.2022 21:00,0,0,0,N/A,n/e,n/e,240,240,240
22.11.2022 21:00 - 22.11.2022 22:00,0,0,0,N/A,n/e,n/e,267,267,267
22.11.2022 22:00 - 22.11.2022 23:00,0,0,0,N/A,n/e,n/e,277,277,277
22.11.2022 23:00 - 23.11.2022 00:00,0,0,0,N/A,n/e,n/e,558,558,558
23.11.2022 00:00 - 23.11.2022 01:00,0,0,0,N/A,n/e,n/e,553,553,553
23.11.2022 01:00 - 23.11.2022 02:00,0,0,0,N/A,n/e,n/e,554,554,554
23.11.2022 02:00 - 23.11.2022 03:00,0,0,0,N/A,n/e,n/e,555,555,555
23.11.2022 03:00 - 23.11.2022 04:00,0,0,0,N/A,n/e,n/e,552,552,552
23.11.2022 04:00 - 23.11.2022 05:00,0,0,0,N/A,n/e,n/e,548,548,548
23.11.2022 05:00 - 23.11.2022 06:00,0,0,0,N/A,n/e,n/e,573,573,573
23.11.2022 06:00 - 23.11.2022 07:00,0,0,0,N/A,n/e,n/e,570,570,570
23.11.2022 07:00 - 23.11.2022 08:00,11,11,11,N/A,n/e,n/e,534,534,534
23.11.2022 08:00 - 23.11.2022 09:00,48,48,48,N/A,n/e,n/e,493,493,493
23.11.2022 09:00 - 23.11.2022 10:00,106,106,106,N/A,n/e,n/e,480,480,480
23.11.2022 10:00 - 23.11.2022 11:00,154,154,154,N/A,n/e,n/e,476,476,476
23.11.2022 11:00 - 23.11.2022 12:00,187,187,187,N/A,n/e,n/e,459,459,459
23.11.2022 12:00 - 23.11.2022 13:00,171,171,171,N/A,n/e,n/e,471,471,471
23.11.2022 13:00 - 23.11.2022 14:00,129,129,129,N/A,n/e,n/e,467,467,467
23.11.2022 14:00 - 23.11.2022 15:00,56,56,56,N/A,n/e,n/e,453,453,453
23.11.2022 15:00 - 23.11.2022 16:00,4,4,4,N/A,n/e,n/e,452,452,452
23.11.2022 16:00 - 23.11.2022 17:00,0,0,0,N/A,n/e,n/e,445,445,445
23.11.2022 17:00 - 23.11.2022 18:00,0,0,0,N/A,n/e,n/e,404,404,404
23.11.2022 18:00 - 23.11.2022 19:00,0,0,0,N/A,n/e,n/e,343,343,343
23.11.2022 19:00 - 23.11.2022 20:00,0,0,0,N/A,n/e,n/e,333,333,333
23.11.2022 20:00 - 23.11.2022 21:00,0,0,0,N/A,n/e,n/e,308,308,308
23.11.2022 21:00 - 23.11.2022 22:00,0,0,0,N/A,n/e,n/e,266,266,266
23.11.2022 22:00 - 23.11.2022 23:00,0,0,0,N/A,n/e,n/e,247,247,247
23.11.2022 23:00 - 24.11.2022 00:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 00:00 - 24.11.2022 01:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 01:00 - 24.11.2022 02:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 02:00 - 24.11.2022 03:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 03:00 - 24.11.2022 04:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 04:00 - 24.11.2022 05:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 05:00 - 24.11.2022 06:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 06:00 - 24.11.2022 07:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 07:00 - 24.11.2022 08:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 08:00 - 24.11.2022 09:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 09:00 - 24.11.2022 10:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 10:00 - 24.11.2022 11:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 11:00 - 24.11.2022 12:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 12:00 - 24.11.2022 13:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 13:00 - 24.11.2022 14:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 14:00 - 24.11.2022 15:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 15:00 - 24.11.2022 16:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 16:00 - 24.11.2022 17:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 17:00 - 24.11.2022 18:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 18:00 - 24.11.2022 19:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 19:00 - 24.11.2022 20:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 20:00 - 24.11.2022 21:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 21:00 - 24.11.2022 22:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 22:00 - 24.11.2022 23:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
24.11.2022 23:00 - 25.11.2022 00:00,0,0,0,N/A,n/e,n/e,421,421,421
25.11.2022 00:00 - 25.11.2022 01:00,0,0,0,N/A,n/e,n/e,418,418,418
25.11.2022 01:00 - 25.11.2022 02:00,0,0,0,N/A,n/e,n/e,408,408,408
25.11.2022 02:00 - 25.11.2022 03:00,0,0,0,N/A,n/e,n/e,403,403,403
25.11.2022 03:00 - 25.11.2022 04:00,0,0,0,N/A,n/e,n/e,444,444,444
25.11.2022 04:00 - 25.11.2022 05:00,0,0,0,N/A,n/e,n/e,471,471,471
25.11.2022 05:00 - 25.11.2022 06:00,0,0,0,N/A,n/e,n/e,415,415,415
25.11.2022 06:00 - 25.11.2022 07:00,3,3,3,N/A,n/e,n/e,396,396,396
25.11.2022 07:00 - 25.11.2022 08:00,100,100,100,N/A,n/e,n/e,385,385,385
25.11.2022 08:00 - 25.11.2022 09:00,253,253,253,N/A,n/e,n/e,404,404,404
25.11.2022 09:00 - 25.11.2022 10:00,380,380,380,N/A,n/e,n/e,417,417,417
25.11.2022 10:00 - 25.11.2022 11:00,451,451,451,N/A,n/e,n/e,431,431,431
25.11.2022 11:00 - 25.11.2022 12:00,468,468,468,N/A,n/e,n/e,453,453,453
25.11.2022 12:00 - 25.11.2022 13:00,423,423,423,N/A,n/e,n/e,465,465,465
25.11.2022 13:00 - 25.11.2022 14:00,309,309,309,N/A,n/e,n/e,434,434,434
25.11.2022 14:00 - 25.11.2022 15:00,149,149,149,N/A,n/e,n/e,404,404,404
25.11.2022 15:00 - 25.11.2022 16:00,12,12,12,N/A,n/e,n/e,375,375,375
25.11.2022 16:00 - 25.11.2022 17:00,0,0,0,N/A,n/e,n/e,370,370,370
25.11.2022 17:00 - 25.11.2022 18:00,0,0,0,N/A,n/e,n/e,404,404,404
25.11.2022 18:00 - 25.11.2022 19:00,0,0,0,N/A,n/e,n/e,405,405,405
25.11.2022 19:00 - 25.11.2022 20:00,0,0,0,N/A,n/e,n/e,411,411,411
25.11.2022 20:00 - 25.11.2022 21:00,0,0,0,N/A,n/e,n/e,366,366,366
25.11.2022 21:00 - 25.11.2022 22:00,0,0,0,N/A,n/e,n/e,347,347,347
25.11.2022 22:00 - 25.11.2022 23:00,0,0,0,N/A,n/e,n/e,366,366,366
25.11.2022 23:00 - 26.11.2022 00:00,0,0,0,N/A,n/e,n/e,337,337,337
26.11.2022 00:00 - 26.11.2022 01:00,0,0,0,N/A,n/e,n/e,334,334,334
26.11.2022 01:00 - 26.11.2022 02:00,0,0,0,N/A,n/e,n/e,346,346,346
26.11.2022 02:00 - 26.11.2022 03:00,0,0,0,N/A,n/e,n/e,357,357,357
26.11.2022 03:00 - 26.11.2022 04:00,0,0,0,N/A,n/e,n/e,361,361,361
26.11.2022 04:00 - 26.11.2022 05:00,0,0,0,N/A,n/e,n/e,337,337,337
26.11.2022 05:00 - 26.11.2022 06:00,0,0,0,N/A,n/e,n/e,320,320,320
26.11.2022 06:00 - 26.11.2022 07:00,4,4,4,N/A,n/e,n/e,321,321,321
26.11.2022 07:00 - 26.11.2022 08:00,125,125,125,N/A,n/e,n/e,313,313,313
26.11.2022 08:00 - 26.11.2022 09:00,303,303,303,N/A,n/e,n/e,269,269,269
26.11.2022 09:00 - 26.11.2022 10:00,442,442,442,N/A,n/e,n/e,240,240,240
26.11.2022 10:00 - 26.11.2022 11:00,516,516,516,N/A,n/e,n/e,214,214,214
26.11.2022 11:00 - 26.11.2022 12:00,523,523,523,N/A,n/e,n/e,269,269,269
26.11.2022 12:00 - 26.11.2022 13:00,451,451,451,N/A,n/e,n/e,255,255,255
26.11.2022 13:00 - 26.11.2022 14:00,315,315,315,N/A,n/e,n/e,245,245,245
26.11.2022 14:00 - 26.11.2022 15:00,140,140,140,N/A,n/e,n/e,220,220,220
26.11.2022 15:00 - 26.11.2022 16:00,9,9,9,N/A,n/e,n/e,176,176,176
26.11.2022 16:00 - 26.11.2022 17:00,0,0,0,N/A,n/e,n/e,148,148,148
26.11.2022 17:00 - 26.11.2022 18:00,0,0,0,N/A,n/e,n/e,178,178,178
26.11.2022 18:00 - 26.11.2022 19:00,0,0,0,N/A,n/e,n/e,196,196,196
26.11.2022 19:00 - 26.11.2022 20:00,0,0,0,N/A,n/e,n/e,199,199,199
26.11.2022 20:00 - 26.11.2022 21:00,0,0,0,N/A,n/e,n/e,189,189,189
26.11.2022 21:00 - 26.11.2022 22:00,0,0,0,N/A,n/e,n/e,223,223,223
26.11.2022 22:00 - 26.11.2022 23:00,0,0,0,N/A,n/e,n/e,276,276,276
26.11.2022 23:00 - 27.11.2022 00:00,0,0,0,N/A,n/e,n/e,202,202,202
27.11.2022 00:00 - 27.11.2022 01:00,0,0,0,N/A,n/e,n/e,241,241,241
27.11.2022 01:00 - 27.11.2022 02:00,0,0,0,N/A,n/e,n/e,210,210,210
27.11.2022 02:00 - 27.11.2022 03:00,0,0,0,N/A,n/e,n/e,219,219,219
27.11.2022 03:00 - 27.11.2022 04:00,0,0,0,N/A,n/e,n/e,238,238,238
27.11.2022 04:00 - 27.11.2022 05:00,0,0,0,N/A,n/e,n/e,268,268,268
27.11.2022 05:00 - 27.11.2022 06:00,0,0,0,N/A,n/e,n/e,280,280,280
27.11.2022 06:00 - 27.11.2022 07:00,2,2,2,N/A,n/e,n/e,303,303,303
27.11.2022 07:00 - 27.11.2022 08:00,79,79,79,N/A,n/e,n/e,278,278,278
27.11.2022 08:00 - 27.11.2022 09:00,193,193,193,N/A,n/e,n/e,157,157,157
27.11.2022 09:00 - 27.11.2022 10:00,281,281,281,N/A,n/e,n/e,109,109,109
27.11.2022 10:00 - 27.11.2022 11:00,328,328,328,N/A,n/e,n/e,102,102,102
27.11.2022 11:00 - 27.11.2022 12:00,322,322,322,N/A,n/e,n/e,107,107,107
27.11.2022 12:00 - 27.11.2022 13:00,251,251,251,N/A,n/e,n/e,122,122,122
27.11.2022 13:00 - 27.11.2022 14:00,141,141,141,N/A,n/e,n/e,137,137,137
27.11.2022 14:00 - 27.11.2022 15:00,43,43,43,N/A,n/e,n/e,143,143,143
27.11.2022 15:00 - 27.11.2022 16:00,2,2,2,N/A,n/e,n/e,169,169,169
27.11.2022 16:00 - 27.11.2022 17:00,0,0,0,N/A,n/e,n/e,238,238,238
27.11.2022 17:00 - 27.11.2022 18:00,0,0,0,N/A,n/e,n/e,306,306,306
27.11.2022 18:00 - 27.11.2022 19:00,0,0,0,N/A,n/e,n/e,360,360,360
27.11.2022 19:00 - 27.11.2022 20:00,0,0,0,N/A,n/e,n/e,345,345,345
27.11.2022 20:00 - 27.11.2022 21:00,0,0,0,N/A,n/e,n/e,327,327,327
27.11.2022 21:00 - 27.11.2022 22:00,0,0,0,N/A,n/e,n/e,314,314,314
27.11.2022 22:00 - 27.11.2022 23:00,0,0,0,N/A,n/e,n/e,346,346,346
27.11.2022 23:00 - 28.11.2022 00:00,0,0,0,N/A,n/e,n/e,443,443,443
28.11.2022 00:00 - 28.11.2022 01:00,0,0,0,N/A,n/e,n/e,460,460,460
28.11.2022 01:00 - 28.11.2022 02:00,0,0,0,N/A,n/e,n/e,469,469,469
28.11.2022 02:00 - 28.11.2022 03:00,0,0,0,N/A,n/e,n/e,481,481,481
28.11.2022 03:00 - 28.11.2022 04:00,0,0,0,N/A,n/e,n/e,490,490,490
28.11.2022 04:00 - 28.11.2022 05:00,0,0,0,N/A,n/e,n/e,493,493,493
28.11.2022 05:00 - 28.11.2022 06:00,0,0,0,N/A,n/e,n/e,500,500,500
28.11.2022 06:00 - 28.11.2022 07:00,0,0,0,N/A,n/e,n/e,507,507,507
28.11.2022 07:00 - 28.11.2022 08:00,14,14,14,N/A,n/e,n/e,516,516,516
28.11.2022 08:00 - 28.11.2022 09:00,59,59,59,N/A,n/e,n/e,516,516,516
28.11.2022 09:00 - 28.11.2022 10:00,110,110,110,N/A,n/e,n/e,507,507,507
28.11.2022 10:00 - 28.11.2022 11:00,154,154,154,N/A,n/e,n/e,504,504,504
28.11.2022 11:00 - 28.11.2022 12:00,155,155,155,N/A,n/e,n/e,497,497,497
28.11.2022 12:00 - 28.11.2022 13:00,125,125,125,N/A,n/e,n/e,493,493,493
28.11.2022 13:00 - 28.11.2022 14:00,76,76,76,N/A,n/e,n/e,497,497,497
28.11.2022 14:00 - 28.11.2022 15:00,30,30,30,N/A,n/e,n/e,506,506,506
28.11.2022 15:00 - 28.11.2022 16:00,3,3,3,N/A,n/e,n/e,515,515,515
28.11.2022 16:00 - 28.11.2022 17:00,0,0,0,N/A,n/e,n/e,517,517,517
28.11.2022 17:00 - 28.11.2022 18:00,0,0,0,N/A,n/e,n/e,521,521,521
28.11.2022 18:00 - 28.11.2022 19:00,0,0,0,N/A,n/e,n/e,523,523,523
28.11.2022 19:00 - 28.11.2022 20:00,0,0,0,N/A,n/e,n/e,525,525,525
28.11.2022 20:00 - 28.11.2022 21:00,0,0,0,N/A,n/e,n/e,520,520,520
28.11.2022 21:00 - 28.11.2022 22:00,0,0,0,N/A,n/e,n/e,516,516,516
28.11.2022 22:00 - 28.11.2022 23:00,0,0,0,N/A,n/e,n/e,531,531,531
28.11.2022 23:00 - 29.11.2022 00:00,0,0,0,N/A,n/e,n/e,569,569,569
29.11.2022 00:00 - 29.11.2022 01:00,0,0,0,N/A,n/e,n/e,571,571,571
29.11.2022 01:00 - 29.11.2022 02:00,0,0,0,N/A,n/e,n/e,567,567,567
29.11.2022 02:00 - 29.11.2022 03:00,0,0,0,N/A,n/e,n/e,564,564,564
29.11.2022 03:00 - 29.11.2022 04:00,0,0,0,N/A,n/e,n/e,561,561,561
29.11.2022 04:00 - 29.11.2022 05:00,0,0,0,N/A,n/e,n/e,559,559,559
29.11.2022 05:00 - 29.11.2022 06:00,0,0,0,N/A,n/e,n/e,565,565,565
