MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Ireland (IE),Generation - Solar  [MW] Intraday / Ireland (IE),Generation - Solar  [MW] Current / Ireland (IE),Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Offshore  [MW] Intraday / Ireland (IE),Generation - Wind Offshore  [MW] Current / Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)
10.01.2022 00:00 - 10.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.01.2022 01:00 - 10.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,1083,1083,1083
10.01.2022 02:00 - 10.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,1196,1196,1196
10.01.2022 03:00 - 10.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1184,1184,1184
10.01.2022 04:00 - 10.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,1110,1110,1110
10.01.2022 05:00 - 10.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,1090,1090,1090
10.01.2022 06:00 - 10.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,1099,1099,1099
10.01.2022 07:00 - 10.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,1122,1122,1122
10.01.2022 08:00 - 10.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1168,1168,1168
10.01.2022 09:00 - 10.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1178,1178,1178
10.01.2022 10:00 - 10.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1154,1154,1154
10.01.2022 11:00 - 10.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1176,1176,1176
10.01.2022 12:00 - 10.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1237,1237,1237
10.01.2022 13:00 - 10.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,1289,1289,1289
10.01.2022 14:00 - 10.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,1315,1315,1315
10.01.2022 15:00 - 10.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1308,1308,1308
10.01.2022 16:00 - 10.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1276,1276,1276
10.01.2022 17:00 - 10.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1218,1218,1218
10.01.2022 18:00 - 10.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1118,1118,1118
10.01.2022 19:00 - 10.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,991,991,991
10.01.2022 20:00 - 10.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,894,894,894
10.01.2022 21:00 - 10.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,843,843,843
10.01.2022 22:00 - 10.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,814,814,814
10.01.2022 23:00 - 11.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,796,796,796
11.01.2022 00:00 - 11.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,780,780,780
11.01.2022 01:00 - 11.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 02:00 - 11.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 03:00 - 11.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 04:00 - 11.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 05:00 - 11.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 06:00 - 11.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 07:00 - 11.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 08:00 - 11.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 09:00 - 11.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 10:00 - 11.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 11:00 - 11.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 12:00 - 11.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 13:00 - 11.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 14:00 - 11.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 15:00 - 11.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 16:00 - 11.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 17:00 - 11.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 18:00 - 11.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 19:00 - 11.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 20:00 - 11.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 21:00 - 11.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 22:00 - 11.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.01.2022 23:00 - 12.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.01.2022 00:00 - 12.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.01.2022 01:00 - 12.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,586,586,586
12.01.2022 02:00 - 12.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,606,606,606
12.01.2022 03:00 - 12.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,625,625,625
12.01.2022 04:00 - 12.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,640,640,640
12.01.2022 05:00 - 12.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,625,625,625
12.01.2022 06:00 - 12.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,585,585,585
12.01.2022 07:00 - 12.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,542,542,542
12.01.2022 08:00 - 12.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,505,505,505
12.01.2022 09:00 - 12.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,496,496,496
12.01.2022 10:00 - 12.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,514,514,514
12.01.2022 11:00 - 12.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,532,532,532
12.01.2022 12:00 - 12.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,548,548,548
12.01.2022 13:00 - 12.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,568,568,568
12.01.2022 14:00 - 12.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,583,583,583
12.01.2022 15:00 - 12.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,582,582,582
12.01.2022 16:00 - 12.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,559,559,559
12.01.2022 17:00 - 12.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,538,538,538
12.01.2022 18:00 - 12.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,540,540,540
12.01.2022 19:00 - 12.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,545,545,545
12.01.2022 20:00 - 12.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,555,555,555
12.01.2022 21:00 - 12.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,578,578,578
12.01.2022 22:00 - 12.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,614,614,614
12.01.2022 23:00 - 13.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,650,650,650
13.01.2022 00:00 - 13.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,681,681,681
13.01.2022 01:00 - 13.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,571,571,571
13.01.2022 02:00 - 13.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,584,584,584
13.01.2022 03:00 - 13.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,642,642,642
13.01.2022 04:00 - 13.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,710,710,710
13.01.2022 05:00 - 13.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,757,757,757
13.01.2022 06:00 - 13.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,797,797,797
13.01.2022 07:00 - 13.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,787,787,787
13.01.2022 08:00 - 13.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,755,755,755
13.01.2022 09:00 - 13.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,752,752,752
13.01.2022 10:00 - 13.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,749,749,749
13.01.2022 11:00 - 13.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,715,715,715
13.01.2022 12:00 - 13.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,653,653,653
13.01.2022 13:00 - 13.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,584,584,584
13.01.2022 14:00 - 13.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,521,521,521
13.01.2022 15:00 - 13.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,467,467,467
13.01.2022 16:00 - 13.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,421,421,421
13.01.2022 17:00 - 13.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,412,412,412
13.01.2022 18:00 - 13.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,442,442,442
13.01.2022 19:00 - 13.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,482,482,482
13.01.2022 20:00 - 13.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,498,498,498
13.01.2022 21:00 - 13.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,491,491,491
13.01.2022 22:00 - 13.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,469,469,469
13.01.2022 23:00 - 14.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,420,420,420
14.01.2022 00:00 - 14.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,367,367,367
14.01.2022 01:00 - 14.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,263,263,263
14.01.2022 02:00 - 14.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,281,281,281
14.01.2022 03:00 - 14.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,320,320,320
14.01.2022 04:00 - 14.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,345,345,345
14.01.2022 05:00 - 14.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,341,341,341
14.01.2022 06:00 - 14.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,324,324,324
14.01.2022 07:00 - 14.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,340,340,340
14.01.2022 08:00 - 14.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,407,407,407
14.01.2022 09:00 - 14.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,496,496,496
14.01.2022 10:00 - 14.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,584,584,584
14.01.2022 11:00 - 14.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,657,657,657
14.01.2022 12:00 - 14.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,687,687,687
14.01.2022 13:00 - 14.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,703,703,703
14.01.2022 14:00 - 14.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,755,755,755
14.01.2022 15:00 - 14.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,793,793,793
14.01.2022 16:00 - 14.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,772,772,772
14.01.2022 17:00 - 14.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,721,721,721
14.01.2022 18:00 - 14.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,690,690,690
14.01.2022 19:00 - 14.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,700,700,700
14.01.2022 20:00 - 14.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,753,753,753
14.01.2022 21:00 - 14.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,802,802,802
14.01.2022 22:00 - 14.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,845,845,845
14.01.2022 23:00 - 15.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,887,887,887
15.01.2022 00:00 - 15.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,940,940,940
15.01.2022 01:00 - 15.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 02:00 - 15.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 03:00 - 15.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 04:00 - 15.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 05:00 - 15.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 06:00 - 15.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 07:00 - 15.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 08:00 - 15.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 09:00 - 15.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 10:00 - 15.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 11:00 - 15.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 12:00 - 15.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 13:00 - 15.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 14:00 - 15.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 15:00 - 15.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 16:00 - 15.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 17:00 - 15.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 18:00 - 15.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 19:00 - 15.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 20:00 - 15.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 21:00 - 15.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 22:00 - 15.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.01.2022 23:00 - 16.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 00:00 - 16.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 01:00 - 16.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 02:00 - 16.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 03:00 - 16.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 04:00 - 16.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 05:00 - 16.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 06:00 - 16.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 07:00 - 16.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 08:00 - 16.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 09:00 - 16.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 10:00 - 16.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 11:00 - 16.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 12:00 - 16.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 13:00 - 16.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 14:00 - 16.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 15:00 - 16.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 16:00 - 16.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 17:00 - 16.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 18:00 - 16.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 19:00 - 16.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 20:00 - 16.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 21:00 - 16.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 22:00 - 16.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.01.2022 23:00 - 17.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.01.2022 00:00 - 17.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.01.2022 01:00 - 17.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,285,285,285
17.01.2022 02:00 - 17.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,353,353,353
17.01.2022 03:00 - 17.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,435,435,435
17.01.2022 04:00 - 17.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,498,498,498
17.01.2022 05:00 - 17.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,541,541,541
17.01.2022 06:00 - 17.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,580,580,580
17.01.2022 07:00 - 17.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,680,680,680
17.01.2022 08:00 - 17.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,860,860,860
17.01.2022 09:00 - 17.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1024,1024,1024
17.01.2022 10:00 - 17.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1110,1110,1110
17.01.2022 11:00 - 17.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1155,1155,1155
17.01.2022 12:00 - 17.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1240,1240,1240
17.01.2022 13:00 - 17.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,1347,1347,1347
17.01.2022 14:00 - 17.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,1440,1440,1440
17.01.2022 15:00 - 17.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1478,1478,1478
17.01.2022 16:00 - 17.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1486,1486,1486
17.01.2022 17:00 - 17.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1583,1583,1583
17.01.2022 18:00 - 17.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1756,1756,1756
17.01.2022 19:00 - 17.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1911,1911,1911
17.01.2022 20:00 - 17.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,2021,2021,2021
17.01.2022 21:00 - 17.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,2089,2089,2089
17.01.2022 22:00 - 17.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,2151,2151,2151
17.01.2022 23:00 - 18.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,2215,2215,2215
18.01.2022 00:00 - 18.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,2259,2259,2259
18.01.2022 01:00 - 18.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,1872,1872,1872
18.01.2022 02:00 - 18.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,1927,1927,1927
18.01.2022 03:00 - 18.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1962,1962,1962
18.01.2022 04:00 - 18.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,2018,2018,2018
18.01.2022 05:00 - 18.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,2070,2070,2070
18.01.2022 06:00 - 18.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,2122,2122,2122
18.01.2022 07:00 - 18.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,2179,2179,2179
18.01.2022 08:00 - 18.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,2249,2249,2249
18.01.2022 09:00 - 18.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,2317,2317,2317
18.01.2022 10:00 - 18.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,2379,2379,2379
18.01.2022 11:00 - 18.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,2456,2456,2456
18.01.2022 12:00 - 18.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,2554,2554,2554
18.01.2022 13:00 - 18.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,2634,2634,2634
18.01.2022 14:00 - 18.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,2652,2652,2652
18.01.2022 15:00 - 18.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,2600,2600,2600
18.01.2022 16:00 - 18.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,2496,2496,2496
18.01.2022 17:00 - 18.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,2326,2326,2326
18.01.2022 18:00 - 18.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,2125,2125,2125
18.01.2022 19:00 - 18.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1949,1949,1949
18.01.2022 20:00 - 18.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1779,1779,1779
18.01.2022 21:00 - 18.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1617,1617,1617
18.01.2022 22:00 - 18.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,1518,1518,1518
18.01.2022 23:00 - 19.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,1473,1473,1473
19.01.2022 00:00 - 19.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,1451,1451,1451
19.01.2022 01:00 - 19.01.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,1712,1712,1712
19.01.2022 02:00 - 19.01.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,1850,1850,1850
19.01.2022 03:00 - 19.01.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,1997,1997,1997
19.01.2022 04:00 - 19.01.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,1994,1994,1994
19.01.2022 05:00 - 19.01.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,1912,1912,1912
19.01.2022 06:00 - 19.01.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,1829,1829,1829
19.01.2022 07:00 - 19.01.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,1764,1764,1764
19.01.2022 08:00 - 19.01.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,1765,1765,1765
19.01.2022 09:00 - 19.01.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,1809,1809,1809
19.01.2022 10:00 - 19.01.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,1854,1854,1854
19.01.2022 11:00 - 19.01.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,1796,1796,1796
19.01.2022 12:00 - 19.01.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,1629,1629,1629
19.01.2022 13:00 - 19.01.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,1489,1489,1489
19.01.2022 14:00 - 19.01.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,1465,1465,1465
19.01.2022 15:00 - 19.01.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,1461,1461,1461
19.01.2022 16:00 - 19.01.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,1404,1404,1404
19.01.2022 17:00 - 19.01.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,1338,1338,1338
19.01.2022 18:00 - 19.01.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,1307,1307,1307
19.01.2022 19:00 - 19.01.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,1314,1314,1314
19.01.2022 20:00 - 19.01.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,1327,1327,1327
19.01.2022 21:00 - 19.01.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,1330,1330,1330
19.01.2022 22:00 - 19.01.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,1298,1298,1298
19.01.2022 23:00 - 20.01.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,1240,1240,1240
20.01.2022 00:00 - 20.01.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,1161,1161,1161
