MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
18.09.2022 22:15 - 18.09.2022 22:30,0,0,0,5436,5295,5436,19998,19708,19998
18.09.2022 22:30 - 18.09.2022 22:45,0,0,0,5428,5278,5428,19890,19646,19890
18.09.2022 22:45 - 18.09.2022 23:00,0,0,0,5418,5266,5418,19780,19594,19780
18.09.2022 23:00 - 18.09.2022 23:15,0,0,0,5404,5241,5404,19649,19523,19649
18.09.2022 23:15 - 18.09.2022 23:30,0,0,0,5400,5215,5400,19475,19466,19475
18.09.2022 23:30 - 18.09.2022 23:45,0,0,0,5396,5188,5396,19290,19405,19290
18.09.2022 23:45 - 19.09.2022 00:00,0,0,0,5391,5154,5391,19095,19332,19095
19.09.2022 00:00 - 19.09.2022 00:15,0,0,0,5093,5240,5093,18749,18489,18749
19.09.2022 00:15 - 19.09.2022 00:30,0,0,0,5072,5216,5072,18624,18441,18624
19.09.2022 00:30 - 19.09.2022 00:45,0,0,0,5053,5210,5053,18500,18260,18500
19.09.2022 00:45 - 19.09.2022 01:00,0,0,0,5035,5231,5035,18380,18151,18380
19.09.2022 01:00 - 19.09.2022 01:15,0,0,0,4806,5229,4806,18258,17328,18258
19.09.2022 01:15 - 19.09.2022 01:30,0,0,0,4784,5230,4784,18085,17714,18085
19.09.2022 01:30 - 19.09.2022 01:45,0,0,0,4757,5262,4757,17924,17535,17924
19.09.2022 01:45 - 19.09.2022 02:00,0,0,0,4732,5218,4732,17750,17505,17750
19.09.2022 02:00 - 19.09.2022 02:15,0,0,0,4706,5198,4706,17565,17304,17565
19.09.2022 02:15 - 19.09.2022 02:30,0,0,0,4686,5152,4686,17378,17355,17378
19.09.2022 02:30 - 19.09.2022 02:45,0,0,0,4666,5156,4666,17215,17427,17215
19.09.2022 02:45 - 19.09.2022 03:00,0,0,0,4643,5125,4643,17055,17199,17055
19.09.2022 03:00 - 19.09.2022 03:15,0,0,0,4621,5136,4621,16944,17346,16944
19.09.2022 03:15 - 19.09.2022 03:30,0,0,0,4613,5138,4613,16839,17345,16839
19.09.2022 03:30 - 19.09.2022 03:45,0,0,0,4600,5143,4600,16741,16988,16741
19.09.2022 03:45 - 19.09.2022 04:00,0,0,0,4589,5145,4589,16645,16793,16645
19.09.2022 04:00 - 19.09.2022 04:15,0,0,0,4584,5198,4584,16536,16691,16536
19.09.2022 04:15 - 19.09.2022 04:30,0,0,0,4583,5254,4583,16389,16511,16389
19.09.2022 04:30 - 19.09.2022 04:45,0,0,0,4589,5291,4589,16244,16447,16244
19.09.2022 04:45 - 19.09.2022 05:00,0,0,0,4588,5292,4588,16099,16287,16099
19.09.2022 05:00 - 19.09.2022 05:15,0,0,0,4592,5302,4592,15954,16079,15954
19.09.2022 05:15 - 19.09.2022 05:30,0,0,0,4594,5383,4594,15801,16047,15801
19.09.2022 05:30 - 19.09.2022 05:45,0,0,0,4593,5484,4593,15649,16160,15649
19.09.2022 05:45 - 19.09.2022 06:00,0,0,0,4595,5555,4595,15502,16030,15502
19.09.2022 06:00 - 19.09.2022 06:15,0,0,0,4582,5584,4582,15501,16006,15501
19.09.2022 06:15 - 19.09.2022 06:30,0,0,0,4581,5653,4581,15320,15973,15320
19.09.2022 06:30 - 19.09.2022 06:45,0,0,0,4577,5675,4577,15137,15850,15137
19.09.2022 06:45 - 19.09.2022 07:00,16,10,16,4574,5733,4574,14949,15768,14949
19.09.2022 07:00 - 19.09.2022 07:15,177,131,177,4573,5769,4573,14764,15603,14764
19.09.2022 07:15 - 19.09.2022 07:30,546,436,546,4577,5734,4577,14580,15481,14580
19.09.2022 07:30 - 19.09.2022 07:45,985,813,985,4572,5709,4572,14394,15223,14394
19.09.2022 07:45 - 19.09.2022 08:00,1626,1409,1626,4574,5686,4574,14200,14927,14200
19.09.2022 08:00 - 19.09.2022 08:15,2464,2200,2464,4576,5659,4576,13985,14864,13985
19.09.2022 08:15 - 19.09.2022 08:30,3488,3147,3488,4591,5639,4591,13737,14719,13737
19.09.2022 08:30 - 19.09.2022 08:45,4659,4198,4659,4578,5625,4578,13485,14465,13485
19.09.2022 08:45 - 19.09.2022 09:00,5875,5327,5875,4594,5608,4594,13216,14115,13216
19.09.2022 09:00 - 19.09.2022 09:15,7146,6523,7146,4609,5583,4609,12904,13762,12904
19.09.2022 09:15 - 19.09.2022 09:30,8442,7724,8442,4622,5554,4622,12567,13367,12567
19.09.2022 09:30 - 19.09.2022 09:45,9738,8902,9738,4631,5525,4631,12246,12978,12246
19.09.2022 09:45 - 19.09.2022 10:00,10979,10046,10979,4640,5497,4640,11923,12586,11923
19.09.2022 10:00 - 19.09.2022 10:15,12180,11150,12180,4649,5462,4649,11688,12225,11688
19.09.2022 10:15 - 19.09.2022 10:30,13343,12228,13343,4655,5439,4655,11662,12197,11662
19.09.2022 10:30 - 19.09.2022 10:45,14471,13218,14471,4661,5418,4661,11636,12169,11636
19.09.2022 10:45 - 19.09.2022 11:00,15515,14154,15515,4667,5384,4667,11639,12123,11639
19.09.2022 11:00 - 19.09.2022 11:15,16510,15067,16510,4675,5230,4675,11656,12090,11656
19.09.2022 11:15 - 19.09.2022 11:30,17358,15809,17358,4688,5221,4688,11819,12147,11819
19.09.2022 11:30 - 19.09.2022 11:45,18124,16533,18124,4703,5210,4703,11985,12206,11985
19.09.2022 11:45 - 19.09.2022 12:00,18787,17131,18787,4712,5215,4712,12151,12268,12151
19.09.2022 12:00 - 19.09.2022 12:15,19378,17686,19378,4720,5215,4720,12323,12338,12323
19.09.2022 12:15 - 19.09.2022 12:30,19870,18142,19870,4722,5283,4722,12480,12459,12480
19.09.2022 12:30 - 19.09.2022 12:45,20246,18552,20246,4727,5267,4727,12633,12575,12633
19.09.2022 12:45 - 19.09.2022 13:00,20481,18858,20481,4728,5241,4728,12794,12701,12794
19.09.2022 13:00 - 19.09.2022 13:15,20602,19077,20602,4728,5218,4728,12964,12835,12964
19.09.2022 13:15 - 19.09.2022 13:30,20559,19119,20559,4732,5208,4732,13151,12984,13151
19.09.2022 13:30 - 19.09.2022 13:45,20416,19079,20416,4741,5198,4741,13346,13159,13346
19.09.2022 13:45 - 19.09.2022 14:00,20216,18914,20216,4744,5183,4744,13563,13407,13563
19.09.2022 14:00 - 19.09.2022 14:15,20001,18992,20001,4745,5180,4745,13812,13995,13812
19.09.2022 14:15 - 19.09.2022 14:30,19719,18743,19719,4755,5191,4755,14055,14300,14055
19.09.2022 14:30 - 19.09.2022 14:45,19370,18384,19370,4759,5151,4759,14262,14584,14262
19.09.2022 14:45 - 19.09.2022 15:00,18820,17921,18820,4767,5171,4767,14507,14853,14507
19.09.2022 15:00 - 19.09.2022 15:15,18170,17331,18170,4771,5072,4771,14740,15086,14740
19.09.2022 15:15 - 19.09.2022 15:30,17400,16649,17400,4820,5114,4820,14932,15286,14932
19.09.2022 15:30 - 19.09.2022 15:45,16527,15860,16527,4869,5147,4869,15091,15457,15091
19.09.2022 15:45 - 19.09.2022 16:00,15554,14919,15554,4914,5183,4914,15261,15631,15261
19.09.2022 16:00 - 19.09.2022 16:15,14466,13874,14466,4960,5217,4960,15392,15701,15392
19.09.2022 16:15 - 19.09.2022 16:30,13279,12733,13279,5008,5259,5008,15256,15555,15256
19.09.2022 16:30 - 19.09.2022 16:45,11984,11482,11984,5048,5297,5048,15071,15412,15071
19.09.2022 16:45 - 19.09.2022 17:00,10659,10197,10659,5092,5339,5092,14964,15254,14964
19.09.2022 17:00 - 19.09.2022 17:15,9344,8914,9344,5125,5380,5125,14875,15082,14875
19.09.2022 17:15 - 19.09.2022 17:30,7974,7604,7974,5161,5406,5161,14658,14847,14658
19.09.2022 17:30 - 19.09.2022 17:45,6601,6288,6601,5198,5423,5198,14358,14579,14358
19.09.2022 17:45 - 19.09.2022 18:00,5277,5007,5277,5234,5524,5234,14040,14220,14040
19.09.2022 18:00 - 19.09.2022 18:15,4020,3815,4020,5267,5549,5267,13760,13884,13760
19.09.2022 18:15 - 19.09.2022 18:30,2839,2683,2839,5263,5542,5263,13588,13573,13588
19.09.2022 18:30 - 19.09.2022 18:45,1790,1681,1790,5265,5538,5265,13415,13292,13415
19.09.2022 18:45 - 19.09.2022 19:00,978,908,978,5258,5532,5258,13309,13074,13309
19.09.2022 19:00 - 19.09.2022 19:15,456,415,456,5251,5521,5251,13182,12825,13182
19.09.2022 19:15 - 19.09.2022 19:30,192,164,192,5231,5495,5231,13023,12566,13023
19.09.2022 19:30 - 19.09.2022 19:45,26,16,26,5209,5474,5209,12907,12343,12907
19.09.2022 19:45 - 19.09.2022 20:00,2,0,2,5184,5442,5184,12782,12105,12782
19.09.2022 20:00 - 19.09.2022 20:15,0,0,0,5154,5417,5154,12623,11858,12623
19.09.2022 20:15 - 19.09.2022 20:30,0,0,0,5116,5344,5116,12458,11571,12458
19.09.2022 20:30 - 19.09.2022 20:45,0,0,0,5048,5269,5048,12317,11320,12317
19.09.2022 20:45 - 19.09.2022 21:00,0,0,0,4980,5199,4980,12182,11095,12182
19.09.2022 21:00 - 19.09.2022 21:15,0,0,0,4903,5118,4903,12050,10921,12050
19.09.2022 21:15 - 19.09.2022 21:30,0,0,0,4903,5067,4903,11917,10762,11917
19.09.2022 21:30 - 19.09.2022 21:45,0,0,0,4809,4961,4809,11791,10612,11791
19.09.2022 21:45 - 19.09.2022 22:00,0,0,0,4716,4857,4716,11666,10474,11666
19.09.2022 22:00 - 19.09.2022 22:15,0,0,0,4631,4756,4631,11450,10308,11450
19.09.2022 22:15 - 19.09.2022 22:30,0,0,0,4530,4639,4530,11314,10226,11314
19.09.2022 22:30 - 19.09.2022 22:45,0,0,0,4435,4516,4435,11178,10141,11178
19.09.2022 22:45 - 19.09.2022 23:00,0,0,0,4336,4403,4336,11057,10061,11057
19.09.2022 23:00 - 19.09.2022 23:15,0,0,0,4244,4283,4244,10932,9971,10932
19.09.2022 23:15 - 19.09.2022 23:30,0,0,0,4163,4171,4163,10820,9917,10820
19.09.2022 23:30 - 19.09.2022 23:45,0,0,0,4084,4061,4084,10706,9858,10706
19.09.2022 23:45 - 20.09.2022 00:00,0,0,0,4003,3946,4003,10592,9796,10592
20.09.2022 00:00 - 20.09.2022 00:15,0,0,0,3664,3827,3664,9969,10596,9969
20.09.2022 00:15 - 20.09.2022 00:30,0,0,0,3586,3730,3586,9841,10792,9841
20.09.2022 00:30 - 20.09.2022 00:45,0,0,0,3486,3569,3486,9714,10708,9714
20.09.2022 00:45 - 20.09.2022 01:00,0,0,0,3384,3467,3384,9596,10846,9596
20.09.2022 01:00 - 20.09.2022 01:15,0,0,0,3268,3356,3268,9466,10430,9466
20.09.2022 01:15 - 20.09.2022 01:30,0,0,0,3215,3170,3215,9346,10519,9346
20.09.2022 01:30 - 20.09.2022 01:45,0,0,0,3163,3150,3163,9237,10469,9237
20.09.2022 01:45 - 20.09.2022 02:00,0,0,0,3110,3154,3110,9136,10382,9136
20.09.2022 02:00 - 20.09.2022 02:15,0,0,0,3066,3083,3066,9047,10248,9047
20.09.2022 02:15 - 20.09.2022 02:30,0,0,0,3036,3115,3036,8957,10162,8957
20.09.2022 02:30 - 20.09.2022 02:45,0,0,0,3010,3196,3010,8862,9992,8862
20.09.2022 02:45 - 20.09.2022 03:00,0,0,0,2982,3107,2982,8760,9818,8760
20.09.2022 03:00 - 20.09.2022 03:15,0,0,0,2954,2973,2954,8669,9777,8669
20.09.2022 03:15 - 20.09.2022 03:30,0,0,0,2928,3042,2928,8584,9715,8584
20.09.2022 03:30 - 20.09.2022 03:45,0,0,0,2907,3038,2907,8503,9552,8503
20.09.2022 03:45 - 20.09.2022 04:00,0,0,0,2881,3068,2881,8426,9410,8426
20.09.2022 04:00 - 20.09.2022 04:15,0,0,0,2858,3070,2858,8357,9349,8357
20.09.2022 04:15 - 20.09.2022 04:30,0,0,0,2843,3099,2843,8268,9093,8268
20.09.2022 04:30 - 20.09.2022 04:45,0,0,0,2833,3280,2833,8178,8861,8178
20.09.2022 04:45 - 20.09.2022 05:00,0,0,0,2819,3186,2819,8090,8648,8090
20.09.2022 05:00 - 20.09.2022 05:15,0,0,0,2802,3152,2802,7987,8473,7987
20.09.2022 05:15 - 20.09.2022 05:30,0,0,0,2778,3154,2778,7807,8337,7807
20.09.2022 05:30 - 20.09.2022 05:45,0,0,0,2758,3013,2758,7628,8013,7628
20.09.2022 05:45 - 20.09.2022 06:00,0,0,0,2737,2954,2737,7449,7678,7449
20.09.2022 06:00 - 20.09.2022 06:15,0,0,0,2685,2912,2685,7311,7346,7311
20.09.2022 06:15 - 20.09.2022 06:30,0,0,0,2635,2745,2635,7127,7085,7127
20.09.2022 06:30 - 20.09.2022 06:45,0,0,0,2584,2662,2584,6943,6745,6943
20.09.2022 06:45 - 20.09.2022 07:00,5,7,5,2535,2687,2535,6753,6425,6753
20.09.2022 07:00 - 20.09.2022 07:15,179,146,179,2484,2718,2484,6556,6259,6556
20.09.2022 07:15 - 20.09.2022 07:30,614,533,614,2419,2686,2419,6340,6046,6340
20.09.2022 07:30 - 20.09.2022 07:45,1148,1028,1148,2356,2666,2356,6121,5689,6121
20.09.2022 07:45 - 20.09.2022 08:00,1915,1774,1915,2290,2593,2290,5904,5446,5904
20.09.2022 08:00 - 20.09.2022 08:15,2891,2741,2891,2224,2524,2224,5688,5234,5688
20.09.2022 08:15 - 20.09.2022 08:30,4113,3937,4113,2186,2484,2186,5441,4909,5441
20.09.2022 08:30 - 20.09.2022 08:45,5470,5258,5470,2143,2427,2143,5144,4602,5144
20.09.2022 08:45 - 20.09.2022 09:00,6890,6658,6890,2100,2364,2100,4826,4264,4826
20.09.2022 09:00 - 20.09.2022 09:15,8418,8286,8418,2050,2291,2050,4510,3972,4510
20.09.2022 09:15 - 20.09.2022 09:30,10053,9863,10053,1998,2225,1998,4204,3703,4204
20.09.2022 09:30 - 20.09.2022 09:45,11561,11354,11561,1947,2154,1947,3900,3438,3900
20.09.2022 09:45 - 20.09.2022 10:00,12997,12780,12997,1894,2084,1894,3627,3180,3627
20.09.2022 10:00 - 20.09.2022 10:15,14363,14109,14363,1841,2017,1841,3404,2932,3404
20.09.2022 10:15 - 20.09.2022 10:30,15680,15363,15680,1791,1918,1791,3289,2842,3289
20.09.2022 10:30 - 20.09.2022 10:45,16890,16523,16890,1736,1829,1736,3177,2762,3177
20.09.2022 10:45 - 20.09.2022 11:00,17943,17583,17943,1683,1739,1683,3076,2690,3076
20.09.2022 11:00 - 20.09.2022 11:15,18901,18515,18901,1630,1644,1630,2986,2638,2986
20.09.2022 11:15 - 20.09.2022 11:30,19736,19365,19736,1543,1552,1543,2963,2639,2963
20.09.2022 11:30 - 20.09.2022 11:45,20428,20106,20428,1458,1460,1458,2951,2656,2951
20.09.2022 11:45 - 20.09.2022 12:00,20953,20652,20953,1376,1369,1376,2935,2679,2935
20.09.2022 12:00 - 20.09.2022 12:15,21404,21103,21404,1287,1278,1287,2934,2702,2934
20.09.2022 12:15 - 20.09.2022 12:30,21749,21425,21749,1204,1222,1204,2946,2744,2946
20.09.2022 12:30 - 20.09.2022 12:45,21959,21595,21959,1121,1164,1121,2975,2786,2975
20.09.2022 12:45 - 20.09.2022 13:00,22019,21583,22019,1039,1106,1039,3003,2826,3003
20.09.2022 13:00 - 20.09.2022 13:15,22020,21566,22020,959,1048,959,3027,2868,3027
20.09.2022 13:15 - 20.09.2022 13:30,21906,21412,21906,908,984,908,3052,2909,3052
20.09.2022 13:30 - 20.09.2022 13:45,21670,21168,21670,860,919,860,3084,2969,3084
20.09.2022 13:45 - 20.09.2022 14:00,21308,20812,21308,810,857,810,3142,3044,3142
20.09.2022 14:00 - 20.09.2022 14:15,20928,20650,20928,767,799,767,3236,3135,3236
20.09.2022 14:15 - 20.09.2022 14:30,20484,20237,20484,731,766,731,3329,3233,3329
20.09.2022 14:30 - 20.09.2022 14:45,19964,19728,19964,694,739,694,3390,3307,3390
20.09.2022 14:45 - 20.09.2022 15:00,19322,19096,19322,664,707,664,3428,3378,3428
20.09.2022 15:00 - 20.09.2022 15:15,18613,18402,18613,631,789,631,3467,3444,3467
20.09.2022 15:15 - 20.09.2022 15:30,17806,17623,17806,607,773,607,3504,3487,3504
20.09.2022 15:30 - 20.09.2022 15:45,16862,16763,16862,585,755,585,3540,3532,3540
20.09.2022 15:45 - 20.09.2022 16:00,15790,15744,15790,565,737,565,3576,3583,3576
20.09.2022 16:00 - 20.09.2022 16:15,14651,14644,14651,545,724,545,3606,3625,3606
20.09.2022 16:15 - 20.09.2022 16:30,13409,13429,13409,535,712,535,3611,3651,3611
20.09.2022 16:30 - 20.09.2022 16:45,12092,12138,12092,525,699,525,3614,3669,3614
20.09.2022 16:45 - 20.09.2022 17:00,10721,10768,10721,507,690,507,3614,3662,3614
20.09.2022 17:00 - 20.09.2022 17:15,9350,9385,9350,501,680,501,3611,3619,3611
20.09.2022 17:15 - 20.09.2022 17:30,7977,7955,7977,498,665,498,3526,3507,3526
20.09.2022 17:30 - 20.09.2022 17:45,6600,6571,6600,494,647,494,3417,3372,3417
20.09.2022 17:45 - 20.09.2022 18:00,5255,5225,5255,488,632,488,3288,3251,3288
20.09.2022 18:00 - 20.09.2022 18:15,3975,3954,3975,487,611,487,3186,3153,3186
20.09.2022 18:15 - 20.09.2022 18:30,2767,2735,2767,486,598,486,3148,3091,3148
20.09.2022 18:30 - 20.09.2022 18:45,1695,1652,1695,481,583,481,3107,3034,3107
20.09.2022 18:45 - 20.09.2022 19:00,890,845,890,480,570,480,3093,2997,3093
20.09.2022 19:00 - 20.09.2022 19:15,396,381,396,473,554,473,3094,2972,3094
20.09.2022 19:15 - 20.09.2022 19:30,122,120,122,467,538,467,3116,2965,3116
20.09.2022 19:30 - 20.09.2022 19:45,20,15,20,456,526,456,3162,2981,3162
20.09.2022 19:45 - 20.09.2022 20:00,1,0,1,446,511,446,3155,2954,3155
20.09.2022 20:00 - 20.09.2022 20:15,0,0,0,436,494,436,3079,2890,3079
20.09.2022 20:15 - 20.09.2022 20:30,0,0,0,423,475,423,2944,2795,2944
20.09.2022 20:30 - 20.09.2022 20:45,0,0,0,406,460,406,2847,2723,2847
20.09.2022 20:45 - 20.09.2022 21:00,0,0,0,391,441,391,2773,2681,2773
20.09.2022 21:00 - 20.09.2022 21:15,0,0,0,373,421,373,2687,2637,2687
20.09.2022 21:15 - 20.09.2022 21:30,0,0,0,357,406,357,2568,2594,2568
20.09.2022 21:30 - 20.09.2022 21:45,0,0,0,340,389,340,2469,2543,2469
20.09.2022 21:45 - 20.09.2022 22:00,0,0,0,322,372,322,2371,2487,2371
20.09.2022 22:00 - 20.09.2022 22:15,0,0,0,305,356,305,2266,2417,2266
20.09.2022 22:15 - 20.09.2022 22:30,0,0,0,280,341,280,2166,2375,2166
20.09.2022 22:30 - 20.09.2022 22:45,0,0,0,257,327,257,2066,2325,2066
20.09.2022 22:45 - 20.09.2022 23:00,0,0,0,237,307,237,1957,2275,1957
20.09.2022 23:00 - 20.09.2022 23:15,0,0,0,211,297,211,1860,2223,1860
20.09.2022 23:15 - 20.09.2022 23:30,0,0,0,201,283,201,1784,2172,1784
20.09.2022 23:30 - 20.09.2022 23:45,0,0,0,190,271,190,1704,2121,1704
20.09.2022 23:45 - 21.09.2022 00:00,0,0,0,181,260,181,1619,2054,1619
21.09.2022 00:00 - 21.09.2022 00:15,0,0,0,220,263,220,1895,1690,1895
21.09.2022 00:15 - 21.09.2022 00:30,0,0,0,216,269,216,1848,1707,1848
21.09.2022 00:30 - 21.09.2022 00:45,0,0,0,207,276,207,1802,1647,1802
21.09.2022 00:45 - 21.09.2022 01:00,0,0,0,198,275,198,1763,1645,1763
21.09.2022 01:00 - 21.09.2022 01:15,0,0,0,194,256,194,1729,1577,1729
21.09.2022 01:15 - 21.09.2022 01:30,0,0,0,185,228,185,1697,1584,1697
21.09.2022 01:30 - 21.09.2022 01:45,0,0,0,175,199,175,1673,1564,1673
21.09.2022 01:45 - 21.09.2022 02:00,0,0,0,170,174,170,1649,1529,1649
21.09.2022 02:00 - 21.09.2022 02:15,0,0,0,163,148,163,1626,1533,1626
21.09.2022 02:15 - 21.09.2022 02:30,0,0,0,153,127,153,1608,1543,1608
21.09.2022 02:30 - 21.09.2022 02:45,0,0,0,148,106,148,1594,1567,1594
21.09.2022 02:45 - 21.09.2022 03:00,0,0,0,141,94,141,1581,1523,1581
21.09.2022 03:00 - 21.09.2022 03:15,0,0,0,135,102,135,1575,1509,1575
21.09.2022 03:15 - 21.09.2022 03:30,0,0,0,133,110,133,1579,1497,1579
21.09.2022 03:30 - 21.09.2022 03:45,0,0,0,130,107,130,1588,1491,1588
21.09.2022 03:45 - 21.09.2022 04:00,0,0,0,123,108,123,1599,1515,1599
21.09.2022 04:00 - 21.09.2022 04:15,0,0,0,118,106,118,1608,1569,1608
21.09.2022 04:15 - 21.09.2022 04:30,0,0,0,116,104,116,1617,1572,1617
21.09.2022 04:30 - 21.09.2022 04:45,0,0,0,116,101,116,1629,1621,1629
21.09.2022 04:45 - 21.09.2022 05:00,0,0,0,118,99,118,1640,1623,1640
21.09.2022 05:00 - 21.09.2022 05:15,0,0,0,118,94,118,1653,1592,1653
21.09.2022 05:15 - 21.09.2022 05:30,0,0,0,116,107,116,1657,1557,1657
21.09.2022 05:30 - 21.09.2022 05:45,0,0,0,115,99,115,1661,1554,1661
21.09.2022 05:45 - 21.09.2022 06:00,0,0,0,115,101,115,1664,1561,1664
21.09.2022 06:00 - 21.09.2022 06:15,0,0,0,113,104,113,1670,1549,1670
21.09.2022 06:15 - 21.09.2022 06:30,0,0,0,109,101,109,1671,1567,1671
21.09.2022 06:30 - 21.09.2022 06:45,0,0,0,109,106,109,1674,1576,1674
21.09.2022 06:45 - 21.09.2022 07:00,3,4,3,107,110,107,1671,1560,1671
21.09.2022 07:00 - 21.09.2022 07:15,251,199,251,105,115,105,1666,1564,1666
21.09.2022 07:15 - 21.09.2022 07:30,854,745,854,106,122,106,1658,1556,1658
21.09.2022 07:30 - 21.09.2022 07:45,1640,1359,1640,104,122,104,1642,1534,1642
21.09.2022 07:45 - 21.09.2022 08:00,2776,2413,2776,103,129,103,1626,1491,1626
21.09.2022 08:00 - 21.09.2022 08:15,4181,3766,4181,104,127,104,1613,1436,1613
21.09.2022 08:15 - 21.09.2022 08:30,5839,5377,5839,102,129,102,1571,1402,1571
21.09.2022 08:30 - 21.09.2022 08:45,7739,7205,7739,100,126,100,1504,1283,1504
21.09.2022 08:45 - 21.09.2022 09:00,9776,9302,9776,100,121,100,1423,1148,1423
21.09.2022 09:00 - 21.09.2022 09:15,11897,11545,11897,97,119,97,1298,1019,1298
21.09.2022 09:15 - 21.09.2022 09:30,14131,13774,14131,93,112,93,1143,882,1143
21.09.2022 09:30 - 21.09.2022 09:45,16348,16024,16348,89,107,89,944,775,944
21.09.2022 09:45 - 21.09.2022 10:00,18438,18028,18438,88,100,88,783,655,783
21.09.2022 10:00 - 21.09.2022 10:15,20330,19934,20330,84,95,84,636,516,636
21.09.2022 10:15 - 21.09.2022 10:30,22076,21743,22076,83,92,83,549,450,549
21.09.2022 10:30 - 21.09.2022 10:45,23645,23390,23645,79,88,79,501,420,501
21.09.2022 10:45 - 21.09.2022 11:00,25036,24899,25036,77,84,77,473,401,473
21.09.2022 11:00 - 21.09.2022 11:15,26218,26260,26218,77,78,77,468,387,468
21.09.2022 11:15 - 21.09.2022 11:30,27218,27457,27218,75,74,75,493,401,493
21.09.2022 11:30 - 21.09.2022 11:45,28025,28403,28025,69,70,69,519,414,519
21.09.2022 11:45 - 21.09.2022 12:00,28619,29098,28619,63,65,63,545,426,545
21.09.2022 12:00 - 21.09.2022 12:15,28997,29625,28997,57,62,57,564,442,564
21.09.2022 12:15 - 21.09.2022 12:30,29206,30031,29206,55,59,55,584,463,584
21.09.2022 12:30 - 21.09.2022 12:45,29264,30294,29264,55,58,55,607,486,607
21.09.2022 12:45 - 21.09.2022 13:00,29187,30310,29187,51,54,51,623,511,623
21.09.2022 13:00 - 21.09.2022 13:15,29021,30174,29021,44,53,44,641,538,641
21.09.2022 13:15 - 21.09.2022 13:30,28759,29872,28759,42,50,42,659,567,659
21.09.2022 13:30 - 21.09.2022 13:45,28382,29470,28382,40,49,40,682,601,682
21.09.2022 13:45 - 21.09.2022 14:00,27891,28978,27891,37,46,37,712,640,712
21.09.2022 14:00 - 21.09.2022 14:15,27312,27999,27312,36,46,36,757,686,757
21.09.2022 14:15 - 21.09.2022 14:30,26597,27325,26597,37,44,37,807,732,807
21.09.2022 14:30 - 21.09.2022 14:45,25778,26549,25778,36,44,36,841,770,841
21.09.2022 14:45 - 21.09.2022 15:00,24828,25680,24828,36,44,36,869,803,869
21.09.2022 15:00 - 21.09.2022 15:15,23916,24706,23916,36,47,36,900,833,900
21.09.2022 15:15 - 21.09.2022 15:30,22840,23585,22840,39,46,39,929,863,929
21.09.2022 15:30 - 21.09.2022 15:45,21630,22379,21630,40,46,40,957,893,957
21.09.2022 15:45 - 21.09.2022 16:00,20273,21042,20273,40,45,40,985,923,985
21.09.2022 16:00 - 21.09.2022 16:15,18807,19575,18807,40,44,40,1012,955,1012
21.09.2022 16:15 - 21.09.2022 16:30,17161,17949,17161,36,41,36,1051,992,1051
21.09.2022 16:30 - 21.09.2022 16:45,15428,16210,15428,35,41,35,1088,1029,1088
21.09.2022 16:45 - 21.09.2022 17:00,13631,14422,13631,34,39,34,1125,1066,1125
21.09.2022 17:00 - 21.09.2022 17:15,11817,12530,11817,35,39,35,1158,1101,1158
21.09.2022 17:15 - 21.09.2022 17:30,9944,10560,9944,34,39,34,1184,1116,1184
21.09.2022 17:30 - 21.09.2022 17:45,8080,8565,8080,31,42,31,1208,1131,1208
21.09.2022 17:45 - 21.09.2022 18:00,6295,6637,6295,32,40,32,1233,1146,1233
21.09.2022 18:00 - 21.09.2022 18:15,4670,4868,4670,32,39,32,1260,1165,1260
21.09.2022 18:15 - 21.09.2022 18:30,3180,3272,3180,31,40,31,1364,1241,1364
21.09.2022 18:30 - 21.09.2022 18:45,1897,1924,1897,35,39,35,1464,1315,1464
21.09.2022 18:45 - 21.09.2022 19:00,945,956,945,35,39,35,1561,1385,1561
21.09.2022 19:00 - 21.09.2022 19:15,414,417,414,34,40,34,1656,1455,1656
21.09.2022 19:15 - 21.09.2022 19:30,126,118,126,34,40,34,1748,1519,1748
21.09.2022 19:30 - 21.09.2022 19:45,0,0,0,38,43,38,1841,1578,1841
21.09.2022 19:45 - 21.09.2022 20:00,0,0,0,39,45,39,1891,1601,1891
21.09.2022 20:00 - 21.09.2022 20:15,0,0,0,42,45,42,1895,1589,1895
21.09.2022 20:15 - 21.09.2022 20:30,0,0,0,46,43,46,1856,1542,1856
21.09.2022 20:30 - 21.09.2022 20:45,0,0,0,50,44,50,1836,1514,1836
21.09.2022 20:45 - 21.09.2022 21:00,0,0,0,52,42,52,1830,1507,1830
21.09.2022 21:00 - 21.09.2022 21:15,0,0,0,57,47,57,1821,1507,1821
21.09.2022 21:15 - 21.09.2022 21:30,0,0,0,59,49,59,1814,1507,1814
21.09.2022 21:30 - 21.09.2022 21:45,0,0,0,65,51,65,1807,1504,1807
21.09.2022 21:45 - 21.09.2022 22:00,0,0,0,70,53,70,1797,1498,1797
