MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
03.01.2022 13:45 - 03.01.2022 14:00,4563,4392,4563,6193,6020,6193,34786,35023,34786
03.01.2022 14:00 - 03.01.2022 14:15,4173,3869,4173,6196,6019,6196,34620,34462,34620
03.01.2022 14:15 - 03.01.2022 14:30,3679,3407,3679,6202,6018,6202,34339,34188,34339
03.01.2022 14:30 - 03.01.2022 14:45,3193,2902,3193,6203,6019,6203,34042,33890,34042
03.01.2022 14:45 - 03.01.2022 15:00,2662,2412,2662,6206,6020,6206,33734,33589,33734
03.01.2022 15:00 - 03.01.2022 15:15,2087,1896,2087,6262,6199,6262,33405,33243,33405
03.01.2022 15:15 - 03.01.2022 15:30,1549,1394,1549,6263,6199,6263,33104,32890,33104
03.01.2022 15:30 - 03.01.2022 15:45,1044,936,1044,6263,6196,6263,32788,32545,32788
03.01.2022 15:45 - 03.01.2022 16:00,627,555,627,6263,6196,6263,32475,32229,32475
03.01.2022 16:00 - 03.01.2022 16:15,338,303,338,6265,6200,6265,32181,31925,32181
03.01.2022 16:15 - 03.01.2022 16:30,122,118,122,6255,6185,6255,32080,31727,32080
03.01.2022 16:30 - 03.01.2022 16:45,13,12,13,6259,6189,6259,31975,31523,31975
03.01.2022 16:45 - 03.01.2022 17:00,4,4,4,6264,6189,6264,31864,31321,31864
03.01.2022 17:00 - 03.01.2022 17:15,0,0,0,6236,6268,6236,31750,31119,31750
03.01.2022 17:15 - 03.01.2022 17:30,0,0,0,6237,6272,6237,31708,30997,31708
03.01.2022 17:30 - 03.01.2022 17:45,0,0,0,6234,6277,6234,31657,30872,31657
03.01.2022 17:45 - 03.01.2022 18:00,0,0,0,6234,6282,6234,31606,30743,31606
03.01.2022 18:00 - 03.01.2022 18:15,0,0,0,6223,6286,6223,31561,30605,31561
03.01.2022 18:15 - 03.01.2022 18:30,0,0,0,6213,6289,6213,31495,30469,31495
03.01.2022 18:30 - 03.01.2022 18:45,0,0,0,6187,6292,6187,31422,30324,31422
03.01.2022 18:45 - 03.01.2022 19:00,0,0,0,6164,6295,6164,31338,30187,31338
03.01.2022 19:00 - 03.01.2022 19:15,0,0,0,6135,6300,6135,31240,30066,31240
03.01.2022 19:15 - 03.01.2022 19:30,0,0,0,6101,6291,6101,31077,29933,31077
03.01.2022 19:30 - 03.01.2022 19:45,0,0,0,6019,6289,6019,30907,29799,30907
03.01.2022 19:45 - 03.01.2022 20:00,0,0,0,5987,6301,5987,30733,29675,30733
03.01.2022 20:00 - 03.01.2022 20:15,0,0,0,5953,6292,5953,30552,29525,30552
03.01.2022 20:15 - 03.01.2022 20:30,0,0,0,5912,6285,5912,30312,29265,30312
03.01.2022 20:30 - 03.01.2022 20:45,0,0,0,5929,6279,5929,30064,28977,30064
03.01.2022 20:45 - 03.01.2022 21:00,0,0,0,5882,6271,5882,29807,28672,29807
03.01.2022 21:00 - 03.01.2022 21:15,0,0,0,5839,6252,5839,29550,28371,29550
03.01.2022 21:15 - 03.01.2022 21:30,0,0,0,5785,6214,5785,29248,28060,29248
03.01.2022 21:30 - 03.01.2022 21:45,0,0,0,5726,6179,5726,28934,27734,28934
03.01.2022 21:45 - 03.01.2022 22:00,0,0,0,5663,6138,5663,28621,27413,28621
03.01.2022 22:00 - 03.01.2022 22:15,0,0,0,5671,6082,5671,27807,26588,27807
03.01.2022 22:15 - 03.01.2022 22:30,0,0,0,5563,5972,5563,27424,26239,27424
03.01.2022 22:30 - 03.01.2022 22:45,0,0,0,5442,5853,5442,27026,25878,27026
03.01.2022 22:45 - 03.01.2022 23:00,0,0,0,5319,5717,5319,26613,25510,26613
03.01.2022 23:00 - 03.01.2022 23:15,0,0,0,5159,5548,5159,26195,25142,26195
03.01.2022 23:15 - 03.01.2022 23:30,0,0,0,5029,5372,5029,25788,24760,25788
03.01.2022 23:30 - 03.01.2022 23:45,0,0,0,4907,5174,4907,25379,24367,25379
03.01.2022 23:45 - 04.01.2022 00:00,0,0,0,4792,4978,4792,24965,23950,24965
04.01.2022 00:00 - 04.01.2022 00:15,0,0,0,4941,5090,4941,23093,21932,23093
04.01.2022 00:15 - 04.01.2022 00:30,0,0,0,4687,4920,4687,22666,21218,22666
04.01.2022 00:30 - 04.01.2022 00:45,0,0,0,4426,4773,4426,22269,20702,22269
04.01.2022 00:45 - 04.01.2022 01:00,0,0,0,4174,4617,4174,21869,20549,21869
04.01.2022 01:00 - 04.01.2022 01:15,0,0,0,3713,4422,3713,21473,20206,21473
04.01.2022 01:15 - 04.01.2022 01:30,0,0,0,3569,4286,3569,21060,19835,21060
04.01.2022 01:30 - 04.01.2022 01:45,0,0,0,3419,4467,3419,20640,19555,20640
04.01.2022 01:45 - 04.01.2022 02:00,0,0,0,3259,4133,3259,20226,19342,20226
04.01.2022 02:00 - 04.01.2022 02:15,0,0,0,3098,3936,3098,19784,19095,19784
04.01.2022 02:15 - 04.01.2022 02:30,0,0,0,2974,3951,2974,19320,18772,19320
04.01.2022 02:30 - 04.01.2022 02:45,0,0,0,2905,3839,2905,18838,18405,18838
04.01.2022 02:45 - 04.01.2022 03:00,0,0,0,2689,3864,2689,18350,17975,18350
04.01.2022 03:00 - 04.01.2022 03:15,0,0,0,2487,3617,2487,17872,17571,17872
04.01.2022 03:15 - 04.01.2022 03:30,0,0,0,2347,3383,2347,17417,17335,17417
04.01.2022 03:30 - 04.01.2022 03:45,0,0,0,2209,3290,2209,16956,17161,16956
04.01.2022 03:45 - 04.01.2022 04:00,0,0,0,2072,3194,2072,16504,16988,16504
04.01.2022 04:00 - 04.01.2022 04:15,0,0,0,1952,3087,1952,16061,16617,16061
04.01.2022 04:15 - 04.01.2022 04:30,0,0,0,1891,2881,1891,15571,15958,15571
04.01.2022 04:30 - 04.01.2022 04:45,0,0,0,1817,2703,1817,15093,15487,15093
04.01.2022 04:45 - 04.01.2022 05:00,0,0,0,1739,2561,1739,14632,15165,14632
04.01.2022 05:00 - 04.01.2022 05:15,0,0,0,1684,2352,1684,14189,14905,14189
04.01.2022 05:15 - 04.01.2022 05:30,0,0,0,1671,2278,1671,13801,14749,13801
04.01.2022 05:30 - 04.01.2022 05:45,0,0,0,1663,2354,1663,13404,14517,13404
04.01.2022 05:45 - 04.01.2022 06:00,0,0,0,1651,2476,1651,13015,14245,13015
04.01.2022 06:00 - 04.01.2022 06:15,0,0,0,1632,2527,1632,12740,14262,12740
04.01.2022 06:15 - 04.01.2022 06:30,0,0,0,1640,2462,1640,12434,13992,12434
04.01.2022 06:30 - 04.01.2022 06:45,0,0,0,1643,2428,1643,12136,13596,12136
04.01.2022 06:45 - 04.01.2022 07:00,0,0,0,1646,2513,1646,11840,13431,11840
04.01.2022 07:00 - 04.01.2022 07:15,0,0,0,1654,2592,1654,11548,13319,11548
04.01.2022 07:15 - 04.01.2022 07:30,0,0,0,1652,2719,1652,11272,13024,11272
04.01.2022 07:30 - 04.01.2022 07:45,0,0,0,1652,2683,1652,11009,12823,11009
04.01.2022 07:45 - 04.01.2022 08:00,0,0,0,1647,2625,1647,10763,12660,10763
04.01.2022 08:00 - 04.01.2022 08:15,2,2,2,1653,2576,1653,10519,12507,10519
04.01.2022 08:15 - 04.01.2022 08:30,19,17,19,1666,2604,1666,10309,12321,10309
04.01.2022 08:30 - 04.01.2022 08:45,158,143,158,1681,2638,1681,10101,12156,10101
04.01.2022 08:45 - 04.01.2022 09:00,254,245,254,1706,2677,1706,9892,12007,9892
04.01.2022 09:00 - 04.01.2022 09:15,380,357,380,1742,2713,1742,9697,11822,9697
04.01.2022 09:15 - 04.01.2022 09:30,511,489,511,1804,2756,1804,9543,11700,9543
04.01.2022 09:30 - 04.01.2022 09:45,671,635,671,1875,2799,1875,9415,11572,9415
04.01.2022 09:45 - 04.01.2022 10:00,847,798,847,1934,2839,1934,9299,11437,9299
04.01.2022 10:00 - 04.01.2022 10:15,1024,965,1024,2017,2885,2017,9170,11304,9170
04.01.2022 10:15 - 04.01.2022 10:30,1183,1153,1183,2119,2955,2119,9055,11189,9055
04.01.2022 10:30 - 04.01.2022 10:45,1346,1334,1346,2226,3027,2226,8948,11077,8948
04.01.2022 10:45 - 04.01.2022 11:00,1507,1509,1507,2332,3100,2332,8840,10964,8840
04.01.2022 11:00 - 04.01.2022 11:15,1675,1666,1675,2454,3181,2454,8754,10857,8754
04.01.2022 11:15 - 04.01.2022 11:30,1831,1822,1831,2595,3322,2595,8742,10858,8742
04.01.2022 11:30 - 04.01.2022 11:45,1986,1993,1986,2736,3457,2736,8737,10862,8737
04.01.2022 11:45 - 04.01.2022 12:00,2121,2164,2121,2881,3593,2881,8740,10872,8740
04.01.2022 12:00 - 04.01.2022 12:15,2249,2334,2249,3020,3741,3020,8746,10918,8746
04.01.2022 12:15 - 04.01.2022 12:30,2378,2497,2378,3161,3921,3161,8844,11061,8844
04.01.2022 12:30 - 04.01.2022 12:45,2448,2601,2448,3312,4098,3312,8945,11191,8945
04.01.2022 12:45 - 04.01.2022 13:00,2455,2650,2455,3463,4280,3463,9062,11329,9062
04.01.2022 13:00 - 04.01.2022 13:15,2434,2670,2434,3624,4456,3624,9184,11434,9184
04.01.2022 13:15 - 04.01.2022 13:30,2410,2660,2410,3783,4595,3783,9289,11472,9289
04.01.2022 13:30 - 04.01.2022 13:45,2309,2569,2309,3942,4739,3942,9400,11503,9400
04.01.2022 13:45 - 04.01.2022 14:00,2157,2380,2157,4094,4875,4094,9525,11522,9525
04.01.2022 14:00 - 04.01.2022 14:15,1978,2034,1978,4239,5004,4239,9642,11280,9642
04.01.2022 14:15 - 04.01.2022 14:30,1780,1845,1780,4382,5080,4382,9814,11321,9814
04.01.2022 14:30 - 04.01.2022 14:45,1540,1607,1540,4526,5146,4526,9983,11369,9983
04.01.2022 14:45 - 04.01.2022 15:00,1284,1356,1284,4664,5221,4664,10162,11426,10162
04.01.2022 15:00 - 04.01.2022 15:15,1011,1086,1011,4783,5082,4783,10384,11517,10384
04.01.2022 15:15 - 04.01.2022 15:30,770,835,770,4869,5137,4869,10576,11662,10576
04.01.2022 15:30 - 04.01.2022 15:45,539,602,539,4958,5182,4958,10735,11818,10735
04.01.2022 15:45 - 04.01.2022 16:00,351,391,351,5046,5235,5046,10909,11967,10909
04.01.2022 16:00 - 04.01.2022 16:15,207,219,207,5131,5278,5131,11107,12136,11107
04.01.2022 16:15 - 04.01.2022 16:30,98,87,98,5201,5302,5201,11299,12192,11299
04.01.2022 16:30 - 04.01.2022 16:45,10,4,10,5261,5328,5261,11497,12247,11497
04.01.2022 16:45 - 04.01.2022 17:00,3,1,3,5335,5351,5335,11696,12308,11696
04.01.2022 17:00 - 04.01.2022 17:15,0,0,0,5403,5379,5403,11913,12372,11913
04.01.2022 17:15 - 04.01.2022 17:30,0,0,0,5467,5416,5467,12230,12517,12230
04.01.2022 17:30 - 04.01.2022 17:45,0,0,0,5528,5444,5528,12555,12668,12555
04.01.2022 17:45 - 04.01.2022 18:00,0,0,0,5590,5468,5590,12884,12821,12884
04.01.2022 18:00 - 04.01.2022 18:15,0,0,0,5647,5495,5647,13206,12975,13206
04.01.2022 18:15 - 04.01.2022 18:30,0,0,0,5687,5512,5687,13587,13195,13587
04.01.2022 18:30 - 04.01.2022 18:45,0,0,0,5726,5538,5726,13977,13419,13977
04.01.2022 18:45 - 04.01.2022 19:00,0,0,0,5696,5566,5696,14362,13643,14362
04.01.2022 19:00 - 04.01.2022 19:15,0,0,0,5729,5583,5729,14757,13887,14757
04.01.2022 19:15 - 04.01.2022 19:30,0,0,0,5784,5630,5784,15044,14064,15044
04.01.2022 19:30 - 04.01.2022 19:45,0,0,0,5837,5677,5837,15337,14250,15337
04.01.2022 19:45 - 04.01.2022 20:00,0,0,0,5890,5732,5890,15618,14448,15618
04.01.2022 20:00 - 04.01.2022 20:15,0,0,0,5934,5783,5934,15888,14641,15888
04.01.2022 20:15 - 04.01.2022 20:30,0,0,0,5974,5831,5974,16242,14832,16242
04.01.2022 20:30 - 04.01.2022 20:45,0,0,0,6007,5863,6007,16597,15020,16597
04.01.2022 20:45 - 04.01.2022 21:00,0,0,0,6037,5912,6037,16955,15202,16955
04.01.2022 21:00 - 04.01.2022 21:15,0,0,0,6041,5923,6041,17302,15395,17302
04.01.2022 21:15 - 04.01.2022 21:30,0,0,0,6091,5969,6091,17646,15608,17646
04.01.2022 21:30 - 04.01.2022 21:45,0,0,0,6097,6015,6097,17984,15823,17984
04.01.2022 21:45 - 04.01.2022 22:00,0,0,0,6139,6063,6139,18313,16050,18313
04.01.2022 22:00 - 04.01.2022 22:15,0,0,0,6193,6122,6193,18395,16054,18395
04.01.2022 22:15 - 04.01.2022 22:30,0,0,0,6210,6154,6210,18673,16390,18673
04.01.2022 22:30 - 04.01.2022 22:45,0,0,0,6223,6187,6223,18955,16738,18955
04.01.2022 22:45 - 04.01.2022 23:00,0,0,0,6224,6199,6224,19241,17107,19241
04.01.2022 23:00 - 04.01.2022 23:15,0,0,0,6215,6223,6215,19528,17472,19528
04.01.2022 23:15 - 04.01.2022 23:30,0,0,0,6238,6250,6238,19861,17905,19861
04.01.2022 23:30 - 04.01.2022 23:45,0,0,0,6253,6270,6253,20193,18349,20193
04.01.2022 23:45 - 05.01.2022 00:00,0,0,0,6257,6297,6257,20524,18799,20524
05.01.2022 00:00 - 05.01.2022 00:15,0,0,0,6707,7064,6707,17207,15974,17207
05.01.2022 00:15 - 05.01.2022 00:30,0,0,0,6720,7079,6720,17650,16053,17650
05.01.2022 00:30 - 05.01.2022 00:45,0,0,0,6731,7081,6731,18084,16371,18084
05.01.2022 00:45 - 05.01.2022 01:00,0,0,0,6737,7063,6737,18524,16640,18524
05.01.2022 01:00 - 05.01.2022 01:15,0,0,0,6441,7045,6441,18962,16882,18962
05.01.2022 01:15 - 05.01.2022 01:30,0,0,0,6444,7022,6444,19403,17383,19403
05.01.2022 01:30 - 05.01.2022 01:45,0,0,0,6438,6985,6438,19865,17838,19865
05.01.2022 01:45 - 05.01.2022 02:00,0,0,0,6386,6977,6386,20360,18196,20360
05.01.2022 02:00 - 05.01.2022 02:15,0,0,0,6387,6966,6387,20830,18572,20830
05.01.2022 02:15 - 05.01.2022 02:30,0,0,0,6378,6785,6378,21273,19005,21273
05.01.2022 02:30 - 05.01.2022 02:45,0,0,0,6380,6721,6380,21690,19574,21690
05.01.2022 02:45 - 05.01.2022 03:00,0,0,0,6387,6632,6387,22120,20148,22120
05.01.2022 03:00 - 05.01.2022 03:15,0,0,0,6386,6652,6386,22565,20604,22565
05.01.2022 03:15 - 05.01.2022 03:30,0,0,0,6343,6620,6343,23033,21552,23033
05.01.2022 03:30 - 05.01.2022 03:45,0,0,0,6338,6473,6338,23561,22281,23561
05.01.2022 03:45 - 05.01.2022 04:00,0,0,0,6332,6394,6332,24081,22928,24081
05.01.2022 04:00 - 05.01.2022 04:15,0,0,0,6315,6391,6315,24586,23650,24586
05.01.2022 04:15 - 05.01.2022 04:30,0,0,0,6329,6297,6329,24993,23952,24993
05.01.2022 04:30 - 05.01.2022 04:45,0,0,0,6339,6164,6339,25404,24133,25404
05.01.2022 04:45 - 05.01.2022 05:00,0,0,0,6343,6157,6343,25825,24291,25825
05.01.2022 05:00 - 05.01.2022 05:15,0,0,0,6348,6164,6348,26234,24765,26234
05.01.2022 05:15 - 05.01.2022 05:30,0,0,0,6343,6122,6343,26737,25207,26737
05.01.2022 05:30 - 05.01.2022 05:45,0,0,0,6338,6111,6338,27212,25555,27212
05.01.2022 05:45 - 05.01.2022 06:00,0,0,0,6331,6084,6331,27699,26130,27699
05.01.2022 06:00 - 05.01.2022 06:15,0,0,0,6261,6066,6261,28703,27210,28703
05.01.2022 06:15 - 05.01.2022 06:30,0,0,0,6249,6040,6249,29185,27843,29185
05.01.2022 06:30 - 05.01.2022 06:45,0,0,0,6239,6053,6239,29641,28096,29641
05.01.2022 06:45 - 05.01.2022 07:00,0,0,0,6224,6016,6224,30083,28692,30083
05.01.2022 07:00 - 05.01.2022 07:15,0,0,0,6213,5827,6213,30489,28956,30489
05.01.2022 07:15 - 05.01.2022 07:30,0,0,0,6228,5729,6228,30885,29188,30885
05.01.2022 07:30 - 05.01.2022 07:45,0,0,0,6242,5724,6242,31271,29792,31271
05.01.2022 07:45 - 05.01.2022 08:00,0,0,0,6254,5740,6254,31655,30248,31655
05.01.2022 08:00 - 05.01.2022 08:15,13,8,13,6268,5763,6268,31998,30435,31998
05.01.2022 08:15 - 05.01.2022 08:30,67,41,67,6289,5804,6289,32271,30747,32271
05.01.2022 08:30 - 05.01.2022 08:45,351,331,351,6306,5856,6306,32528,31113,32528
05.01.2022 08:45 - 05.01.2022 09:00,684,721,684,6324,5906,6324,32755,31354,32755
05.01.2022 09:00 - 05.01.2022 09:15,1104,1256,1104,6399,5959,6399,32971,31605,32971
05.01.2022 09:15 - 05.01.2022 09:30,1566,1803,1566,6400,5998,6400,33144,31777,33144
05.01.2022 09:30 - 05.01.2022 09:45,2071,2373,2071,6400,6034,6400,33296,31939,33296
05.01.2022 09:45 - 05.01.2022 10:00,2613,2930,2613,6401,6063,6401,33451,32122,33451
05.01.2022 10:00 - 05.01.2022 10:15,3152,3524,3152,6401,6124,6401,33607,32330,33607
05.01.2022 10:15 - 05.01.2022 10:30,3682,4120,3682,6407,6318,6407,33647,32548,33647
05.01.2022 10:30 - 05.01.2022 10:45,4202,4680,4202,6513,6352,6513,33701,32772,33701
05.01.2022 10:45 - 05.01.2022 11:00,4684,5184,4684,6521,6381,6521,33749,32981,33749
05.01.2022 11:00 - 05.01.2022 11:15,5100,5645,5100,6534,6408,6534,33820,33179,33820
05.01.2022 11:15 - 05.01.2022 11:30,5481,6086,5481,6535,6427,6535,33927,33440,33927
05.01.2022 11:30 - 05.01.2022 11:45,5750,6387,5750,6538,6443,6538,34011,33646,34011
05.01.2022 11:45 - 05.01.2022 12:00,5875,6585,5875,6543,6460,6543,34055,33845,34055
05.01.2022 12:00 - 05.01.2022 12:15,5949,6671,5949,6541,6472,6541,34095,34057,34095
05.01.2022 12:15 - 05.01.2022 12:30,5979,6707,5979,6548,6481,6548,34123,34272,34123
05.01.2022 12:30 - 05.01.2022 12:45,5895,6620,5895,6557,6497,6557,34156,34455,34156
05.01.2022 12:45 - 05.01.2022 13:00,5696,6425,5696,6562,6508,6562,34170,34644,34170
05.01.2022 13:00 - 05.01.2022 13:15,5474,6172,5474,6568,6507,6568,34197,34784,34197
05.01.2022 13:15 - 05.01.2022 13:30,5244,5903,5244,6571,6509,6571,34145,34820,34145
05.01.2022 13:30 - 05.01.2022 13:45,4896,5541,4896,6568,6513,6568,34078,34838,34078
05.01.2022 13:45 - 05.01.2022 14:00,4520,5108,4520,6566,6514,6566,34006,34840,34006
05.01.2022 14:00 - 05.01.2022 14:15,4130,4535,4130,6562,6511,6562,33888,34496,33888
05.01.2022 14:15 - 05.01.2022 14:30,3722,4042,3722,6563,6500,6563,33762,34381,33762
05.01.2022 14:30 - 05.01.2022 14:45,3227,3503,3227,6566,6487,6566,33617,34251,33617
05.01.2022 14:45 - 05.01.2022 15:00,2711,2961,2711,6569,6474,6569,33466,34112,33466
05.01.2022 15:00 - 05.01.2022 15:15,2170,2393,2170,6575,6422,6575,33312,33943,33312
05.01.2022 15:15 - 05.01.2022 15:30,1637,1816,1637,6576,6410,6576,33131,33735,33131
05.01.2022 15:30 - 05.01.2022 15:45,1139,1263,1139,6573,6397,6573,32948,33516,32948
05.01.2022 15:45 - 05.01.2022 16:00,711,768,711,6569,6384,6569,32759,33298,32759
05.01.2022 16:00 - 05.01.2022 16:15,395,404,395,6565,6370,6565,32590,33082,32590
05.01.2022 16:15 - 05.01.2022 16:30,170,170,170,6564,6673,6564,32375,32823,32375
05.01.2022 16:30 - 05.01.2022 16:45,22,34,22,6556,6667,6556,32161,32555,32161
05.01.2022 16:45 - 05.01.2022 17:00,7,10,7,6550,6650,6550,31929,32266,31929
05.01.2022 17:00 - 05.01.2022 17:15,0,0,0,6539,6634,6539,31688,31970,31688
05.01.2022 17:15 - 05.01.2022 17:30,0,0,0,6521,6622,6521,31459,31750,31459
05.01.2022 17:30 - 05.01.2022 17:45,0,0,0,6503,6607,6503,31231,31523,31231
05.01.2022 17:45 - 05.01.2022 18:00,0,0,0,6484,6590,6484,31003,31310,31003
05.01.2022 18:00 - 05.01.2022 18:15,0,0,0,6465,6570,6465,30764,31140,30764
05.01.2022 18:15 - 05.01.2022 18:30,0,0,0,6447,6541,6447,30445,30989,30445
05.01.2022 18:30 - 05.01.2022 18:45,0,0,0,6428,6508,6428,30116,30820,30116
05.01.2022 18:45 - 05.01.2022 19:00,0,0,0,6413,6472,6413,29786,30629,29786
05.01.2022 19:00 - 05.01.2022 19:15,0,0,0,6378,6433,6378,29459,30438,29459
05.01.2022 19:15 - 05.01.2022 19:30,0,0,0,6330,6440,6330,29111,30177,29111
05.01.2022 19:30 - 05.01.2022 19:45,0,0,0,6278,6441,6278,28758,29910,28758
05.01.2022 19:45 - 05.01.2022 20:00,0,0,0,6220,6440,6220,28403,29651,28403
05.01.2022 20:00 - 05.01.2022 20:15,0,0,0,6167,6423,6167,28039,29373,28039
05.01.2022 20:15 - 05.01.2022 20:30,0,0,0,6120,6391,6120,27701,29045,27701
05.01.2022 20:30 - 05.01.2022 20:45,0,0,0,6069,6354,6069,27358,28698,27358
05.01.2022 20:45 - 05.01.2022 21:00,0,0,0,6006,6306,6006,27002,28355,27002
05.01.2022 21:00 - 05.01.2022 21:15,0,0,0,6075,6265,6075,26648,28000,26648
05.01.2022 21:15 - 05.01.2022 21:30,0,0,0,5988,6215,5988,26325,27635,26325
05.01.2022 21:30 - 05.01.2022 21:45,0,0,0,5903,6157,5903,26000,27342,26000
05.01.2022 21:45 - 05.01.2022 22:00,0,0,0,5817,6097,5817,25685,27050,25685
05.01.2022 22:00 - 05.01.2022 22:15,0,0,0,5762,6048,5762,25018,26380,25018
05.01.2022 22:15 - 05.01.2022 22:30,0,0,0,5739,5996,5739,24644,25913,24644
05.01.2022 22:30 - 05.01.2022 22:45,0,0,0,5715,5944,5715,24263,25516,24263
05.01.2022 22:45 - 05.01.2022 23:00,0,0,0,5691,5882,5691,23895,25100,23895
05.01.2022 23:00 - 05.01.2022 23:15,0,0,0,5674,5829,5674,23540,24692,23540
05.01.2022 23:15 - 05.01.2022 23:30,0,0,0,5667,5798,5667,23240,24296,23240
05.01.2022 23:30 - 05.01.2022 23:45,0,0,0,5663,5767,5663,22936,23900,22936
05.01.2022 23:45 - 06.01.2022 00:00,0,0,0,5652,5726,5652,22625,23522,22625
06.01.2022 00:00 - 06.01.2022 00:15,0,0,0,4936,5282,4936,22847,24485,22847
06.01.2022 00:15 - 06.01.2022 00:30,0,0,0,5032,5355,5032,22533,24108,22533
06.01.2022 00:30 - 06.01.2022 00:45,0,0,0,5402,5378,5402,22228,23974,22228
06.01.2022 00:45 - 06.01.2022 01:00,0,0,0,5497,5304,5497,21932,23686,21932
06.01.2022 01:00 - 06.01.2022 01:15,0,0,0,5398,5273,5398,21615,23060,21615
06.01.2022 01:15 - 06.01.2022 01:30,0,0,0,5436,5439,5436,21221,22538,21221
06.01.2022 01:30 - 06.01.2022 01:45,0,0,0,5468,5392,5468,20824,21874,20824
06.01.2022 01:45 - 06.01.2022 02:00,0,0,0,5497,5312,5497,20430,21303,20430
06.01.2022 02:00 - 06.01.2022 02:15,0,0,0,5536,5393,5536,20012,20590,20012
06.01.2022 02:15 - 06.01.2022 02:30,0,0,0,5593,5630,5593,19575,20081,19575
06.01.2022 02:30 - 06.01.2022 02:45,0,0,0,5641,5897,5641,19104,19654,19104
06.01.2022 02:45 - 06.01.2022 03:00,0,0,0,5684,6015,5684,18611,19109,18611
06.01.2022 03:00 - 06.01.2022 03:15,0,0,0,5711,6120,5711,18128,18369,18128
06.01.2022 03:15 - 06.01.2022 03:30,0,0,0,5730,6172,5730,17701,17988,17701
06.01.2022 03:30 - 06.01.2022 03:45,0,0,0,5743,6154,5743,17257,17554,17257
06.01.2022 03:45 - 06.01.2022 04:00,0,0,0,5755,6075,5755,16833,16809,16833
06.01.2022 04:00 - 06.01.2022 04:15,0,0,0,5727,5874,5727,16420,16294,16420
06.01.2022 04:15 - 06.01.2022 04:30,0,0,0,5626,5741,5626,15974,15866,15974
06.01.2022 04:30 - 06.01.2022 04:45,0,0,0,5523,5453,5523,15526,15577,15526
06.01.2022 04:45 - 06.01.2022 05:00,0,0,0,5404,5246,5404,15078,15437,15078
06.01.2022 05:00 - 06.01.2022 05:15,0,0,0,5269,4969,5269,14664,15406,14664
06.01.2022 05:15 - 06.01.2022 05:30,0,0,0,5084,4597,5084,14338,15291,14338
06.01.2022 05:30 - 06.01.2022 05:45,0,0,0,4892,4403,4892,14013,14873,14013
06.01.2022 05:45 - 06.01.2022 06:00,0,0,0,4694,4180,4694,13694,14591,13694
06.01.2022 06:00 - 06.01.2022 06:15,0,0,0,4486,3728,4486,13475,14415,13475
06.01.2022 06:15 - 06.01.2022 06:30,0,0,0,4273,3475,4273,13224,14176,13224
06.01.2022 06:30 - 06.01.2022 06:45,0,0,0,4059,3299,4059,12965,13776,12965
06.01.2022 06:45 - 06.01.2022 07:00,0,0,0,3845,3090,3845,12708,13455,12708
06.01.2022 07:00 - 06.01.2022 07:15,0,0,0,3642,2898,3642,12448,12986,12448
06.01.2022 07:15 - 06.01.2022 07:30,0,0,0,3423,2608,3423,12221,12563,12221
06.01.2022 07:30 - 06.01.2022 07:45,0,0,0,3209,2270,3209,11980,11985,11980
06.01.2022 07:45 - 06.01.2022 08:00,0,0,0,2989,2139,2989,11727,11648,11727
06.01.2022 08:00 - 06.01.2022 08:15,10,10,10,2775,2016,2775,11475,11387,11475
06.01.2022 08:15 - 06.01.2022 08:30,64,74,64,2580,1904,2580,11214,11090,11214
06.01.2022 08:30 - 06.01.2022 08:45,456,459,456,2389,1790,2389,10956,10666,10956
06.01.2022 08:45 - 06.01.2022 09:00,924,1050,924,2193,1675,2193,10702,10406,10702
06.01.2022 09:00 - 06.01.2022 09:15,1739,1888,1739,2013,1564,2013,10437,10117,10437
06.01.2022 09:15 - 06.01.2022 09:30,2697,2842,2697,1873,1489,1873,10101,9758,10101
06.01.2022 09:30 - 06.01.2022 09:45,3667,3810,3667,1731,1408,1731,9769,9399,9769
06.01.2022 09:45 - 06.01.2022 10:00,4670,4833,4670,1587,1326,1587,9416,9026,9416
06.01.2022 10:00 - 06.01.2022 10:15,5619,5833,5619,1452,1247,1452,9089,8653,9089
06.01.2022 10:15 - 06.01.2022 10:30,6570,6809,6570,1351,1198,1351,8656,8209,8656
06.01.2022 10:30 - 06.01.2022 10:45,7508,7793,7508,1247,1145,1247,8227,7763,8227
06.01.2022 10:45 - 06.01.2022 11:00,8443,8762,8443,1145,1093,1145,7817,7332,7817
06.01.2022 11:00 - 06.01.2022 11:15,9285,9620,9285,1055,1039,1055,7392,6908,7392
06.01.2022 11:15 - 06.01.2022 11:30,10028,10347,10028,996,1011,996,7026,6564,7026
06.01.2022 11:30 - 06.01.2022 11:45,10640,10929,10640,937,982,937,6665,6231,6665
06.01.2022 11:45 - 06.01.2022 12:00,11155,11397,11155,882,949,882,6310,5900,6310
