Time (CET/CEST),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Intraday / United Kindom (UK),Generation - Wind Offshore  [MW] Current / United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK)
28.11.2022 03:30 - 28.11.2022 04:00,0,0,0,0,0,0,1127,1127,1127
28.11.2022 04:00 - 28.11.2022 04:30,0,0,0,0,0,0,1076,1076,1076
28.11.2022 04:30 - 28.11.2022 05:00,0,0,0,0,0,0,1024,1024,1024
28.11.2022 05:00 - 28.11.2022 05:30,0,0,0,0,0,0,929,929,929
28.11.2022 05:30 - 28.11.2022 06:00,0,0,0,0,0,0,834,834,834
28.11.2022 06:00 - 28.11.2022 06:30,0,0,0,0,0,0,779,779,779
28.11.2022 06:30 - 28.11.2022 07:00,0,0,0,0,0,0,723,723,723
28.11.2022 07:00 - 28.11.2022 07:30,104,104,104,0,0,0,683,683,683
28.11.2022 07:30 - 28.11.2022 08:00,654,654,654,0,0,0,642,642,642
28.11.2022 08:00 - 28.11.2022 08:30,1493,1493,1493,0,0,0,615,615,615
28.11.2022 08:30 - 28.11.2022 09:00,2281,2281,2281,0,0,0,588,588,588
28.11.2022 09:00 - 28.11.2022 09:30,2704,2704,2704,0,0,0,562,562,562
28.11.2022 09:30 - 28.11.2022 10:00,3006,3006,3006,0,0,0,536,536,536
28.11.2022 10:00 - 28.11.2022 10:30,3227,3227,3227,0,0,0,527,527,527
28.11.2022 10:30 - 28.11.2022 11:00,3310,3310,3310,0,0,0,517,517,517
28.11.2022 11:00 - 28.11.2022 11:30,3162,3162,3162,0,0,0,514,514,514
28.11.2022 11:30 - 28.11.2022 12:00,3078,3078,3078,0,0,0,510,510,510
28.11.2022 12:00 - 28.11.2022 12:30,2443,2443,2443,0,0,0,475,475,475
28.11.2022 12:30 - 28.11.2022 13:00,2013,2013,2013,0,0,0,439,439,439
28.11.2022 13:00 - 28.11.2022 13:30,1524,1524,1524,0,0,0,411,411,411
28.11.2022 13:30 - 28.11.2022 14:00,887,887,887,0,0,0,383,383,383
28.11.2022 14:00 - 28.11.2022 14:30,329,329,329,0,0,0,364,364,364
28.11.2022 14:30 - 28.11.2022 15:00,35,35,35,0,0,0,345,345,345
28.11.2022 15:00 - 28.11.2022 15:30,0,0,0,0,0,0,338,338,338
28.11.2022 15:30 - 28.11.2022 16:00,0,0,0,0,0,0,330,330,330
28.11.2022 16:00 - 28.11.2022 16:30,0,0,0,0,0,0,313,313,313
28.11.2022 16:30 - 28.11.2022 17:00,0,0,0,0,0,0,295,295,295
28.11.2022 17:00 - 28.11.2022 17:30,0,0,0,0,0,0,291,291,291
28.11.2022 17:30 - 28.11.2022 18:00,0,0,0,0,0,0,286,286,286
28.11.2022 18:00 - 28.11.2022 18:30,0,0,0,0,0,0,284,284,284
28.11.2022 18:30 - 28.11.2022 19:00,0,0,0,0,0,0,282,282,282
28.11.2022 19:00 - 28.11.2022 19:30,0,0,0,0,0,0,283,283,283
28.11.2022 19:30 - 28.11.2022 20:00,0,0,0,0,0,0,284,284,284
28.11.2022 20:00 - 28.11.2022 20:30,0,0,0,0,0,0,286,286,286
28.11.2022 20:30 - 28.11.2022 21:00,0,0,0,0,0,0,287,287,287
28.11.2022 21:00 - 28.11.2022 21:30,0,0,0,0,0,0,286,286,286
28.11.2022 21:30 - 28.11.2022 22:00,0,0,0,0,0,0,284,284,284
28.11.2022 22:00 - 28.11.2022 22:30,0,0,0,0,0,0,279,279,279
28.11.2022 22:30 - 28.11.2022 23:00,0,0,0,0,0,0,274,274,274
28.11.2022 23:00 - 28.11.2022 23:30,0,0,0,0,0,0,276,276,276
28.11.2022 23:30 - 29.11.2022 00:00,0,0,0,0,0,0,278,278,278
29.11.2022 00:00 - 29.11.2022 00:30,0,0,0,0,0,0,286,286,286
29.11.2022 00:30 - 29.11.2022 01:00,0,0,0,0,0,0,294,294,294
29.11.2022 01:00 - 29.11.2022 01:30,0,0,0,0,0,0,293,293,293
29.11.2022 01:30 - 29.11.2022 02:00,0,0,0,0,0,0,292,292,292
29.11.2022 02:00 - 29.11.2022 02:30,0,0,0,0,0,0,292,292,292
29.11.2022 02:30 - 29.11.2022 03:00,0,0,0,0,0,0,292,292,292
29.11.2022 03:00 - 29.11.2022 03:30,0,0,0,0,0,0,293,293,293
29.11.2022 03:30 - 29.11.2022 04:00,0,0,0,0,0,0,293,293,293
29.11.2022 04:00 - 29.11.2022 04:30,0,0,0,0,0,0,297,297,297
29.11.2022 04:30 - 29.11.2022 05:00,0,0,0,0,0,0,301,301,301
29.11.2022 05:00 - 29.11.2022 05:30,0,0,0,0,0,0,284,284,284
29.11.2022 05:30 - 29.11.2022 06:00,0,0,0,0,0,0,267,267,267
29.11.2022 06:00 - 29.11.2022 06:30,0,0,0,0,0,0,268,268,268
29.11.2022 06:30 - 29.11.2022 07:00,0,0,0,0,0,0,268,268,268
29.11.2022 07:00 - 29.11.2022 07:30,20,20,20,0,0,0,267,267,267
29.11.2022 07:30 - 29.11.2022 08:00,149,149,149,0,0,0,265,265,265
29.11.2022 08:00 - 29.11.2022 08:30,412,412,412,0,0,0,279,279,279
29.11.2022 08:30 - 29.11.2022 09:00,713,713,713,0,0,0,292,292,292
29.11.2022 09:00 - 29.11.2022 09:30,961,961,961,0,0,0,296,296,296
29.11.2022 09:30 - 29.11.2022 10:00,1163,1163,1163,0,0,0,300,300,300
29.11.2022 10:00 - 29.11.2022 10:30,1239,1239,1239,0,0,0,305,305,305
29.11.2022 10:30 - 29.11.2022 11:00,1155,1155,1155,0,0,0,309,309,309
29.11.2022 11:00 - 29.11.2022 11:30,1106,1106,1106,0,0,0,310,310,310
29.11.2022 11:30 - 29.11.2022 12:00,1064,1064,1064,0,0,0,310,310,310
29.11.2022 12:00 - 29.11.2022 12:30,902,902,902,0,0,0,313,313,313
29.11.2022 12:30 - 29.11.2022 13:00,626,626,626,0,0,0,316,316,316
29.11.2022 13:00 - 29.11.2022 13:30,414,414,414,0,0,0,323,323,323
29.11.2022 13:30 - 29.11.2022 14:00,213,213,213,0,0,0,330,330,330
29.11.2022 14:00 - 29.11.2022 14:30,68,68,68,0,0,0,367,367,367
29.11.2022 14:30 - 29.11.2022 15:00,3,3,3,0,0,0,404,404,404
29.11.2022 15:00 - 29.11.2022 15:30,0,0,0,0,0,0,426,426,426
29.11.2022 15:30 - 29.11.2022 16:00,0,0,0,0,0,0,448,448,448
29.11.2022 16:00 - 29.11.2022 16:30,0,0,0,0,0,0,464,464,464
29.11.2022 16:30 - 29.11.2022 17:00,0,0,0,0,0,0,479,479,479
29.11.2022 17:00 - 29.11.2022 17:30,0,0,0,0,0,0,499,499,499
29.11.2022 17:30 - 29.11.2022 18:00,0,0,0,0,0,0,518,518,518
29.11.2022 18:00 - 29.11.2022 18:30,0,0,0,0,0,0,541,541,541
29.11.2022 18:30 - 29.11.2022 19:00,0,0,0,0,0,0,564,564,564
29.11.2022 19:00 - 29.11.2022 19:30,0,0,0,0,0,0,590,590,590
29.11.2022 19:30 - 29.11.2022 20:00,0,0,0,0,0,0,615,615,615
29.11.2022 20:00 - 29.11.2022 20:30,0,0,0,0,0,0,638,638,638
29.11.2022 20:30 - 29.11.2022 21:00,0,0,0,0,0,0,660,660,660
29.11.2022 21:00 - 29.11.2022 21:30,0,0,0,0,0,0,688,688,688
29.11.2022 21:30 - 29.11.2022 22:00,0,0,0,0,0,0,715,715,715
29.11.2022 22:00 - 29.11.2022 22:30,0,0,0,0,0,0,708,708,708
29.11.2022 22:30 - 29.11.2022 23:00,0,0,0,0,0,0,701,701,701
29.11.2022 23:00 - 29.11.2022 23:30,0,0,0,0,0,0,692,692,692
29.11.2022 23:30 - 30.11.2022 00:00,0,0,0,0,0,0,682,682,682
30.11.2022 00:00 - 30.11.2022 00:30,0,0,0,0,0,0,691,691,691
30.11.2022 00:30 - 30.11.2022 01:00,0,0,0,0,0,0,699,699,699
30.11.2022 01:00 - 30.11.2022 01:30,0,0,0,0,0,0,687,687,687
30.11.2022 01:30 - 30.11.2022 02:00,0,0,0,0,0,0,674,674,674
30.11.2022 02:00 - 30.11.2022 02:30,0,0,0,0,0,0,704,704,704
30.11.2022 02:30 - 30.11.2022 03:00,0,0,0,0,0,0,733,733,733
30.11.2022 03:00 - 30.11.2022 03:30,0,0,0,0,0,0,739,739,739
30.11.2022 03:30 - 30.11.2022 04:00,0,0,0,0,0,0,745,745,745
30.11.2022 04:00 - 30.11.2022 04:30,0,0,0,0,0,0,755,755,755
30.11.2022 04:30 - 30.11.2022 05:00,0,0,0,0,0,0,765,765,765
30.11.2022 05:00 - 30.11.2022 05:30,0,0,0,0,0,0,729,729,729
30.11.2022 05:30 - 30.11.2022 06:00,0,0,0,0,0,0,693,693,693
30.11.2022 06:00 - 30.11.2022 06:30,0,0,0,0,0,0,705,705,705
30.11.2022 06:30 - 30.11.2022 07:00,0,0,0,0,0,0,717,717,717
30.11.2022 07:00 - 30.11.2022 07:30,16,16,16,0,0,0,725,725,725
30.11.2022 07:30 - 30.11.2022 08:00,156,156,156,0,0,0,732,732,732
30.11.2022 08:00 - 30.11.2022 08:30,406,406,406,0,0,0,762,762,762
30.11.2022 08:30 - 30.11.2022 09:00,729,729,729,0,0,0,792,792,792
30.11.2022 09:00 - 30.11.2022 09:30,1024,1024,1024,0,0,0,790,790,790
30.11.2022 09:30 - 30.11.2022 10:00,1426,1426,1426,0,0,0,788,788,788
30.11.2022 10:00 - 30.11.2022 10:30,1617,1617,1617,0,0,0,786,786,786
30.11.2022 10:30 - 30.11.2022 11:00,1845,1845,1845,0,0,0,784,784,784
30.11.2022 11:00 - 30.11.2022 11:30,1908,1908,1908,0,0,0,765,765,765
30.11.2022 11:30 - 30.11.2022 12:00,1564,1564,1564,0,0,0,745,745,745
30.11.2022 12:00 - 30.11.2022 12:30,1192,1192,1192,0,0,0,729,729,729
30.11.2022 12:30 - 30.11.2022 13:00,959,959,959,0,0,0,712,712,712
30.11.2022 13:00 - 30.11.2022 13:30,665,665,665,0,0,0,696,696,696
30.11.2022 13:30 - 30.11.2022 14:00,384,384,384,0,0,0,679,679,679
30.11.2022 14:00 - 30.11.2022 14:30,139,139,139,0,0,0,706,706,706
30.11.2022 14:30 - 30.11.2022 15:00,12,12,12,0,0,0,732,732,732
30.11.2022 15:00 - 30.11.2022 15:30,0,0,0,0,0,0,734,734,734
30.11.2022 15:30 - 30.11.2022 16:00,0,0,0,0,0,0,735,735,735
30.11.2022 16:00 - 30.11.2022 16:30,0,0,0,0,0,0,742,742,742
30.11.2022 16:30 - 30.11.2022 17:00,0,0,0,0,0,0,748,748,748
30.11.2022 17:00 - 30.11.2022 17:30,0,0,0,0,0,0,758,758,758
30.11.2022 17:30 - 30.11.2022 18:00,0,0,0,0,0,0,768,768,768
30.11.2022 18:00 - 30.11.2022 18:30,0,0,0,0,0,0,783,783,783
30.11.2022 18:30 - 30.11.2022 19:00,0,0,0,0,0,0,798,798,798
30.11.2022 19:00 - 30.11.2022 19:30,0,0,0,0,0,0,818,818,818
30.11.2022 19:30 - 30.11.2022 20:00,0,0,0,0,0,0,838,838,838
30.11.2022 20:00 - 30.11.2022 20:30,0,0,0,0,0,0,843,843,843
30.11.2022 20:30 - 30.11.2022 21:00,0,0,0,0,0,0,847,847,847
30.11.2022 21:00 - 30.11.2022 21:30,0,0,0,0,0,0,858,858,858
30.11.2022 21:30 - 30.11.2022 22:00,0,0,0,0,0,0,868,868,868
30.11.2022 22:00 - 30.11.2022 22:30,0,0,0,0,0,0,857,857,857
30.11.2022 22:30 - 30.11.2022 23:00,0,0,0,0,0,0,845,845,845
30.11.2022 23:00 - 30.11.2022 23:30,0,0,0,0,0,0,821,821,821
30.11.2022 23:30 - 01.12.2022 00:00,0,0,0,0,0,0,797,797,797
01.12.2022 00:00 - 01.12.2022 00:30,0,0,0,0,0,0,792,792,792
01.12.2022 00:30 - 01.12.2022 01:00,0,0,0,0,0,0,786,786,786
01.12.2022 01:00 - 01.12.2022 01:30,0,0,0,0,0,0,774,774,774
01.12.2022 01:30 - 01.12.2022 02:00,0,0,0,0,0,0,762,762,762
01.12.2022 02:00 - 01.12.2022 02:30,0,0,0,0,0,0,796,796,796
01.12.2022 02:30 - 01.12.2022 03:00,0,0,0,0,0,0,829,829,829
01.12.2022 03:00 - 01.12.2022 03:30,0,0,0,0,0,0,833,833,833
01.12.2022 03:30 - 01.12.2022 04:00,0,0,0,0,0,0,837,837,837
01.12.2022 04:00 - 01.12.2022 04:30,0,0,0,0,0,0,835,835,835
01.12.2022 04:30 - 01.12.2022 05:00,0,0,0,0,0,0,833,833,833
01.12.2022 05:00 - 01.12.2022 05:30,0,0,0,0,0,0,784,784,784
01.12.2022 05:30 - 01.12.2022 06:00,0,0,0,0,0,0,734,734,734
01.12.2022 06:00 - 01.12.2022 06:30,0,0,0,0,0,0,732,732,732
01.12.2022 06:30 - 01.12.2022 07:00,0,0,0,0,0,0,730,730,730
01.12.2022 07:00 - 01.12.2022 07:30,37,37,37,0,0,0,722,722,722
01.12.2022 07:30 - 01.12.2022 08:00,250,250,250,0,0,0,714,714,714
01.12.2022 08:00 - 01.12.2022 08:30,574,574,574,0,0,0,753,753,753
01.12.2022 08:30 - 01.12.2022 09:00,888,888,888,0,0,0,791,791,791
01.12.2022 09:00 - 01.12.2022 09:30,1125,1125,1125,0,0,0,801,801,801
01.12.2022 09:30 - 01.12.2022 10:00,1356,1356,1356,0,0,0,810,810,810
01.12.2022 10:00 - 01.12.2022 10:30,1509,1509,1509,0,0,0,806,806,806
01.12.2022 10:30 - 01.12.2022 11:00,1600,1600,1600,0,0,0,801,801,801
01.12.2022 11:00 - 01.12.2022 11:30,1646,1646,1646,0,0,0,778,778,778
01.12.2022 11:30 - 01.12.2022 12:00,1561,1561,1561,0,0,0,755,755,755
01.12.2022 12:00 - 01.12.2022 12:30,1336,1336,1336,0,0,0,736,736,736
01.12.2022 12:30 - 01.12.2022 13:00,1086,1086,1086,0,0,0,716,716,716
01.12.2022 13:00 - 01.12.2022 13:30,794,794,794,0,0,0,690,690,690
01.12.2022 13:30 - 01.12.2022 14:00,435,435,435,0,0,0,663,663,663
01.12.2022 14:00 - 01.12.2022 14:30,152,152,152,0,0,0,679,679,679
01.12.2022 14:30 - 01.12.2022 15:00,14,14,14,0,0,0,694,694,694
01.12.2022 15:00 - 01.12.2022 15:30,0,0,0,0,0,0,685,685,685
01.12.2022 15:30 - 01.12.2022 16:00,0,0,0,0,0,0,676,676,676
01.12.2022 16:00 - 01.12.2022 16:30,0,0,0,0,0,0,666,666,666
01.12.2022 16:30 - 01.12.2022 17:00,0,0,0,0,0,0,655,655,655
01.12.2022 17:00 - 01.12.2022 17:30,0,0,0,0,0,0,652,652,652
01.12.2022 17:30 - 01.12.2022 18:00,0,0,0,0,0,0,648,648,648
01.12.2022 18:00 - 01.12.2022 18:30,0,0,0,0,0,0,641,641,641
01.12.2022 18:30 - 01.12.2022 19:00,0,0,0,0,0,0,634,634,634
01.12.2022 19:00 - 01.12.2022 19:30,0,0,0,0,0,0,630,630,630
01.12.2022 19:30 - 01.12.2022 20:00,0,0,0,0,0,0,626,626,626
01.12.2022 20:00 - 01.12.2022 20:30,0,0,0,0,0,0,627,627,627
01.12.2022 20:30 - 01.12.2022 21:00,0,0,0,0,0,0,628,628,628
01.12.2022 21:00 - 01.12.2022 21:30,0,0,0,0,0,0,628,628,628
01.12.2022 21:30 - 01.12.2022 22:00,0,0,0,0,0,0,628,628,628
01.12.2022 22:00 - 01.12.2022 22:30,0,0,0,0,0,0,609,609,609
01.12.2022 22:30 - 01.12.2022 23:00,0,0,0,0,0,0,589,589,589
01.12.2022 23:00 - 01.12.2022 23:30,0,0,0,0,0,0,577,577,577
01.12.2022 23:30 - 02.12.2022 00:00,0,0,0,0,0,0,565,565,565
02.12.2022 00:00 - 02.12.2022 00:30,0,0,0,0,0,0,576,576,576
02.12.2022 00:30 - 02.12.2022 01:00,0,0,0,0,0,0,586,586,586
02.12.2022 01:00 - 02.12.2022 01:30,0,0,0,0,0,0,595,595,595
02.12.2022 01:30 - 02.12.2022 02:00,0,0,0,0,0,0,603,603,603
02.12.2022 02:00 - 02.12.2022 02:30,0,0,0,0,0,0,648,648,648
02.12.2022 02:30 - 02.12.2022 03:00,0,0,0,0,0,0,692,692,692
02.12.2022 03:00 - 02.12.2022 03:30,0,0,0,0,0,0,685,685,685
02.12.2022 03:30 - 02.12.2022 04:00,0,0,0,0,0,0,677,677,677
02.12.2022 04:00 - 02.12.2022 04:30,0,0,0,0,0,0,682,682,682
02.12.2022 04:30 - 02.12.2022 05:00,0,0,0,0,0,0,686,686,686
02.12.2022 05:00 - 02.12.2022 05:30,0,0,0,0,0,0,673,673,673
02.12.2022 05:30 - 02.12.2022 06:00,0,0,0,0,0,0,659,659,659
02.12.2022 06:00 - 02.12.2022 06:30,0,0,0,0,0,0,674,674,674
02.12.2022 06:30 - 02.12.2022 07:00,0,0,0,0,0,0,689,689,689
02.12.2022 07:00 - 02.12.2022 07:30,166,166,166,0,0,0,727,727,727
02.12.2022 07:30 - 02.12.2022 08:00,349,349,349,0,0,0,764,764,764
02.12.2022 08:00 - 02.12.2022 08:30,489,489,489,0,0,0,831,831,831
02.12.2022 08:30 - 02.12.2022 09:00,799,799,799,0,0,0,897,897,897
02.12.2022 09:00 - 02.12.2022 09:30,1066,1066,1066,0,0,0,938,938,938
02.12.2022 09:30 - 02.12.2022 10:00,1441,1441,1441,0,0,0,978,978,978
02.12.2022 10:00 - 02.12.2022 10:30,1680,1680,1680,0,0,0,1002,1002,1002
02.12.2022 10:30 - 02.12.2022 11:00,1618,1618,1618,0,0,0,1025,1025,1025
02.12.2022 11:00 - 02.12.2022 11:30,1675,1675,1675,0,0,0,1040,1040,1040
02.12.2022 11:30 - 02.12.2022 12:00,1647,1647,1647,0,0,0,1055,1055,1055
02.12.2022 12:00 - 02.12.2022 12:30,1491,1491,1491,0,0,0,1072,1072,1072
02.12.2022 12:30 - 02.12.2022 13:00,1267,1267,1267,0,0,0,1089,1089,1089
02.12.2022 13:00 - 02.12.2022 13:30,919,919,919,0,0,0,1104,1104,1104
02.12.2022 13:30 - 02.12.2022 14:00,555,555,555,0,0,0,1118,1118,1118
02.12.2022 14:00 - 02.12.2022 14:30,224,224,224,0,0,0,1166,1166,1166
02.12.2022 14:30 - 02.12.2022 15:00,20,20,20,0,0,0,1214,1214,1214
02.12.2022 15:00 - 02.12.2022 15:30,0,0,0,0,0,0,1244,1244,1244
02.12.2022 15:30 - 02.12.2022 16:00,0,0,0,0,0,0,1273,1273,1273
02.12.2022 16:00 - 02.12.2022 16:30,0,0,0,0,0,0,1301,1301,1301
02.12.2022 16:30 - 02.12.2022 17:00,0,0,0,0,0,0,1328,1328,1328
02.12.2022 17:00 - 02.12.2022 17:30,0,0,0,0,0,0,1344,1344,1344
02.12.2022 17:30 - 02.12.2022 18:00,0,0,0,0,0,0,1360,1360,1360
02.12.2022 18:00 - 02.12.2022 18:30,0,0,0,0,0,0,1360,1360,1360
02.12.2022 18:30 - 02.12.2022 19:00,0,0,0,0,0,0,1360,1360,1360
02.12.2022 19:00 - 02.12.2022 19:30,0,0,0,0,0,0,1370,1370,1370
02.12.2022 19:30 - 02.12.2022 20:00,0,0,0,0,0,0,1379,1379,1379
02.12.2022 20:00 - 02.12.2022 20:30,0,0,0,0,0,0,1378,1378,1378
02.12.2022 20:30 - 02.12.2022 21:00,0,0,0,0,0,0,1376,1376,1376
02.12.2022 21:00 - 02.12.2022 21:30,0,0,0,0,0,0,1381,1381,1381
02.12.2022 21:30 - 02.12.2022 22:00,0,0,0,0,0,0,1385,1385,1385
02.12.2022 22:00 - 02.12.2022 22:30,0,0,0,0,0,0,1368,1368,1368
02.12.2022 22:30 - 02.12.2022 23:00,0,0,0,0,0,0,1350,1350,1350
02.12.2022 23:00 - 02.12.2022 23:30,0,0,0,0,0,0,1347,1347,1347
02.12.2022 23:30 - 03.12.2022 00:00,0,0,0,0,0,0,1343,1343,1343
03.12.2022 00:00 - 03.12.2022 00:30,0,0,0,0,0,0,1345,1345,1345
03.12.2022 00:30 - 03.12.2022 01:00,0,0,0,0,0,0,1347,1347,1347
03.12.2022 01:00 - 03.12.2022 01:30,0,0,0,0,0,0,1365,1365,1365
03.12.2022 01:30 - 03.12.2022 02:00,0,0,0,0,0,0,1383,1383,1383
03.12.2022 02:00 - 03.12.2022 02:30,0,0,0,0,0,0,1381,1381,1381
03.12.2022 02:30 - 03.12.2022 03:00,0,0,0,0,0,0,1379,1379,1379
03.12.2022 03:00 - 03.12.2022 03:30,0,0,0,0,0,0,1380,1380,1380
03.12.2022 03:30 - 03.12.2022 04:00,0,0,0,0,0,0,1381,1381,1381
03.12.2022 04:00 - 03.12.2022 04:30,0,0,0,0,0,0,1387,1387,1387
03.12.2022 04:30 - 03.12.2022 05:00,0,0,0,0,0,0,1392,1392,1392
03.12.2022 05:00 - 03.12.2022 05:30,0,0,0,0,0,0,1399,1399,1399
03.12.2022 05:30 - 03.12.2022 06:00,0,0,0,0,0,0,1405,1405,1405
03.12.2022 06:00 - 03.12.2022 06:30,0,0,0,0,0,0,1419,1419,1419
03.12.2022 06:30 - 03.12.2022 07:00,0,0,0,0,0,0,1433,1433,1433
03.12.2022 07:00 - 03.12.2022 07:30,13,13,13,0,0,0,1453,1453,1453
03.12.2022 07:30 - 03.12.2022 08:00,198,198,198,0,0,0,1473,1473,1473
03.12.2022 08:00 - 03.12.2022 08:30,556,556,556,0,0,0,1488,1488,1488
03.12.2022 08:30 - 03.12.2022 09:00,890,890,890,0,0,0,1503,1503,1503
03.12.2022 09:00 - 03.12.2022 09:30,1229,1229,1229,0,0,0,1510,1510,1510
03.12.2022 09:30 - 03.12.2022 10:00,1459,1459,1459,0,0,0,1517,1517,1517
03.12.2022 10:00 - 03.12.2022 10:30,1574,1574,1574,0,0,0,1526,1526,1526
03.12.2022 10:30 - 03.12.2022 11:00,1577,1577,1577,0,0,0,1534,1534,1534
03.12.2022 11:00 - 03.12.2022 11:30,1555,1555,1555,0,0,0,1541,1541,1541
03.12.2022 11:30 - 03.12.2022 12:00,1500,1500,1500,0,0,0,1548,1548,1548
03.12.2022 12:00 - 03.12.2022 12:30,1258,1258,1258,0,0,0,1527,1527,1527
03.12.2022 12:30 - 03.12.2022 13:00,992,992,992,0,0,0,1505,1505,1505
03.12.2022 13:00 - 03.12.2022 13:30,751,751,751,0,0,0,1491,1491,1491
03.12.2022 13:30 - 03.12.2022 14:00,463,463,463,0,0,0,1477,1477,1477
03.12.2022 14:00 - 03.12.2022 14:30,157,157,157,0,0,0,1490,1490,1490
03.12.2022 14:30 - 03.12.2022 15:00,16,16,16,0,0,0,1503,1503,1503
03.12.2022 15:00 - 03.12.2022 15:30,0,0,0,0,0,0,1492,1492,1492
03.12.2022 15:30 - 03.12.2022 16:00,0,0,0,0,0,0,1480,1480,1480
03.12.2022 16:00 - 03.12.2022 16:30,0,0,0,0,0,0,1502,1502,1502
03.12.2022 16:30 - 03.12.2022 17:00,0,0,0,0,0,0,1523,1523,1523
03.12.2022 17:00 - 03.12.2022 17:30,0,0,0,0,0,0,1549,1549,1549
03.12.2022 17:30 - 03.12.2022 18:00,0,0,0,0,0,0,1575,1575,1575
03.12.2022 18:00 - 03.12.2022 18:30,0,0,0,0,0,0,1573,1573,1573
03.12.2022 18:30 - 03.12.2022 19:00,0,0,0,0,0,0,1571,1571,1571
03.12.2022 19:00 - 03.12.2022 19:30,0,0,0,0,0,0,1571,1571,1571
03.12.2022 19:30 - 03.12.2022 20:00,0,0,0,0,0,0,1570,1570,1570
03.12.2022 20:00 - 03.12.2022 20:30,0,0,0,0,0,0,1545,1545,1545
03.12.2022 20:30 - 03.12.2022 21:00,0,0,0,0,0,0,1519,1519,1519
03.12.2022 21:00 - 03.12.2022 21:30,0,0,0,0,0,0,1514,1514,1514
03.12.2022 21:30 - 03.12.2022 22:00,0,0,0,0,0,0,1509,1509,1509
03.12.2022 22:00 - 03.12.2022 22:30,0,0,0,0,0,0,1503,1503,1503
03.12.2022 22:30 - 03.12.2022 23:00,0,0,0,0,0,0,1496,1496,1496
03.12.2022 23:00 - 03.12.2022 23:30,0,0,0,0,0,0,1513,1513,1513
03.12.2022 23:30 - 04.12.2022 00:00,0,0,0,0,0,0,1529,1529,1529
04.12.2022 00:00 - 04.12.2022 00:30,0,0,0,0,0,0,1530,1530,1530
04.12.2022 00:30 - 04.12.2022 01:00,0,0,0,0,0,0,1531,1531,1531
04.12.2022 01:00 - 04.12.2022 01:30,0,0,0,0,0,0,1571,1571,1571
04.12.2022 01:30 - 04.12.2022 02:00,0,0,0,0,0,0,1611,1611,1611
04.12.2022 02:00 - 04.12.2022 02:30,0,0,0,0,0,0,1614,1614,1614
04.12.2022 02:30 - 04.12.2022 03:00,0,0,0,0,0,0,1616,1616,1616
04.12.2022 03:00 - 04.12.2022 03:30,0,0,0,0,0,0,1649,1649,1649
04.12.2022 03:30 - 04.12.2022 04:00,0,0,0,0,0,0,1682,1682,1682
04.12.2022 04:00 - 04.12.2022 04:30,0,0,0,0,0,0,1740,1740,1740
04.12.2022 04:30 - 04.12.2022 05:00,0,0,0,0,0,0,1797,1797,1797
04.12.2022 05:00 - 04.12.2022 05:30,0,0,0,0,0,0,1801,1801,1801
04.12.2022 05:30 - 04.12.2022 06:00,0,0,0,0,0,0,1804,1804,1804
04.12.2022 06:00 - 04.12.2022 06:30,0,0,0,0,0,0,1820,1820,1820
04.12.2022 06:30 - 04.12.2022 07:00,0,0,0,0,0,0,1836,1836,1836
04.12.2022 07:00 - 04.12.2022 07:30,1,1,1,0,0,0,1877,1877,1877
04.12.2022 07:30 - 04.12.2022 08:00,34,34,34,0,0,0,1918,1918,1918
04.12.2022 08:00 - 04.12.2022 08:30,121,121,121,0,0,0,1932,1932,1932
04.12.2022 08:30 - 04.12.2022 09:00,236,236,236,0,0,0,1946,1946,1946
04.12.2022 09:00 - 04.12.2022 09:30,356,356,356,0,0,0,1966,1966,1966
04.12.2022 09:30 - 04.12.2022 10:00,439,439,439,0,0,0,1985,1985,1985
04.12.2022 10:00 - 04.12.2022 10:30,530,530,530,0,0,0,1995,1995,1995
04.12.2022 10:30 - 04.12.2022 11:00,551,551,551,0,0,0,2005,2005,2005
04.12.2022 11:00 - 04.12.2022 11:30,509,509,509,0,0,0,2041,2041,2041
04.12.2022 11:30 - 04.12.2022 12:00,467,467,467,0,0,0,2076,2076,2076
04.12.2022 12:00 - 04.12.2022 12:30,396,396,396,0,0,0,2088,2088,2088
04.12.2022 12:30 - 04.12.2022 13:00,286,286,286,0,0,0,2099,2099,2099
04.12.2022 13:00 - 04.12.2022 13:30,205,205,205,0,0,0,2083,2083,2083
04.12.2022 13:30 - 04.12.2022 14:00,124,124,124,0,0,0,2066,2066,2066
04.12.2022 14:00 - 04.12.2022 14:30,35,35,35,0,0,0,2071,2071,2071
04.12.2022 14:30 - 04.12.2022 15:00,2,2,2,0,0,0,2076,2076,2076
04.12.2022 15:00 - 04.12.2022 15:30,0,0,0,0,0,0,2083,2083,2083
04.12.2022 15:30 - 04.12.2022 16:00,0,0,0,0,0,0,2090,2090,2090
04.12.2022 16:00 - 04.12.2022 16:30,0,0,0,0,0,0,2061,2061,2061
04.12.2022 16:30 - 04.12.2022 17:00,0,0,0,0,0,0,2031,2031,2031
