Time (CET/CEST),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Intraday / United Kindom (UK),Generation - Wind Offshore  [MW] Current / United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK)
04.12.2022 17:00 - 04.12.2022 17:30,0,0,0,0,0,0,1998,1998,1998
04.12.2022 17:30 - 04.12.2022 18:00,0,0,0,0,0,0,1965,1965,1965
04.12.2022 18:00 - 04.12.2022 18:30,0,0,0,0,0,0,1947,1947,1947
04.12.2022 18:30 - 04.12.2022 19:00,0,0,0,0,0,0,1929,1929,1929
04.12.2022 19:00 - 04.12.2022 19:30,0,0,0,0,0,0,1896,1896,1896
04.12.2022 19:30 - 04.12.2022 20:00,0,0,0,0,0,0,1862,1862,1862
04.12.2022 20:00 - 04.12.2022 20:30,0,0,0,0,0,0,1847,1847,1847
04.12.2022 20:30 - 04.12.2022 21:00,0,0,0,0,0,0,1832,1832,1832
04.12.2022 21:00 - 04.12.2022 21:30,0,0,0,0,0,0,1795,1795,1795
04.12.2022 21:30 - 04.12.2022 22:00,0,0,0,0,0,0,1757,1757,1757
04.12.2022 22:00 - 04.12.2022 22:30,0,0,0,0,0,0,1747,1747,1747
04.12.2022 22:30 - 04.12.2022 23:00,0,0,0,0,0,0,1737,1737,1737
04.12.2022 23:00 - 04.12.2022 23:30,0,0,0,0,0,0,1730,1730,1730
04.12.2022 23:30 - 05.12.2022 00:00,0,0,0,0,0,0,1722,1722,1722
05.12.2022 00:00 - 05.12.2022 00:30,0,0,0,0,0,0,1700,1700,1700
05.12.2022 00:30 - 05.12.2022 01:00,0,0,0,0,0,0,1677,1677,1677
05.12.2022 01:00 - 05.12.2022 01:30,0,0,0,0,0,0,1673,1673,1673
05.12.2022 01:30 - 05.12.2022 02:00,0,0,0,0,0,0,1668,1668,1668
05.12.2022 02:00 - 05.12.2022 02:30,0,0,0,0,0,0,1656,1656,1656
05.12.2022 02:30 - 05.12.2022 03:00,0,0,0,0,0,0,1644,1644,1644
05.12.2022 03:00 - 05.12.2022 03:30,0,0,0,0,0,0,1647,1647,1647
05.12.2022 03:30 - 05.12.2022 04:00,0,0,0,0,0,0,1650,1650,1650
05.12.2022 04:00 - 05.12.2022 04:30,0,0,0,0,0,0,1664,1664,1664
05.12.2022 04:30 - 05.12.2022 05:00,0,0,0,0,0,0,1678,1678,1678
05.12.2022 05:00 - 05.12.2022 05:30,0,0,0,0,0,0,1687,1687,1687
05.12.2022 05:30 - 05.12.2022 06:00,0,0,0,0,0,0,1696,1696,1696
05.12.2022 06:00 - 05.12.2022 06:30,0,0,0,0,0,0,1701,1701,1701
05.12.2022 06:30 - 05.12.2022 07:00,0,0,0,0,0,0,1706,1706,1706
05.12.2022 07:00 - 05.12.2022 07:30,4,4,4,0,0,0,1725,1725,1725
05.12.2022 07:30 - 05.12.2022 08:00,99,99,99,0,0,0,1743,1743,1743
05.12.2022 08:00 - 05.12.2022 08:30,286,286,286,0,0,0,1757,1757,1757
05.12.2022 08:30 - 05.12.2022 09:00,477,477,477,0,0,0,1770,1770,1770
05.12.2022 09:00 - 05.12.2022 09:30,672,672,672,0,0,0,1785,1785,1785
05.12.2022 09:30 - 05.12.2022 10:00,839,839,839,0,0,0,1800,1800,1800
05.12.2022 10:00 - 05.12.2022 10:30,947,947,947,0,0,0,1781,1781,1781
05.12.2022 10:30 - 05.12.2022 11:00,1077,1077,1077,0,0,0,1761,1761,1761
05.12.2022 11:00 - 05.12.2022 11:30,1183,1183,1183,0,0,0,1774,1774,1774
05.12.2022 11:30 - 05.12.2022 12:00,1153,1153,1153,0,0,0,1787,1787,1787
05.12.2022 12:00 - 05.12.2022 12:30,1023,1023,1023,0,0,0,1785,1785,1785
05.12.2022 12:30 - 05.12.2022 13:00,837,837,837,0,0,0,1782,1782,1782
05.12.2022 13:00 - 05.12.2022 13:30,580,580,580,0,0,0,1743,1743,1743
05.12.2022 13:30 - 05.12.2022 14:00,316,316,316,0,0,0,1703,1703,1703
05.12.2022 14:00 - 05.12.2022 14:30,101,101,101,0,0,0,1693,1693,1693
05.12.2022 14:30 - 05.12.2022 15:00,3,3,3,0,0,0,1683,1683,1683
05.12.2022 15:00 - 05.12.2022 15:30,0,0,0,0,0,0,1663,1663,1663
05.12.2022 15:30 - 05.12.2022 16:00,0,0,0,0,0,0,1642,1642,1642
05.12.2022 16:00 - 05.12.2022 16:30,0,0,0,0,0,0,1607,1607,1607
05.12.2022 16:30 - 05.12.2022 17:00,0,0,0,0,0,0,1571,1571,1571
05.12.2022 17:00 - 05.12.2022 17:30,0,0,0,0,0,0,1540,1540,1540
05.12.2022 17:30 - 05.12.2022 18:00,0,0,0,0,0,0,1508,1508,1508
05.12.2022 18:00 - 05.12.2022 18:30,0,0,0,0,0,0,1479,1479,1479
05.12.2022 18:30 - 05.12.2022 19:00,0,0,0,0,0,0,1449,1449,1449
05.12.2022 19:00 - 05.12.2022 19:30,0,0,0,0,0,0,1433,1433,1433
05.12.2022 19:30 - 05.12.2022 20:00,0,0,0,0,0,0,1417,1417,1417
05.12.2022 20:00 - 05.12.2022 20:30,0,0,0,0,0,0,1395,1395,1395
05.12.2022 20:30 - 05.12.2022 21:00,0,0,0,0,0,0,1372,1372,1372
05.12.2022 21:00 - 05.12.2022 21:30,0,0,0,0,0,0,1369,1369,1369
05.12.2022 21:30 - 05.12.2022 22:00,0,0,0,0,0,0,1365,1365,1365
05.12.2022 22:00 - 05.12.2022 22:30,0,0,0,0,0,0,1365,1365,1365
05.12.2022 22:30 - 05.12.2022 23:00,0,0,0,0,0,0,1365,1365,1365
05.12.2022 23:00 - 05.12.2022 23:30,0,0,0,0,0,0,1379,1379,1379
05.12.2022 23:30 - 06.12.2022 00:00,0,0,0,0,0,0,1393,1393,1393
06.12.2022 00:00 - 06.12.2022 00:30,0,0,0,0,0,0,1401,1401,1401
06.12.2022 00:30 - 06.12.2022 01:00,0,0,0,0,0,0,1408,1408,1408
06.12.2022 01:00 - 06.12.2022 01:30,0,0,0,0,0,0,1418,1418,1418
06.12.2022 01:30 - 06.12.2022 02:00,0,0,0,0,0,0,1427,1427,1427
06.12.2022 02:00 - 06.12.2022 02:30,0,0,0,0,0,0,1444,1444,1444
06.12.2022 02:30 - 06.12.2022 03:00,0,0,0,0,0,0,1461,1461,1461
06.12.2022 03:00 - 06.12.2022 03:30,0,0,0,0,0,0,1478,1478,1478
06.12.2022 03:30 - 06.12.2022 04:00,0,0,0,0,0,0,1494,1494,1494
06.12.2022 04:00 - 06.12.2022 04:30,0,0,0,0,0,0,1521,1521,1521
06.12.2022 04:30 - 06.12.2022 05:00,0,0,0,0,0,0,1547,1547,1547
06.12.2022 05:00 - 06.12.2022 05:30,0,0,0,0,0,0,1520,1520,1520
06.12.2022 05:30 - 06.12.2022 06:00,0,0,0,0,0,0,1492,1492,1492
06.12.2022 06:00 - 06.12.2022 06:30,0,0,0,0,0,0,1479,1479,1479
06.12.2022 06:30 - 06.12.2022 07:00,0,0,0,0,0,0,1465,1465,1465
06.12.2022 07:00 - 06.12.2022 07:30,21,21,21,0,0,0,1469,1469,1469
06.12.2022 07:30 - 06.12.2022 08:00,278,278,278,0,0,0,1472,1472,1472
06.12.2022 08:00 - 06.12.2022 08:30,807,807,807,0,0,0,1461,1461,1461
06.12.2022 08:30 - 06.12.2022 09:00,1395,1395,1395,0,0,0,1449,1449,1449
06.12.2022 09:00 - 06.12.2022 09:30,1893,1893,1893,0,0,0,1458,1458,1458
06.12.2022 09:30 - 06.12.2022 10:00,2311,2311,2311,0,0,0,1467,1467,1467
06.12.2022 10:00 - 06.12.2022 10:30,2669,2669,2669,0,0,0,1469,1469,1469
06.12.2022 10:30 - 06.12.2022 11:00,2957,2957,2957,0,0,0,1470,1470,1470
06.12.2022 11:00 - 06.12.2022 11:30,3010,3010,3010,0,0,0,1490,1490,1490
06.12.2022 11:30 - 06.12.2022 12:00,2935,2935,2935,0,0,0,1509,1509,1509
06.12.2022 12:00 - 06.12.2022 12:30,2602,2602,2602,0,0,0,1512,1512,1512
06.12.2022 12:30 - 06.12.2022 13:00,2201,2201,2201,0,0,0,1514,1514,1514
06.12.2022 13:00 - 06.12.2022 13:30,1567,1567,1567,0,0,0,1498,1498,1498
06.12.2022 13:30 - 06.12.2022 14:00,864,864,864,0,0,0,1481,1481,1481
06.12.2022 14:00 - 06.12.2022 14:30,283,283,283,0,0,0,1483,1483,1483
06.12.2022 14:30 - 06.12.2022 15:00,20,20,20,0,0,0,1484,1484,1484
06.12.2022 15:00 - 06.12.2022 15:30,0,0,0,0,0,0,1507,1507,1507
06.12.2022 15:30 - 06.12.2022 16:00,0,0,0,0,0,0,1530,1530,1530
06.12.2022 16:00 - 06.12.2022 16:30,0,0,0,0,0,0,1547,1547,1547
06.12.2022 16:30 - 06.12.2022 17:00,0,0,0,0,0,0,1563,1563,1563
06.12.2022 17:00 - 06.12.2022 17:30,0,0,0,0,0,0,1541,1541,1541
06.12.2022 17:30 - 06.12.2022 18:00,0,0,0,0,0,0,1518,1518,1518
06.12.2022 18:00 - 06.12.2022 18:30,0,0,0,0,0,0,1481,1481,1481
06.12.2022 18:30 - 06.12.2022 19:00,0,0,0,0,0,0,1444,1444,1444
06.12.2022 19:00 - 06.12.2022 19:30,0,0,0,0,0,0,1442,1442,1442
06.12.2022 19:30 - 06.12.2022 20:00,0,0,0,0,0,0,1440,1440,1440
06.12.2022 20:00 - 06.12.2022 20:30,0,0,0,0,0,0,1430,1430,1430
06.12.2022 20:30 - 06.12.2022 21:00,0,0,0,0,0,0,1420,1420,1420
06.12.2022 21:00 - 06.12.2022 21:30,0,0,0,0,0,0,1412,1412,1412
06.12.2022 21:30 - 06.12.2022 22:00,0,0,0,0,0,0,1403,1403,1403
06.12.2022 22:00 - 06.12.2022 22:30,0,0,0,0,0,0,1375,1375,1375
06.12.2022 22:30 - 06.12.2022 23:00,0,0,0,0,0,0,1347,1347,1347
06.12.2022 23:00 - 06.12.2022 23:30,0,0,0,0,0,0,1339,1339,1339
06.12.2022 23:30 - 07.12.2022 00:00,0,0,0,0,0,0,1330,1330,1330
07.12.2022 00:00 - 07.12.2022 00:30,0,0,0,0,0,0,1326,1326,1326
07.12.2022 00:30 - 07.12.2022 01:00,0,0,0,0,0,0,1321,1321,1321
07.12.2022 01:00 - 07.12.2022 01:30,0,0,0,0,0,0,1326,1326,1326
07.12.2022 01:30 - 07.12.2022 02:00,0,0,0,0,0,0,1330,1330,1330
07.12.2022 02:00 - 07.12.2022 02:30,0,0,0,0,0,0,1324,1324,1324
07.12.2022 02:30 - 07.12.2022 03:00,0,0,0,0,0,0,1318,1318,1318
07.12.2022 03:00 - 07.12.2022 03:30,0,0,0,0,0,0,1334,1334,1334
07.12.2022 03:30 - 07.12.2022 04:00,0,0,0,0,0,0,1349,1349,1349
07.12.2022 04:00 - 07.12.2022 04:30,0,0,0,0,0,0,1339,1339,1339
07.12.2022 04:30 - 07.12.2022 05:00,0,0,0,0,0,0,1329,1329,1329
07.12.2022 05:00 - 07.12.2022 05:30,0,0,0,0,0,0,1278,1278,1278
07.12.2022 05:30 - 07.12.2022 06:00,0,0,0,0,0,0,1227,1227,1227
07.12.2022 06:00 - 07.12.2022 06:30,0,0,0,0,0,0,1201,1201,1201
07.12.2022 06:30 - 07.12.2022 07:00,0,0,0,0,0,0,1175,1175,1175
07.12.2022 07:00 - 07.12.2022 07:30,28,28,28,0,0,0,1162,1162,1162
07.12.2022 07:30 - 07.12.2022 08:00,376,376,376,0,0,0,1148,1148,1148
07.12.2022 08:00 - 07.12.2022 08:30,1054,1054,1054,0,0,0,1155,1155,1155
07.12.2022 08:30 - 07.12.2022 09:00,1818,1818,1818,0,0,0,1161,1161,1161
07.12.2022 09:00 - 07.12.2022 09:30,2432,2432,2432,0,0,0,1176,1176,1176
07.12.2022 09:30 - 07.12.2022 10:00,2885,2885,2885,0,0,0,1191,1191,1191
07.12.2022 10:00 - 07.12.2022 10:30,3201,3201,3201,0,0,0,1213,1213,1213
07.12.2022 10:30 - 07.12.2022 11:00,3337,3337,3337,0,0,0,1235,1235,1235
07.12.2022 11:00 - 07.12.2022 11:30,3292,3292,3292,0,0,0,1265,1265,1265
07.12.2022 11:30 - 07.12.2022 12:00,3209,3209,3209,0,0,0,1294,1294,1294
07.12.2022 12:00 - 07.12.2022 12:30,2932,2932,2932,0,0,0,1299,1299,1299
07.12.2022 12:30 - 07.12.2022 13:00,2510,2510,2510,0,0,0,1303,1303,1303
07.12.2022 13:00 - 07.12.2022 13:30,1863,1863,1863,0,0,0,1295,1295,1295
07.12.2022 13:30 - 07.12.2022 14:00,1119,1119,1119,0,0,0,1287,1287,1287
07.12.2022 14:00 - 07.12.2022 14:30,373,373,373,0,0,0,1285,1285,1285
07.12.2022 14:30 - 07.12.2022 15:00,27,27,27,0,0,0,1282,1282,1282
07.12.2022 15:00 - 07.12.2022 15:30,0,0,0,0,0,0,1295,1295,1295
07.12.2022 15:30 - 07.12.2022 16:00,0,0,0,0,0,0,1307,1307,1307
07.12.2022 16:00 - 07.12.2022 16:30,0,0,0,0,0,0,1325,1325,1325
07.12.2022 16:30 - 07.12.2022 17:00,0,0,0,0,0,0,1343,1343,1343
07.12.2022 17:00 - 07.12.2022 17:30,0,0,0,0,0,0,1347,1347,1347
07.12.2022 17:30 - 07.12.2022 18:00,0,0,0,0,0,0,1351,1351,1351
07.12.2022 18:00 - 07.12.2022 18:30,0,0,0,0,0,0,1360,1360,1360
07.12.2022 18:30 - 07.12.2022 19:00,0,0,0,0,0,0,1369,1369,1369
07.12.2022 19:00 - 07.12.2022 19:30,0,0,0,0,0,0,1358,1358,1358
07.12.2022 19:30 - 07.12.2022 20:00,0,0,0,0,0,0,1346,1346,1346
07.12.2022 20:00 - 07.12.2022 20:30,0,0,0,0,0,0,1327,1327,1327
07.12.2022 20:30 - 07.12.2022 21:00,0,0,0,0,0,0,1308,1308,1308
07.12.2022 21:00 - 07.12.2022 21:30,0,0,0,0,0,0,1321,1321,1321
07.12.2022 21:30 - 07.12.2022 22:00,0,0,0,0,0,0,1334,1334,1334
07.12.2022 22:00 - 07.12.2022 22:30,0,0,0,0,0,0,1292,1292,1292
07.12.2022 22:30 - 07.12.2022 23:00,0,0,0,0,0,0,1250,1250,1250
07.12.2022 23:00 - 07.12.2022 23:30,0,0,0,0,0,0,1267,1267,1267
07.12.2022 23:30 - 08.12.2022 00:00,0,0,0,0,0,0,1283,1283,1283
08.12.2022 00:00 - 08.12.2022 00:30,0,0,0,0,0,0,1283,1283,1283
08.12.2022 00:30 - 08.12.2022 01:00,0,0,0,0,0,0,1282,1282,1282
08.12.2022 01:00 - 08.12.2022 01:30,0,0,0,0,0,0,1299,1299,1299
08.12.2022 01:30 - 08.12.2022 02:00,0,0,0,0,0,0,1315,1315,1315
08.12.2022 02:00 - 08.12.2022 02:30,0,0,0,0,0,0,1296,1296,1296
08.12.2022 02:30 - 08.12.2022 03:00,0,0,0,0,0,0,1277,1277,1277
08.12.2022 03:00 - 08.12.2022 03:30,0,0,0,0,0,0,1274,1274,1274
08.12.2022 03:30 - 08.12.2022 04:00,0,0,0,0,0,0,1270,1270,1270
08.12.2022 04:00 - 08.12.2022 04:30,0,0,0,0,0,0,1271,1271,1271
08.12.2022 04:30 - 08.12.2022 05:00,0,0,0,0,0,0,1271,1271,1271
08.12.2022 05:00 - 08.12.2022 05:30,0,0,0,0,0,0,1245,1245,1245
08.12.2022 05:30 - 08.12.2022 06:00,0,0,0,0,0,0,1218,1218,1218
08.12.2022 06:00 - 08.12.2022 06:30,0,0,0,0,0,0,1209,1209,1209
08.12.2022 06:30 - 08.12.2022 07:00,0,0,0,0,0,0,1199,1199,1199
08.12.2022 07:00 - 08.12.2022 07:30,26,26,26,0,0,0,1190,1190,1190
08.12.2022 07:30 - 08.12.2022 08:00,439,439,439,0,0,0,1180,1180,1180
08.12.2022 08:00 - 08.12.2022 08:30,1291,1291,1291,0,0,0,1185,1185,1185
08.12.2022 08:30 - 08.12.2022 09:00,2218,2218,2218,0,0,0,1190,1190,1190
08.12.2022 09:00 - 08.12.2022 09:30,3082,3082,3082,0,0,0,1208,1208,1208
08.12.2022 09:30 - 08.12.2022 10:00,3672,3672,3672,0,0,0,1225,1225,1225
08.12.2022 10:00 - 08.12.2022 10:30,3986,3986,3986,0,0,0,1226,1226,1226
08.12.2022 10:30 - 08.12.2022 11:00,4145,4145,4145,0,0,0,1226,1226,1226
08.12.2022 11:00 - 08.12.2022 11:30,4063,4063,4063,0,0,0,1239,1239,1239
08.12.2022 11:30 - 08.12.2022 12:00,3898,3898,3898,0,0,0,1251,1251,1251
08.12.2022 12:00 - 08.12.2022 12:30,3523,3523,3523,0,0,0,1231,1231,1231
08.12.2022 12:30 - 08.12.2022 13:00,2898,2898,2898,0,0,0,1211,1211,1211
08.12.2022 13:00 - 08.12.2022 13:30,2074,2074,2074,0,0,0,1197,1197,1197
08.12.2022 13:30 - 08.12.2022 14:00,1142,1142,1142,0,0,0,1183,1183,1183
08.12.2022 14:00 - 08.12.2022 14:30,362,362,362,0,0,0,1189,1189,1189
08.12.2022 14:30 - 08.12.2022 15:00,26,26,26,0,0,0,1194,1194,1194
08.12.2022 15:00 - 08.12.2022 15:30,0,0,0,0,0,0,1206,1206,1206
08.12.2022 15:30 - 08.12.2022 16:00,0,0,0,0,0,0,1217,1217,1217
08.12.2022 16:00 - 08.12.2022 16:30,0,0,0,0,0,0,1210,1210,1210
08.12.2022 16:30 - 08.12.2022 17:00,0,0,0,0,0,0,1203,1203,1203
08.12.2022 17:00 - 08.12.2022 17:30,0,0,0,0,0,0,1211,1211,1211
08.12.2022 17:30 - 08.12.2022 18:00,0,0,0,0,0,0,1219,1219,1219
08.12.2022 18:00 - 08.12.2022 18:30,0,0,0,0,0,0,1222,1222,1222
08.12.2022 18:30 - 08.12.2022 19:00,0,0,0,0,0,0,1225,1225,1225
08.12.2022 19:00 - 08.12.2022 19:30,0,0,0,0,0,0,1245,1245,1245
08.12.2022 19:30 - 08.12.2022 20:00,0,0,0,0,0,0,1265,1265,1265
08.12.2022 20:00 - 08.12.2022 20:30,0,0,0,0,0,0,1270,1270,1270
08.12.2022 20:30 - 08.12.2022 21:00,0,0,0,0,0,0,1274,1274,1274
08.12.2022 21:00 - 08.12.2022 21:30,0,0,0,0,0,0,1285,1285,1285
08.12.2022 21:30 - 08.12.2022 22:00,0,0,0,0,0,0,1296,1296,1296
08.12.2022 22:00 - 08.12.2022 22:30,0,0,0,0,0,0,1263,1263,1263
08.12.2022 22:30 - 08.12.2022 23:00,0,0,0,0,0,0,1229,1229,1229
08.12.2022 23:00 - 08.12.2022 23:30,0,0,0,0,0,0,1232,1232,1232
08.12.2022 23:30 - 09.12.2022 00:00,0,0,0,0,0,0,1235,1235,1235
09.12.2022 00:00 - 09.12.2022 00:30,0,0,0,0,0,0,1217,1217,1217
09.12.2022 00:30 - 09.12.2022 01:00,0,0,0,0,0,0,1199,1199,1199
09.12.2022 01:00 - 09.12.2022 01:30,0,0,0,0,0,0,1195,1195,1195
09.12.2022 01:30 - 09.12.2022 02:00,0,0,0,0,0,0,1191,1191,1191
09.12.2022 02:00 - 09.12.2022 02:30,0,0,0,0,0,0,1194,1194,1194
09.12.2022 02:30 - 09.12.2022 03:00,0,0,0,0,0,0,1196,1196,1196
09.12.2022 03:00 - 09.12.2022 03:30,0,0,0,0,0,0,1177,1177,1177
09.12.2022 03:30 - 09.12.2022 04:00,0,0,0,0,0,0,1157,1157,1157
09.12.2022 04:00 - 09.12.2022 04:30,0,0,0,0,0,0,1140,1140,1140
09.12.2022 04:30 - 09.12.2022 05:00,0,0,0,0,0,0,1122,1122,1122
09.12.2022 05:00 - 09.12.2022 05:30,0,0,0,0,0,0,1085,1085,1085
09.12.2022 05:30 - 09.12.2022 06:00,0,0,0,0,0,0,1048,1048,1048
09.12.2022 06:00 - 09.12.2022 06:30,0,0,0,0,0,0,1032,1032,1032
09.12.2022 06:30 - 09.12.2022 07:00,0,0,0,0,0,0,1016,1016,1016
09.12.2022 07:00 - 09.12.2022 07:30,12,12,12,0,0,0,1001,1001,1001
09.12.2022 07:30 - 09.12.2022 08:00,294,294,294,0,0,0,985,985,985
09.12.2022 08:00 - 09.12.2022 08:30,938,938,938,0,0,0,987,987,987
09.12.2022 08:30 - 09.12.2022 09:00,1682,1682,1682,0,0,0,988,988,988
09.12.2022 09:00 - 09.12.2022 09:30,2333,2333,2333,0,0,0,968,968,968
09.12.2022 09:30 - 09.12.2022 10:00,2889,2889,2889,0,0,0,948,948,948
09.12.2022 10:00 - 09.12.2022 10:30,3281,3281,3281,0,0,0,933,933,933
09.12.2022 10:30 - 09.12.2022 11:00,3491,3491,3491,0,0,0,918,918,918
09.12.2022 11:00 - 09.12.2022 11:30,3572,3572,3572,0,0,0,916,916,916
09.12.2022 11:30 - 09.12.2022 12:00,3531,3531,3531,0,0,0,914,914,914
09.12.2022 12:00 - 09.12.2022 12:30,3265,3265,3265,0,0,0,878,878,878
09.12.2022 12:30 - 09.12.2022 13:00,2767,2767,2767,0,0,0,841,841,841
09.12.2022 13:00 - 09.12.2022 13:30,2123,2123,2123,0,0,0,836,836,836
09.12.2022 13:30 - 09.12.2022 14:00,1216,1216,1216,0,0,0,831,831,831
09.12.2022 14:00 - 09.12.2022 14:30,392,392,392,0,0,0,835,835,835
09.12.2022 14:30 - 09.12.2022 15:00,28,28,28,0,0,0,839,839,839
09.12.2022 15:00 - 09.12.2022 15:30,0,0,0,0,0,0,835,835,835
09.12.2022 15:30 - 09.12.2022 16:00,0,0,0,0,0,0,830,830,830
09.12.2022 16:00 - 09.12.2022 16:30,0,0,0,0,0,0,823,823,823
09.12.2022 16:30 - 09.12.2022 17:00,0,0,0,0,0,0,816,816,816
09.12.2022 17:00 - 09.12.2022 17:30,0,0,0,0,0,0,801,801,801
09.12.2022 17:30 - 09.12.2022 18:00,0,0,0,0,0,0,786,786,786
09.12.2022 18:00 - 09.12.2022 18:30,0,0,0,0,0,0,788,788,788
09.12.2022 18:30 - 09.12.2022 19:00,0,0,0,0,0,0,789,789,789
09.12.2022 19:00 - 09.12.2022 19:30,0,0,0,0,0,0,778,778,778
09.12.2022 19:30 - 09.12.2022 20:00,0,0,0,0,0,0,766,766,766
09.12.2022 20:00 - 09.12.2022 20:30,0,0,0,0,0,0,768,768,768
09.12.2022 20:30 - 09.12.2022 21:00,0,0,0,0,0,0,770,770,770
09.12.2022 21:00 - 09.12.2022 21:30,0,0,0,0,0,0,763,763,763
09.12.2022 21:30 - 09.12.2022 22:00,0,0,0,0,0,0,756,756,756
09.12.2022 22:00 - 09.12.2022 22:30,0,0,0,0,0,0,781,781,781
09.12.2022 22:30 - 09.12.2022 23:00,0,0,0,0,0,0,806,806,806
09.12.2022 23:00 - 09.12.2022 23:30,0,0,0,0,0,0,799,799,799
09.12.2022 23:30 - 10.12.2022 00:00,0,0,0,0,0,0,792,792,792
10.12.2022 00:00 - 10.12.2022 00:30,0,0,0,0,0,0,781,781,781
10.12.2022 00:30 - 10.12.2022 01:00,0,0,0,0,0,0,770,770,770
10.12.2022 01:00 - 10.12.2022 01:30,0,0,0,0,0,0,784,784,784
10.12.2022 01:30 - 10.12.2022 02:00,0,0,0,0,0,0,797,797,797
10.12.2022 02:00 - 10.12.2022 02:30,0,0,0,0,0,0,804,804,804
10.12.2022 02:30 - 10.12.2022 03:00,0,0,0,0,0,0,810,810,810
10.12.2022 03:00 - 10.12.2022 03:30,0,0,0,0,0,0,799,799,799
10.12.2022 03:30 - 10.12.2022 04:00,0,0,0,0,0,0,787,787,787
10.12.2022 04:00 - 10.12.2022 04:30,0,0,0,0,0,0,773,773,773
10.12.2022 04:30 - 10.12.2022 05:00,0,0,0,0,0,0,758,758,758
10.12.2022 05:00 - 10.12.2022 05:30,0,0,0,0,0,0,733,733,733
10.12.2022 05:30 - 10.12.2022 06:00,0,0,0,0,0,0,707,707,707
10.12.2022 06:00 - 10.12.2022 06:30,0,0,0,0,0,0,710,710,710
10.12.2022 06:30 - 10.12.2022 07:00,0,0,0,0,0,0,713,713,713
10.12.2022 07:00 - 10.12.2022 07:30,17,17,17,0,0,0,704,704,704
10.12.2022 07:30 - 10.12.2022 08:00,317,317,317,0,0,0,694,694,694
10.12.2022 08:00 - 10.12.2022 08:30,972,972,972,0,0,0,697,697,697
10.12.2022 08:30 - 10.12.2022 09:00,1761,1761,1761,0,0,0,700,700,700
10.12.2022 09:00 - 10.12.2022 09:30,2463,2463,2463,0,0,0,697,697,697
10.12.2022 09:30 - 10.12.2022 10:00,2857,2857,2857,0,0,0,694,694,694
10.12.2022 10:00 - 10.12.2022 10:30,3132,3132,3132,0,0,0,695,695,695
10.12.2022 10:30 - 10.12.2022 11:00,3210,3210,3210,0,0,0,696,696,696
10.12.2022 11:00 - 10.12.2022 11:30,3144,3144,3144,0,0,0,709,709,709
10.12.2022 11:30 - 10.12.2022 12:00,2989,2989,2989,0,0,0,722,722,722
10.12.2022 12:00 - 10.12.2022 12:30,2768,2768,2768,0,0,0,706,706,706
10.12.2022 12:30 - 10.12.2022 13:00,2321,2321,2321,0,0,0,689,689,689
10.12.2022 13:00 - 10.12.2022 13:30,1654,1654,1654,0,0,0,678,678,678
10.12.2022 13:30 - 10.12.2022 14:00,924,924,924,0,0,0,666,666,666
10.12.2022 14:00 - 10.12.2022 14:30,304,304,304,0,0,0,670,670,670
10.12.2022 14:30 - 10.12.2022 15:00,20,20,20,0,0,0,673,673,673
10.12.2022 15:00 - 10.12.2022 15:30,0,0,0,0,0,0,674,674,674
10.12.2022 15:30 - 10.12.2022 16:00,0,0,0,0,0,0,675,675,675
10.12.2022 16:00 - 10.12.2022 16:30,0,0,0,0,0,0,687,687,687
10.12.2022 16:30 - 10.12.2022 17:00,0,0,0,0,0,0,698,698,698
10.12.2022 17:00 - 10.12.2022 17:30,0,0,0,0,0,0,688,688,688
10.12.2022 17:30 - 10.12.2022 18:00,0,0,0,0,0,0,678,678,678
10.12.2022 18:00 - 10.12.2022 18:30,0,0,0,0,0,0,674,674,674
10.12.2022 18:30 - 10.12.2022 19:00,0,0,0,0,0,0,670,670,670
10.12.2022 19:00 - 10.12.2022 19:30,0,0,0,0,0,0,664,664,664
10.12.2022 19:30 - 10.12.2022 20:00,0,0,0,0,0,0,658,658,658
10.12.2022 20:00 - 10.12.2022 20:30,0,0,0,0,0,0,650,650,650
10.12.2022 20:30 - 10.12.2022 21:00,0,0,0,0,0,0,641,641,641
10.12.2022 21:00 - 10.12.2022 21:30,0,0,0,0,0,0,632,632,632
10.12.2022 21:30 - 10.12.2022 22:00,0,0,0,0,0,0,623,623,623
10.12.2022 22:00 - 10.12.2022 22:30,0,0,0,0,0,0,597,597,597
10.12.2022 22:30 - 10.12.2022 23:00,0,0,0,0,0,0,570,570,570
10.12.2022 23:00 - 10.12.2022 23:30,0,0,0,0,0,0,557,557,557
10.12.2022 23:30 - 11.12.2022 00:00,0,0,0,0,0,0,543,543,543
11.12.2022 00:00 - 11.12.2022 00:30,0,0,0,0,0,0,534,534,534
11.12.2022 00:30 - 11.12.2022 01:00,0,0,0,0,0,0,525,525,525
11.12.2022 01:00 - 11.12.2022 01:30,0,0,0,0,0,0,509,509,509
11.12.2022 01:30 - 11.12.2022 02:00,0,0,0,0,0,0,492,492,492
