MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Solar  [MW] Intraday / Greece (GR),Generation - Solar  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Offshore  [MW] Intraday / Greece (GR),Generation - Wind Offshore  [MW] Current / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR),Generation - Wind Onshore  [MW] Intraday / Greece (GR),Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)
11.01.2022 08:00 - 11.01.2022 09:00,284,284,284,n/e,n/e,n/e,1240,1240,1240
11.01.2022 09:00 - 11.01.2022 10:00,487,487,487,n/e,n/e,n/e,1217,1217,1217
11.01.2022 10:00 - 11.01.2022 11:00,621,621,621,n/e,n/e,n/e,1188,1188,1188
11.01.2022 11:00 - 11.01.2022 12:00,664,664,664,n/e,n/e,n/e,1194,1194,1194
11.01.2022 12:00 - 11.01.2022 13:00,616,554,616,n/e,n/e,n/e,1238,1135,1238
11.01.2022 13:00 - 11.01.2022 14:00,492,464,492,n/e,n/e,n/e,1291,1210,1291
11.01.2022 14:00 - 11.01.2022 15:00,318,311,318,n/e,n/e,n/e,1353,1319,1353
11.01.2022 15:00 - 11.01.2022 16:00,133,133,133,n/e,n/e,n/e,1455,1439,1455
11.01.2022 16:00 - 11.01.2022 17:00,17,17,17,n/e,n/e,n/e,1602,1602,1602
11.01.2022 17:00 - 11.01.2022 18:00,0,0,0,n/e,n/e,n/e,1793,1788,1793
11.01.2022 18:00 - 11.01.2022 19:00,0,0,0,n/e,n/e,n/e,2019,1965,2019
11.01.2022 19:00 - 11.01.2022 20:00,0,0,0,n/e,n/e,n/e,2234,2160,2234
11.01.2022 20:00 - 11.01.2022 21:00,0,0,0,n/e,n/e,n/e,2392,2322,2392
11.01.2022 21:00 - 11.01.2022 22:00,0,0,0,n/e,n/e,n/e,2521,2404,2521
11.01.2022 22:00 - 11.01.2022 23:00,0,0,0,n/e,n/e,n/e,2617,2469,2617
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,n/e,n/e,n/e,2529,2529,2529
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,n/e,n/e,n/e,2519,2519,2519
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,n/e,n/e,n/e,2581,2581,2581
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,n/e,n/e,n/e,2626,2626,2626
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,n/e,n/e,n/e,2633,2633,2633
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,n/e,n/e,n/e,2624,2624,2624
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,n/e,n/e,n/e,2616,2616,2616
12.01.2022 06:00 - 12.01.2022 07:00,3,3,3,n/e,n/e,n/e,2603,2603,2603
12.01.2022 07:00 - 12.01.2022 08:00,104,104,104,n/e,n/e,n/e,2583,2583,2583
12.01.2022 08:00 - 12.01.2022 09:00,359,359,359,n/e,n/e,n/e,2561,2561,2561
12.01.2022 09:00 - 12.01.2022 10:00,621,621,621,n/e,n/e,n/e,2547,2547,2547
12.01.2022 10:00 - 12.01.2022 11:00,800,800,800,n/e,n/e,n/e,2555,2555,2555
12.01.2022 11:00 - 12.01.2022 12:00,891,891,891,n/e,n/e,n/e,2557,2557,2557
12.01.2022 12:00 - 12.01.2022 13:00,887,1029,887,n/e,n/e,n/e,2541,2037,2541
12.01.2022 13:00 - 12.01.2022 14:00,779,906,779,n/e,n/e,n/e,2531,2048,2531
12.01.2022 14:00 - 12.01.2022 15:00,547,628,547,n/e,n/e,n/e,2529,2064,2529
12.01.2022 15:00 - 12.01.2022 16:00,220,245,220,n/e,n/e,n/e,2530,2070,2530
12.01.2022 16:00 - 12.01.2022 17:00,21,23,21,n/e,n/e,n/e,2542,2084,2542
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,n/e,n/e,n/e,2552,2102,2552
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,n/e,n/e,n/e,2562,2112,2562
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,n/e,n/e,n/e,2576,2116,2576
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,n/e,n/e,n/e,2583,2113,2583
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,n/e,n/e,n/e,2581,2106,2581
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,n/e,n/e,n/e,2570,2100,2570
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,n/e,n/e,n/e,2096,2096,2096
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,n/e,n/e,n/e,2370,2370,2370
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,n/e,n/e,n/e,2355,2355,2355
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,n/e,n/e,n/e,2339,2339,2339
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,n/e,n/e,n/e,2324,2324,2324
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,n/e,n/e,n/e,2317,2317,2317
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,n/e,n/e,n/e,2309,2309,2309
13.01.2022 06:00 - 13.01.2022 07:00,3,3,3,n/e,n/e,n/e,2297,2297,2297
13.01.2022 07:00 - 13.01.2022 08:00,226,226,226,n/e,n/e,n/e,2285,2285,2285
13.01.2022 08:00 - 13.01.2022 09:00,778,778,778,n/e,n/e,n/e,2273,2273,2273
13.01.2022 09:00 - 13.01.2022 10:00,1273,1273,1273,n/e,n/e,n/e,2256,2256,2256
13.01.2022 10:00 - 13.01.2022 11:00,1553,1553,1553,n/e,n/e,n/e,2243,2243,2243
13.01.2022 11:00 - 13.01.2022 12:00,1655,1655,1655,n/e,n/e,n/e,2232,2232,2232
13.01.2022 12:00 - 13.01.2022 13:00,1601,1624,1601,n/e,n/e,n/e,2215,2143,2215
13.01.2022 13:00 - 13.01.2022 14:00,1376,1388,1376,n/e,n/e,n/e,2200,2146,2200
13.01.2022 14:00 - 13.01.2022 15:00,960,962,960,n/e,n/e,n/e,2188,2148,2188
13.01.2022 15:00 - 13.01.2022 16:00,391,381,391,n/e,n/e,n/e,2168,2139,2168
13.01.2022 16:00 - 13.01.2022 17:00,38,36,38,n/e,n/e,n/e,2149,2135,2149
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,n/e,n/e,n/e,2130,2139,2130
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,n/e,n/e,n/e,2117,2136,2117
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,n/e,n/e,n/e,2113,2124,2113
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,n/e,n/e,n/e,2099,2094,2099
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,n/e,n/e,n/e,2068,2063,2068
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,n/e,n/e,n/e,2025,2022,2025
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,n/e,n/e,n/e,1968,1968,1968
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,n/e,n/e,n/e,1820,1820,1820
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,n/e,n/e,n/e,1762,1762,1762
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,n/e,n/e,n/e,1704,1704,1704
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,n/e,n/e,n/e,1633,1633,1633
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,n/e,n/e,n/e,1564,1564,1564
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,n/e,n/e,n/e,1488,1488,1488
14.01.2022 06:00 - 14.01.2022 07:00,4,4,4,n/e,n/e,n/e,1394,1394,1394
14.01.2022 07:00 - 14.01.2022 08:00,277,277,277,n/e,n/e,n/e,1283,1283,1283
14.01.2022 08:00 - 14.01.2022 09:00,945,945,945,n/e,n/e,n/e,1148,1148,1148
14.01.2022 09:00 - 14.01.2022 10:00,1516,1516,1516,n/e,n/e,n/e,1026,1026,1026
14.01.2022 10:00 - 14.01.2022 11:00,1826,1826,1826,n/e,n/e,n/e,955,955,955
14.01.2022 11:00 - 14.01.2022 12:00,1945,1945,1945,n/e,n/e,n/e,926,926,926
14.01.2022 12:00 - 14.01.2022 13:00,1879,1895,1879,n/e,n/e,n/e,894,1096,894
14.01.2022 13:00 - 14.01.2022 14:00,1610,1620,1610,n/e,n/e,n/e,840,1008,840
14.01.2022 14:00 - 14.01.2022 15:00,1117,1118,1117,n/e,n/e,n/e,769,893,769
14.01.2022 15:00 - 14.01.2022 16:00,452,442,452,n/e,n/e,n/e,696,814,696
14.01.2022 16:00 - 14.01.2022 17:00,44,41,44,n/e,n/e,n/e,647,780,647
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,n/e,n/e,n/e,610,735,610
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,n/e,n/e,n/e,581,669,581
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,n/e,n/e,n/e,555,615,555
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,n/e,n/e,n/e,533,590,533
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,n/e,n/e,n/e,517,594,517
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,n/e,n/e,n/e,506,600,506
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,n/e,n/e,n/e,595,595,595
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,n/e,n/e,n/e,518,518,518
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,n/e,n/e,n/e,517,517,517
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,n/e,n/e,n/e,558,558,558
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,n/e,n/e,n/e,634,634,634
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,n/e,n/e,n/e,711,711,711
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,n/e,n/e,n/e,797,797,797
15.01.2022 06:00 - 15.01.2022 07:00,4,4,4,n/e,n/e,n/e,910,910,910
15.01.2022 07:00 - 15.01.2022 08:00,279,279,279,n/e,n/e,n/e,1047,1047,1047
15.01.2022 08:00 - 15.01.2022 09:00,949,949,949,n/e,n/e,n/e,1190,1190,1190
15.01.2022 09:00 - 15.01.2022 10:00,1510,1510,1510,n/e,n/e,n/e,1319,1319,1319
15.01.2022 10:00 - 15.01.2022 11:00,1802,1802,1802,n/e,n/e,n/e,1481,1481,1481
15.01.2022 11:00 - 15.01.2022 12:00,1883,1883,1883,n/e,n/e,n/e,1644,1644,1644
15.01.2022 12:00 - 15.01.2022 13:00,1786,1794,1786,n/e,n/e,n/e,1731,2123,1731
15.01.2022 13:00 - 15.01.2022 14:00,1500,1500,1500,n/e,n/e,n/e,1784,2160,1784
15.01.2022 14:00 - 15.01.2022 15:00,1029,1023,1029,n/e,n/e,n/e,1791,2159,1791
15.01.2022 15:00 - 15.01.2022 16:00,424,414,424,n/e,n/e,n/e,1759,2107,1759
15.01.2022 16:00 - 15.01.2022 17:00,44,42,44,n/e,n/e,n/e,1723,2035,1723
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,n/e,n/e,n/e,1702,1964,1702
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,n/e,n/e,n/e,1685,1907,1685
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,n/e,n/e,n/e,1661,1852,1661
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,n/e,n/e,n/e,1638,1794,1638
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,n/e,n/e,n/e,1628,1757,1628
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,n/e,n/e,n/e,1620,1726,1620
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,n/e,n/e,n/e,1664,1664,1664
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,n/e,n/e,n/e,1422,1422,1422
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,n/e,n/e,n/e,1362,1362,1362
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,n/e,n/e,n/e,1315,1315,1315
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,n/e,n/e,n/e,1285,1285,1285
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,n/e,n/e,n/e,1264,1264,1264
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,n/e,n/e,n/e,1241,1241,1241
16.01.2022 06:00 - 16.01.2022 07:00,3,3,3,n/e,n/e,n/e,1189,1189,1189
16.01.2022 07:00 - 16.01.2022 08:00,237,237,237,n/e,n/e,n/e,1093,1093,1093
16.01.2022 08:00 - 16.01.2022 09:00,805,805,805,n/e,n/e,n/e,975,975,975
16.01.2022 09:00 - 16.01.2022 10:00,1286,1286,1286,n/e,n/e,n/e,854,854,854
16.01.2022 10:00 - 16.01.2022 11:00,1551,1551,1551,n/e,n/e,n/e,762,762,762
16.01.2022 11:00 - 16.01.2022 12:00,1643,1643,1643,n/e,n/e,n/e,691,691,691
16.01.2022 12:00 - 16.01.2022 13:00,1577,1603,1577,n/e,n/e,n/e,623,810,623
16.01.2022 13:00 - 16.01.2022 14:00,1355,1377,1355,n/e,n/e,n/e,573,751,573
16.01.2022 14:00 - 16.01.2022 15:00,950,967,950,n/e,n/e,n/e,535,700,535
16.01.2022 15:00 - 16.01.2022 16:00,403,404,403,n/e,n/e,n/e,500,644,500
16.01.2022 16:00 - 16.01.2022 17:00,44,44,44,n/e,n/e,n/e,480,599,480
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,n/e,n/e,n/e,466,564,466
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,n/e,n/e,n/e,452,529,452
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,n/e,n/e,n/e,439,499,439
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,n/e,n/e,n/e,423,470,423
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,n/e,n/e,n/e,411,454,411
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,n/e,n/e,n/e,415,459,415
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,n/e,n/e,n/e,477,477,477
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,n/e,n/e,n/e,421,421,421
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,n/e,n/e,n/e,444,444,444
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,n/e,n/e,n/e,479,479,479
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,n/e,n/e,n/e,530,530,530
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,n/e,n/e,n/e,583,583,583
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,n/e,n/e,n/e,640,640,640
17.01.2022 06:00 - 17.01.2022 07:00,3,3,3,n/e,n/e,n/e,711,711,711
17.01.2022 07:00 - 17.01.2022 08:00,252,238,252,n/e,n/e,n/e,793,1320,793
17.01.2022 08:00 - 17.01.2022 09:00,857,815,857,n/e,n/e,n/e,847,807,847
17.01.2022 09:00 - 17.01.2022 10:00,1384,1346,1384,n/e,n/e,n/e,856,823,856
17.01.2022 10:00 - 17.01.2022 11:00,1684,1658,1684,n/e,n/e,n/e,899,866,899
17.01.2022 11:00 - 17.01.2022 12:00,1795,1787,1795,n/e,n/e,n/e,995,953,995
17.01.2022 12:00 - 17.01.2022 13:00,1731,1727,1731,n/e,n/e,n/e,1050,997,1050
17.01.2022 13:00 - 17.01.2022 14:00,1480,1469,1480,n/e,n/e,n/e,1034,980,1034
17.01.2022 14:00 - 17.01.2022 15:00,1030,1013,1030,n/e,n/e,n/e,964,913,964
17.01.2022 15:00 - 17.01.2022 16:00,424,410,424,n/e,n/e,n/e,878,844,878
17.01.2022 16:00 - 17.01.2022 17:00,43,41,43,n/e,n/e,n/e,824,800,824
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,n/e,n/e,n/e,797,767,797
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,n/e,n/e,n/e,795,771,795
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,n/e,n/e,n/e,811,799,811
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,n/e,n/e,n/e,846,822,846
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,n/e,n/e,n/e,869,830,869
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,n/e,n/e,n/e,886,817,886
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,n/e,n/e,n/e,804,804,804
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,n/e,n/e,n/e,916,916,916
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,n/e,n/e,n/e,925,925,925
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,n/e,n/e,n/e,1002,1002,1002
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,n/e,n/e,n/e,1168,1168,1168
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,n/e,n/e,n/e,1304,1304,1304
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,n/e,n/e,n/e,1394,1394,1394
18.01.2022 06:00 - 18.01.2022 07:00,3,3,3,n/e,n/e,n/e,1497,1497,1497
18.01.2022 07:00 - 18.01.2022 08:00,256,256,256,n/e,n/e,n/e,1599,1599,1599
18.01.2022 08:00 - 18.01.2022 09:00,864,864,864,n/e,n/e,n/e,1738,1738,1738
18.01.2022 09:00 - 18.01.2022 10:00,1398,1398,1398,n/e,n/e,n/e,1896,1896,1896
18.01.2022 10:00 - 18.01.2022 11:00,1695,1695,1695,n/e,n/e,n/e,1999,1999,1999
18.01.2022 11:00 - 18.01.2022 12:00,1799,1799,1799,n/e,n/e,n/e,2008,2008,2008
18.01.2022 12:00 - 18.01.2022 13:00,1740,1774,1740,n/e,n/e,n/e,1958,2266,1958
18.01.2022 13:00 - 18.01.2022 14:00,1515,1551,1515,n/e,n/e,n/e,1906,2181,1906
18.01.2022 14:00 - 18.01.2022 15:00,1087,1113,1087,n/e,n/e,n/e,1833,2063,1833
18.01.2022 15:00 - 18.01.2022 16:00,473,473,473,n/e,n/e,n/e,1747,1935,1747
18.01.2022 16:00 - 18.01.2022 17:00,57,57,57,n/e,n/e,n/e,1696,1824,1696
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,n/e,n/e,n/e,1654,1731,1654
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,n/e,n/e,n/e,1607,1661,1607
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,n/e,n/e,n/e,1592,1600,1592
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,n/e,n/e,n/e,1640,1579,1640
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,n/e,n/e,n/e,1746,1638,1746
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,n/e,n/e,n/e,1869,1751,1869
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,n/e,n/e,n/e,1860,1860,1860
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,n/e,n/e,n/e,1693,1693,1693
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,n/e,n/e,n/e,1820,1820,1820
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,n/e,n/e,n/e,1908,1908,1908
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,n/e,n/e,n/e,1971,1971,1971
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,n/e,n/e,n/e,1995,1995,1995
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,n/e,n/e,n/e,1962,1962,1962
19.01.2022 06:00 - 19.01.2022 07:00,4,4,4,n/e,n/e,n/e,1852,1852,1852
19.01.2022 07:00 - 19.01.2022 08:00,289,289,289,n/e,n/e,n/e,1676,1676,1676
19.01.2022 08:00 - 19.01.2022 09:00,946,946,946,n/e,n/e,n/e,1470,1470,1470
19.01.2022 09:00 - 19.01.2022 10:00,1493,1493,1493,n/e,n/e,n/e,1259,1259,1259
19.01.2022 10:00 - 19.01.2022 11:00,1783,1783,1783,n/e,n/e,n/e,1039,1039,1039
19.01.2022 11:00 - 19.01.2022 12:00,1883,1883,1883,n/e,n/e,n/e,811,811,811
19.01.2022 12:00 - 19.01.2022 13:00,1816,1816,1816,n/e,n/e,n/e,623,693,623
19.01.2022 13:00 - 19.01.2022 14:00,1571,1571,1571,n/e,n/e,n/e,479,548,479
19.01.2022 14:00 - 19.01.2022 15:00,1121,1121,1121,n/e,n/e,n/e,377,430,377
19.01.2022 15:00 - 19.01.2022 16:00,488,488,488,n/e,n/e,n/e,312,338,312
19.01.2022 16:00 - 19.01.2022 17:00,61,61,61,n/e,n/e,n/e,293,292,293
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,n/e,n/e,n/e,310,298,310
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,n/e,n/e,n/e,344,326,344
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,n/e,n/e,n/e,399,377,399
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,n/e,n/e,n/e,469,446,469
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,n/e,n/e,n/e,551,526,551
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,n/e,n/e,n/e,650,620,650
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,n/e,n/e,n/e,720,720,720
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,n/e,n/e,n/e,835,835,835
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,n/e,n/e,n/e,930,930,930
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,n/e,n/e,n/e,1003,1003,1003
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,n/e,n/e,n/e,1058,1058,1058
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,n/e,n/e,n/e,1114,1114,1114
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,n/e,n/e,n/e,1155,1155,1155
20.01.2022 06:00 - 20.01.2022 07:00,4,4,4,n/e,n/e,n/e,1235,1235,1235
20.01.2022 07:00 - 20.01.2022 08:00,292,292,292,n/e,n/e,n/e,1266,1266,1266
20.01.2022 08:00 - 20.01.2022 09:00,928,928,928,n/e,n/e,n/e,1282,1282,1282
20.01.2022 09:00 - 20.01.2022 10:00,1473,1473,1473,n/e,n/e,n/e,1300,1300,1300
20.01.2022 10:00 - 20.01.2022 11:00,1771,1771,1771,n/e,n/e,n/e,1388,1388,1388
20.01.2022 11:00 - 20.01.2022 12:00,1863,1863,1863,n/e,n/e,n/e,1513,1513,1513
20.01.2022 12:00 - 20.01.2022 13:00,1789,1789,1789,n/e,n/e,n/e,1615,1615,1615
20.01.2022 13:00 - 20.01.2022 14:00,1526,1526,1526,n/e,n/e,n/e,1678,1678,1678
20.01.2022 14:00 - 20.01.2022 15:00,1075,1075,1075,n/e,n/e,n/e,1694,1694,1694
20.01.2022 15:00 - 20.01.2022 16:00,467,467,467,n/e,n/e,n/e,1678,1678,1678
20.01.2022 16:00 - 20.01.2022 17:00,57,57,57,n/e,n/e,n/e,1676,1676,1676
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,n/e,n/e,n/e,1651,1651,1651
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,n/e,n/e,n/e,1637,1637,1637
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,n/e,n/e,n/e,1627,1627,1627
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,n/e,n/e,n/e,1627,1627,1627
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,n/e,n/e,n/e,1642,1642,1642
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,n/e,n/e,n/e,1672,1672,1672
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,n/e,n/e,n/e,1699,1699,1699
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,n/e,n/e,n/e,1392,1392,1392
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,n/e,n/e,n/e,1400,1400,1400
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,n/e,n/e,n/e,1435,1435,1435
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,n/e,n/e,n/e,1499,1499,1499
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,n/e,n/e,n/e,1567,1567,1567
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,n/e,n/e,n/e,1614,1614,1614
21.01.2022 06:00 - 21.01.2022 07:00,4,4,4,n/e,n/e,n/e,1622,1622,1622
21.01.2022 07:00 - 21.01.2022 08:00,227,227,227,n/e,n/e,n/e,1586,1586,1586
21.01.2022 08:00 - 21.01.2022 09:00,699,699,699,n/e,n/e,n/e,1521,1521,1521
21.01.2022 09:00 - 21.01.2022 10:00,1126,1126,1126,n/e,n/e,n/e,1476,1476,1476
21.01.2022 10:00 - 21.01.2022 11:00,1368,1266,1368,n/e,n/e,n/e,1478,1640,1478
21.01.2022 11:00 - 21.01.2022 12:00,1454,1311,1454,n/e,n/e,n/e,1551,1725,1551
21.01.2022 12:00 - 21.01.2022 13:00,1383,1228,1383,n/e,n/e,n/e,1596,1770,1596
21.01.2022 13:00 - 21.01.2022 14:00,1150,1016,1150,n/e,n/e,n/e,1589,1744,1589
21.01.2022 14:00 - 21.01.2022 15:00,781,687,781,n/e,n/e,n/e,1547,1650,1547
21.01.2022 15:00 - 21.01.2022 16:00,335,293,335,n/e,n/e,n/e,1466,1535,1466
21.01.2022 16:00 - 21.01.2022 17:00,54,47,54,n/e,n/e,n/e,1388,1420,1388
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,n/e,n/e,n/e,1309,1344,1309
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,n/e,n/e,n/e,1217,1248,1217
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,n/e,n/e,n/e,1127,1176,1127
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,n/e,n/e,n/e,1105,1086,1105
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,n/e,n/e,n/e,1159,1068,1159
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,n/e,n/e,n/e,1274,1121,1274
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,n/e,n/e,n/e,1208,1208,1208
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,n/e,n/e,n/e,1326,1326,1326
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,n/e,n/e,n/e,1470,1470,1470
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,n/e,n/e,n/e,1688,1688,1688
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,n/e,n/e,n/e,1843,1843,1843
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,n/e,n/e,n/e,1904,1904,1904
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,n/e,n/e,n/e,1941,1941,1941
22.01.2022 06:00 - 22.01.2022 07:00,4,4,4,n/e,n/e,n/e,1934,1934,1934
22.01.2022 07:00 - 22.01.2022 08:00,205,205,205,n/e,n/e,n/e,1910,1910,1910
22.01.2022 08:00 - 22.01.2022 09:00,665,665,665,n/e,n/e,n/e,1911,1911,1911
22.01.2022 09:00 - 22.01.2022 10:00,1144,1144,1144,n/e,n/e,n/e,1911,1911,1911
22.01.2022 10:00 - 22.01.2022 11:00,1463,1463,1463,n/e,n/e,n/e,1914,1914,1914
22.01.2022 11:00 - 22.01.2022 12:00,1624,1624,1624,n/e,n/e,n/e,1934,1934,1934
22.01.2022 12:00 - 22.01.2022 13:00,1615,1496,1615,n/e,n/e,n/e,1927,1857,1927
22.01.2022 13:00 - 22.01.2022 14:00,1422,1325,1422,n/e,n/e,n/e,1916,1895,1916
