MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
04.10.2022 18:00 - 04.10.2022 19:00,2584,2584,2574,n/e,n/e,n/e,1654,1654,1625
04.10.2022 19:00 - 04.10.2022 20:00,380,380,379,n/e,n/e,n/e,1822,1822,1632
04.10.2022 20:00 - 04.10.2022 21:00,0,0,0,n/e,n/e,n/e,1991,1991,1639
04.10.2022 21:00 - 04.10.2022 22:00,0,0,0,n/e,n/e,n/e,2215,2215,2081
04.10.2022 22:00 - 04.10.2022 23:00,0,0,0,n/e,n/e,n/e,2440,2440,2522
04.10.2022 23:00 - 05.10.2022 00:00,0,0,0,n/e,n/e,n/e,2664,2664,2963
05.10.2022 00:00 - 05.10.2022 01:00,0,0,0,n/e,n/e,n/e,3382,3382,3502
05.10.2022 01:00 - 05.10.2022 02:00,0,0,0,n/e,n/e,n/e,3954,3954,3978
05.10.2022 02:00 - 05.10.2022 03:00,0,0,0,n/e,n/e,n/e,4526,4526,4452
05.10.2022 03:00 - 05.10.2022 04:00,0,0,0,n/e,n/e,n/e,5138,5138,4994
05.10.2022 04:00 - 05.10.2022 05:00,0,0,0,n/e,n/e,n/e,5750,5750,5535
05.10.2022 05:00 - 05.10.2022 06:00,0,0,0,n/e,n/e,n/e,6362,6362,6076
05.10.2022 06:00 - 05.10.2022 07:00,0,0,0,n/e,n/e,n/e,6571,6571,6388
05.10.2022 07:00 - 05.10.2022 08:00,0,0,0,n/e,n/e,n/e,6781,6781,6246
05.10.2022 08:00 - 05.10.2022 09:00,0,0,0,n/e,n/e,n/e,6991,6991,6343
05.10.2022 09:00 - 05.10.2022 10:00,805,805,813,n/e,n/e,n/e,6913,6913,6456
05.10.2022 10:00 - 05.10.2022 11:00,3222,3222,3232,n/e,n/e,n/e,6834,6834,6957
05.10.2022 11:00 - 05.10.2022 12:00,5697,5697,5713,n/e,n/e,n/e,6754,6754,6966
05.10.2022 12:00 - 05.10.2022 13:00,7582,7582,7620,n/e,n/e,n/e,7583,7583,8107
05.10.2022 13:00 - 05.10.2022 14:00,8691,8691,8651,n/e,n/e,n/e,8411,8411,9244
05.10.2022 14:00 - 05.10.2022 15:00,9038,9038,8911,n/e,n/e,n/e,9239,9239,10378
05.10.2022 15:00 - 05.10.2022 16:00,8525,8525,8455,n/e,n/e,n/e,8970,8970,10274
05.10.2022 16:00 - 05.10.2022 17:00,7116,7116,7194,n/e,n/e,n/e,8702,8702,10168
05.10.2022 17:00 - 05.10.2022 18:00,5049,5049,5127,n/e,n/e,n/e,8434,8434,10057
05.10.2022 18:00 - 05.10.2022 19:00,2377,2377,2422,n/e,n/e,n/e,7632,7632,9048
05.10.2022 19:00 - 05.10.2022 20:00,318,318,320,n/e,n/e,n/e,6831,6831,8038
05.10.2022 20:00 - 05.10.2022 21:00,0,0,0,n/e,n/e,n/e,6030,6030,7027
05.10.2022 21:00 - 05.10.2022 22:00,0,0,0,n/e,n/e,n/e,5733,5733,6739
05.10.2022 22:00 - 05.10.2022 23:00,0,0,0,n/e,n/e,n/e,5437,5437,6450
05.10.2022 23:00 - 06.10.2022 00:00,0,0,0,n/e,n/e,n/e,5140,5140,6162
06.10.2022 00:00 - 06.10.2022 01:00,0,0,0,n/e,n/e,n/e,5486,5486,4685
06.10.2022 01:00 - 06.10.2022 02:00,0,0,0,n/e,n/e,n/e,4588,4588,3818
06.10.2022 02:00 - 06.10.2022 03:00,0,0,0,n/e,n/e,n/e,3693,3693,2952
06.10.2022 03:00 - 06.10.2022 04:00,0,0,0,n/e,n/e,n/e,3382,3382,2718
06.10.2022 04:00 - 06.10.2022 05:00,0,0,0,n/e,n/e,n/e,3077,3077,2483
06.10.2022 05:00 - 06.10.2022 06:00,0,0,0,n/e,n/e,n/e,2774,2774,2249
06.10.2022 06:00 - 06.10.2022 07:00,0,0,0,n/e,n/e,n/e,2676,2676,2167
06.10.2022 07:00 - 06.10.2022 08:00,0,0,0,n/e,n/e,n/e,2580,2580,2165
06.10.2022 08:00 - 06.10.2022 09:00,0,0,0,n/e,n/e,n/e,2487,2487,2058
06.10.2022 09:00 - 06.10.2022 10:00,683,683,684,n/e,n/e,n/e,2063,2063,1724
06.10.2022 10:00 - 06.10.2022 11:00,2909,2909,2966,n/e,n/e,n/e,1640,1640,1238
06.10.2022 11:00 - 06.10.2022 12:00,5341,5341,5285,n/e,n/e,n/e,1220,1220,919
06.10.2022 12:00 - 06.10.2022 13:00,7039,7039,6969,n/e,n/e,n/e,1151,1151,894
06.10.2022 13:00 - 06.10.2022 14:00,7963,7963,8025,n/e,n/e,n/e,1085,1085,872
06.10.2022 14:00 - 06.10.2022 15:00,8252,8252,8145,n/e,n/e,n/e,1025,1025,856
06.10.2022 15:00 - 06.10.2022 16:00,7681,7681,7752,n/e,n/e,n/e,990,990,854
06.10.2022 16:00 - 06.10.2022 17:00,6493,6493,6594,n/e,n/e,n/e,955,955,853
06.10.2022 17:00 - 06.10.2022 18:00,4585,4585,4696,n/e,n/e,n/e,921,921,853
06.10.2022 18:00 - 06.10.2022 19:00,2159,2159,2222,n/e,n/e,n/e,927,927,830
06.10.2022 19:00 - 06.10.2022 20:00,274,274,295,n/e,n/e,n/e,934,934,810
06.10.2022 20:00 - 06.10.2022 21:00,0,0,0,n/e,n/e,n/e,942,942,792
06.10.2022 21:00 - 06.10.2022 22:00,0,0,0,n/e,n/e,n/e,1110,1110,927
06.10.2022 22:00 - 06.10.2022 23:00,0,0,0,n/e,n/e,n/e,1280,1280,1062
06.10.2022 23:00 - 07.10.2022 00:00,0,0,0,n/e,n/e,n/e,1451,1451,1201
07.10.2022 00:00 - 07.10.2022 01:00,0,0,0,n/e,n/e,n/e,1481,1481,1531
07.10.2022 01:00 - 07.10.2022 02:00,0,0,0,n/e,n/e,n/e,1663,1663,1650
07.10.2022 02:00 - 07.10.2022 03:00,0,0,0,n/e,n/e,n/e,1845,1845,1768
07.10.2022 03:00 - 07.10.2022 04:00,0,0,0,n/e,n/e,n/e,1784,1784,1684
07.10.2022 04:00 - 07.10.2022 05:00,0,0,0,n/e,n/e,n/e,1724,1724,1602
07.10.2022 05:00 - 07.10.2022 06:00,0,0,0,n/e,n/e,n/e,1664,1664,1520
07.10.2022 06:00 - 07.10.2022 07:00,0,0,0,n/e,n/e,n/e,1652,1652,1512
07.10.2022 07:00 - 07.10.2022 08:00,0,0,0,n/e,n/e,n/e,1640,1640,1433
07.10.2022 08:00 - 07.10.2022 09:00,0,0,0,n/e,n/e,n/e,1628,1628,1501
07.10.2022 09:00 - 07.10.2022 10:00,657,657,661,n/e,n/e,n/e,1484,1484,1485
07.10.2022 10:00 - 07.10.2022 11:00,2859,2859,2954,n/e,n/e,n/e,1342,1342,1326
07.10.2022 11:00 - 07.10.2022 12:00,5202,5202,5323,n/e,n/e,n/e,1199,1199,1226
07.10.2022 12:00 - 07.10.2022 13:00,6816,6816,6658,n/e,n/e,n/e,1187,1187,1144
07.10.2022 13:00 - 07.10.2022 14:00,7678,7678,7332,n/e,n/e,n/e,1176,1176,1062
07.10.2022 14:00 - 07.10.2022 15:00,7794,7794,7361,n/e,n/e,n/e,1165,1165,983
07.10.2022 15:00 - 07.10.2022 16:00,7134,7134,6745,n/e,n/e,n/e,1261,1261,1061
07.10.2022 16:00 - 07.10.2022 17:00,5800,5800,5644,n/e,n/e,n/e,1358,1358,1150
07.10.2022 17:00 - 07.10.2022 18:00,4053,4053,3923,n/e,n/e,n/e,1454,1454,1238
07.10.2022 18:00 - 07.10.2022 19:00,1816,1816,1819,n/e,n/e,n/e,1582,1582,1353
07.10.2022 19:00 - 07.10.2022 20:00,232,232,235,n/e,n/e,n/e,1710,1710,1469
07.10.2022 20:00 - 07.10.2022 21:00,0,0,0,n/e,n/e,n/e,1838,1838,1586
07.10.2022 21:00 - 07.10.2022 22:00,0,0,0,n/e,n/e,n/e,2233,2233,2010
07.10.2022 22:00 - 07.10.2022 23:00,0,0,0,n/e,n/e,n/e,2627,2627,2435
07.10.2022 23:00 - 08.10.2022 00:00,0,0,0,n/e,n/e,n/e,3022,3022,2859
08.10.2022 00:00 - 08.10.2022 01:00,0,0,0,n/e,n/e,n/e,3030,3030,2943
08.10.2022 01:00 - 08.10.2022 02:00,0,0,0,n/e,n/e,n/e,3274,3274,3151
08.10.2022 02:00 - 08.10.2022 03:00,0,0,0,n/e,n/e,n/e,3520,3520,3360
08.10.2022 03:00 - 08.10.2022 04:00,0,0,0,n/e,n/e,n/e,3318,3318,3216
08.10.2022 04:00 - 08.10.2022 05:00,0,0,0,n/e,n/e,n/e,3117,3117,3074
08.10.2022 05:00 - 08.10.2022 06:00,0,0,0,n/e,n/e,n/e,2918,2918,2933
08.10.2022 06:00 - 08.10.2022 07:00,0,0,0,n/e,n/e,n/e,2744,2744,2699
08.10.2022 07:00 - 08.10.2022 08:00,0,0,0,n/e,n/e,n/e,2571,2571,2012
08.10.2022 08:00 - 08.10.2022 09:00,0,0,0,n/e,n/e,n/e,2399,2399,1961
08.10.2022 09:00 - 08.10.2022 10:00,456,456,478,n/e,n/e,n/e,2077,2077,1700
08.10.2022 10:00 - 08.10.2022 11:00,2294,2294,2195,n/e,n/e,n/e,1756,1756,1284
08.10.2022 11:00 - 08.10.2022 12:00,4393,4393,4181,n/e,n/e,n/e,1435,1435,1013
08.10.2022 12:00 - 08.10.2022 13:00,5880,5880,5703,n/e,n/e,n/e,1376,1376,1037
08.10.2022 13:00 - 08.10.2022 14:00,6846,6846,6515,n/e,n/e,n/e,1318,1318,1060
08.10.2022 14:00 - 08.10.2022 15:00,7074,7074,6535,n/e,n/e,n/e,1260,1260,1082
08.10.2022 15:00 - 08.10.2022 16:00,6603,6603,6192,n/e,n/e,n/e,1266,1266,1095
08.10.2022 16:00 - 08.10.2022 17:00,5570,5570,5425,n/e,n/e,n/e,1271,1271,1108
08.10.2022 17:00 - 08.10.2022 18:00,4072,4072,3864,n/e,n/e,n/e,1276,1276,1118
08.10.2022 18:00 - 08.10.2022 19:00,1919,1919,1811,n/e,n/e,n/e,1416,1416,1236
08.10.2022 19:00 - 08.10.2022 20:00,234,234,227,n/e,n/e,n/e,1556,1556,1354
08.10.2022 20:00 - 08.10.2022 21:00,0,0,0,n/e,n/e,n/e,1696,1696,1472
08.10.2022 21:00 - 08.10.2022 22:00,0,0,0,n/e,n/e,n/e,2084,2084,1856
08.10.2022 22:00 - 08.10.2022 23:00,0,0,0,n/e,n/e,n/e,2472,2472,2240
08.10.2022 23:00 - 09.10.2022 00:00,0,0,0,n/e,n/e,n/e,2860,2860,2624
09.10.2022 00:00 - 09.10.2022 01:00,0,0,0,n/e,n/e,n/e,2635,2635,2815
09.10.2022 01:00 - 09.10.2022 02:00,0,0,0,n/e,n/e,n/e,2996,2996,3205
09.10.2022 02:00 - 09.10.2022 03:00,0,0,0,n/e,n/e,n/e,3359,3359,3597
09.10.2022 03:00 - 09.10.2022 04:00,0,0,0,n/e,n/e,n/e,3787,3787,3964
09.10.2022 04:00 - 09.10.2022 05:00,0,0,0,n/e,n/e,n/e,4215,4215,4333
09.10.2022 05:00 - 09.10.2022 06:00,0,0,0,n/e,n/e,n/e,4644,4644,4702
09.10.2022 06:00 - 09.10.2022 07:00,0,0,0,n/e,n/e,n/e,4801,4801,4785
09.10.2022 07:00 - 09.10.2022 08:00,0,0,0,n/e,n/e,n/e,4958,4958,5080
09.10.2022 08:00 - 09.10.2022 09:00,0,0,0,n/e,n/e,n/e,5114,5114,5089
09.10.2022 09:00 - 09.10.2022 10:00,528,528,560,n/e,n/e,n/e,4419,4419,4307
09.10.2022 10:00 - 09.10.2022 11:00,2681,2681,2869,n/e,n/e,n/e,3724,3724,3210
09.10.2022 11:00 - 09.10.2022 12:00,5131,5131,5339,n/e,n/e,n/e,3030,3030,2507
09.10.2022 12:00 - 09.10.2022 13:00,6858,6858,7141,n/e,n/e,n/e,2781,2781,2257
09.10.2022 13:00 - 09.10.2022 14:00,7801,7801,8135,n/e,n/e,n/e,2532,2532,2010
09.10.2022 14:00 - 09.10.2022 15:00,7974,7974,8278,n/e,n/e,n/e,2283,2283,1766
09.10.2022 15:00 - 09.10.2022 16:00,7507,7507,7629,n/e,n/e,n/e,2149,2149,1800
09.10.2022 16:00 - 09.10.2022 17:00,6218,6218,6341,n/e,n/e,n/e,2014,2014,1834
09.10.2022 17:00 - 09.10.2022 18:00,4409,4409,4386,n/e,n/e,n/e,1879,1879,1868
09.10.2022 18:00 - 09.10.2022 19:00,1985,1985,1954,n/e,n/e,n/e,2138,2138,2191
09.10.2022 19:00 - 09.10.2022 20:00,224,224,215,n/e,n/e,n/e,2397,2397,2515
09.10.2022 20:00 - 09.10.2022 21:00,0,0,0,n/e,n/e,n/e,2656,2656,2839
09.10.2022 21:00 - 09.10.2022 22:00,0,0,0,n/e,n/e,n/e,3162,3162,3525
09.10.2022 22:00 - 09.10.2022 23:00,0,0,0,n/e,n/e,n/e,3667,3667,4210
09.10.2022 23:00 - 10.10.2022 00:00,0,0,0,n/e,n/e,n/e,4172,4172,4895
10.10.2022 00:00 - 10.10.2022 01:00,0,0,0,n/e,n/e,n/e,4914,4914,4967
10.10.2022 01:00 - 10.10.2022 02:00,0,0,0,n/e,n/e,n/e,4971,4971,4959
10.10.2022 02:00 - 10.10.2022 03:00,0,0,0,n/e,n/e,n/e,5028,5028,4952
10.10.2022 03:00 - 10.10.2022 04:00,0,0,0,n/e,n/e,n/e,4875,4875,4741
10.10.2022 04:00 - 10.10.2022 05:00,0,0,0,n/e,n/e,n/e,4723,4723,4528
10.10.2022 05:00 - 10.10.2022 06:00,0,0,0,n/e,n/e,n/e,4572,4572,4316
10.10.2022 06:00 - 10.10.2022 07:00,0,0,0,n/e,n/e,n/e,4357,4357,4024
10.10.2022 07:00 - 10.10.2022 08:00,0,0,0,n/e,n/e,n/e,4141,4141,3246
10.10.2022 08:00 - 10.10.2022 09:00,0,0,0,n/e,n/e,n/e,3925,3925,2980
10.10.2022 09:00 - 10.10.2022 10:00,459,459,510,n/e,n/e,n/e,3426,3426,2670
10.10.2022 10:00 - 10.10.2022 11:00,2149,2149,2630,n/e,n/e,n/e,2929,2929,2126
10.10.2022 11:00 - 10.10.2022 12:00,3975,3975,4757,n/e,n/e,n/e,2431,2431,1851
10.10.2022 12:00 - 10.10.2022 13:00,5278,5278,5999,n/e,n/e,n/e,2487,2487,1751
10.10.2022 13:00 - 10.10.2022 14:00,6009,6009,6700,n/e,n/e,n/e,2543,2543,1649
10.10.2022 14:00 - 10.10.2022 15:00,6180,6180,6586,n/e,n/e,n/e,2599,2599,1557
10.10.2022 15:00 - 10.10.2022 16:00,5984,5984,6009,n/e,n/e,n/e,2918,2918,1913
10.10.2022 16:00 - 10.10.2022 17:00,4951,4951,4917,n/e,n/e,n/e,3237,3237,2286
10.10.2022 17:00 - 10.10.2022 18:00,3336,3336,3245,n/e,n/e,n/e,3556,3556,2661
10.10.2022 18:00 - 10.10.2022 19:00,1450,1450,1454,n/e,n/e,n/e,3290,3290,2578
10.10.2022 19:00 - 10.10.2022 20:00,142,142,137,n/e,n/e,n/e,3025,3025,2496
10.10.2022 20:00 - 10.10.2022 21:00,0,0,0,n/e,n/e,n/e,2759,2759,2414
10.10.2022 21:00 - 10.10.2022 22:00,0,0,0,n/e,n/e,n/e,2989,2989,2703
10.10.2022 22:00 - 10.10.2022 23:00,0,0,0,n/e,n/e,n/e,3219,3219,2995
10.10.2022 23:00 - 11.10.2022 00:00,0,0,0,n/e,n/e,n/e,3450,3450,3286
11.10.2022 00:00 - 11.10.2022 01:00,0,0,0,n/e,n/e,n/e,2789,2789,2766
11.10.2022 01:00 - 11.10.2022 02:00,0,0,0,n/e,n/e,n/e,2769,2769,2766
11.10.2022 02:00 - 11.10.2022 03:00,0,0,0,n/e,n/e,n/e,2751,2751,2768
11.10.2022 03:00 - 11.10.2022 04:00,0,0,0,n/e,n/e,n/e,2803,2803,2750
11.10.2022 04:00 - 11.10.2022 05:00,0,0,0,n/e,n/e,n/e,2855,2855,2734
11.10.2022 05:00 - 11.10.2022 06:00,0,0,0,n/e,n/e,n/e,2909,2909,2720
11.10.2022 06:00 - 11.10.2022 07:00,0,0,0,n/e,n/e,n/e,2865,2865,2717
11.10.2022 07:00 - 11.10.2022 08:00,0,0,0,n/e,n/e,n/e,2822,2822,2779
11.10.2022 08:00 - 11.10.2022 09:00,0,0,0,n/e,n/e,n/e,2779,2779,2808
11.10.2022 09:00 - 11.10.2022 10:00,394,394,416,n/e,n/e,n/e,2576,2576,2583
11.10.2022 10:00 - 11.10.2022 11:00,2042,2042,2180,n/e,n/e,n/e,2373,2373,2418
11.10.2022 11:00 - 11.10.2022 12:00,3989,3989,4118,n/e,n/e,n/e,2172,2172,2271
11.10.2022 12:00 - 11.10.2022 13:00,5455,5455,5436,n/e,n/e,n/e,1945,1945,2020
11.10.2022 13:00 - 11.10.2022 14:00,6430,6430,6220,n/e,n/e,n/e,1718,1718,1776
11.10.2022 14:00 - 11.10.2022 15:00,6778,6778,6396,n/e,n/e,n/e,1490,1490,1536
11.10.2022 15:00 - 11.10.2022 16:00,6430,6430,5995,n/e,n/e,n/e,1440,1440,1440
11.10.2022 16:00 - 11.10.2022 17:00,5451,5451,4920,n/e,n/e,n/e,1389,1389,1347
11.10.2022 17:00 - 11.10.2022 18:00,3729,3729,3474,n/e,n/e,n/e,1337,1337,1257
11.10.2022 18:00 - 11.10.2022 19:00,1565,1565,1471,n/e,n/e,n/e,1429,1429,1371
11.10.2022 19:00 - 11.10.2022 20:00,127,127,126,n/e,n/e,n/e,1522,1522,1486
11.10.2022 20:00 - 11.10.2022 21:00,0,0,0,n/e,n/e,n/e,1615,1615,1601
11.10.2022 21:00 - 11.10.2022 22:00,0,0,0,n/e,n/e,n/e,1714,1714,1847
11.10.2022 22:00 - 11.10.2022 23:00,0,0,0,n/e,n/e,n/e,1813,1813,2094
11.10.2022 23:00 - 12.10.2022 00:00,0,0,0,n/e,n/e,n/e,1913,1913,2342
12.10.2022 00:00 - 12.10.2022 01:00,0,0,0,n/e,n/e,n/e,2012,2012,1941
12.10.2022 01:00 - 12.10.2022 02:00,0,0,0,n/e,n/e,n/e,1760,1760,1658
12.10.2022 02:00 - 12.10.2022 03:00,0,0,0,n/e,n/e,n/e,1508,1508,1374
12.10.2022 03:00 - 12.10.2022 04:00,0,0,0,n/e,n/e,n/e,1327,1327,1228
12.10.2022 04:00 - 12.10.2022 05:00,0,0,0,n/e,n/e,n/e,1145,1145,1082
12.10.2022 05:00 - 12.10.2022 06:00,0,0,0,n/e,n/e,n/e,963,963,936
12.10.2022 06:00 - 12.10.2022 07:00,0,0,0,n/e,n/e,n/e,912,912,860
12.10.2022 07:00 - 12.10.2022 08:00,0,0,0,n/e,n/e,n/e,860,860,690
12.10.2022 08:00 - 12.10.2022 09:00,0,0,0,n/e,n/e,n/e,809,809,614
12.10.2022 09:00 - 12.10.2022 10:00,370,370,375,n/e,n/e,n/e,775,775,622
12.10.2022 10:00 - 12.10.2022 11:00,1996,1996,2325,n/e,n/e,n/e,741,741,689
12.10.2022 11:00 - 12.10.2022 12:00,3672,3672,4429,n/e,n/e,n/e,707,707,676
12.10.2022 12:00 - 12.10.2022 13:00,4844,4844,6055,n/e,n/e,n/e,664,664,679
12.10.2022 13:00 - 12.10.2022 14:00,5800,5800,6955,n/e,n/e,n/e,622,622,684
12.10.2022 14:00 - 12.10.2022 15:00,5932,5932,7119,n/e,n/e,n/e,582,582,692
12.10.2022 15:00 - 12.10.2022 16:00,5715,5715,6738,n/e,n/e,n/e,725,725,805
12.10.2022 16:00 - 12.10.2022 17:00,4752,4752,5940,n/e,n/e,n/e,869,869,920
12.10.2022 17:00 - 12.10.2022 18:00,3495,3495,4237,n/e,n/e,n/e,1013,1013,1037
12.10.2022 18:00 - 12.10.2022 19:00,1548,1548,1837,n/e,n/e,n/e,1074,1074,1088
12.10.2022 19:00 - 12.10.2022 20:00,133,133,152,n/e,n/e,n/e,1137,1137,1140
12.10.2022 20:00 - 12.10.2022 21:00,0,0,0,n/e,n/e,n/e,1199,1199,1192
12.10.2022 21:00 - 12.10.2022 22:00,0,0,0,n/e,n/e,n/e,1574,1574,1498
12.10.2022 22:00 - 12.10.2022 23:00,0,0,0,n/e,n/e,n/e,1949,1949,1805
12.10.2022 23:00 - 13.10.2022 00:00,0,0,0,n/e,n/e,n/e,2324,2324,2112
13.10.2022 00:00 - 13.10.2022 01:00,0,0,0,n/e,n/e,n/e,2106,2106,1769
13.10.2022 01:00 - 13.10.2022 02:00,0,0,0,n/e,n/e,n/e,2248,2248,1845
13.10.2022 02:00 - 13.10.2022 03:00,0,0,0,n/e,n/e,n/e,2390,2390,1919
13.10.2022 03:00 - 13.10.2022 04:00,0,0,0,n/e,n/e,n/e,2641,2641,2000
13.10.2022 04:00 - 13.10.2022 05:00,0,0,0,n/e,n/e,n/e,2892,2892,2080
13.10.2022 05:00 - 13.10.2022 06:00,0,0,0,n/e,n/e,n/e,3142,3142,2160
13.10.2022 06:00 - 13.10.2022 07:00,0,0,0,n/e,n/e,n/e,3276,3276,2540
13.10.2022 07:00 - 13.10.2022 08:00,0,0,0,n/e,n/e,n/e,3410,3410,2868
13.10.2022 08:00 - 13.10.2022 09:00,0,0,0,n/e,n/e,n/e,3544,3544,3154
13.10.2022 09:00 - 13.10.2022 10:00,395,395,353,n/e,n/e,n/e,3385,3385,3083
13.10.2022 10:00 - 13.10.2022 11:00,2007,2007,1483,n/e,n/e,n/e,3226,3226,3171
13.10.2022 11:00 - 13.10.2022 12:00,3651,3651,2838,n/e,n/e,n/e,3067,3067,3113
13.10.2022 12:00 - 13.10.2022 13:00,4965,4965,3989,n/e,n/e,n/e,3361,3361,3449
13.10.2022 13:00 - 13.10.2022 14:00,5756,5756,4954,n/e,n/e,n/e,3656,3656,3779
13.10.2022 14:00 - 13.10.2022 15:00,6075,6075,5283,n/e,n/e,n/e,3949,3949,4107
13.10.2022 15:00 - 13.10.2022 16:00,5761,5761,4854,n/e,n/e,n/e,3689,3689,3968
13.10.2022 16:00 - 13.10.2022 17:00,4753,4753,4010,n/e,n/e,n/e,3427,3427,3830
13.10.2022 17:00 - 13.10.2022 18:00,3236,3236,2602,n/e,n/e,n/e,3166,3166,3690
13.10.2022 18:00 - 13.10.2022 19:00,1338,1338,1091,n/e,n/e,n/e,3147,3147,3635
13.10.2022 19:00 - 13.10.2022 20:00,98,98,86,n/e,n/e,n/e,3129,3129,3580
13.10.2022 20:00 - 13.10.2022 21:00,0,0,0,n/e,n/e,n/e,3110,3110,3525
13.10.2022 21:00 - 13.10.2022 22:00,0,0,0,n/e,n/e,n/e,3138,3138,3527
13.10.2022 22:00 - 13.10.2022 23:00,0,0,0,n/e,n/e,n/e,3165,3165,3528
13.10.2022 23:00 - 14.10.2022 00:00,0,0,0,n/e,n/e,n/e,3193,3193,3528
14.10.2022 00:00 - 14.10.2022 01:00,0,0,0,n/e,n/e,n/e,3475,3475,3746
14.10.2022 01:00 - 14.10.2022 02:00,0,0,0,n/e,n/e,n/e,3394,3394,3747
14.10.2022 02:00 - 14.10.2022 03:00,0,0,0,n/e,n/e,n/e,3314,3314,3745
14.10.2022 03:00 - 14.10.2022 04:00,0,0,0,n/e,n/e,n/e,3332,3332,3642
14.10.2022 04:00 - 14.10.2022 05:00,0,0,0,n/e,n/e,n/e,3351,3351,3537
14.10.2022 05:00 - 14.10.2022 06:00,0,0,0,n/e,n/e,n/e,3369,3369,3430
14.10.2022 06:00 - 14.10.2022 07:00,0,0,0,n/e,n/e,n/e,3509,3509,3552
14.10.2022 07:00 - 14.10.2022 08:00,0,0,0,n/e,n/e,n/e,3650,3650,3655
14.10.2022 08:00 - 14.10.2022 09:00,0,0,0,n/e,n/e,n/e,3791,3791,3830
14.10.2022 09:00 - 14.10.2022 10:00,283,283,272,n/e,n/e,n/e,4383,4383,4254
14.10.2022 10:00 - 14.10.2022 11:00,1597,1597,1575,n/e,n/e,n/e,4974,4974,4534
14.10.2022 11:00 - 14.10.2022 12:00,3151,3151,2919,n/e,n/e,n/e,5564,5564,4877
14.10.2022 12:00 - 14.10.2022 13:00,4301,4301,4035,n/e,n/e,n/e,6190,6190,5572
14.10.2022 13:00 - 14.10.2022 14:00,4923,4923,4610,n/e,n/e,n/e,6817,6817,6269
14.10.2022 14:00 - 14.10.2022 15:00,5180,5180,5132,n/e,n/e,n/e,7442,7442,6969
14.10.2022 15:00 - 14.10.2022 16:00,4707,4707,4950,n/e,n/e,n/e,7359,7359,6766
14.10.2022 16:00 - 14.10.2022 17:00,4048,4048,4431,n/e,n/e,n/e,7277,7277,6561
14.10.2022 17:00 - 14.10.2022 18:00,2931,2931,3217,n/e,n/e,n/e,7194,7194,6349
14.10.2022 18:00 - 14.10.2022 19:00,1285,1285,1404,n/e,n/e,n/e,7382,7382,6293
14.10.2022 19:00 - 14.10.2022 20:00,93,93,98,n/e,n/e,n/e,7569,7569,6238
14.10.2022 20:00 - 14.10.2022 21:00,0,0,0,n/e,n/e,n/e,7757,7757,6182
14.10.2022 21:00 - 14.10.2022 22:00,0,0,0,n/e,n/e,n/e,7776,7776,6250
14.10.2022 22:00 - 14.10.2022 23:00,0,0,0,n/e,n/e,n/e,7796,7796,6318
14.10.2022 23:00 - 15.10.2022 00:00,0,0,0,n/e,n/e,n/e,7816,7816,6388
15.10.2022 00:00 - 15.10.2022 01:00,0,0,0,n/e,n/e,n/e,6069,6069,6325
15.10.2022 01:00 - 15.10.2022 02:00,0,0,0,n/e,n/e,n/e,6290,6290,6345
15.10.2022 02:00 - 15.10.2022 03:00,0,0,0,n/e,n/e,n/e,6511,6511,6371
15.10.2022 03:00 - 15.10.2022 04:00,0,0,0,n/e,n/e,n/e,6516,6516,6330
15.10.2022 04:00 - 15.10.2022 05:00,0,0,0,n/e,n/e,n/e,6522,6522,6292
15.10.2022 05:00 - 15.10.2022 06:00,0,0,0,n/e,n/e,n/e,6527,6527,6257
15.10.2022 06:00 - 15.10.2022 07:00,0,0,0,n/e,n/e,n/e,6887,6887,6826
15.10.2022 07:00 - 15.10.2022 08:00,0,0,0,n/e,n/e,n/e,7246,7246,6891
15.10.2022 08:00 - 15.10.2022 09:00,0,0,0,n/e,n/e,n/e,7606,7606,7412
15.10.2022 09:00 - 15.10.2022 10:00,363,363,365,n/e,n/e,n/e,7961,7961,7981
15.10.2022 10:00 - 15.10.2022 11:00,2199,2199,2276,n/e,n/e,n/e,8317,8317,8001
15.10.2022 11:00 - 15.10.2022 12:00,4406,4406,4441,n/e,n/e,n/e,8673,8673,8199
15.10.2022 12:00 - 15.10.2022 13:00,5949,5949,5857,n/e,n/e,n/e,8253,8253,7901
15.10.2022 13:00 - 15.10.2022 14:00,6799,6799,6614,n/e,n/e,n/e,7833,7833,7617
15.10.2022 14:00 - 15.10.2022 15:00,7034,7034,6729,n/e,n/e,n/e,7414,7414,7346
15.10.2022 15:00 - 15.10.2022 16:00,6649,6649,6259,n/e,n/e,n/e,6705,6705,6616
15.10.2022 16:00 - 15.10.2022 17:00,5537,5537,5277,n/e,n/e,n/e,5998,5998,5890
15.10.2022 17:00 - 15.10.2022 18:00,3658,3658,3594,n/e,n/e,n/e,5292,5292,5172
15.10.2022 18:00 - 15.10.2022 19:00,1430,1430,1424,n/e,n/e,n/e,4814,4814,4791
