MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
11.01.2022 11:00 - 11.01.2022 12:00,3421,3421,3571,n/e,n/e,n/e,2845,2845,2855
11.01.2022 12:00 - 11.01.2022 13:00,4510,4510,4634,n/e,n/e,n/e,2737,2737,2566
11.01.2022 13:00 - 11.01.2022 14:00,4847,4847,4785,n/e,n/e,n/e,2629,2629,2271
11.01.2022 14:00 - 11.01.2022 15:00,4359,4359,4266,n/e,n/e,n/e,2512,2512,2233
11.01.2022 15:00 - 11.01.2022 16:00,3086,3086,2989,n/e,n/e,n/e,2396,2396,2190
11.01.2022 16:00 - 11.01.2022 17:00,1308,1308,1277,n/e,n/e,n/e,2281,2281,2146
11.01.2022 17:00 - 11.01.2022 18:00,106,106,105,n/e,n/e,n/e,2348,2348,2298
11.01.2022 18:00 - 11.01.2022 19:00,0,0,0,n/e,n/e,n/e,2415,2415,2449
11.01.2022 19:00 - 11.01.2022 20:00,0,0,0,n/e,n/e,n/e,2481,2481,2596
11.01.2022 20:00 - 11.01.2022 21:00,0,0,0,n/e,n/e,n/e,2378,2378,2584
11.01.2022 21:00 - 11.01.2022 22:00,0,0,0,n/e,n/e,n/e,2276,2276,2572
11.01.2022 22:00 - 11.01.2022 23:00,0,0,0,n/e,n/e,n/e,2174,2174,2561
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,n/e,n/e,n/e,2106,2106,2438
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,n/e,n/e,n/e,2407,2407,2447
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,n/e,n/e,n/e,2428,2428,2439
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,n/e,n/e,n/e,2296,2296,2427
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,n/e,n/e,n/e,2164,2164,2420
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,n/e,n/e,n/e,2034,2034,2413
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,n/e,n/e,n/e,2156,2156,2411
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,n/e,n/e,n/e,2277,2277,2408
12.01.2022 07:00 - 12.01.2022 08:00,0,0,0,n/e,n/e,n/e,2399,2399,2382
12.01.2022 08:00 - 12.01.2022 09:00,0,0,0,n/e,n/e,n/e,2292,2292,2373
12.01.2022 09:00 - 12.01.2022 10:00,368,368,372,n/e,n/e,n/e,2187,2187,2364
12.01.2022 10:00 - 12.01.2022 11:00,1928,1928,1822,n/e,n/e,n/e,2081,2081,2347
12.01.2022 11:00 - 12.01.2022 12:00,3611,3611,3412,n/e,n/e,n/e,2070,2070,2308
12.01.2022 12:00 - 12.01.2022 13:00,4677,4677,4418,n/e,n/e,n/e,2061,2061,2270
12.01.2022 13:00 - 12.01.2022 14:00,4960,4960,4626,n/e,n/e,n/e,2052,2052,2233
12.01.2022 14:00 - 12.01.2022 15:00,4475,4475,4161,n/e,n/e,n/e,2099,2099,2349
12.01.2022 15:00 - 12.01.2022 16:00,3188,3188,2940,n/e,n/e,n/e,2147,2147,2464
12.01.2022 16:00 - 12.01.2022 17:00,1364,1364,1251,n/e,n/e,n/e,2195,2195,2580
12.01.2022 17:00 - 12.01.2022 18:00,119,119,112,n/e,n/e,n/e,2504,2504,2821
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,n/e,n/e,n/e,2812,2812,3063
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,n/e,n/e,n/e,3121,3121,3305
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,n/e,n/e,n/e,3123,3123,3274
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,n/e,n/e,n/e,3125,3125,3252
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,n/e,n/e,n/e,3127,3127,3232
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,n/e,n/e,n/e,3123,3123,3241
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,n/e,n/e,n/e,3027,3027,3100
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,n/e,n/e,n/e,3087,3087,3169
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,n/e,n/e,n/e,2918,2918,3012
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,n/e,n/e,n/e,2750,2750,2857
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,n/e,n/e,n/e,2582,2582,2703
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,n/e,n/e,n/e,2435,2435,2667
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,n/e,n/e,n/e,2289,2289,2631
13.01.2022 07:00 - 13.01.2022 08:00,0,0,0,n/e,n/e,n/e,2143,2143,2443
13.01.2022 08:00 - 13.01.2022 09:00,0,0,0,n/e,n/e,n/e,2066,2066,2429
13.01.2022 09:00 - 13.01.2022 10:00,342,342,393,n/e,n/e,n/e,1988,1988,2437
13.01.2022 10:00 - 13.01.2022 11:00,1793,1793,2043,n/e,n/e,n/e,1912,1912,2503
13.01.2022 11:00 - 13.01.2022 12:00,3463,3463,3847,n/e,n/e,n/e,1888,1888,2367
13.01.2022 12:00 - 13.01.2022 13:00,4587,4587,4954,n/e,n/e,n/e,1866,1866,2248
13.01.2022 13:00 - 13.01.2022 14:00,4932,4932,5206,n/e,n/e,n/e,1846,1846,2140
13.01.2022 14:00 - 13.01.2022 15:00,4366,4366,4667,n/e,n/e,n/e,1934,1934,2136
13.01.2022 15:00 - 13.01.2022 16:00,3070,3070,3344,n/e,n/e,n/e,2024,2024,2134
13.01.2022 16:00 - 13.01.2022 17:00,1314,1314,1442,n/e,n/e,n/e,2114,2114,2134
13.01.2022 17:00 - 13.01.2022 18:00,119,119,130,n/e,n/e,n/e,2399,2399,2358
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,n/e,n/e,n/e,2684,2684,2584
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,n/e,n/e,n/e,2969,2969,2811
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,n/e,n/e,n/e,2870,2870,2817
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,n/e,n/e,n/e,2771,2771,2823
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,n/e,n/e,n/e,2671,2671,2829
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,n/e,n/e,n/e,2365,2365,2656
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,n/e,n/e,n/e,2211,2211,2079
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,n/e,n/e,n/e,1998,1998,1858
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,n/e,n/e,n/e,1849,1849,1652
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,n/e,n/e,n/e,1701,1701,1448
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,n/e,n/e,n/e,1554,1554,1248
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,n/e,n/e,n/e,1589,1589,1339
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,n/e,n/e,n/e,1625,1625,1433
14.01.2022 07:00 - 14.01.2022 08:00,0,0,0,n/e,n/e,n/e,1662,1662,1156
14.01.2022 08:00 - 14.01.2022 09:00,0,0,0,n/e,n/e,n/e,1664,1664,1062
14.01.2022 09:00 - 14.01.2022 10:00,418,418,418,n/e,n/e,n/e,1667,1667,993
14.01.2022 10:00 - 14.01.2022 11:00,2106,2106,2110,n/e,n/e,n/e,1670,1670,988
14.01.2022 11:00 - 14.01.2022 12:00,3918,3918,3950,n/e,n/e,n/e,1521,1521,883
14.01.2022 12:00 - 14.01.2022 13:00,4998,4998,5026,n/e,n/e,n/e,1373,1373,799
14.01.2022 13:00 - 14.01.2022 14:00,5276,5276,5287,n/e,n/e,n/e,1225,1225,723
14.01.2022 14:00 - 14.01.2022 15:00,4708,4708,4730,n/e,n/e,n/e,1113,1113,659
14.01.2022 15:00 - 14.01.2022 16:00,3359,3359,3371,n/e,n/e,n/e,1001,1001,598
14.01.2022 16:00 - 14.01.2022 17:00,1464,1464,1469,n/e,n/e,n/e,888,888,541
14.01.2022 17:00 - 14.01.2022 18:00,138,138,139,n/e,n/e,n/e,943,943,660
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,n/e,n/e,n/e,997,997,782
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,n/e,n/e,n/e,1052,1052,907
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,n/e,n/e,n/e,1077,1077,1052
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,n/e,n/e,n/e,1103,1103,1197
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,n/e,n/e,n/e,1128,1128,1344
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,n/e,n/e,n/e,1243,1243,1295
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,n/e,n/e,n/e,1063,1063,920
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,n/e,n/e,n/e,1092,1092,913
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,n/e,n/e,n/e,1144,1144,1040
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,n/e,n/e,n/e,1196,1196,1169
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,n/e,n/e,n/e,1248,1248,1301
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,n/e,n/e,n/e,1382,1382,1377
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,n/e,n/e,n/e,1517,1517,1455
15.01.2022 07:00 - 15.01.2022 08:00,0,0,0,n/e,n/e,n/e,1653,1653,1565
15.01.2022 08:00 - 15.01.2022 09:00,0,0,0,n/e,n/e,n/e,1756,1756,1487
15.01.2022 09:00 - 15.01.2022 10:00,433,433,437,n/e,n/e,n/e,1859,1859,1429
15.01.2022 10:00 - 15.01.2022 11:00,2119,2119,2217,n/e,n/e,n/e,1962,1962,1440
15.01.2022 11:00 - 15.01.2022 12:00,3887,3887,4046,n/e,n/e,n/e,1635,1635,1181
15.01.2022 12:00 - 15.01.2022 13:00,4956,4956,5053,n/e,n/e,n/e,1309,1309,938
15.01.2022 13:00 - 15.01.2022 14:00,5197,5197,5269,n/e,n/e,n/e,984,984,705
15.01.2022 14:00 - 15.01.2022 15:00,4693,4693,4709,n/e,n/e,n/e,901,901,668
15.01.2022 15:00 - 15.01.2022 16:00,3329,3329,3360,n/e,n/e,n/e,819,819,633
15.01.2022 16:00 - 15.01.2022 17:00,1466,1466,1487,n/e,n/e,n/e,736,736,603
15.01.2022 17:00 - 15.01.2022 18:00,143,143,147,n/e,n/e,n/e,921,921,753
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,n/e,n/e,n/e,1107,1107,909
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,n/e,n/e,n/e,1293,1293,1066
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,n/e,n/e,n/e,1279,1279,1211
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,n/e,n/e,n/e,1264,1264,1358
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,n/e,n/e,n/e,1250,1250,1507
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,n/e,n/e,n/e,1327,1327,1552
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,n/e,n/e,n/e,1479,1479,1768
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,n/e,n/e,n/e,1570,1570,1844
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,n/e,n/e,n/e,1818,1818,2004
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,n/e,n/e,n/e,2066,2066,2164
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,n/e,n/e,n/e,2314,2314,2324
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,n/e,n/e,n/e,2475,2475,2519
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,n/e,n/e,n/e,2636,2636,2715
16.01.2022 07:00 - 16.01.2022 08:00,0,0,0,n/e,n/e,n/e,2797,2797,2541
16.01.2022 08:00 - 16.01.2022 09:00,0,0,0,n/e,n/e,n/e,3113,3113,2880
16.01.2022 09:00 - 16.01.2022 10:00,422,422,418,n/e,n/e,n/e,3428,3428,3208
16.01.2022 10:00 - 16.01.2022 11:00,1905,1905,1959,n/e,n/e,n/e,3743,3743,3388
16.01.2022 11:00 - 16.01.2022 12:00,3386,3386,3453,n/e,n/e,n/e,3737,3737,3467
16.01.2022 12:00 - 16.01.2022 13:00,4306,4306,4391,n/e,n/e,n/e,3730,3730,3525
16.01.2022 13:00 - 16.01.2022 14:00,4572,4572,4540,n/e,n/e,n/e,3724,3724,3578
16.01.2022 14:00 - 16.01.2022 15:00,4151,4151,4108,n/e,n/e,n/e,3662,3662,3419
16.01.2022 15:00 - 16.01.2022 16:00,2984,2984,3044,n/e,n/e,n/e,3601,3601,3257
16.01.2022 16:00 - 16.01.2022 17:00,1343,1343,1383,n/e,n/e,n/e,3539,3539,3091
16.01.2022 17:00 - 16.01.2022 18:00,140,140,144,n/e,n/e,n/e,3372,3372,2964
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,n/e,n/e,n/e,3205,3205,2834
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,n/e,n/e,n/e,3039,3039,2704
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,n/e,n/e,n/e,2872,2872,2509
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,n/e,n/e,n/e,2706,2706,2313
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,n/e,n/e,n/e,2540,2540,2117
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,n/e,n/e,n/e,2388,2388,2010
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,n/e,n/e,n/e,1955,1955,1881
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,n/e,n/e,n/e,1813,1813,1748
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,n/e,n/e,n/e,1745,1745,1687
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,n/e,n/e,n/e,1675,1675,1626
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,n/e,n/e,n/e,1607,1607,1563
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,n/e,n/e,n/e,1564,1564,1513
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,n/e,n/e,n/e,1521,1521,1463
17.01.2022 07:00 - 17.01.2022 08:00,0,0,0,n/e,n/e,n/e,1481,1481,1582
17.01.2022 08:00 - 17.01.2022 09:00,0,0,0,n/e,n/e,n/e,1508,1508,1646
17.01.2022 09:00 - 17.01.2022 10:00,389,389,379,n/e,n/e,n/e,1539,1539,1719
17.01.2022 10:00 - 17.01.2022 11:00,1669,1669,1745,n/e,n/e,n/e,1573,1573,1830
17.01.2022 11:00 - 17.01.2022 12:00,2882,2882,3121,n/e,n/e,n/e,1555,1555,1709
17.01.2022 12:00 - 17.01.2022 13:00,3857,3857,4030,n/e,n/e,n/e,1538,1538,1595
17.01.2022 13:00 - 17.01.2022 14:00,4279,4279,4267,n/e,n/e,n/e,1522,1522,1485
17.01.2022 14:00 - 17.01.2022 15:00,4179,4179,3943,n/e,n/e,n/e,1458,1458,1418
17.01.2022 15:00 - 17.01.2022 16:00,3149,3149,2927,n/e,n/e,n/e,1395,1395,1354
17.01.2022 16:00 - 17.01.2022 17:00,1452,1452,1410,n/e,n/e,n/e,1333,1333,1290
17.01.2022 17:00 - 17.01.2022 18:00,156,156,153,n/e,n/e,n/e,1470,1470,1398
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,n/e,n/e,n/e,1609,1609,1508
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,n/e,n/e,n/e,1747,1747,1619
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,n/e,n/e,n/e,1854,1854,1694
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,n/e,n/e,n/e,1962,1962,1770
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,n/e,n/e,n/e,2070,2070,1845
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,n/e,n/e,n/e,2108,2108,1903
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,n/e,n/e,n/e,2094,2094,2184
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,n/e,n/e,n/e,2185,2185,2354
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,n/e,n/e,n/e,2337,2337,2391
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,n/e,n/e,n/e,2489,2489,2431
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,n/e,n/e,n/e,2641,2641,2473
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,n/e,n/e,n/e,2706,2706,2615
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,n/e,n/e,n/e,2772,2772,2759
18.01.2022 07:00 - 18.01.2022 08:00,0,0,0,n/e,n/e,n/e,2838,2838,2835
18.01.2022 08:00 - 18.01.2022 09:00,0,0,0,n/e,n/e,n/e,2940,2940,3038
18.01.2022 09:00 - 18.01.2022 10:00,429,429,420,n/e,n/e,n/e,3041,3041,3246
18.01.2022 10:00 - 18.01.2022 11:00,1870,1870,1918,n/e,n/e,n/e,3145,3145,3411
18.01.2022 11:00 - 18.01.2022 12:00,3323,3323,3401,n/e,n/e,n/e,3148,3148,3234
18.01.2022 12:00 - 18.01.2022 13:00,4197,4197,4293,n/e,n/e,n/e,3153,3153,3075
18.01.2022 13:00 - 18.01.2022 14:00,4559,4559,4559,n/e,n/e,n/e,3159,3159,2919
18.01.2022 14:00 - 18.01.2022 15:00,4190,4190,4160,n/e,n/e,n/e,3151,3151,2826
18.01.2022 15:00 - 18.01.2022 16:00,3076,3076,3072,n/e,n/e,n/e,3145,3145,2736
18.01.2022 16:00 - 18.01.2022 17:00,1437,1437,1371,n/e,n/e,n/e,3138,3138,2647
18.01.2022 17:00 - 18.01.2022 18:00,151,151,145,n/e,n/e,n/e,3211,3211,2590
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,n/e,n/e,n/e,3284,3284,2535
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,n/e,n/e,n/e,3358,3358,2481
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,n/e,n/e,n/e,3033,3033,2282
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,n/e,n/e,n/e,2708,2708,2085
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,n/e,n/e,n/e,2384,2384,1889
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,n/e,n/e,n/e,2366,2366,1852
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,n/e,n/e,n/e,1577,1577,2076
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,n/e,n/e,n/e,1580,1580,2017
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,n/e,n/e,n/e,1576,1576,2056
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,n/e,n/e,n/e,1574,1574,2097
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,n/e,n/e,n/e,1575,1575,2140
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,n/e,n/e,n/e,1568,1568,2020
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,n/e,n/e,n/e,1564,1564,1903
19.01.2022 07:00 - 19.01.2022 08:00,0,0,0,n/e,n/e,n/e,1560,1560,1814
19.01.2022 08:00 - 19.01.2022 09:00,0,0,0,n/e,n/e,n/e,1888,1888,2159
19.01.2022 09:00 - 19.01.2022 10:00,398,398,354,n/e,n/e,n/e,2217,2217,2491
19.01.2022 10:00 - 19.01.2022 11:00,1579,1579,1357,n/e,n/e,n/e,2545,2545,2843
19.01.2022 11:00 - 19.01.2022 12:00,2607,2607,2467,n/e,n/e,n/e,2872,2872,3141
19.01.2022 12:00 - 19.01.2022 13:00,3190,3190,3041,n/e,n/e,n/e,3200,3200,3435
19.01.2022 13:00 - 19.01.2022 14:00,3405,3405,3243,n/e,n/e,n/e,3529,3529,3728
19.01.2022 14:00 - 19.01.2022 15:00,3075,3075,2972,n/e,n/e,n/e,3917,3917,3998
19.01.2022 15:00 - 19.01.2022 16:00,2222,2222,2215,n/e,n/e,n/e,4305,4305,4269
19.01.2022 16:00 - 19.01.2022 17:00,1069,1069,1073,n/e,n/e,n/e,4691,4691,4541
19.01.2022 17:00 - 19.01.2022 18:00,137,137,135,n/e,n/e,n/e,4689,4689,4507
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,n/e,n/e,n/e,4688,4688,4471
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,n/e,n/e,n/e,4689,4689,4435
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,n/e,n/e,n/e,4699,4699,4539
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,n/e,n/e,n/e,4710,4710,4643
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,n/e,n/e,n/e,4721,4721,4748
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,n/e,n/e,n/e,4630,4630,4623
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,n/e,n/e,n/e,4063,4063,3983
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,n/e,n/e,n/e,4029,4029,3904
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,n/e,n/e,n/e,3901,3901,3691
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,n/e,n/e,n/e,3772,3772,3478
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,n/e,n/e,n/e,3643,3643,3263
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,n/e,n/e,n/e,3622,3622,3259
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,n/e,n/e,n/e,3600,3600,3255
20.01.2022 07:00 - 20.01.2022 08:00,0,0,0,n/e,n/e,n/e,3578,3578,3182
20.01.2022 08:00 - 20.01.2022 09:00,0,0,0,n/e,n/e,n/e,3512,3512,3169
20.01.2022 09:00 - 20.01.2022 10:00,411,411,422,n/e,n/e,n/e,3447,3447,3152
20.01.2022 10:00 - 20.01.2022 11:00,1680,1680,2022,n/e,n/e,n/e,3383,3383,3246
20.01.2022 11:00 - 20.01.2022 12:00,2924,2924,3417,n/e,n/e,n/e,3480,3480,3336
20.01.2022 12:00 - 20.01.2022 13:00,3753,3753,4012,n/e,n/e,n/e,3576,3576,3440
20.01.2022 13:00 - 20.01.2022 14:00,4064,4064,4039,n/e,n/e,n/e,3672,3672,3548
20.01.2022 14:00 - 20.01.2022 15:00,3777,3777,3552,n/e,n/e,n/e,4098,4098,3874
20.01.2022 15:00 - 20.01.2022 16:00,2888,2888,2583,n/e,n/e,n/e,4525,4525,4201
20.01.2022 16:00 - 20.01.2022 17:00,1416,1416,1259,n/e,n/e,n/e,4952,4952,4531
20.01.2022 17:00 - 20.01.2022 18:00,181,181,164,n/e,n/e,n/e,4936,4936,4676
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,n/e,n/e,n/e,4920,4920,4823
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,n/e,n/e,n/e,4903,4903,4971
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,n/e,n/e,n/e,4895,4895,4957
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,n/e,n/e,n/e,4888,4888,4943
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,n/e,n/e,n/e,4879,4879,4928
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,n/e,n/e,n/e,4958,4958,4878
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,n/e,n/e,n/e,4570,4570,4733
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,n/e,n/e,n/e,4494,4494,4558
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,n/e,n/e,n/e,4324,4324,4449
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,n/e,n/e,n/e,4154,4154,4338
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,n/e,n/e,n/e,3984,3984,4224
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,n/e,n/e,n/e,4000,4000,4192
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,n/e,n/e,n/e,4016,4016,4160
21.01.2022 07:00 - 21.01.2022 08:00,0,0,0,n/e,n/e,n/e,4032,4032,4476
21.01.2022 08:00 - 21.01.2022 09:00,0,0,0,n/e,n/e,n/e,3882,3882,4271
21.01.2022 09:00 - 21.01.2022 10:00,490,490,512,n/e,n/e,n/e,3731,3731,4079
21.01.2022 10:00 - 21.01.2022 11:00,2057,2057,2267,n/e,n/e,n/e,3581,3581,3941
21.01.2022 11:00 - 21.01.2022 12:00,3603,3603,3897,n/e,n/e,n/e,3461,3461,3789
21.01.2022 12:00 - 21.01.2022 13:00,4590,4590,4857,n/e,n/e,n/e,3340,3340,3650
21.01.2022 13:00 - 21.01.2022 14:00,4868,4868,5063,n/e,n/e,n/e,3220,3220,3515
21.01.2022 14:00 - 21.01.2022 15:00,4493,4493,4586,n/e,n/e,n/e,3114,3114,3505
21.01.2022 15:00 - 21.01.2022 16:00,3327,3327,3360,n/e,n/e,n/e,3008,3008,3497
21.01.2022 16:00 - 21.01.2022 17:00,1617,1617,1622,n/e,n/e,n/e,2903,2903,3489
21.01.2022 17:00 - 21.01.2022 18:00,211,211,214,n/e,n/e,n/e,2919,2919,3409
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,n/e,n/e,n/e,2934,2934,3329
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,n/e,n/e,n/e,2951,2951,3249
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,n/e,n/e,n/e,2906,2906,3276
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,n/e,n/e,n/e,2861,2861,3302
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,n/e,n/e,n/e,2816,2816,3328
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,n/e,n/e,n/e,2722,2722,3120
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,n/e,n/e,n/e,2857,2857,3236
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,n/e,n/e,n/e,2648,2648,2963
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,n/e,n/e,n/e,2621,2621,2842
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,n/e,n/e,n/e,2594,2594,2721
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,n/e,n/e,n/e,2567,2567,2599
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,n/e,n/e,n/e,2529,2529,2515
22.01.2022 06:00 - 22.01.2022 07:00,0,0,0,n/e,n/e,n/e,2490,2490,2432
22.01.2022 07:00 - 22.01.2022 08:00,0,0,0,n/e,n/e,n/e,2452,2452,2691
22.01.2022 08:00 - 22.01.2022 09:00,0,0,0,n/e,n/e,n/e,2353,2353,2555
22.01.2022 09:00 - 22.01.2022 10:00,516,516,527,n/e,n/e,n/e,2255,2255,2420
22.01.2022 10:00 - 22.01.2022 11:00,2091,2091,2280,n/e,n/e,n/e,2156,2156,2259
22.01.2022 11:00 - 22.01.2022 12:00,3620,3620,3881,n/e,n/e,n/e,2037,2037,2186
