"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"28.10.2022 11:30 - 28.10.2022 11:45","784","784","784","n/e","n/e","n/e","56","46","46"
"28.10.2022 11:45 - 28.10.2022 12:00","784","784","784","n/e","n/e","n/e","56","46","46"
"28.10.2022 12:00 - 28.10.2022 12:15","790","790","790","n/e","n/e","n/e","52","42","42"
"28.10.2022 12:15 - 28.10.2022 12:30","790","790","790","n/e","n/e","n/e","52","42","42"
"28.10.2022 12:30 - 28.10.2022 12:45","789","789","789","n/e","n/e","n/e","52","42","42"
"28.10.2022 12:45 - 28.10.2022 13:00","786","786","786","n/e","n/e","n/e","51","41","41"
"28.10.2022 13:00 - 28.10.2022 13:15","711","712","712","n/e","n/e","n/e","53","43","43"
"28.10.2022 13:15 - 28.10.2022 13:30","707","708","708","n/e","n/e","n/e","52","42","42"
"28.10.2022 13:30 - 28.10.2022 13:45","701","701","701","n/e","n/e","n/e","52","42","42"
"28.10.2022 13:45 - 28.10.2022 14:00","695","695","695","n/e","n/e","n/e","52","42","42"
"28.10.2022 14:00 - 28.10.2022 14:15","565","566","566","n/e","n/e","n/e","55","45","45"
"28.10.2022 14:15 - 28.10.2022 14:30","558","558","558","n/e","n/e","n/e","55","45","45"
"28.10.2022 14:30 - 28.10.2022 14:45","547","547","547","n/e","n/e","n/e","54","44","44"
"28.10.2022 14:45 - 28.10.2022 15:00","537","537","537","n/e","n/e","n/e","54","44","44"
"28.10.2022 15:00 - 28.10.2022 15:15","372","372","372","n/e","n/e","n/e","71","61","61"
"28.10.2022 15:15 - 28.10.2022 15:30","357","357","357","n/e","n/e","n/e","71","61","61"
"28.10.2022 15:30 - 28.10.2022 15:45","340","340","340","n/e","n/e","n/e","71","61","61"
"28.10.2022 15:45 - 28.10.2022 16:00","327","327","327","n/e","n/e","n/e","71","61","61"
"28.10.2022 16:00 - 28.10.2022 16:15","122","122","122","n/e","n/e","n/e","110","100","100"
"28.10.2022 16:15 - 28.10.2022 16:30","110","110","110","n/e","n/e","n/e","110","100","100"
"28.10.2022 16:30 - 28.10.2022 16:45","98","98","98","n/e","n/e","n/e","110","100","100"
"28.10.2022 16:45 - 28.10.2022 17:00","89","89","89","n/e","n/e","n/e","110","100","100"
"28.10.2022 17:00 - 28.10.2022 17:15","10","10","10","n/e","n/e","n/e","190","180","180"
"28.10.2022 17:15 - 28.10.2022 17:30","7","7","7","n/e","n/e","n/e","191","181","181"
"28.10.2022 17:30 - 28.10.2022 17:45","7","7","7","n/e","n/e","n/e","192","182","182"
"28.10.2022 17:45 - 28.10.2022 18:00","6","6","6","n/e","n/e","n/e","192","182","182"
"28.10.2022 18:00 - 28.10.2022 18:15","2","2","2","n/e","n/e","n/e","246","236","236"
"28.10.2022 18:15 - 28.10.2022 18:30","1","1","1","n/e","n/e","n/e","246","236","236"
"28.10.2022 18:30 - 28.10.2022 18:45","1","1","1","n/e","n/e","n/e","247","237","237"
"28.10.2022 18:45 - 28.10.2022 19:00","1","1","1","n/e","n/e","n/e","247","237","237"
"28.10.2022 19:00 - 28.10.2022 19:15","0","0","0","n/e","n/e","n/e","297","287","287"
"28.10.2022 19:15 - 28.10.2022 19:30","0","0","0","n/e","n/e","n/e","298","288","288"
"28.10.2022 19:30 - 28.10.2022 19:45","0","0","0","n/e","n/e","n/e","299","289","289"
"28.10.2022 19:45 - 28.10.2022 20:00","0","0","0","n/e","n/e","n/e","300","290","290"
"28.10.2022 20:00 - 28.10.2022 20:15","0","0","0","n/e","n/e","n/e","371","361","361"
"28.10.2022 20:15 - 28.10.2022 20:30","0","0","0","n/e","n/e","n/e","371","361","361"
"28.10.2022 20:30 - 28.10.2022 20:45","0","0","0","n/e","n/e","n/e","372","362","362"
"28.10.2022 20:45 - 28.10.2022 21:00","0","0","0","n/e","n/e","n/e","373","363","363"
"28.10.2022 21:00 - 28.10.2022 21:15","0","0","0","n/e","n/e","n/e","410","410","410"
"28.10.2022 21:15 - 28.10.2022 21:30","0","0","0","n/e","n/e","n/e","410","410","410"
"28.10.2022 21:30 - 28.10.2022 21:45","0","0","0","n/e","n/e","n/e","411","411","411"
"28.10.2022 21:45 - 28.10.2022 22:00","0","0","0","n/e","n/e","n/e","411","411","411"
"28.10.2022 22:00 - 28.10.2022 22:15","0","0","0","n/e","n/e","n/e","445","445","445"
"28.10.2022 22:15 - 28.10.2022 22:30","0","0","0","n/e","n/e","n/e","446","446","446"
"28.10.2022 22:30 - 28.10.2022 22:45","0","0","0","n/e","n/e","n/e","446","446","446"
"28.10.2022 22:45 - 28.10.2022 23:00","0","0","0","n/e","n/e","n/e","447","447","447"
"28.10.2022 23:00 - 28.10.2022 23:15","0","0","0","n/e","n/e","n/e","463","486","486"
"28.10.2022 23:15 - 28.10.2022 23:30","0","0","0","n/e","n/e","n/e","463","486","486"
"28.10.2022 23:30 - 28.10.2022 23:45","0","0","0","n/e","n/e","n/e","463","486","486"
"28.10.2022 23:45 - 29.10.2022 00:00","0","0","0","n/e","n/e","n/e","463","486","486"
"29.10.2022 00:00 - 29.10.2022 00:15","3","3","3","n/e","n/e","n/e","441","449","449"
"29.10.2022 00:15 - 29.10.2022 00:30","3","3","3","n/e","n/e","n/e","441","449","449"
"29.10.2022 00:30 - 29.10.2022 00:45","3","3","3","n/e","n/e","n/e","441","449","449"
"29.10.2022 00:45 - 29.10.2022 01:00","3","3","3","n/e","n/e","n/e","441","449","449"
"29.10.2022 01:00 - 29.10.2022 01:15","3","3","3","n/e","n/e","n/e","407","415","415"
"29.10.2022 01:15 - 29.10.2022 01:30","3","3","3","n/e","n/e","n/e","407","415","415"
"29.10.2022 01:30 - 29.10.2022 01:45","3","3","3","n/e","n/e","n/e","406","414","414"
"29.10.2022 01:45 - 29.10.2022 02:00","3","3","3","n/e","n/e","n/e","406","414","414"
"29.10.2022 02:00 - 29.10.2022 02:15","3","3","3","n/e","n/e","n/e","368","365","365"
"29.10.2022 02:15 - 29.10.2022 02:30","3","3","3","n/e","n/e","n/e","367","365","365"
"29.10.2022 02:30 - 29.10.2022 02:45","3","3","3","n/e","n/e","n/e","367","365","365"
"29.10.2022 02:45 - 29.10.2022 03:00","3","3","3","n/e","n/e","n/e","367","365","365"
"29.10.2022 03:00 - 29.10.2022 03:15","3","3","3","n/e","n/e","n/e","320","327","327"
"29.10.2022 03:15 - 29.10.2022 03:30","3","3","3","n/e","n/e","n/e","320","327","327"
"29.10.2022 03:30 - 29.10.2022 03:45","3","3","3","n/e","n/e","n/e","320","327","327"
"29.10.2022 03:45 - 29.10.2022 04:00","3","3","3","n/e","n/e","n/e","320","327","327"
"29.10.2022 04:00 - 29.10.2022 04:15","3","3","3","n/e","n/e","n/e","266","274","274"
"29.10.2022 04:15 - 29.10.2022 04:30","3","3","3","n/e","n/e","n/e","266","274","274"
"29.10.2022 04:30 - 29.10.2022 04:45","3","3","3","n/e","n/e","n/e","266","274","274"
"29.10.2022 04:45 - 29.10.2022 05:00","3","3","3","n/e","n/e","n/e","266","274","274"
"29.10.2022 05:00 - 29.10.2022 05:15","0","0","0","n/e","n/e","n/e","228","234","234"
"29.10.2022 05:15 - 29.10.2022 05:30","0","0","0","n/e","n/e","n/e","227","234","234"
"29.10.2022 05:30 - 29.10.2022 05:45","0","0","0","n/e","n/e","n/e","227","234","234"
"29.10.2022 05:45 - 29.10.2022 06:00","0","0","0","n/e","n/e","n/e","227","234","234"
"29.10.2022 06:00 - 29.10.2022 06:15","2","2","2","n/e","n/e","n/e","196","203","203"
"29.10.2022 06:15 - 29.10.2022 06:30","2","2","2","n/e","n/e","n/e","196","203","203"
"29.10.2022 06:30 - 29.10.2022 06:45","3","3","3","n/e","n/e","n/e","196","203","203"
"29.10.2022 06:45 - 29.10.2022 07:00","4","4","4","n/e","n/e","n/e","196","202","202"
"29.10.2022 07:00 - 29.10.2022 07:15","58","58","58","n/e","n/e","n/e","171","168","168"
"29.10.2022 07:15 - 29.10.2022 07:30","65","65","65","n/e","n/e","n/e","171","168","168"
"29.10.2022 07:30 - 29.10.2022 07:45","74","75","75","n/e","n/e","n/e","171","168","168"
"29.10.2022 07:45 - 29.10.2022 08:00","85","85","85","n/e","n/e","n/e","171","168","168"
"29.10.2022 08:00 - 29.10.2022 08:15","248","248","248","n/e","n/e","n/e","144","142","142"
"29.10.2022 08:15 - 29.10.2022 08:30","265","265","265","n/e","n/e","n/e","144","142","142"
"29.10.2022 08:30 - 29.10.2022 08:45","281","281","281","n/e","n/e","n/e","144","142","142"
"29.10.2022 08:45 - 29.10.2022 09:00","296","297","297","n/e","n/e","n/e","144","142","142"
"29.10.2022 09:00 - 29.10.2022 09:15","478","478","478","n/e","n/e","n/e","105","105","105"
"29.10.2022 09:15 - 29.10.2022 09:30","492","492","492","n/e","n/e","n/e","105","105","105"
"29.10.2022 09:30 - 29.10.2022 09:45","506","506","506","n/e","n/e","n/e","105","105","105"
"29.10.2022 09:45 - 29.10.2022 10:00","518","519","519","n/e","n/e","n/e","104","104","104"
"29.10.2022 10:00 - 29.10.2022 10:15","641","640","640","n/e","n/e","n/e","86","86","86"
"29.10.2022 10:15 - 29.10.2022 10:30","651","651","651","n/e","n/e","n/e","86","86","86"
"29.10.2022 10:30 - 29.10.2022 10:45","659","659","659","n/e","n/e","n/e","86","86","86"
"29.10.2022 10:45 - 29.10.2022 11:00","666","666","666","n/e","n/e","n/e","86","86","86"
"29.10.2022 11:00 - 29.10.2022 11:15","735","735","735","n/e","n/e","n/e","87","87","87"
"29.10.2022 11:15 - 29.10.2022 11:30","739","739","739","n/e","n/e","n/e","87","87","87"
"29.10.2022 11:30 - 29.10.2022 11:45","742","742","742","n/e","n/e","n/e","87","87","87"
"29.10.2022 11:45 - 29.10.2022 12:00","744","744","744","n/e","n/e","n/e","87","87","87"
"29.10.2022 12:00 - 29.10.2022 12:15","759","759","759","n/e","n/e","n/e","93","93","93"
"29.10.2022 12:15 - 29.10.2022 12:30","759","759","759","n/e","n/e","n/e","93","93","93"
"29.10.2022 12:30 - 29.10.2022 12:45","758","758","758","n/e","n/e","n/e","93","93","93"
"29.10.2022 12:45 - 29.10.2022 13:00","756","756","756","n/e","n/e","n/e","94","94","94"
"29.10.2022 13:00 - 29.10.2022 13:15","703","704","704","n/e","n/e","n/e","109","109","109"
"29.10.2022 13:15 - 29.10.2022 13:30","700","700","700","n/e","n/e","n/e","109","109","109"
"29.10.2022 13:30 - 29.10.2022 13:45","694","695","695","n/e","n/e","n/e","109","109","109"
"29.10.2022 13:45 - 29.10.2022 14:00","688","688","688","n/e","n/e","n/e","109","109","109"
"29.10.2022 14:00 - 29.10.2022 14:15","570","571","571","n/e","n/e","n/e","140","140","140"
"29.10.2022 14:15 - 29.10.2022 14:30","562","563","563","n/e","n/e","n/e","140","140","140"
"29.10.2022 14:30 - 29.10.2022 14:45","552","553","553","n/e","n/e","n/e","140","140","140"
"29.10.2022 14:45 - 29.10.2022 15:00","541","541","541","n/e","n/e","n/e","140","140","140"
"29.10.2022 15:00 - 29.10.2022 15:15","376","377","377","n/e","n/e","n/e","178","178","178"
"29.10.2022 15:15 - 29.10.2022 15:30","360","361","361","n/e","n/e","n/e","179","179","179"
"29.10.2022 15:30 - 29.10.2022 15:45","343","344","344","n/e","n/e","n/e","179","179","179"
"29.10.2022 15:45 - 29.10.2022 16:00","330","330","330","n/e","n/e","n/e","179","179","179"
"29.10.2022 16:00 - 29.10.2022 16:15","131","131","131","n/e","n/e","n/e","254","254","254"
"29.10.2022 16:15 - 29.10.2022 16:30","118","118","118","n/e","n/e","n/e","254","254","254"
"29.10.2022 16:30 - 29.10.2022 16:45","106","106","106","n/e","n/e","n/e","254","254","254"
"29.10.2022 16:45 - 29.10.2022 17:00","97","97","97","n/e","n/e","n/e","255","255","255"
"29.10.2022 17:00 - 29.10.2022 17:15","12","12","12","n/e","n/e","n/e","371","371","371"
"29.10.2022 17:15 - 29.10.2022 17:30","9","9","9","n/e","n/e","n/e","373","373","373"
"29.10.2022 17:30 - 29.10.2022 17:45","8","8","8","n/e","n/e","n/e","375","375","375"
"29.10.2022 17:45 - 29.10.2022 18:00","7","7","7","n/e","n/e","n/e","377","377","377"
"29.10.2022 18:00 - 29.10.2022 18:15","1","1","1","n/e","n/e","n/e","492","492","492"
"29.10.2022 18:15 - 29.10.2022 18:30","1","1","1","n/e","n/e","n/e","493","493","493"
"29.10.2022 18:30 - 29.10.2022 18:45","1","1","1","n/e","n/e","n/e","495","495","495"
"29.10.2022 18:45 - 29.10.2022 19:00","1","1","1","n/e","n/e","n/e","497","497","497"
"29.10.2022 19:00 - 29.10.2022 19:15","0","0","0","n/e","n/e","n/e","592","592","592"
"29.10.2022 19:15 - 29.10.2022 19:30","0","0","0","n/e","n/e","n/e","593","593","593"
"29.10.2022 19:30 - 29.10.2022 19:45","0","0","0","n/e","n/e","n/e","595","595","595"
"29.10.2022 19:45 - 29.10.2022 20:00","0","0","0","n/e","n/e","n/e","596","596","596"
"29.10.2022 20:00 - 29.10.2022 20:15","0","0","0","n/e","n/e","n/e","644","644","644"
"29.10.2022 20:15 - 29.10.2022 20:30","0","0","0","n/e","n/e","n/e","643","643","643"
"29.10.2022 20:30 - 29.10.2022 20:45","0","0","0","n/e","n/e","n/e","643","643","643"
"29.10.2022 20:45 - 29.10.2022 21:00","0","0","0","n/e","n/e","n/e","642","642","642"
"29.10.2022 21:00 - 29.10.2022 21:15","3","3","3","n/e","n/e","n/e","626","626","626"
"29.10.2022 21:15 - 29.10.2022 21:30","3","3","3","n/e","n/e","n/e","626","626","626"
"29.10.2022 21:30 - 29.10.2022 21:45","3","3","3","n/e","n/e","n/e","625","625","625"
"29.10.2022 21:45 - 29.10.2022 22:00","3","3","3","n/e","n/e","n/e","624","624","624"
"29.10.2022 22:00 - 29.10.2022 22:15","3","3","3","n/e","n/e","n/e","599","599","599"
"29.10.2022 22:15 - 29.10.2022 22:30","3","3","3","n/e","n/e","n/e","598","598","598"
"29.10.2022 22:30 - 29.10.2022 22:45","3","3","3","n/e","n/e","n/e","597","597","597"
"29.10.2022 22:45 - 29.10.2022 23:00","3","3","3","n/e","n/e","n/e","596","596","596"
"29.10.2022 23:00 - 29.10.2022 23:15","3","3","3","n/e","n/e","n/e","573","658","658"
"29.10.2022 23:15 - 29.10.2022 23:30","3","3","3","n/e","n/e","n/e","572","655","655"
"29.10.2022 23:30 - 29.10.2022 23:45","3","3","3","n/e","n/e","n/e","571","650","650"
"29.10.2022 23:45 - 30.10.2022 00:00","3","3","3","n/e","n/e","n/e","571","634","634"
"30.10.2022 00:00 - 30.10.2022 00:15","3","3","3","n/e","n/e","n/e","680","731","731"
"30.10.2022 00:15 - 30.10.2022 00:30","3","3","3","n/e","n/e","n/e","678","730","730"
"30.10.2022 00:30 - 30.10.2022 00:45","3","3","3","n/e","n/e","n/e","677","730","730"
"30.10.2022 00:45 - 30.10.2022 01:00","3","3","3","n/e","n/e","n/e","675","728","728"
"30.10.2022 01:00 - 30.10.2022 01:15","3","3","3","n/e","n/e","n/e","604","618","618"
"30.10.2022 01:15 - 30.10.2022 01:30","3","3","3","n/e","n/e","n/e","603","618","618"
"30.10.2022 01:30 - 30.10.2022 01:45","3","3","3","n/e","n/e","n/e","602","616","616"
"30.10.2022 01:45 - 30.10.2022 02:00","3","3","3","n/e","n/e","n/e","602","615","615"
"30.10.2022 02:00 - 30.10.2022 02:15","3","3","3","n/e","n/e","n/e","589","596","596"
"30.10.2022 02:15 - 30.10.2022 02:30","3","3","3","n/e","n/e","n/e","590","596","596"
"30.10.2022 02:30 - 30.10.2022 02:45","3","3","3","n/e","n/e","n/e","590","597","597"
"30.10.2022 02:45 - 30.10.2022 03:00","3","3","3","n/e","n/e","n/e","591","597","597"
"30.10.2022 02:00 - 30.10.2022 02:15","3","3","3","n/e","n/e","n/e","608","606","606"
"30.10.2022 02:15 - 30.10.2022 02:30","3","3","3","n/e","n/e","n/e","608","606","606"
"30.10.2022 02:30 - 30.10.2022 02:45","3","3","3","n/e","n/e","n/e","608","606","606"
"30.10.2022 02:45 - 30.10.2022 03:00","3","3","3","n/e","n/e","n/e","608","606","606"
"30.10.2022 03:00 - 30.10.2022 03:15","3","3","3","n/e","n/e","n/e","632","632","632"
"30.10.2022 03:15 - 30.10.2022 03:30","3","3","3","n/e","n/e","n/e","632","632","632"
"30.10.2022 03:30 - 30.10.2022 03:45","3","3","3","n/e","n/e","n/e","632","631","631"
"30.10.2022 03:45 - 30.10.2022 04:00","3","3","3","n/e","n/e","n/e","632","631","631"
"30.10.2022 04:00 - 30.10.2022 04:15","0","0","0","n/e","n/e","n/e","644","643","643"
"30.10.2022 04:15 - 30.10.2022 04:30","0","0","0","n/e","n/e","n/e","644","644","644"
"30.10.2022 04:30 - 30.10.2022 04:45","0","0","0","n/e","n/e","n/e","644","644","644"
"30.10.2022 04:45 - 30.10.2022 05:00","0","0","0","n/e","n/e","n/e","645","644","644"
"30.10.2022 05:00 - 30.10.2022 05:15","1","1","1","n/e","n/e","n/e","659","654","654"
"30.10.2022 05:15 - 30.10.2022 05:30","1","1","1","n/e","n/e","n/e","660","654","654"
"30.10.2022 05:30 - 30.10.2022 05:45","2","2","2","n/e","n/e","n/e","660","654","654"
"30.10.2022 05:45 - 30.10.2022 06:00","2","2","2","n/e","n/e","n/e","660","654","654"
"30.10.2022 06:00 - 30.10.2022 06:15","36","36","36","n/e","n/e","n/e","634","630","630"
"30.10.2022 06:15 - 30.10.2022 06:30","41","41","41","n/e","n/e","n/e","633","629","629"
"30.10.2022 06:30 - 30.10.2022 06:45","49","49","49","n/e","n/e","n/e","632","628","628"
"30.10.2022 06:45 - 30.10.2022 07:00","58","58","58","n/e","n/e","n/e","632","627","627"
"30.10.2022 07:00 - 30.10.2022 07:15","189","189","189","n/e","n/e","n/e","514","510","510"
"30.10.2022 07:15 - 30.10.2022 07:30","204","204","204","n/e","n/e","n/e","512","509","509"
"30.10.2022 07:30 - 30.10.2022 07:45","219","219","219","n/e","n/e","n/e","511","507","507"
"30.10.2022 07:45 - 30.10.2022 08:00","234","234","234","n/e","n/e","n/e","509","506","506"
"30.10.2022 08:00 - 30.10.2022 08:15","353","353","353","n/e","n/e","n/e","365","364","364"
"30.10.2022 08:15 - 30.10.2022 08:30","369","370","370","n/e","n/e","n/e","364","363","363"
"30.10.2022 08:30 - 30.10.2022 08:45","385","385","385","n/e","n/e","n/e","363","362","362"
"30.10.2022 08:45 - 30.10.2022 09:00","398","398","398","n/e","n/e","n/e","361","360","360"
"30.10.2022 09:00 - 30.10.2022 09:15","478","478","478","n/e","n/e","n/e","278","278","278"
"30.10.2022 09:15 - 30.10.2022 09:30","489","489","489","n/e","n/e","n/e","278","278","278"
"30.10.2022 09:30 - 30.10.2022 09:45","499","499","499","n/e","n/e","n/e","278","278","278"
"30.10.2022 09:45 - 30.10.2022 10:00","508","508","508","n/e","n/e","n/e","277","277","277"
"30.10.2022 10:00 - 30.10.2022 10:15","559","559","559","n/e","n/e","n/e","254","254","254"
"30.10.2022 10:15 - 30.10.2022 10:30","565","565","565","n/e","n/e","n/e","254","254","254"
"30.10.2022 10:30 - 30.10.2022 10:45","571","571","571","n/e","n/e","n/e","253","253","253"
"30.10.2022 10:45 - 30.10.2022 11:00","576","576","576","n/e","n/e","n/e","253","253","253"
"30.10.2022 11:00 - 30.10.2022 11:15","583","583","583","n/e","n/e","n/e","220","220","220"
"30.10.2022 11:15 - 30.10.2022 11:30","586","586","586","n/e","n/e","n/e","220","220","220"
"30.10.2022 11:30 - 30.10.2022 11:45","586","586","586","n/e","n/e","n/e","219","219","219"
"30.10.2022 11:45 - 30.10.2022 12:00","586","586","586","n/e","n/e","n/e","219","219","219"
"30.10.2022 12:00 - 30.10.2022 12:15","547","547","547","n/e","n/e","n/e","186","186","186"
"30.10.2022 12:15 - 30.10.2022 12:30","545","545","545","n/e","n/e","n/e","186","186","186"
"30.10.2022 12:30 - 30.10.2022 12:45","543","543","543","n/e","n/e","n/e","186","186","186"
"30.10.2022 12:45 - 30.10.2022 13:00","540","540","540","n/e","n/e","n/e","186","186","186"
"30.10.2022 13:00 - 30.10.2022 13:15","451","451","451","n/e","n/e","n/e","165","165","165"
"30.10.2022 13:15 - 30.10.2022 13:30","446","446","446","n/e","n/e","n/e","165","165","165"
"30.10.2022 13:30 - 30.10.2022 13:45","440","440","440","n/e","n/e","n/e","165","165","165"
"30.10.2022 13:45 - 30.10.2022 14:00","435","435","435","n/e","n/e","n/e","165","165","165"
"30.10.2022 14:00 - 30.10.2022 14:15","295","295","295","n/e","n/e","n/e","146","146","146"
"30.10.2022 14:15 - 30.10.2022 14:30","288","288","288","n/e","n/e","n/e","146","146","146"
"30.10.2022 14:30 - 30.10.2022 14:45","279","279","279","n/e","n/e","n/e","146","146","146"
"30.10.2022 14:45 - 30.10.2022 15:00","270","270","270","n/e","n/e","n/e","146","146","146"
"30.10.2022 15:00 - 30.10.2022 15:15","114","115","115","n/e","n/e","n/e","135","135","135"
"30.10.2022 15:15 - 30.10.2022 15:30","106","106","106","n/e","n/e","n/e","135","135","135"
"30.10.2022 15:30 - 30.10.2022 15:45","97","97","97","n/e","n/e","n/e","135","135","135"
"30.10.2022 15:45 - 30.10.2022 16:00","90","90","90","n/e","n/e","n/e","135","135","135"
"30.10.2022 16:00 - 30.10.2022 16:15","27","27","27","n/e","n/e","n/e","136","136","136"
"30.10.2022 16:15 - 30.10.2022 16:30","22","22","22","n/e","n/e","n/e","136","136","136"
"30.10.2022 16:30 - 30.10.2022 16:45","18","18","18","n/e","n/e","n/e","137","137","137"
"30.10.2022 16:45 - 30.10.2022 17:00","15","15","15","n/e","n/e","n/e","137","137","137"
"30.10.2022 17:00 - 30.10.2022 17:15","5","5","5","n/e","n/e","n/e","147","147","147"
"30.10.2022 17:15 - 30.10.2022 17:30","4","4","4","n/e","n/e","n/e","147","147","147"
"30.10.2022 17:30 - 30.10.2022 17:45","3","3","3","n/e","n/e","n/e","147","147","147"
"30.10.2022 17:45 - 30.10.2022 18:00","3","3","3","n/e","n/e","n/e","147","147","147"
"30.10.2022 18:00 - 30.10.2022 18:15","1","1","1","n/e","n/e","n/e","163","163","163"
"30.10.2022 18:15 - 30.10.2022 18:30","1","1","1","n/e","n/e","n/e","163","163","163"
"30.10.2022 18:30 - 30.10.2022 18:45","1","1","1","n/e","n/e","n/e","163","163","163"
"30.10.2022 18:45 - 30.10.2022 19:00","0","0","0","n/e","n/e","n/e","164","164","164"
"30.10.2022 19:00 - 30.10.2022 19:15","0","0","0","n/e","n/e","n/e","195","195","195"
"30.10.2022 19:15 - 30.10.2022 19:30","0","0","0","n/e","n/e","n/e","195","195","195"
"30.10.2022 19:30 - 30.10.2022 19:45","0","0","0","n/e","n/e","n/e","195","195","195"
"30.10.2022 19:45 - 30.10.2022 20:00","0","0","0","n/e","n/e","n/e","195","195","195"
"30.10.2022 20:00 - 30.10.2022 20:15","3","3","3","n/e","n/e","n/e","221","221","221"
"30.10.2022 20:15 - 30.10.2022 20:30","3","3","3","n/e","n/e","n/e","222","222","222"
"30.10.2022 20:30 - 30.10.2022 20:45","3","3","3","n/e","n/e","n/e","222","222","222"
"30.10.2022 20:45 - 30.10.2022 21:00","3","3","3","n/e","n/e","n/e","222","222","222"
"30.10.2022 21:00 - 30.10.2022 21:15","3","3","3","n/e","n/e","n/e","242","242","242"
"30.10.2022 21:15 - 30.10.2022 21:30","3","3","3","n/e","n/e","n/e","242","242","242"
"30.10.2022 21:30 - 30.10.2022 21:45","3","3","3","n/e","n/e","n/e","242","242","242"
"30.10.2022 21:45 - 30.10.2022 22:00","3","3","3","n/e","n/e","n/e","242","242","242"
"30.10.2022 22:00 - 30.10.2022 22:15","3","3","3","n/e","n/e","n/e","261","261","261"
"30.10.2022 22:15 - 30.10.2022 22:30","3","3","3","n/e","n/e","n/e","261","261","261"
"30.10.2022 22:30 - 30.10.2022 22:45","3","3","3","n/e","n/e","n/e","261","261","261"
"30.10.2022 22:45 - 30.10.2022 23:00","3","3","3","n/e","n/e","n/e","261","261","261"
"30.10.2022 23:00 - 30.10.2022 23:15","3","3","3","n/e","n/e","n/e","308","308","308"
"30.10.2022 23:15 - 30.10.2022 23:30","3","3","3","n/e","n/e","n/e","308","318","318"
"30.10.2022 23:30 - 30.10.2022 23:45","3","3","3","n/e","n/e","n/e","308","322","322"
"30.10.2022 23:45 - 31.10.2022 00:00","3","3","3","n/e","n/e","n/e","308","327","327"
"31.10.2022 00:00 - 31.10.2022 00:15","0","0","0","n/e","n/e","n/e","278","314","314"
"31.10.2022 00:15 - 31.10.2022 00:30","0","0","0","n/e","n/e","n/e","278","310","310"
"31.10.2022 00:30 - 31.10.2022 00:45","0","0","0","n/e","n/e","n/e","278","310","310"
"31.10.2022 00:45 - 31.10.2022 01:00","0","0","0","n/e","n/e","n/e","279","314","314"
"31.10.2022 01:00 - 31.10.2022 01:15","0","0","0","n/e","n/e","n/e","291","315","315"
"31.10.2022 01:15 - 31.10.2022 01:30","0","0","0","n/e","n/e","n/e","291","314","314"
"31.10.2022 01:30 - 31.10.2022 01:45","0","0","0","n/e","n/e","n/e","291","316","316"
"31.10.2022 01:45 - 31.10.2022 02:00","0","0","0","n/e","n/e","n/e","291","314","314"
"31.10.2022 02:00 - 31.10.2022 02:15","0","0","0","n/e","n/e","n/e","289","323","323"
"31.10.2022 02:15 - 31.10.2022 02:30","0","0","0","n/e","n/e","n/e","289","323","323"
"31.10.2022 02:30 - 31.10.2022 02:45","0","0","0","n/e","n/e","n/e","289","324","324"
"31.10.2022 02:45 - 31.10.2022 03:00","0","0","0","n/e","n/e","n/e","289","323","323"
"31.10.2022 03:00 - 31.10.2022 03:15","0","0","0","n/e","n/e","n/e","280","282","282"
"31.10.2022 03:15 - 31.10.2022 03:30","0","0","0","n/e","n/e","n/e","280","311","311"
"31.10.2022 03:30 - 31.10.2022 03:45","0","0","0","n/e","n/e","n/e","280","311","311"
"31.10.2022 03:45 - 31.10.2022 04:00","0","0","0","n/e","n/e","n/e","280","312","312"
"31.10.2022 04:00 - 31.10.2022 04:15","0","0","0","n/e","n/e","n/e","253","254","254"
"31.10.2022 04:15 - 31.10.2022 04:30","0","0","0","n/e","n/e","n/e","253","254","254"
"31.10.2022 04:30 - 31.10.2022 04:45","0","0","0","n/e","n/e","n/e","253","253","253"
"31.10.2022 04:45 - 31.10.2022 05:00","0","0","0","n/e","n/e","n/e","253","253","253"
"31.10.2022 05:00 - 31.10.2022 05:15","1","1","1","n/e","n/e","n/e","247","249","249"
"31.10.2022 05:15 - 31.10.2022 05:30","1","1","1","n/e","n/e","n/e","247","249","249"
"31.10.2022 05:30 - 31.10.2022 05:45","1","1","1","n/e","n/e","n/e","247","249","249"
"31.10.2022 05:45 - 31.10.2022 06:00","1","1","1","n/e","n/e","n/e","247","270","270"
"31.10.2022 06:00 - 31.10.2022 06:15","33","32","32","n/e","n/e","n/e","260","270","270"
"31.10.2022 06:15 - 31.10.2022 06:30","38","38","38","n/e","n/e","n/e","260","270","270"
"31.10.2022 06:30 - 31.10.2022 06:45","46","46","46","n/e","n/e","n/e","260","270","270"
"31.10.2022 06:45 - 31.10.2022 07:00","57","57","57","n/e","n/e","n/e","260","270","270"
