"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Greece (GR)","Generation - Solar  [MW] Intraday / Greece (GR)","Generation - Solar  [MW] Current / Greece (GR)","Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Offshore  [MW] Intraday / Greece (GR)","Generation - Wind Offshore  [MW] Current / Greece (GR)","Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Onshore  [MW] Intraday / Greece (GR)","Generation - Wind Onshore  [MW] Current / Greece (GR)"
"28.11.2022 18:00 - 28.11.2022 19:00","0","0","n/e","n/e","n/e","n/e","2003","1939","n/e"
"28.11.2022 19:00 - 28.11.2022 20:00","0","0","n/e","n/e","n/e","n/e","1984","1943","n/e"
"28.11.2022 20:00 - 28.11.2022 21:00","0","0","n/e","n/e","n/e","n/e","1944","1934","n/e"
"28.11.2022 21:00 - 28.11.2022 22:00","0","0","n/e","n/e","n/e","n/e","1909","1914","n/e"
"28.11.2022 22:00 - 28.11.2022 23:00","0","0","n/e","n/e","n/e","n/e","1875","1883","n/e"
"28.11.2022 23:00 - 29.11.2022 00:00","0","0","n/e","n/e","n/e","n/e","1845","1845","n/e"
"29.11.2022 00:00 - 29.11.2022 01:00","0","0","n/e","n/e","n/e","n/e","1871","1871","n/e"
"29.11.2022 01:00 - 29.11.2022 02:00","0","0","n/e","n/e","n/e","n/e","1835","1835","n/e"
"29.11.2022 02:00 - 29.11.2022 03:00","0","0","n/e","n/e","n/e","n/e","1803","1803","n/e"
"29.11.2022 03:00 - 29.11.2022 04:00","0","0","n/e","n/e","n/e","n/e","1779","1779","n/e"
"29.11.2022 04:00 - 29.11.2022 05:00","0","0","n/e","n/e","n/e","n/e","1754","1754","n/e"
"29.11.2022 05:00 - 29.11.2022 06:00","0","0","n/e","n/e","n/e","n/e","1702","1702","n/e"
"29.11.2022 06:00 - 29.11.2022 07:00","46","46","n/e","n/e","n/e","n/e","1635","1635","n/e"
"29.11.2022 07:00 - 29.11.2022 08:00","344","344","n/e","n/e","n/e","n/e","1578","1578","n/e"
"29.11.2022 08:00 - 29.11.2022 09:00","860","860","n/e","n/e","n/e","n/e","1524","1524","n/e"
"29.11.2022 09:00 - 29.11.2022 10:00","1305","958","n/e","n/e","n/e","n/e","1463","1403","n/e"
"29.11.2022 10:00 - 29.11.2022 11:00","1544","1131","n/e","n/e","n/e","n/e","1409","1355","n/e"
"29.11.2022 11:00 - 29.11.2022 12:00","1583","1160","n/e","n/e","n/e","n/e","1373","1333","n/e"
"29.11.2022 12:00 - 29.11.2022 13:00","1439","1062","n/e","n/e","n/e","n/e","1345","1343","n/e"
"29.11.2022 13:00 - 29.11.2022 14:00","1117","834","n/e","n/e","n/e","n/e","1327","1324","n/e"
"29.11.2022 14:00 - 29.11.2022 15:00","644","487","n/e","n/e","n/e","n/e","1312","1291","n/e"
"29.11.2022 15:00 - 29.11.2022 16:00","199","154","n/e","n/e","n/e","n/e","1322","1287","n/e"
"29.11.2022 16:00 - 29.11.2022 17:00","8","9","n/e","n/e","n/e","n/e","1364","1319","n/e"
"29.11.2022 17:00 - 29.11.2022 18:00","0","0","n/e","n/e","n/e","n/e","1389","1386","n/e"
"29.11.2022 18:00 - 29.11.2022 19:00","0","0","n/e","n/e","n/e","n/e","1411","1438","n/e"
"29.11.2022 19:00 - 29.11.2022 20:00","0","0","n/e","n/e","n/e","n/e","1433","1449","n/e"
"29.11.2022 20:00 - 29.11.2022 21:00","0","0","n/e","n/e","n/e","n/e","1439","1420","n/e"
"29.11.2022 21:00 - 29.11.2022 22:00","0","0","n/e","n/e","n/e","n/e","1439","1387","n/e"
"29.11.2022 22:00 - 29.11.2022 23:00","0","0","n/e","n/e","n/e","n/e","1438","1354","n/e"
"29.11.2022 23:00 - 30.11.2022 00:00","0","0","n/e","n/e","n/e","n/e","1318","1318","n/e"
"30.11.2022 00:00 - 30.11.2022 01:00","0","0","n/e","n/e","n/e","n/e","1367","1367","n/e"
"30.11.2022 01:00 - 30.11.2022 02:00","0","0","n/e","n/e","n/e","n/e","1349","1349","n/e"
"30.11.2022 02:00 - 30.11.2022 03:00","0","0","n/e","n/e","n/e","n/e","1353","1353","n/e"
"30.11.2022 03:00 - 30.11.2022 04:00","0","0","n/e","n/e","n/e","n/e","1360","1360","n/e"
"30.11.2022 04:00 - 30.11.2022 05:00","0","0","n/e","n/e","n/e","n/e","1360","1360","n/e"
"30.11.2022 05:00 - 30.11.2022 06:00","0","0","n/e","n/e","n/e","n/e","1360","1360","n/e"
"30.11.2022 06:00 - 30.11.2022 07:00","18","18","n/e","n/e","n/e","n/e","1353","1353","n/e"
"30.11.2022 07:00 - 30.11.2022 08:00","101","101","n/e","n/e","n/e","n/e","1344","1344","n/e"
"30.11.2022 08:00 - 30.11.2022 09:00","262","262","n/e","n/e","n/e","n/e","1330","1330","n/e"
"30.11.2022 09:00 - 30.11.2022 10:00","440","440","n/e","n/e","n/e","n/e","1308","1308","n/e"
"30.11.2022 10:00 - 30.11.2022 11:00","554","554","n/e","n/e","n/e","n/e","1300","1300","n/e"
"30.11.2022 11:00 - 30.11.2022 12:00","584","584","n/e","n/e","n/e","n/e","1318","1318","n/e"
"30.11.2022 12:00 - 30.11.2022 13:00","527","458","n/e","n/e","n/e","n/e","1350","1328","n/e"
"30.11.2022 13:00 - 30.11.2022 14:00","396","340","n/e","n/e","n/e","n/e","1402","1318","n/e"
"30.11.2022 14:00 - 30.11.2022 15:00","229","195","n/e","n/e","n/e","n/e","1441","1320","n/e"
"30.11.2022 15:00 - 30.11.2022 16:00","85","72","n/e","n/e","n/e","n/e","1449","1307","n/e"
"30.11.2022 16:00 - 30.11.2022 17:00","13","11","n/e","n/e","n/e","n/e","1449","1289","n/e"
"30.11.2022 17:00 - 30.11.2022 18:00","0","0","n/e","n/e","n/e","n/e","1407","1281","n/e"
"30.11.2022 18:00 - 30.11.2022 19:00","0","0","n/e","n/e","n/e","n/e","1374","1303","n/e"
"30.11.2022 19:00 - 30.11.2022 20:00","0","0","n/e","n/e","n/e","n/e","1354","1337","n/e"
"30.11.2022 20:00 - 30.11.2022 21:00","0","0","n/e","n/e","n/e","n/e","1347","1394","n/e"
"30.11.2022 21:00 - 30.11.2022 22:00","0","0","n/e","n/e","n/e","n/e","1354","1461","n/e"
"30.11.2022 22:00 - 30.11.2022 23:00","0","0","n/e","n/e","n/e","n/e","1344","1533","n/e"
"30.11.2022 23:00 - 01.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1604","1604","n/e"
"01.12.2022 00:00 - 01.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1570","1570","n/e"
"01.12.2022 01:00 - 01.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","1659","1659","n/e"
"01.12.2022 02:00 - 01.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","1709","1709","n/e"
"01.12.2022 03:00 - 01.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1697","1697","n/e"
"01.12.2022 04:00 - 01.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1660","1660","n/e"
"01.12.2022 05:00 - 01.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","1580","1580","n/e"
"01.12.2022 06:00 - 01.12.2022 07:00","25","25","n/e","n/e","n/e","n/e","1496","1496","n/e"
"01.12.2022 07:00 - 01.12.2022 08:00","151","151","n/e","n/e","n/e","n/e","1435","1435","n/e"
"01.12.2022 08:00 - 01.12.2022 09:00","380","380","n/e","n/e","n/e","n/e","1391","1391","n/e"
"01.12.2022 09:00 - 01.12.2022 10:00","627","627","n/e","n/e","n/e","n/e","1340","1340","n/e"
"01.12.2022 10:00 - 01.12.2022 11:00","805","886","n/e","n/e","n/e","n/e","1313","1565","n/e"
"01.12.2022 11:00 - 01.12.2022 12:00","873","936","n/e","n/e","n/e","n/e","1272","1498","n/e"
"01.12.2022 12:00 - 01.12.2022 13:00","833","887","n/e","n/e","n/e","n/e","1199","1432","n/e"
"01.12.2022 13:00 - 01.12.2022 14:00","672","710","n/e","n/e","n/e","n/e","1112","1331","n/e"
"01.12.2022 14:00 - 01.12.2022 15:00","405","427","n/e","n/e","n/e","n/e","985","1210","n/e"
"01.12.2022 15:00 - 01.12.2022 16:00","135","141","n/e","n/e","n/e","n/e","872","1123","n/e"
"01.12.2022 16:00 - 01.12.2022 17:00","7","8","n/e","n/e","n/e","n/e","792","1066","n/e"
"01.12.2022 17:00 - 01.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","715","1007","n/e"
"01.12.2022 18:00 - 01.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","671","941","n/e"
"01.12.2022 19:00 - 01.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","634","880","n/e"
"01.12.2022 20:00 - 01.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","589","823","n/e"
"01.12.2022 21:00 - 01.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","545","756","n/e"
"01.12.2022 22:00 - 01.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","501","694","n/e"
"01.12.2022 23:00 - 02.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","636","636","n/e"
"02.12.2022 00:00 - 02.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","626","626","n/e"
"02.12.2022 01:00 - 02.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","579","579","n/e"
"02.12.2022 02:00 - 02.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","548","548","n/e"
"02.12.2022 03:00 - 02.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","513","513","n/e"
"02.12.2022 04:00 - 02.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","467","467","n/e"
"02.12.2022 05:00 - 02.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","411","411","n/e"
"02.12.2022 06:00 - 02.12.2022 07:00","38","38","n/e","n/e","n/e","n/e","357","357","n/e"
"02.12.2022 07:00 - 02.12.2022 08:00","338","338","n/e","n/e","n/e","n/e","307","307","n/e"
"02.12.2022 08:00 - 02.12.2022 09:00","895","895","n/e","n/e","n/e","n/e","264","264","n/e"
"02.12.2022 09:00 - 02.12.2022 10:00","1403","1403","n/e","n/e","n/e","n/e","224","224","n/e"
"02.12.2022 10:00 - 02.12.2022 11:00","1681","1681","n/e","n/e","n/e","n/e","195","195","n/e"
"02.12.2022 11:00 - 02.12.2022 12:00","1732","1963","n/e","n/e","n/e","n/e","184","150","n/e"
"02.12.2022 12:00 - 02.12.2022 13:00","1588","1784","n/e","n/e","n/e","n/e","181","139","n/e"
"02.12.2022 13:00 - 02.12.2022 14:00","1256","1392","n/e","n/e","n/e","n/e","172","128","n/e"
"02.12.2022 14:00 - 02.12.2022 15:00","760","830","n/e","n/e","n/e","n/e","160","121","n/e"
"02.12.2022 15:00 - 02.12.2022 16:00","243","263","n/e","n/e","n/e","n/e","155","136","n/e"
"02.12.2022 16:00 - 02.12.2022 17:00","5","5","n/e","n/e","n/e","n/e","165","161","n/e"
"02.12.2022 17:00 - 02.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","181","181","n/e"
"02.12.2022 18:00 - 02.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","205","202","n/e"
"02.12.2022 19:00 - 02.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","226","225","n/e"
"02.12.2022 20:00 - 02.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","232","248","n/e"
"02.12.2022 21:00 - 02.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","230","266","n/e"
"02.12.2022 22:00 - 02.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","237","276","n/e"
"02.12.2022 23:00 - 03.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","287","287","n/e"
"03.12.2022 00:00 - 03.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","307","307","n/e"
"03.12.2022 01:00 - 03.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","342","342","n/e"
"03.12.2022 02:00 - 03.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","389","389","n/e"
"03.12.2022 03:00 - 03.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","447","447","n/e"
"03.12.2022 04:00 - 03.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","506","506","n/e"
"03.12.2022 05:00 - 03.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","557","557","n/e"
"03.12.2022 06:00 - 03.12.2022 07:00","30","30","n/e","n/e","n/e","n/e","603","603","n/e"
"03.12.2022 07:00 - 03.12.2022 08:00","203","203","n/e","n/e","n/e","n/e","642","642","n/e"
"03.12.2022 08:00 - 03.12.2022 09:00","517","517","n/e","n/e","n/e","n/e","660","660","n/e"
"03.12.2022 09:00 - 03.12.2022 10:00","820","820","n/e","n/e","n/e","n/e","646","646","n/e"
"03.12.2022 10:00 - 03.12.2022 11:00","1000","1000","n/e","n/e","n/e","n/e","631","631","n/e"
"03.12.2022 11:00 - 03.12.2022 12:00","1037","1037","n/e","n/e","n/e","n/e","622","622","n/e"
"03.12.2022 12:00 - 03.12.2022 13:00","941","938","n/e","n/e","n/e","n/e","623","656","n/e"
"03.12.2022 13:00 - 03.12.2022 14:00","730","743","n/e","n/e","n/e","n/e","653","705","n/e"
"03.12.2022 14:00 - 03.12.2022 15:00","417","439","n/e","n/e","n/e","n/e","704","753","n/e"
"03.12.2022 15:00 - 03.12.2022 16:00","131","143","n/e","n/e","n/e","n/e","767","812","n/e"
"03.12.2022 16:00 - 03.12.2022 17:00","11","10","n/e","n/e","n/e","n/e","832","878","n/e"
"03.12.2022 17:00 - 03.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","889","940","n/e"
"03.12.2022 18:00 - 03.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","949","983","n/e"
"03.12.2022 19:00 - 03.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","994","1026","n/e"
"03.12.2022 20:00 - 03.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1021","1062","n/e"
"03.12.2022 21:00 - 03.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1043","1087","n/e"
"03.12.2022 22:00 - 03.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1056","1105","n/e"
"03.12.2022 23:00 - 04.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1106","1106","n/e"
"04.12.2022 00:00 - 04.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1119","1119","n/e"
"04.12.2022 01:00 - 04.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","1109","1109","n/e"
"04.12.2022 02:00 - 04.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","1089","1089","n/e"
"04.12.2022 03:00 - 04.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1077","1077","n/e"
"04.12.2022 04:00 - 04.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1084","1084","n/e"
"04.12.2022 05:00 - 04.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","1080","1080","n/e"
"04.12.2022 06:00 - 04.12.2022 07:00","30","30","n/e","n/e","n/e","n/e","1049","1049","n/e"
"04.12.2022 07:00 - 04.12.2022 08:00","224","224","n/e","n/e","n/e","n/e","1007","1007","n/e"
"04.12.2022 08:00 - 04.12.2022 09:00","560","560","n/e","n/e","n/e","n/e","967","967","n/e"
"04.12.2022 09:00 - 04.12.2022 10:00","840","840","n/e","n/e","n/e","n/e","906","906","n/e"
"04.12.2022 10:00 - 04.12.2022 11:00","959","959","n/e","n/e","n/e","n/e","832","832","n/e"
"04.12.2022 11:00 - 04.12.2022 12:00","953","953","n/e","n/e","n/e","n/e","797","797","n/e"
"04.12.2022 12:00 - 04.12.2022 13:00","851","877","n/e","n/e","n/e","n/e","785","765","n/e"
"04.12.2022 13:00 - 04.12.2022 14:00","661","681","n/e","n/e","n/e","n/e","788","778","n/e"
"04.12.2022 14:00 - 04.12.2022 15:00","391","399","n/e","n/e","n/e","n/e","780","767","n/e"
"04.12.2022 15:00 - 04.12.2022 16:00","130","129","n/e","n/e","n/e","n/e","776","766","n/e"
"04.12.2022 16:00 - 04.12.2022 17:00","10","9","n/e","n/e","n/e","n/e","799","776","n/e"
"04.12.2022 17:00 - 04.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","802","780","n/e"
"04.12.2022 18:00 - 04.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","790","763","n/e"
"04.12.2022 19:00 - 04.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","777","749","n/e"
"04.12.2022 20:00 - 04.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","750","737","n/e"
"04.12.2022 21:00 - 04.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","723","715","n/e"
"04.12.2022 22:00 - 04.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","695","695","n/e"
"04.12.2022 23:00 - 05.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","678","678","n/e"
"05.12.2022 00:00 - 05.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","874","874","n/e"
"05.12.2022 01:00 - 05.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","853","853","n/e"
"05.12.2022 02:00 - 05.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","842","842","n/e"
"05.12.2022 03:00 - 05.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","827","827","n/e"
"05.12.2022 04:00 - 05.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","800","800","n/e"
"05.12.2022 05:00 - 05.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","775","775","n/e"
"05.12.2022 06:00 - 05.12.2022 07:00","26","26","n/e","n/e","n/e","n/e","749","749","n/e"
"05.12.2022 07:00 - 05.12.2022 08:00","179","179","n/e","n/e","n/e","n/e","710","710","n/e"
"05.12.2022 08:00 - 05.12.2022 09:00","472","472","n/e","n/e","n/e","n/e","671","671","n/e"
"05.12.2022 09:00 - 05.12.2022 10:00","770","770","n/e","n/e","n/e","n/e","627","627","n/e"
"05.12.2022 10:00 - 05.12.2022 11:00","966","744","n/e","n/e","n/e","n/e","582","507","n/e"
"05.12.2022 11:00 - 05.12.2022 12:00","1019","797","n/e","n/e","n/e","n/e","547","489","n/e"
"05.12.2022 12:00 - 05.12.2022 13:00","963","755","n/e","n/e","n/e","n/e","522","487","n/e"
"05.12.2022 13:00 - 05.12.2022 14:00","770","608","n/e","n/e","n/e","n/e","509","495","n/e"
"05.12.2022 14:00 - 05.12.2022 15:00","453","362","n/e","n/e","n/e","n/e","506","513","n/e"
"05.12.2022 15:00 - 05.12.2022 16:00","142","116","n/e","n/e","n/e","n/e","514","533","n/e"
"05.12.2022 16:00 - 05.12.2022 17:00","8","8","n/e","n/e","n/e","n/e","527","559","n/e"
"05.12.2022 17:00 - 05.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","530","569","n/e"
"05.12.2022 18:00 - 05.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","518","569","n/e"
"05.12.2022 19:00 - 05.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","492","552","n/e"
"05.12.2022 20:00 - 05.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","470","520","n/e"
"05.12.2022 21:00 - 05.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","452","481","n/e"
"05.12.2022 22:00 - 05.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","437","438","n/e"
"05.12.2022 23:00 - 06.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","401","401","n/e"
"06.12.2022 00:00 - 06.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","426","426","n/e"
"06.12.2022 01:00 - 06.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","395","395","n/e"
"06.12.2022 02:00 - 06.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","366","366","n/e"
"06.12.2022 03:00 - 06.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","339","339","n/e"
"06.12.2022 04:00 - 06.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","310","310","n/e"
"06.12.2022 05:00 - 06.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","283","283","n/e"
"06.12.2022 06:00 - 06.12.2022 07:00","26","26","n/e","n/e","n/e","n/e","262","262","n/e"
"06.12.2022 07:00 - 06.12.2022 08:00","223","223","n/e","n/e","n/e","n/e","239","239","n/e"
"06.12.2022 08:00 - 06.12.2022 09:00","602","602","n/e","n/e","n/e","n/e","216","216","n/e"
"06.12.2022 09:00 - 06.12.2022 10:00","968","968","n/e","n/e","n/e","n/e","194","194","n/e"
"06.12.2022 10:00 - 06.12.2022 11:00","1181","1181","n/e","n/e","n/e","n/e","186","186","n/e"
"06.12.2022 11:00 - 06.12.2022 12:00","1225","1225","n/e","n/e","n/e","n/e","184","184","n/e"
"06.12.2022 12:00 - 06.12.2022 13:00","1121","1064","n/e","n/e","n/e","n/e","178","176","n/e"
"06.12.2022 13:00 - 06.12.2022 14:00","882","839","n/e","n/e","n/e","n/e","167","175","n/e"
"06.12.2022 14:00 - 06.12.2022 15:00","519","497","n/e","n/e","n/e","n/e","160","166","n/e"
"06.12.2022 15:00 - 06.12.2022 16:00","164","158","n/e","n/e","n/e","n/e","156","161","n/e"
"06.12.2022 16:00 - 06.12.2022 17:00","8","9","n/e","n/e","n/e","n/e","166","165","n/e"
"06.12.2022 17:00 - 06.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","189","183","n/e"
"06.12.2022 18:00 - 06.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","223","208","n/e"
"06.12.2022 19:00 - 06.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","252","239","n/e"
"06.12.2022 20:00 - 06.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","280","274","n/e"
"06.12.2022 21:00 - 06.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","310","306","n/e"
"06.12.2022 22:00 - 06.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","336","340","n/e"
"06.12.2022 23:00 - 07.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","378","378","n/e"
"07.12.2022 00:00 - 07.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","402","402","n/e"
"07.12.2022 01:00 - 07.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","415","415","n/e"
"07.12.2022 02:00 - 07.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","422","422","n/e"
"07.12.2022 03:00 - 07.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","429","429","n/e"
"07.12.2022 04:00 - 07.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","438","438","n/e"
"07.12.2022 05:00 - 07.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","439","439","n/e"
"07.12.2022 06:00 - 07.12.2022 07:00","25","25","n/e","n/e","n/e","n/e","441","441","n/e"
"07.12.2022 07:00 - 07.12.2022 08:00","193","193","n/e","n/e","n/e","n/e","448","448","n/e"
"07.12.2022 08:00 - 07.12.2022 09:00","531","531","n/e","n/e","n/e","n/e","461","461","n/e"
"07.12.2022 09:00 - 07.12.2022 10:00","892","892","n/e","n/e","n/e","n/e","495","495","n/e"
"07.12.2022 10:00 - 07.12.2022 11:00","1126","1126","n/e","n/e","n/e","n/e","561","561","n/e"
"07.12.2022 11:00 - 07.12.2022 12:00","1184","1184","n/e","n/e","n/e","n/e","629","629","n/e"
"07.12.2022 12:00 - 07.12.2022 13:00","1115","1134","n/e","n/e","n/e","n/e","668","634","n/e"
"07.12.2022 13:00 - 07.12.2022 14:00","895","903","n/e","n/e","n/e","n/e","675","646","n/e"
"07.12.2022 14:00 - 07.12.2022 15:00","539","534","n/e","n/e","n/e","n/e","660","629","n/e"
"07.12.2022 15:00 - 07.12.2022 16:00","173","168","n/e","n/e","n/e","n/e","648","620","n/e"
"07.12.2022 16:00 - 07.12.2022 17:00","6","7","n/e","n/e","n/e","n/e","660","633","n/e"
"07.12.2022 17:00 - 07.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","668","663","n/e"
"07.12.2022 18:00 - 07.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","682","695","n/e"
"07.12.2022 19:00 - 07.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","698","727","n/e"
"07.12.2022 20:00 - 07.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","695","746","n/e"
"07.12.2022 21:00 - 07.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","687","744","n/e"
"07.12.2022 22:00 - 07.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","678","728","n/e"
"07.12.2022 23:00 - 08.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","711","711","n/e"
"08.12.2022 00:00 - 08.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","688","688","n/e"
"08.12.2022 01:00 - 08.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","645","645","n/e"
"08.12.2022 02:00 - 08.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","594","594","n/e"
"08.12.2022 03:00 - 08.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","545","545","n/e"
"08.12.2022 04:00 - 08.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","512","512","n/e"
"08.12.2022 05:00 - 08.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","492","492","n/e"
"08.12.2022 06:00 - 08.12.2022 07:00","25","25","n/e","n/e","n/e","n/e","479","479","n/e"
"08.12.2022 07:00 - 08.12.2022 08:00","235","235","n/e","n/e","n/e","n/e","478","478","n/e"
"08.12.2022 08:00 - 08.12.2022 09:00","649","649","n/e","n/e","n/e","n/e","479","479","n/e"
"08.12.2022 09:00 - 08.12.2022 10:00","1072","1072","n/e","n/e","n/e","n/e","482","482","n/e"
"08.12.2022 10:00 - 08.12.2022 11:00","1344","1344","n/e","n/e","n/e","n/e","502","502","n/e"
"08.12.2022 11:00 - 08.12.2022 12:00","1422","1422","n/e","n/e","n/e","n/e","537","537","n/e"
"08.12.2022 12:00 - 08.12.2022 13:00","1351","1356","n/e","n/e","n/e","n/e","563","629","n/e"
"08.12.2022 13:00 - 08.12.2022 14:00","1086","1104","n/e","n/e","n/e","n/e","577","654","n/e"
"08.12.2022 14:00 - 08.12.2022 15:00","656","674","n/e","n/e","n/e","n/e","581","655","n/e"
"08.12.2022 15:00 - 08.12.2022 16:00","209","217","n/e","n/e","n/e","n/e","620","685","n/e"
"08.12.2022 16:00 - 08.12.2022 17:00","5","5","n/e","n/e","n/e","n/e","692","749","n/e"
"08.12.2022 17:00 - 08.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","751","819","n/e"
"08.12.2022 18:00 - 08.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","802","872","n/e"
"08.12.2022 19:00 - 08.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","846","921","n/e"
"08.12.2022 20:00 - 08.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","878","959","n/e"
"08.12.2022 21:00 - 08.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","902","978","n/e"
"08.12.2022 22:00 - 08.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","891","979","n/e"
"08.12.2022 23:00 - 09.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","957","957","n/e"
"09.12.2022 00:00 - 09.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","947","947","n/e"
"09.12.2022 01:00 - 09.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","897","897","n/e"
"09.12.2022 02:00 - 09.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","853","853","n/e"
"09.12.2022 03:00 - 09.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","799","799","n/e"
