"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Denmark (DK)","Generation - Solar  [MW] Intraday / Denmark (DK)","Generation - Solar  [MW] Current / Denmark (DK)","Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Offshore  [MW] Intraday / Denmark (DK)","Generation - Wind Offshore  [MW] Current / Denmark (DK)","Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Onshore  [MW] Intraday / Denmark (DK)","Generation - Wind Onshore  [MW] Current / Denmark (DK)"
"15.12.2022 02:00 - 15.12.2022 03:00","0","n/e","n/e","230","n/e","n/e","425","n/e","n/e"
"15.12.2022 03:00 - 15.12.2022 04:00","0","n/e","n/e","210","n/e","n/e","377","n/e","n/e"
"15.12.2022 04:00 - 15.12.2022 05:00","0","n/e","n/e","248","n/e","n/e","374","n/e","n/e"
"15.12.2022 05:00 - 15.12.2022 06:00","0","n/e","n/e","246","n/e","n/e","388","n/e","n/e"
"15.12.2022 06:00 - 15.12.2022 07:00","0","n/e","n/e","292","n/e","n/e","357","n/e","n/e"
"15.12.2022 07:00 - 15.12.2022 08:00","0","n/e","n/e","302","n/e","n/e","309","n/e","n/e"
"15.12.2022 08:00 - 15.12.2022 09:00","2","n/e","n/e","346","n/e","n/e","327","n/e","n/e"
"15.12.2022 09:00 - 15.12.2022 10:00","36","n/e","n/e","425","n/e","n/e","330","n/e","n/e"
"15.12.2022 10:00 - 15.12.2022 11:00","105","n/e","n/e","429","n/e","n/e","293","n/e","n/e"
"15.12.2022 11:00 - 15.12.2022 12:00","159","n/e","n/e","435","n/e","n/e","275","n/e","n/e"
"15.12.2022 12:00 - 15.12.2022 13:00","173","n/e","n/e","422","n/e","n/e","252","n/e","n/e"
"15.12.2022 13:00 - 15.12.2022 14:00","148","n/e","n/e","458","n/e","n/e","254","n/e","n/e"
"15.12.2022 14:00 - 15.12.2022 15:00","82","n/e","n/e","450","n/e","n/e","256","n/e","n/e"
"15.12.2022 15:00 - 15.12.2022 16:00","16","n/e","n/e","440","n/e","n/e","260","n/e","n/e"
"15.12.2022 16:00 - 15.12.2022 17:00","0","n/e","n/e","437","n/e","n/e","272","n/e","n/e"
"15.12.2022 17:00 - 15.12.2022 18:00","0","n/e","n/e","380","n/e","n/e","264","n/e","n/e"
"15.12.2022 18:00 - 15.12.2022 19:00","0","n/e","n/e","309","n/e","n/e","225","n/e","n/e"
"15.12.2022 19:00 - 15.12.2022 20:00","0","n/e","n/e","248","n/e","n/e","209","n/e","n/e"
"15.12.2022 20:00 - 15.12.2022 21:00","0","n/e","n/e","206","n/e","n/e","219","n/e","n/e"
"15.12.2022 21:00 - 15.12.2022 22:00","0","n/e","n/e","158","n/e","n/e","213","n/e","n/e"
"15.12.2022 22:00 - 15.12.2022 23:00","0","n/e","n/e","153","n/e","n/e","202","n/e","n/e"
"15.12.2022 23:00 - 16.12.2022 00:00","0","n/e","n/e","146","n/e","n/e","181","n/e","n/e"
"16.12.2022 00:00 - 16.12.2022 01:00","0","n/e","n/e","63","n/e","n/e","136","n/e","n/e"
"16.12.2022 01:00 - 16.12.2022 02:00","0","n/e","n/e","64","n/e","n/e","139","n/e","n/e"
"16.12.2022 02:00 - 16.12.2022 03:00","0","n/e","n/e","72","n/e","n/e","148","n/e","n/e"
"16.12.2022 03:00 - 16.12.2022 04:00","0","n/e","n/e","86","n/e","n/e","165","n/e","n/e"
"16.12.2022 04:00 - 16.12.2022 05:00","0","n/e","n/e","97","n/e","n/e","179","n/e","n/e"
"16.12.2022 05:00 - 16.12.2022 06:00","0","n/e","n/e","107","n/e","n/e","185","n/e","n/e"
"16.12.2022 06:00 - 16.12.2022 07:00","0","n/e","n/e","97","n/e","n/e","181","n/e","n/e"
"16.12.2022 07:00 - 16.12.2022 08:00","0","n/e","n/e","76","n/e","n/e","176","n/e","n/e"
"16.12.2022 08:00 - 16.12.2022 09:00","3","n/e","n/e","73","n/e","n/e","222","n/e","n/e"
"16.12.2022 09:00 - 16.12.2022 10:00","52","n/e","n/e","72","n/e","n/e","273","n/e","n/e"
"16.12.2022 10:00 - 16.12.2022 11:00","144","n/e","n/e","73","n/e","n/e","286","n/e","n/e"
"16.12.2022 11:00 - 16.12.2022 12:00","209","n/e","n/e","73","n/e","n/e","321","n/e","n/e"
"16.12.2022 12:00 - 16.12.2022 13:00","225","n/e","n/e","90","n/e","n/e","309","n/e","n/e"
"16.12.2022 13:00 - 16.12.2022 14:00","187","n/e","n/e","135","n/e","n/e","311","n/e","n/e"
"16.12.2022 14:00 - 16.12.2022 15:00","103","n/e","n/e","168","n/e","n/e","345","n/e","n/e"
"16.12.2022 15:00 - 16.12.2022 16:00","20","n/e","n/e","182","n/e","n/e","413","n/e","n/e"
"16.12.2022 16:00 - 16.12.2022 17:00","0","n/e","n/e","220","n/e","n/e","541","n/e","n/e"
"16.12.2022 17:00 - 16.12.2022 18:00","0","n/e","n/e","266","n/e","n/e","658","n/e","n/e"
"16.12.2022 18:00 - 16.12.2022 19:00","0","n/e","n/e","283","n/e","n/e","677","n/e","n/e"
"16.12.2022 19:00 - 16.12.2022 20:00","0","n/e","n/e","377","n/e","n/e","770","n/e","n/e"
"16.12.2022 20:00 - 16.12.2022 21:00","0","n/e","n/e","465","n/e","n/e","894","n/e","n/e"
"16.12.2022 21:00 - 16.12.2022 22:00","0","n/e","n/e","510","n/e","n/e","1029","n/e","n/e"
"16.12.2022 22:00 - 16.12.2022 23:00","0","n/e","n/e","590","n/e","n/e","1133","n/e","n/e"
"16.12.2022 23:00 - 17.12.2022 00:00","0","n/e","n/e","663","n/e","n/e","1240","n/e","n/e"
"17.12.2022 00:00 - 17.12.2022 01:00","0","n/e","n/e","727","n/e","n/e","1625","n/e","n/e"
"17.12.2022 01:00 - 17.12.2022 02:00","0","n/e","n/e","807","n/e","n/e","1682","n/e","n/e"
"17.12.2022 02:00 - 17.12.2022 03:00","0","n/e","n/e","875","n/e","n/e","1686","n/e","n/e"
"17.12.2022 03:00 - 17.12.2022 04:00","0","n/e","n/e","948","n/e","n/e","1732","n/e","n/e"
"17.12.2022 04:00 - 17.12.2022 05:00","0","n/e","n/e","966","n/e","n/e","1768","n/e","n/e"
"17.12.2022 05:00 - 17.12.2022 06:00","0","n/e","n/e","1002","n/e","n/e","1765","n/e","n/e"
"17.12.2022 06:00 - 17.12.2022 07:00","0","n/e","n/e","1038","n/e","n/e","1621","n/e","n/e"
"17.12.2022 07:00 - 17.12.2022 08:00","0","n/e","n/e","1048","n/e","n/e","1512","n/e","n/e"
"17.12.2022 08:00 - 17.12.2022 09:00","2","n/e","n/e","1059","n/e","n/e","1767","n/e","n/e"
"17.12.2022 09:00 - 17.12.2022 10:00","34","n/e","n/e","1094","n/e","n/e","1955","n/e","n/e"
"17.12.2022 10:00 - 17.12.2022 11:00","95","n/e","n/e","1111","n/e","n/e","1959","n/e","n/e"
"17.12.2022 11:00 - 17.12.2022 12:00","136","n/e","n/e","1103","n/e","n/e","2065","n/e","n/e"
"17.12.2022 12:00 - 17.12.2022 13:00","142","n/e","n/e","1083","n/e","n/e","1987","n/e","n/e"
"17.12.2022 13:00 - 17.12.2022 14:00","120","n/e","n/e","1119","n/e","n/e","1941","n/e","n/e"
"17.12.2022 14:00 - 17.12.2022 15:00","65","n/e","n/e","1140","n/e","n/e","1957","n/e","n/e"
"17.12.2022 15:00 - 17.12.2022 16:00","12","n/e","n/e","1157","n/e","n/e","1967","n/e","n/e"
"17.12.2022 16:00 - 17.12.2022 17:00","0","n/e","n/e","1205","n/e","n/e","2091","n/e","n/e"
"17.12.2022 17:00 - 17.12.2022 18:00","0","n/e","n/e","1223","n/e","n/e","2186","n/e","n/e"
"17.12.2022 18:00 - 17.12.2022 19:00","0","n/e","n/e","1248","n/e","n/e","2101","n/e","n/e"
"17.12.2022 19:00 - 17.12.2022 20:00","0","n/e","n/e","1291","n/e","n/e","2206","n/e","n/e"
"17.12.2022 20:00 - 17.12.2022 21:00","0","n/e","n/e","1300","n/e","n/e","2324","n/e","n/e"
"17.12.2022 21:00 - 17.12.2022 22:00","0","n/e","n/e","1300","n/e","n/e","2423","n/e","n/e"
"17.12.2022 22:00 - 17.12.2022 23:00","0","n/e","n/e","1299","n/e","n/e","2430","n/e","n/e"
"17.12.2022 23:00 - 18.12.2022 00:00","0","n/e","n/e","1269","n/e","n/e","2384","n/e","n/e"
"18.12.2022 00:00 - 18.12.2022 01:00","0","n/e","n/e","1265","n/e","n/e","2675","n/e","n/e"
"18.12.2022 01:00 - 18.12.2022 02:00","0","n/e","n/e","1278","n/e","n/e","2586","n/e","n/e"
"18.12.2022 02:00 - 18.12.2022 03:00","0","n/e","n/e","1254","n/e","n/e","2475","n/e","n/e"
"18.12.2022 03:00 - 18.12.2022 04:00","0","n/e","n/e","1225","n/e","n/e","2404","n/e","n/e"
"18.12.2022 04:00 - 18.12.2022 05:00","0","n/e","n/e","1224","n/e","n/e","2296","n/e","n/e"
"18.12.2022 05:00 - 18.12.2022 06:00","0","n/e","n/e","1250","n/e","n/e","2115","n/e","n/e"
"18.12.2022 06:00 - 18.12.2022 07:00","0","n/e","n/e","1243","n/e","n/e","1813","n/e","n/e"
"18.12.2022 07:00 - 18.12.2022 08:00","0","n/e","n/e","1222","n/e","n/e","1541","n/e","n/e"
"18.12.2022 08:00 - 18.12.2022 09:00","2","n/e","n/e","1200","n/e","n/e","1629","n/e","n/e"
"18.12.2022 09:00 - 18.12.2022 10:00","32","n/e","n/e","1217","n/e","n/e","1636","n/e","n/e"
"18.12.2022 10:00 - 18.12.2022 11:00","91","n/e","n/e","1192","n/e","n/e","1491","n/e","n/e"
"18.12.2022 11:00 - 18.12.2022 12:00","141","n/e","n/e","1092","n/e","n/e","1428","n/e","n/e"
"18.12.2022 12:00 - 18.12.2022 13:00","159","n/e","n/e","1046","n/e","n/e","1240","n/e","n/e"
"18.12.2022 13:00 - 18.12.2022 14:00","131","n/e","n/e","1045","n/e","n/e","1124","n/e","n/e"
"18.12.2022 14:00 - 18.12.2022 15:00","72","n/e","n/e","1015","n/e","n/e","1072","n/e","n/e"
"18.12.2022 15:00 - 18.12.2022 16:00","15","n/e","n/e","993","n/e","n/e","1032","n/e","n/e"
"18.12.2022 16:00 - 18.12.2022 17:00","0","n/e","n/e","1026","n/e","n/e","1121","n/e","n/e"
"18.12.2022 17:00 - 18.12.2022 18:00","0","n/e","n/e","1111","n/e","n/e","1189","n/e","n/e"
"18.12.2022 18:00 - 18.12.2022 19:00","0","n/e","n/e","1190","n/e","n/e","1119","n/e","n/e"
"18.12.2022 19:00 - 18.12.2022 20:00","0","n/e","n/e","1251","n/e","n/e","1192","n/e","n/e"
"18.12.2022 20:00 - 18.12.2022 21:00","0","n/e","n/e","1258","n/e","n/e","1408","n/e","n/e"
"18.12.2022 21:00 - 18.12.2022 22:00","0","n/e","n/e","1268","n/e","n/e","1644","n/e","n/e"
"18.12.2022 22:00 - 18.12.2022 23:00","0","n/e","n/e","1288","n/e","n/e","1776","n/e","n/e"
"18.12.2022 23:00 - 19.12.2022 00:00","0","n/e","n/e","1299","n/e","n/e","1830","n/e","n/e"
"19.12.2022 00:00 - 19.12.2022 01:00","0","n/e","n/e","1256","n/e","n/e","2025","n/e","n/e"
"19.12.2022 01:00 - 19.12.2022 02:00","0","n/e","n/e","1244","n/e","n/e","2019","n/e","n/e"
"19.12.2022 02:00 - 19.12.2022 03:00","0","n/e","n/e","1206","n/e","n/e","1994","n/e","n/e"
"19.12.2022 03:00 - 19.12.2022 04:00","0","n/e","n/e","1179","n/e","n/e","2005","n/e","n/e"
"19.12.2022 04:00 - 19.12.2022 05:00","0","n/e","n/e","1202","n/e","n/e","2000","n/e","n/e"
"19.12.2022 05:00 - 19.12.2022 06:00","0","n/e","n/e","1251","n/e","n/e","1968","n/e","n/e"
"19.12.2022 06:00 - 19.12.2022 07:00","0","n/e","n/e","1282","n/e","n/e","1817","n/e","n/e"
"19.12.2022 07:00 - 19.12.2022 08:00","0","n/e","n/e","1310","n/e","n/e","1680","n/e","n/e"
"19.12.2022 08:00 - 19.12.2022 09:00","0","n/e","n/e","1313","n/e","n/e","1947","n/e","n/e"
"19.12.2022 09:00 - 19.12.2022 10:00","8","n/e","n/e","1323","n/e","n/e","2166","n/e","n/e"
"19.12.2022 10:00 - 19.12.2022 11:00","26","n/e","n/e","1306","n/e","n/e","2144","n/e","n/e"
"19.12.2022 11:00 - 19.12.2022 12:00","37","n/e","n/e","1284","n/e","n/e","2185","n/e","n/e"
"19.12.2022 12:00 - 19.12.2022 13:00","40","n/e","n/e","1281","n/e","n/e","2053","n/e","n/e"
"19.12.2022 13:00 - 19.12.2022 14:00","33","n/e","n/e","1310","n/e","n/e","1967","n/e","n/e"
"19.12.2022 14:00 - 19.12.2022 15:00","16","n/e","n/e","1325","n/e","n/e","1892","n/e","n/e"
"19.12.2022 15:00 - 19.12.2022 16:00","2","n/e","n/e","1320","n/e","n/e","1828","n/e","n/e"
"19.12.2022 16:00 - 19.12.2022 17:00","0","n/e","n/e","1343","n/e","n/e","1863","n/e","n/e"
"19.12.2022 17:00 - 19.12.2022 18:00","0","n/e","n/e","1346","n/e","n/e","1880","n/e","n/e"
"19.12.2022 18:00 - 19.12.2022 19:00","0","n/e","n/e","1319","n/e","n/e","1762","n/e","n/e"
"19.12.2022 19:00 - 19.12.2022 20:00","0","n/e","n/e","1329","n/e","n/e","1801","n/e","n/e"
"19.12.2022 20:00 - 19.12.2022 21:00","0","n/e","n/e","1326","n/e","n/e","1923","n/e","n/e"
"19.12.2022 21:00 - 19.12.2022 22:00","0","n/e","n/e","1311","n/e","n/e","2049","n/e","n/e"
"19.12.2022 22:00 - 19.12.2022 23:00","0","n/e","n/e","1311","n/e","n/e","2113","n/e","n/e"
"19.12.2022 23:00 - 20.12.2022 00:00","0","n/e","n/e","1279","n/e","n/e","2203","n/e","n/e"
"20.12.2022 00:00 - 20.12.2022 01:00","0","n/e","n/e","1261","n/e","n/e","2473","n/e","n/e"
"20.12.2022 01:00 - 20.12.2022 02:00","0","n/e","n/e","1259","n/e","n/e","2471","n/e","n/e"
"20.12.2022 02:00 - 20.12.2022 03:00","0","n/e","n/e","1217","n/e","n/e","2365","n/e","n/e"
"20.12.2022 03:00 - 20.12.2022 04:00","0","n/e","n/e","1178","n/e","n/e","2229","n/e","n/e"
"20.12.2022 04:00 - 20.12.2022 05:00","0","n/e","n/e","1170","n/e","n/e","2046","n/e","n/e"
"20.12.2022 05:00 - 20.12.2022 06:00","0","n/e","n/e","1179","n/e","n/e","1784","n/e","n/e"
"20.12.2022 06:00 - 20.12.2022 07:00","0","n/e","n/e","1173","n/e","n/e","1483","n/e","n/e"
"20.12.2022 07:00 - 20.12.2022 08:00","0","n/e","n/e","1198","n/e","n/e","1322","n/e","n/e"
"20.12.2022 08:00 - 20.12.2022 09:00","0","n/e","n/e","1209","n/e","n/e","1581","n/e","n/e"
"20.12.2022 09:00 - 20.12.2022 10:00","8","n/e","n/e","1212","n/e","n/e","1812","n/e","n/e"
"20.12.2022 10:00 - 20.12.2022 11:00","26","n/e","n/e","1246","n/e","n/e","1830","n/e","n/e"
"20.12.2022 11:00 - 20.12.2022 12:00","39","n/e","n/e","1242","n/e","n/e","2028","n/e","n/e"
"20.12.2022 12:00 - 20.12.2022 13:00","41","n/e","n/e","1249","n/e","n/e","1930","n/e","n/e"
"20.12.2022 13:00 - 20.12.2022 14:00","33","n/e","n/e","1291","n/e","n/e","1916","n/e","n/e"
"20.12.2022 14:00 - 20.12.2022 15:00","16","n/e","n/e","1317","n/e","n/e","1928","n/e","n/e"
"20.12.2022 15:00 - 20.12.2022 16:00","2","n/e","n/e","1310","n/e","n/e","1934","n/e","n/e"
"20.12.2022 16:00 - 20.12.2022 17:00","0","n/e","n/e","1292","n/e","n/e","1952","n/e","n/e"
"20.12.2022 17:00 - 20.12.2022 18:00","0","n/e","n/e","1238","n/e","n/e","1846","n/e","n/e"
"20.12.2022 18:00 - 20.12.2022 19:00","0","n/e","n/e","1044","n/e","n/e","1531","n/e","n/e"
"20.12.2022 19:00 - 20.12.2022 20:00","0","n/e","n/e","1001","n/e","n/e","1352","n/e","n/e"
"20.12.2022 20:00 - 20.12.2022 21:00","0","n/e","n/e","952","n/e","n/e","1214","n/e","n/e"
"20.12.2022 21:00 - 20.12.2022 22:00","0","n/e","n/e","933","n/e","n/e","1148","n/e","n/e"
"20.12.2022 22:00 - 20.12.2022 23:00","0","n/e","n/e","912","n/e","n/e","1096","n/e","n/e"
"20.12.2022 23:00 - 21.12.2022 00:00","0","n/e","n/e","783","n/e","n/e","1012","n/e","n/e"
"21.12.2022 00:00 - 21.12.2022 01:00","0","n/e","n/e","547","n/e","n/e","1022","n/e","n/e"
"21.12.2022 01:00 - 21.12.2022 02:00","0","n/e","n/e","517","n/e","n/e","933","n/e","n/e"
"21.12.2022 02:00 - 21.12.2022 03:00","0","n/e","n/e","465","n/e","n/e","892","n/e","n/e"
"21.12.2022 03:00 - 21.12.2022 04:00","0","n/e","n/e","400","n/e","n/e","884","n/e","n/e"
"21.12.2022 04:00 - 21.12.2022 05:00","0","n/e","n/e","391","n/e","n/e","868","n/e","n/e"
"21.12.2022 05:00 - 21.12.2022 06:00","0","n/e","n/e","445","n/e","n/e","814","n/e","n/e"
"21.12.2022 06:00 - 21.12.2022 07:00","0","n/e","n/e","458","n/e","n/e","721","n/e","n/e"
"21.12.2022 07:00 - 21.12.2022 08:00","0","n/e","n/e","490","n/e","n/e","652","n/e","n/e"
"21.12.2022 08:00 - 21.12.2022 09:00","1","n/e","n/e","471","n/e","n/e","739","n/e","n/e"
"21.12.2022 09:00 - 21.12.2022 10:00","23","n/e","n/e","492","n/e","n/e","801","n/e","n/e"
"21.12.2022 10:00 - 21.12.2022 11:00","67","n/e","n/e","545","n/e","n/e","786","n/e","n/e"
"21.12.2022 11:00 - 21.12.2022 12:00","91","n/e","n/e","639","n/e","n/e","907","n/e","n/e"
"21.12.2022 12:00 - 21.12.2022 13:00","89","n/e","n/e","747","n/e","n/e","913","n/e","n/e"
"21.12.2022 13:00 - 21.12.2022 14:00","71","n/e","n/e","848","n/e","n/e","972","n/e","n/e"
"21.12.2022 14:00 - 21.12.2022 15:00","40","n/e","n/e","924","n/e","n/e","1114","n/e","n/e"
"21.12.2022 15:00 - 21.12.2022 16:00","9","n/e","n/e","956","n/e","n/e","1262","n/e","n/e"
"21.12.2022 16:00 - 21.12.2022 17:00","0","n/e","n/e","989","n/e","n/e","1477","n/e","n/e"
"21.12.2022 17:00 - 21.12.2022 18:00","0","n/e","n/e","1081","n/e","n/e","1694","n/e","n/e"
"21.12.2022 18:00 - 21.12.2022 19:00","0","n/e","n/e","1109","n/e","n/e","1729","n/e","n/e"
"21.12.2022 19:00 - 21.12.2022 20:00","0","n/e","n/e","1133","n/e","n/e","1698","n/e","n/e"
"21.12.2022 20:00 - 21.12.2022 21:00","0","n/e","n/e","1227","n/e","n/e","1609","n/e","n/e"
"21.12.2022 21:00 - 21.12.2022 22:00","0","n/e","n/e","1278","n/e","n/e","1559","n/e","n/e"
"21.12.2022 22:00 - 21.12.2022 23:00","0","n/e","n/e","1305","n/e","n/e","1571","n/e","n/e"
"21.12.2022 23:00 - 22.12.2022 00:00","0","n/e","n/e","1258","n/e","n/e","1673","n/e","n/e"
"22.12.2022 00:00 - 22.12.2022 01:00","0","n/e","n/e","870","n/e","n/e","1684","n/e","n/e"
"22.12.2022 01:00 - 22.12.2022 02:00","0","n/e","n/e","846","n/e","n/e","1616","n/e","n/e"
"22.12.2022 02:00 - 22.12.2022 03:00","0","n/e","n/e","783","n/e","n/e","1529","n/e","n/e"
"22.12.2022 03:00 - 22.12.2022 04:00","0","n/e","n/e","774","n/e","n/e","1466","n/e","n/e"
"22.12.2022 04:00 - 22.12.2022 05:00","0","n/e","n/e","870","n/e","n/e","1416","n/e","n/e"
"22.12.2022 05:00 - 22.12.2022 06:00","0","n/e","n/e","990","n/e","n/e","1360","n/e","n/e"
"22.12.2022 06:00 - 22.12.2022 07:00","0","n/e","n/e","1038","n/e","n/e","1258","n/e","n/e"
"22.12.2022 07:00 - 22.12.2022 08:00","0","n/e","n/e","1059","n/e","n/e","1174","n/e","n/e"
"22.12.2022 08:00 - 22.12.2022 09:00","0","n/e","n/e","1037","n/e","n/e","1340","n/e","n/e"
"22.12.2022 09:00 - 22.12.2022 10:00","15","n/e","n/e","1048","n/e","n/e","1465","n/e","n/e"
"22.12.2022 10:00 - 22.12.2022 11:00","51","n/e","n/e","1053","n/e","n/e","1451","n/e","n/e"
"22.12.2022 11:00 - 22.12.2022 12:00","82","n/e","n/e","1023","n/e","n/e","1595","n/e","n/e"
"22.12.2022 12:00 - 22.12.2022 13:00","93","n/e","n/e","1020","n/e","n/e","1555","n/e","n/e"
"22.12.2022 13:00 - 22.12.2022 14:00","75","n/e","n/e","1078","n/e","n/e","1591","n/e","n/e"
"22.12.2022 14:00 - 22.12.2022 15:00","41","n/e","n/e","1152","n/e","n/e","1637","n/e","n/e"
"22.12.2022 15:00 - 22.12.2022 16:00","6","n/e","n/e","1168","n/e","n/e","1719","n/e","n/e"
"22.12.2022 16:00 - 22.12.2022 17:00","0","n/e","n/e","1197","n/e","n/e","1845","n/e","n/e"
"22.12.2022 17:00 - 22.12.2022 18:00","0","n/e","n/e","1303","n/e","n/e","1855","n/e","n/e"
"22.12.2022 18:00 - 22.12.2022 19:00","0","n/e","n/e","1304","n/e","n/e","1633","n/e","n/e"
"22.12.2022 19:00 - 22.12.2022 20:00","0","n/e","n/e","1304","n/e","n/e","1555","n/e","n/e"
"22.12.2022 20:00 - 22.12.2022 21:00","0","n/e","n/e","1157","n/e","n/e","1623","n/e","n/e"
"22.12.2022 21:00 - 22.12.2022 22:00","0","n/e","n/e","1041","n/e","n/e","1577","n/e","n/e"
"22.12.2022 22:00 - 22.12.2022 23:00","0","n/e","n/e","1036","n/e","n/e","1484","n/e","n/e"
"22.12.2022 23:00 - 23.12.2022 00:00","0","n/e","n/e","923","n/e","n/e","1371","n/e","n/e"
"23.12.2022 00:00 - 23.12.2022 01:00","0","n/e","n/e","576","n/e","n/e","964","n/e","n/e"
"23.12.2022 01:00 - 23.12.2022 02:00","0","n/e","n/e","540","n/e","n/e","847","n/e","n/e"
"23.12.2022 02:00 - 23.12.2022 03:00","0","n/e","n/e","458","n/e","n/e","767","n/e","n/e"
"23.12.2022 03:00 - 23.12.2022 04:00","0","n/e","n/e","396","n/e","n/e","723","n/e","n/e"
"23.12.2022 04:00 - 23.12.2022 05:00","0","n/e","n/e","448","n/e","n/e","687","n/e","n/e"
"23.12.2022 05:00 - 23.12.2022 06:00","0","n/e","n/e","544","n/e","n/e","639","n/e","n/e"
"23.12.2022 06:00 - 23.12.2022 07:00","0","n/e","n/e","544","n/e","n/e","566","n/e","n/e"
"23.12.2022 07:00 - 23.12.2022 08:00","0","n/e","n/e","560","n/e","n/e","509","n/e","n/e"
"23.12.2022 08:00 - 23.12.2022 09:00","1","n/e","n/e","527","n/e","n/e","548","n/e","n/e"
"23.12.2022 09:00 - 23.12.2022 10:00","37","n/e","n/e","458","n/e","n/e","522","n/e","n/e"
"23.12.2022 10:00 - 23.12.2022 11:00","124","n/e","n/e","438","n/e","n/e","406","n/e","n/e"
"23.12.2022 11:00 - 23.12.2022 12:00","193","n/e","n/e","388","n/e","n/e","353","n/e","n/e"
"23.12.2022 12:00 - 23.12.2022 13:00","212","n/e","n/e","324","n/e","n/e","231","n/e","n/e"
"23.12.2022 13:00 - 23.12.2022 14:00","176","n/e","n/e","232","n/e","n/e","175","n/e","n/e"
"23.12.2022 14:00 - 23.12.2022 15:00","99","n/e","n/e","183","n/e","n/e","126","n/e","n/e"
"23.12.2022 15:00 - 23.12.2022 16:00","16","n/e","n/e","181","n/e","n/e","103","n/e","n/e"
"23.12.2022 16:00 - 23.12.2022 17:00","0","n/e","n/e","148","n/e","n/e","104","n/e","n/e"
"23.12.2022 17:00 - 23.12.2022 18:00","0","n/e","n/e","133","n/e","n/e","123","n/e","n/e"
"23.12.2022 18:00 - 23.12.2022 19:00","0","n/e","n/e","131","n/e","n/e","118","n/e","n/e"
"23.12.2022 19:00 - 23.12.2022 20:00","0","n/e","n/e","119","n/e","n/e","130","n/e","n/e"
"23.12.2022 20:00 - 23.12.2022 21:00","0","n/e","n/e","127","n/e","n/e","154","n/e","n/e"
"23.12.2022 21:00 - 23.12.2022 22:00","0","n/e","n/e","182","n/e","n/e","188","n/e","n/e"
"23.12.2022 22:00 - 23.12.2022 23:00","0","n/e","n/e","209","n/e","n/e","223","n/e","n/e"
"23.12.2022 23:00 - 24.12.2022 00:00","0","n/e","n/e","252","n/e","n/e","242","n/e","n/e"
"24.12.2022 00:00 - 24.12.2022 01:00","0","n/e","n/e","222","n/e","n/e","275","n/e","n/e"
"24.12.2022 01:00 - 24.12.2022 02:00","0","n/e","n/e","240","n/e","n/e","267","n/e","n/e"
"24.12.2022 02:00 - 24.12.2022 03:00","0","n/e","n/e","234","n/e","n/e","269","n/e","n/e"
"24.12.2022 03:00 - 24.12.2022 04:00","0","n/e","n/e","227","n/e","n/e","281","n/e","n/e"
"24.12.2022 04:00 - 24.12.2022 05:00","0","n/e","n/e","247","n/e","n/e","295","n/e","n/e"
"24.12.2022 05:00 - 24.12.2022 06:00","0","n/e","n/e","324","n/e","n/e","305","n/e","n/e"
"24.12.2022 06:00 - 24.12.2022 07:00","0","n/e","n/e","354","n/e","n/e","298","n/e","n/e"
"24.12.2022 07:00 - 24.12.2022 08:00","0","n/e","n/e","351","n/e","n/e","280","n/e","n/e"
"24.12.2022 08:00 - 24.12.2022 09:00","1","n/e","n/e","344","n/e","n/e","320","n/e","n/e"
"24.12.2022 09:00 - 24.12.2022 10:00","21","n/e","n/e","377","n/e","n/e","346","n/e","n/e"
"24.12.2022 10:00 - 24.12.2022 11:00","62","n/e","n/e","401","n/e","n/e","330","n/e","n/e"
"24.12.2022 11:00 - 24.12.2022 12:00","87","n/e","n/e","404","n/e","n/e","335","n/e","n/e"
"24.12.2022 12:00 - 24.12.2022 13:00","88","n/e","n/e","355","n/e","n/e","303","n/e","n/e"
"24.12.2022 13:00 - 24.12.2022 14:00","69","n/e","n/e","345","n/e","n/e","297","n/e","n/e"
"24.12.2022 14:00 - 24.12.2022 15:00","36","n/e","n/e","478","n/e","n/e","297","n/e","n/e"
"24.12.2022 15:00 - 24.12.2022 16:00","6","n/e","n/e","541","n/e","n/e","305","n/e","n/e"
"24.12.2022 16:00 - 24.12.2022 17:00","0","n/e","n/e","539","n/e","n/e","333","n/e","n/e"
"24.12.2022 17:00 - 24.12.2022 18:00","0","n/e","n/e","501","n/e","n/e","361","n/e","n/e"
"24.12.2022 18:00 - 24.12.2022 19:00","0","n/e","n/e","298","n/e","n/e","363","n/e","n/e"
"24.12.2022 19:00 - 24.12.2022 20:00","0","n/e","n/e","302","n/e","n/e","368","n/e","n/e"
"24.12.2022 20:00 - 24.12.2022 21:00","0","n/e","n/e","385","n/e","n/e","379","n/e","n/e"
"24.12.2022 21:00 - 24.12.2022 22:00","0","n/e","n/e","340","n/e","n/e","426","n/e","n/e"
"24.12.2022 22:00 - 24.12.2022 23:00","0","n/e","n/e","319","n/e","n/e","472","n/e","n/e"
"24.12.2022 23:00 - 25.12.2022 00:00","0","n/e","n/e","407","n/e","n/e","530","n/e","n/e"
"25.12.2022 00:00 - 25.12.2022 01:00","0","n/e","n/e","532","n/e","n/e","721","n/e","n/e"
"25.12.2022 01:00 - 25.12.2022 02:00","0","n/e","n/e","670","n/e","n/e","739","n/e","n/e"
