"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"01.11.2022 23:00 - 02.11.2022 00:00","0","0","0","n/e","n/e","n/e","1750","1331","1382"
"02.11.2022 00:00 - 02.11.2022 01:00","0","0","0","n/e","n/e","n/e","1421","1346","1346"
"02.11.2022 01:00 - 02.11.2022 02:00","0","0","0","n/e","n/e","n/e","1407","1290","1290"
"02.11.2022 02:00 - 02.11.2022 03:00","0","0","0","n/e","n/e","n/e","1425","1279","1279"
"02.11.2022 03:00 - 02.11.2022 04:00","0","0","0","n/e","n/e","n/e","1436","1330","1330"
"02.11.2022 04:00 - 02.11.2022 05:00","0","0","0","n/e","n/e","n/e","1442","1362","1362"
"02.11.2022 05:00 - 02.11.2022 06:00","0","0","0","n/e","n/e","n/e","1497","1486","1486"
"02.11.2022 06:00 - 02.11.2022 07:00","7","10","10","n/e","n/e","n/e","1556","1619","1619"
"02.11.2022 07:00 - 02.11.2022 08:00","449","438","475","n/e","n/e","n/e","1585","1641","1737"
"02.11.2022 08:00 - 02.11.2022 09:00","1404","1276","1593","n/e","n/e","n/e","1565","1793","1973"
"02.11.2022 09:00 - 02.11.2022 10:00","2234","2088","2479","n/e","n/e","n/e","1458","1615","1742"
"02.11.2022 10:00 - 02.11.2022 11:00","2992","2806","3251","n/e","n/e","n/e","1422","1376","1267"
"02.11.2022 11:00 - 02.11.2022 12:00","3466","3221","3739","n/e","n/e","n/e","1565","1513","1409"
"02.11.2022 12:00 - 02.11.2022 13:00","3309","3061","3500","n/e","n/e","n/e","1799","1762","1742"
"02.11.2022 13:00 - 02.11.2022 14:00","2800","2540","2837","n/e","n/e","n/e","2021","2011","2279"
"02.11.2022 14:00 - 02.11.2022 15:00","1983","1852","2051","n/e","n/e","n/e","2106","2115","2356"
"02.11.2022 15:00 - 02.11.2022 16:00","693","656","695","n/e","n/e","n/e","2157","2185","2169"
"02.11.2022 16:00 - 02.11.2022 17:00","18","16","15","n/e","n/e","n/e","2349","2439","2247"
"02.11.2022 17:00 - 02.11.2022 18:00","0","0","0","n/e","n/e","n/e","2632","2756","3049"
"02.11.2022 18:00 - 02.11.2022 19:00","0","0","0","n/e","n/e","n/e","2899","3013","3425"
"02.11.2022 19:00 - 02.11.2022 20:00","0","0","0","n/e","n/e","n/e","3082","3197","3608"
"02.11.2022 20:00 - 02.11.2022 21:00","0","0","0","n/e","n/e","n/e","3164","3301","3777"
"02.11.2022 21:00 - 02.11.2022 22:00","0","0","0","n/e","n/e","n/e","3180","3310","3777"
"02.11.2022 22:00 - 02.11.2022 23:00","0","0","0","n/e","n/e","n/e","3114","3234","3808"
"02.11.2022 23:00 - 03.11.2022 00:00","0","0","0","n/e","n/e","n/e","2985","3089","3550"
"03.11.2022 00:00 - 03.11.2022 01:00","0","0","0","n/e","n/e","n/e","2820","3155","3155"
"03.11.2022 01:00 - 03.11.2022 02:00","0","0","0","n/e","n/e","n/e","2553","2816","2816"
"03.11.2022 02:00 - 03.11.2022 03:00","0","0","0","n/e","n/e","n/e","2237","2433","2433"
"03.11.2022 03:00 - 03.11.2022 04:00","0","0","0","n/e","n/e","n/e","1925","2197","2197"
"03.11.2022 04:00 - 03.11.2022 05:00","0","0","0","n/e","n/e","n/e","1687","1978","1978"
"03.11.2022 05:00 - 03.11.2022 06:00","0","0","0","n/e","n/e","n/e","1533","1906","1906"
"03.11.2022 06:00 - 03.11.2022 07:00","43","44","44","n/e","n/e","n/e","1440","1921","1921"
"03.11.2022 07:00 - 03.11.2022 08:00","946","1004","1009","n/e","n/e","n/e","1377","1905","1965"
"03.11.2022 08:00 - 03.11.2022 09:00","2361","2484","2515","n/e","n/e","n/e","1324","1828","1943"
"03.11.2022 09:00 - 03.11.2022 10:00","3353","3503","3634","n/e","n/e","n/e","1225","1694","1659"
"03.11.2022 10:00 - 03.11.2022 11:00","3980","4149","4649","n/e","n/e","n/e","987","1452","838"
"03.11.2022 11:00 - 03.11.2022 12:00","4340","4474","4978","n/e","n/e","n/e","806","885","635"
"03.11.2022 12:00 - 03.11.2022 13:00","4076","4182","4682","n/e","n/e","n/e","827","905","1006"
"03.11.2022 13:00 - 03.11.2022 14:00","3424","3454","3926","n/e","n/e","n/e","872","973","1228"
"03.11.2022 14:00 - 03.11.2022 15:00","2343","2355","2549","n/e","n/e","n/e","984","1116","1195"
"03.11.2022 15:00 - 03.11.2022 16:00","781","792","707","n/e","n/e","n/e","1348","1495","1240"
"03.11.2022 16:00 - 03.11.2022 17:00","9","12","11","n/e","n/e","n/e","1999","2184","2030"
"03.11.2022 17:00 - 03.11.2022 18:00","0","0","0","n/e","n/e","n/e","2705","2929","3451"
"03.11.2022 18:00 - 03.11.2022 19:00","0","0","0","n/e","n/e","n/e","3264","3515","4258"
"03.11.2022 19:00 - 03.11.2022 20:00","0","0","0","n/e","n/e","n/e","3656","3932","4736"
"03.11.2022 20:00 - 03.11.2022 21:00","0","0","0","n/e","n/e","n/e","3946","4199","5060"
"03.11.2022 21:00 - 03.11.2022 22:00","0","0","0","n/e","n/e","n/e","4157","4343","4983"
"03.11.2022 22:00 - 03.11.2022 23:00","0","0","0","n/e","n/e","n/e","4264","4390","4977"
"03.11.2022 23:00 - 04.11.2022 00:00","0","0","0","n/e","n/e","n/e","4285","4372","5011"
"04.11.2022 00:00 - 04.11.2022 01:00","0","0","0","n/e","n/e","n/e","4326","4945","4945"
"04.11.2022 01:00 - 04.11.2022 02:00","0","0","0","n/e","n/e","n/e","4215","4603","4603"
"04.11.2022 02:00 - 04.11.2022 03:00","0","0","0","n/e","n/e","n/e","4072","4344","4344"
"04.11.2022 03:00 - 04.11.2022 04:00","0","0","0","n/e","n/e","n/e","3934","4248","4248"
"04.11.2022 04:00 - 04.11.2022 05:00","0","0","0","n/e","n/e","n/e","3841","4221","4221"
"04.11.2022 05:00 - 04.11.2022 06:00","0","0","0","n/e","n/e","n/e","3723","4082","4082"
"04.11.2022 06:00 - 04.11.2022 07:00","16","10","10","n/e","n/e","n/e","3531","4040","4040"
"04.11.2022 07:00 - 04.11.2022 08:00","354","340","352","n/e","n/e","n/e","3314","3881","3943"
"04.11.2022 08:00 - 04.11.2022 09:00","998","1031","1010","n/e","n/e","n/e","2992","3433","3441"
"04.11.2022 09:00 - 04.11.2022 10:00","1496","1455","1493","n/e","n/e","n/e","2508","2497","2597"
"04.11.2022 10:00 - 04.11.2022 11:00","1862","1587","1822","n/e","n/e","n/e","2125","2034","1950"
"04.11.2022 11:00 - 04.11.2022 12:00","2154","1708","2019","n/e","n/e","n/e","1936","1750","1603"
"04.11.2022 12:00 - 04.11.2022 13:00","1921","1574","1938","n/e","n/e","n/e","1784","1590","1662"
"04.11.2022 13:00 - 04.11.2022 14:00","1434","1246","1623","n/e","n/e","n/e","1666","1513","1688"
"04.11.2022 14:00 - 04.11.2022 15:00","844","792","1047","n/e","n/e","n/e","1710","1580","1625"
"04.11.2022 15:00 - 04.11.2022 16:00","179","198","145","n/e","n/e","n/e","1904","1764","1674"
"04.11.2022 16:00 - 04.11.2022 17:00","0","0","0","n/e","n/e","n/e","2122","1936","1881"
"04.11.2022 17:00 - 04.11.2022 18:00","0","0","0","n/e","n/e","n/e","2306","2079","2057"
"04.11.2022 18:00 - 04.11.2022 19:00","0","0","0","n/e","n/e","n/e","2389","2133","2149"
"04.11.2022 19:00 - 04.11.2022 20:00","0","0","0","n/e","n/e","n/e","2377","2090","2064"
"04.11.2022 20:00 - 04.11.2022 21:00","0","0","0","n/e","n/e","n/e","2334","2019","1953"
"04.11.2022 21:00 - 04.11.2022 22:00","0","0","0","n/e","n/e","n/e","2283","1940","1918"
"04.11.2022 22:00 - 04.11.2022 23:00","0","0","0","n/e","n/e","n/e","2238","1851","2136"
"04.11.2022 23:00 - 05.11.2022 00:00","0","0","0","n/e","n/e","n/e","2223","1818","1864"
"05.11.2022 00:00 - 05.11.2022 01:00","0","0","0","n/e","n/e","n/e","1851","1776","1776"
"05.11.2022 01:00 - 05.11.2022 02:00","0","0","0","n/e","n/e","n/e","1906","1920","1920"
"05.11.2022 02:00 - 05.11.2022 03:00","0","0","0","n/e","n/e","n/e","1993","2234","2234"
"05.11.2022 03:00 - 05.11.2022 04:00","0","0","0","n/e","n/e","n/e","2081","2505","2505"
"05.11.2022 04:00 - 05.11.2022 05:00","0","0","0","n/e","n/e","n/e","2138","2567","2567"
"05.11.2022 05:00 - 05.11.2022 06:00","0","0","0","n/e","n/e","n/e","2132","2586","2586"
"05.11.2022 06:00 - 05.11.2022 07:00","1","1","1","n/e","n/e","n/e","2081","2765","2765"
"05.11.2022 07:00 - 05.11.2022 08:00","71","82","82","n/e","n/e","n/e","1966","2793","2800"
"05.11.2022 08:00 - 05.11.2022 09:00","380","371","405","n/e","n/e","n/e","1799","2501","2325"
"05.11.2022 09:00 - 05.11.2022 10:00","710","727","714","n/e","n/e","n/e","1709","2297","1952"
"05.11.2022 10:00 - 05.11.2022 11:00","991","984","876","n/e","n/e","n/e","1678","2181","1698"
"05.11.2022 11:00 - 05.11.2022 12:00","1134","1135","1089","n/e","n/e","n/e","1621","2171","1676"
"05.11.2022 12:00 - 05.11.2022 13:00","1052","1121","1064","n/e","n/e","n/e","1538","1831","1733"
"05.11.2022 13:00 - 05.11.2022 14:00","824","968","872","n/e","n/e","n/e","1442","1688","1602"
"05.11.2022 14:00 - 05.11.2022 15:00","496","636","666","n/e","n/e","n/e","1354","1494","1493"
"05.11.2022 15:00 - 05.11.2022 16:00","150","202","250","n/e","n/e","n/e","1302","1347","1494"
"05.11.2022 16:00 - 05.11.2022 17:00","3","4","6","n/e","n/e","n/e","1313","1331","1322"
"05.11.2022 17:00 - 05.11.2022 18:00","0","0","0","n/e","n/e","n/e","1378","1397","1521"
"05.11.2022 18:00 - 05.11.2022 19:00","0","0","0","n/e","n/e","n/e","1479","1509","1773"
"05.11.2022 19:00 - 05.11.2022 20:00","0","0","0","n/e","n/e","n/e","1574","1635","2021"
"05.11.2022 20:00 - 05.11.2022 21:00","0","0","0","n/e","n/e","n/e","1627","1716","2273"
"05.11.2022 21:00 - 05.11.2022 22:00","0","0","0","n/e","n/e","n/e","1644","1732","2193"
"05.11.2022 22:00 - 05.11.2022 23:00","0","0","0","n/e","n/e","n/e","1640","1736","2148"
"05.11.2022 23:00 - 06.11.2022 00:00","0","0","0","n/e","n/e","n/e","1620","1724","2146"
"06.11.2022 00:00 - 06.11.2022 01:00","0","0","0","n/e","n/e","n/e","1583","1984","1984"
"06.11.2022 01:00 - 06.11.2022 02:00","0","0","0","n/e","n/e","n/e","1519","2075","2075"
"06.11.2022 02:00 - 06.11.2022 03:00","0","0","0","n/e","n/e","n/e","1482","1975","1975"
"06.11.2022 03:00 - 06.11.2022 04:00","0","0","0","n/e","n/e","n/e","1442","1738","1738"
"06.11.2022 04:00 - 06.11.2022 05:00","0","0","0","n/e","n/e","n/e","1407","1700","1700"
"06.11.2022 05:00 - 06.11.2022 06:00","0","0","0","n/e","n/e","n/e","1416","1746","1746"
"06.11.2022 06:00 - 06.11.2022 07:00","12","7","7","n/e","n/e","n/e","1434","1871","1871"
"06.11.2022 07:00 - 06.11.2022 08:00","597","606","600","n/e","n/e","n/e","1473","1930","1981"
"06.11.2022 08:00 - 06.11.2022 09:00","1936","2028","1897","n/e","n/e","n/e","1501","1950","2237"
"06.11.2022 09:00 - 06.11.2022 10:00","2960","3212","2794","n/e","n/e","n/e","1372","1539","1879"
"06.11.2022 10:00 - 06.11.2022 11:00","3751","4100","3642","n/e","n/e","n/e","1211","1313","1411"
"06.11.2022 11:00 - 06.11.2022 12:00","4301","4647","4200","n/e","n/e","n/e","1211","1287","1459"
"06.11.2022 12:00 - 06.11.2022 13:00","4230","4548","4025","n/e","n/e","n/e","1264","1336","1712"
"06.11.2022 13:00 - 06.11.2022 14:00","3666","3895","3538","n/e","n/e","n/e","1284","1359","1934"
"06.11.2022 14:00 - 06.11.2022 15:00","2504","2649","2364","n/e","n/e","n/e","1326","1412","1981"
"06.11.2022 15:00 - 06.11.2022 16:00","740","793","555","n/e","n/e","n/e","1523","1624","1900"
"06.11.2022 16:00 - 06.11.2022 17:00","6","6","0","n/e","n/e","n/e","1933","2035","2027"
"06.11.2022 17:00 - 06.11.2022 18:00","0","0","0","n/e","n/e","n/e","2423","2532","2853"
"06.11.2022 18:00 - 06.11.2022 19:00","0","0","0","n/e","n/e","n/e","2843","2990","3780"
"06.11.2022 19:00 - 06.11.2022 20:00","0","0","0","n/e","n/e","n/e","3138","3322","4155"
"06.11.2022 20:00 - 06.11.2022 21:00","0","0","0","n/e","n/e","n/e","3319","3503","4359"
"06.11.2022 21:00 - 06.11.2022 22:00","0","0","0","n/e","n/e","n/e","3435","3562","4495"
"06.11.2022 22:00 - 06.11.2022 23:00","0","0","0","n/e","n/e","n/e","3479","3551","4532"
"06.11.2022 23:00 - 07.11.2022 00:00","0","0","0","n/e","n/e","n/e","3469","3525","4429"
"07.11.2022 00:00 - 07.11.2022 01:00","0","0","0","n/e","n/e","n/e","3565","4451","4451"
"07.11.2022 01:00 - 07.11.2022 02:00","0","0","0","n/e","n/e","n/e","3520","4361","4361"
"07.11.2022 02:00 - 07.11.2022 03:00","0","0","0","n/e","n/e","n/e","3456","4270","4270"
"07.11.2022 03:00 - 07.11.2022 04:00","0","0","0","n/e","n/e","n/e","3401","3977","3977"
"07.11.2022 04:00 - 07.11.2022 05:00","0","0","0","n/e","n/e","n/e","3333","3669","3669"
"07.11.2022 05:00 - 07.11.2022 06:00","0","0","0","n/e","n/e","n/e","3231","3460","3460"
"07.11.2022 06:00 - 07.11.2022 07:00","5","5","5","n/e","n/e","n/e","3097","3274","3274"
"07.11.2022 07:00 - 07.11.2022 08:00","204","205","219","n/e","n/e","n/e","2950","3174","3183"
"07.11.2022 08:00 - 07.11.2022 09:00","684","812","904","n/e","n/e","n/e","2827","3068","3081"
"07.11.2022 09:00 - 07.11.2022 10:00","1200","1434","1731","n/e","n/e","n/e","2679","2893","2816"
"07.11.2022 10:00 - 07.11.2022 11:00","1761","2036","2127","n/e","n/e","n/e","2493","2469","2573"
"07.11.2022 11:00 - 07.11.2022 12:00","2118","2390","2444","n/e","n/e","n/e","2462","2515","2574"
"07.11.2022 12:00 - 07.11.2022 13:00","2084","2349","2337","n/e","n/e","n/e","2529","2562","2470"
"07.11.2022 13:00 - 07.11.2022 14:00","1869","1849","1898","n/e","n/e","n/e","2478","2464","2314"
"07.11.2022 14:00 - 07.11.2022 15:00","1337","1227","1289","n/e","n/e","n/e","2395","2364","2286"
"07.11.2022 15:00 - 07.11.2022 16:00","405","345","394","n/e","n/e","n/e","2400","2412","2372"
"07.11.2022 16:00 - 07.11.2022 17:00","1","1","2","n/e","n/e","n/e","2527","2632","2826"
"07.11.2022 17:00 - 07.11.2022 18:00","0","0","0","n/e","n/e","n/e","2739","2903","3513"
"07.11.2022 18:00 - 07.11.2022 19:00","0","0","0","n/e","n/e","n/e","2990","3128","4037"
"07.11.2022 19:00 - 07.11.2022 20:00","0","0","0","n/e","n/e","n/e","3171","3274","4135"
"07.11.2022 20:00 - 07.11.2022 21:00","0","0","0","n/e","n/e","n/e","3194","3330","3753"
"07.11.2022 21:00 - 07.11.2022 22:00","0","0","0","n/e","n/e","n/e","3143","3318","3673"
"07.11.2022 22:00 - 07.11.2022 23:00","0","0","0","n/e","n/e","n/e","3089","3266","3710"
"07.11.2022 23:00 - 08.11.2022 00:00","0","0","0","n/e","n/e","n/e","3031","3161","3513"
"08.11.2022 00:00 - 08.11.2022 01:00","0","0","0","n/e","n/e","n/e","3201","3432","3432"
"08.11.2022 01:00 - 08.11.2022 02:00","0","0","0","n/e","n/e","n/e","3002","3300","3300"
"08.11.2022 02:00 - 08.11.2022 03:00","0","0","0","n/e","n/e","n/e","2839","3274","3274"
"08.11.2022 03:00 - 08.11.2022 04:00","0","0","0","n/e","n/e","n/e","2730","3258","3258"
"08.11.2022 04:00 - 08.11.2022 05:00","0","0","0","n/e","n/e","n/e","2677","3252","3252"
"08.11.2022 05:00 - 08.11.2022 06:00","0","0","0","n/e","n/e","n/e","2661","3392","3392"
"08.11.2022 06:00 - 08.11.2022 07:00","14","13","13","n/e","n/e","n/e","2608","3089","3089"
"08.11.2022 07:00 - 08.11.2022 08:00","710","724","740","n/e","n/e","n/e","2509","2899","2931"
"08.11.2022 08:00 - 08.11.2022 09:00","2053","2132","2005","n/e","n/e","n/e","2388","2782","2808"
"08.11.2022 09:00 - 08.11.2022 10:00","3022","3104","2872","n/e","n/e","n/e","2048","2175","2139"
"08.11.2022 10:00 - 08.11.2022 11:00","3677","3768","3814","n/e","n/e","n/e","1660","1687","1410"
"08.11.2022 11:00 - 08.11.2022 12:00","3948","4119","4174","n/e","n/e","n/e","1508","1515","1186"
"08.11.2022 12:00 - 08.11.2022 13:00","3740","3858","4191","n/e","n/e","n/e","1456","1513","1333"
"08.11.2022 13:00 - 08.11.2022 14:00","3143","3175","3425","n/e","n/e","n/e","1428","1517","1513"
"08.11.2022 14:00 - 08.11.2022 15:00","2107","2095","2266","n/e","n/e","n/e","1554","1660","1739"
"08.11.2022 15:00 - 08.11.2022 16:00","591","581","597","n/e","n/e","n/e","1942","2061","1949"
"08.11.2022 16:00 - 08.11.2022 17:00","1","1","1","n/e","n/e","n/e","2476","2620","2584"
"08.11.2022 17:00 - 08.11.2022 18:00","0","0","0","n/e","n/e","n/e","3003","3171","3692"
"08.11.2022 18:00 - 08.11.2022 19:00","0","0","0","n/e","n/e","n/e","3418","3587","4428"
"08.11.2022 19:00 - 08.11.2022 20:00","0","0","0","n/e","n/e","n/e","3702","3830","5074"
"08.11.2022 20:00 - 08.11.2022 21:00","0","0","0","n/e","n/e","n/e","3853","3932","5118"
"08.11.2022 21:00 - 08.11.2022 22:00","0","0","0","n/e","n/e","n/e","3920","3968","5064"
"08.11.2022 22:00 - 08.11.2022 23:00","0","0","0","n/e","n/e","n/e","3933","3976","4884"
"08.11.2022 23:00 - 09.11.2022 00:00","0","0","0","n/e","n/e","n/e","3880","3952","4803"
"09.11.2022 00:00 - 09.11.2022 01:00","0","0","0","n/e","n/e","n/e","3936","4723","4723"
"09.11.2022 01:00 - 09.11.2022 02:00","0","0","0","n/e","n/e","n/e","3856","4163","4163"
"09.11.2022 02:00 - 09.11.2022 03:00","0","0","0","n/e","n/e","n/e","3759","3899","3899"
"09.11.2022 03:00 - 09.11.2022 04:00","0","0","0","n/e","n/e","n/e","3633","3805","3805"
"09.11.2022 04:00 - 09.11.2022 05:00","0","0","0","n/e","n/e","n/e","3547","3694","3694"
"09.11.2022 05:00 - 09.11.2022 06:00","0","0","0","n/e","n/e","n/e","3510","3638","3638"
"09.11.2022 06:00 - 09.11.2022 07:00","10","9","9","n/e","n/e","n/e","3433","3874","3874"
"09.11.2022 07:00 - 09.11.2022 08:00","459","526","530","n/e","n/e","n/e","3303","3745","3756"
"09.11.2022 08:00 - 09.11.2022 09:00","1433","1677","1507","n/e","n/e","n/e","3135","3414","3580"
"09.11.2022 09:00 - 09.11.2022 10:00","2151","2382","2004","n/e","n/e","n/e","2817","3003","3020"
"09.11.2022 10:00 - 09.11.2022 11:00","2598","2819","2735","n/e","n/e","n/e","2398","2460","2437"
"09.11.2022 11:00 - 09.11.2022 12:00","2817","3012","2621","n/e","n/e","n/e","2138","2221","2223"
"09.11.2022 12:00 - 09.11.2022 13:00","2524","2582","2220","n/e","n/e","n/e","2025","2098","2207"
"09.11.2022 13:00 - 09.11.2022 14:00","2034","1920","1634","n/e","n/e","n/e","1946","2038","2295"
"09.11.2022 14:00 - 09.11.2022 15:00","1367","1125","1167","n/e","n/e","n/e","2000","2094","2400"
"09.11.2022 15:00 - 09.11.2022 16:00","339","238","277","n/e","n/e","n/e","2201","2258","2391"
"09.11.2022 16:00 - 09.11.2022 17:00","0","0","0","n/e","n/e","n/e","2477","2547","2713"
"09.11.2022 17:00 - 09.11.2022 18:00","0","0","0","n/e","n/e","n/e","2726","2845","3118"
"09.11.2022 18:00 - 09.11.2022 19:00","0","0","0","n/e","n/e","n/e","2904","3039","3514"
"09.11.2022 19:00 - 09.11.2022 20:00","0","0","0","n/e","n/e","n/e","2960","3156","3699"
"09.11.2022 20:00 - 09.11.2022 21:00","0","0","0","n/e","n/e","n/e","2890","3170","3605"
"09.11.2022 21:00 - 09.11.2022 22:00","0","0","0","n/e","n/e","n/e","2767","3067","3539"
"09.11.2022 22:00 - 09.11.2022 23:00","0","0","0","n/e","n/e","n/e","2621","2908","3412"
"09.11.2022 23:00 - 10.11.2022 00:00","0","0","0","n/e","n/e","n/e","2484","2732","3265"
"10.11.2022 00:00 - 10.11.2022 01:00","0","0","0","n/e","n/e","n/e","2731","3207","3207"
"10.11.2022 01:00 - 10.11.2022 02:00","0","0","0","n/e","n/e","n/e","2647","3337","3337"
"10.11.2022 02:00 - 10.11.2022 03:00","0","0","0","n/e","n/e","n/e","2565","3363","3363"
"10.11.2022 03:00 - 10.11.2022 04:00","0","0","0","n/e","n/e","n/e","2497","3368","3368"
"10.11.2022 04:00 - 10.11.2022 05:00","0","0","0","n/e","n/e","n/e","2476","3343","3343"
"10.11.2022 05:00 - 10.11.2022 06:00","0","0","0","n/e","n/e","n/e","2531","3179","3179"
"10.11.2022 06:00 - 10.11.2022 07:00","4","3","3","n/e","n/e","n/e","2647","3290","3290"
"10.11.2022 07:00 - 10.11.2022 08:00","151","163","187","n/e","n/e","n/e","2759","3499","3533"
"10.11.2022 08:00 - 10.11.2022 09:00","500","609","775","n/e","n/e","n/e","2861","3550","3679"
"10.11.2022 09:00 - 10.11.2022 10:00","798","961","1313","n/e","n/e","n/e","3042","3680","3707"
"10.11.2022 10:00 - 10.11.2022 11:00","1076","1147","1704","n/e","n/e","n/e","3329","3639","3452"
"10.11.2022 11:00 - 10.11.2022 12:00","1349","1532","2071","n/e","n/e","n/e","3479","3508","3216"
"10.11.2022 12:00 - 10.11.2022 13:00","1362","1586","1977","n/e","n/e","n/e","3398","3369","2915"
"10.11.2022 13:00 - 10.11.2022 14:00","1228","1517","1733","n/e","n/e","n/e","3183","3115","2825"
"10.11.2022 14:00 - 10.11.2022 15:00","927","1166","1261","n/e","n/e","n/e","2878","2861","2674"
"10.11.2022 15:00 - 10.11.2022 16:00","235","271","309","n/e","n/e","n/e","2665","2664","2523"
"10.11.2022 16:00 - 10.11.2022 17:00","0","0","0","n/e","n/e","n/e","2620","2629","2486"
"10.11.2022 17:00 - 10.11.2022 18:00","0","0","0","n/e","n/e","n/e","2600","2658","2671"
"10.11.2022 18:00 - 10.11.2022 19:00","0","0","0","n/e","n/e","n/e","2608","2683","3113"
"10.11.2022 19:00 - 10.11.2022 20:00","0","0","0","n/e","n/e","n/e","2681","2750","3639"
"10.11.2022 20:00 - 10.11.2022 21:00","0","0","0","n/e","n/e","n/e","2712","2802","3749"
"10.11.2022 21:00 - 10.11.2022 22:00","0","0","0","n/e","n/e","n/e","2712","2837","3712"
"10.11.2022 22:00 - 10.11.2022 23:00","0","0","0","n/e","n/e","n/e","2745","2868","3835"
"10.11.2022 23:00 - 11.11.2022 00:00","0","0","0","n/e","n/e","n/e","2777","2906","3887"
"11.11.2022 00:00 - 11.11.2022 01:00","0","0","0","n/e","n/e","n/e","3010","3938","3938"
"11.11.2022 01:00 - 11.11.2022 02:00","0","0","0","n/e","n/e","n/e","3099","4029","4029"
"11.11.2022 02:00 - 11.11.2022 03:00","0","0","0","n/e","n/e","n/e","3121","4061","4061"
"11.11.2022 03:00 - 11.11.2022 04:00","0","0","0","n/e","n/e","n/e","3090","4101","4101"
"11.11.2022 04:00 - 11.11.2022 05:00","0","0","0","n/e","n/e","n/e","3032","3904","3904"
"11.11.2022 05:00 - 11.11.2022 06:00","0","0","0","n/e","n/e","n/e","2980","3580","3580"
"11.11.2022 06:00 - 11.11.2022 07:00","1","1","1","n/e","n/e","n/e","2964","3671","3671"
"11.11.2022 07:00 - 11.11.2022 08:00","217","250","288","n/e","n/e","n/e","3018","3974","4050"
"11.11.2022 08:00 - 11.11.2022 09:00","932","1012","993","n/e","n/e","n/e","3099","4215","4235"
"11.11.2022 09:00 - 11.11.2022 10:00","1535","1631","1431","n/e","n/e","n/e","3033","4116","3736"
"11.11.2022 10:00 - 11.11.2022 11:00","2083","2083","1845","n/e","n/e","n/e","2914","3963","3526"
"11.11.2022 11:00 - 11.11.2022 12:00","2416","2295","2008","n/e","n/e","n/e","2895","4011","3461"
"11.11.2022 12:00 - 11.11.2022 13:00","2197","1995","1597","n/e","n/e","n/e","2840","3162","3431"
"11.11.2022 13:00 - 11.11.2022 14:00","1724","1486","1121","n/e","n/e","n/e","2745","3026","3236"
"11.11.2022 14:00 - 11.11.2022 15:00","1037","876","629","n/e","n/e","n/e","2687","2941","3256"
