"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ France (FR)","Generation - Solar  [MW] Intraday / France (FR)","Generation - Solar  [MW] Current / France (FR)","Generation - Wind Offshore  [MW] Day Ahead/ France (FR)","Generation - Wind Offshore  [MW] Intraday / France (FR)","Generation - Wind Offshore  [MW] Current / France (FR)","Generation - Wind Onshore  [MW] Day Ahead/ France (FR)","Generation - Wind Onshore  [MW] Intraday / France (FR)","Generation - Wind Onshore  [MW] Current / France (FR)"
"03.10.2022 21:00 - 03.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","1929","n/e","1850"
"03.10.2022 22:00 - 03.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","2165","n/e","2183"
"03.10.2022 23:00 - 04.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","2401","n/e","2515"
"04.10.2022 00:00 - 04.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2098","n/e","1986"
"04.10.2022 01:00 - 04.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","2182","n/e","2068"
"04.10.2022 02:00 - 04.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","2266","n/e","2152"
"04.10.2022 03:00 - 04.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","2118","n/e","2046"
"04.10.2022 04:00 - 04.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","1971","n/e","1941"
"04.10.2022 05:00 - 04.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","1823","n/e","1836"
"04.10.2022 06:00 - 04.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","1751","n/e","1745"
"04.10.2022 07:00 - 04.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","1679","n/e","1515"
"04.10.2022 08:00 - 04.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","1607","n/e","1542"
"04.10.2022 09:00 - 04.10.2022 10:00","904","n/e","923","n/e","n/e","n/e","1557","n/e","1519"
"04.10.2022 10:00 - 04.10.2022 11:00","3521","n/e","3720","n/e","n/e","n/e","1507","n/e","1512"
"04.10.2022 11:00 - 04.10.2022 12:00","6157","n/e","6305","n/e","n/e","n/e","1458","n/e","1321"
"04.10.2022 12:00 - 04.10.2022 13:00","8000","n/e","8172","n/e","n/e","n/e","1356","n/e","1334"
"04.10.2022 13:00 - 04.10.2022 14:00","9110","n/e","9140","n/e","n/e","n/e","1255","n/e","1346"
"04.10.2022 14:00 - 04.10.2022 15:00","9292","n/e","9349","n/e","n/e","n/e","1155","n/e","1359"
"04.10.2022 15:00 - 04.10.2022 16:00","8853","n/e","8762","n/e","n/e","n/e","1265","n/e","1443"
"04.10.2022 16:00 - 04.10.2022 17:00","7514","n/e","7453","n/e","n/e","n/e","1376","n/e","1531"
"04.10.2022 17:00 - 04.10.2022 18:00","5405","n/e","5360","n/e","n/e","n/e","1487","n/e","1619"
"04.10.2022 18:00 - 04.10.2022 19:00","2584","n/e","2574","n/e","n/e","n/e","1654","n/e","1625"
"04.10.2022 19:00 - 04.10.2022 20:00","380","n/e","379","n/e","n/e","n/e","1822","n/e","1632"
"04.10.2022 20:00 - 04.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","1991","n/e","1639"
"04.10.2022 21:00 - 04.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","2215","n/e","2081"
"04.10.2022 22:00 - 04.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","2440","n/e","2522"
"04.10.2022 23:00 - 05.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","2664","n/e","2963"
"05.10.2022 00:00 - 05.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","3382","n/e","3502"
"05.10.2022 01:00 - 05.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","3954","n/e","3978"
"05.10.2022 02:00 - 05.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","4526","n/e","4452"
"05.10.2022 03:00 - 05.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","5138","n/e","4994"
"05.10.2022 04:00 - 05.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","5750","n/e","5535"
"05.10.2022 05:00 - 05.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","6362","n/e","6076"
"05.10.2022 06:00 - 05.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","6571","n/e","6388"
"05.10.2022 07:00 - 05.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","6781","n/e","6246"
"05.10.2022 08:00 - 05.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","6991","n/e","6343"
"05.10.2022 09:00 - 05.10.2022 10:00","805","n/e","813","n/e","n/e","n/e","6913","n/e","6456"
"05.10.2022 10:00 - 05.10.2022 11:00","3222","n/e","3232","n/e","n/e","n/e","6834","n/e","6957"
"05.10.2022 11:00 - 05.10.2022 12:00","5697","n/e","5713","n/e","n/e","n/e","6754","n/e","6966"
"05.10.2022 12:00 - 05.10.2022 13:00","7582","n/e","7620","n/e","n/e","n/e","7583","n/e","8107"
"05.10.2022 13:00 - 05.10.2022 14:00","8691","n/e","8651","n/e","n/e","n/e","8411","n/e","9244"
"05.10.2022 14:00 - 05.10.2022 15:00","9038","n/e","8911","n/e","n/e","n/e","9239","n/e","10378"
"05.10.2022 15:00 - 05.10.2022 16:00","8525","n/e","8455","n/e","n/e","n/e","8970","n/e","10274"
"05.10.2022 16:00 - 05.10.2022 17:00","7116","n/e","7194","n/e","n/e","n/e","8702","n/e","10168"
"05.10.2022 17:00 - 05.10.2022 18:00","5049","n/e","5127","n/e","n/e","n/e","8434","n/e","10057"
"05.10.2022 18:00 - 05.10.2022 19:00","2377","n/e","2422","n/e","n/e","n/e","7632","n/e","9048"
"05.10.2022 19:00 - 05.10.2022 20:00","318","n/e","320","n/e","n/e","n/e","6831","n/e","8038"
"05.10.2022 20:00 - 05.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","6030","n/e","7027"
"05.10.2022 21:00 - 05.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","5733","n/e","6739"
"05.10.2022 22:00 - 05.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","5437","n/e","6450"
"05.10.2022 23:00 - 06.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","5140","n/e","6162"
"06.10.2022 00:00 - 06.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","5486","n/e","4685"
"06.10.2022 01:00 - 06.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","4588","n/e","3818"
"06.10.2022 02:00 - 06.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","3693","n/e","2952"
"06.10.2022 03:00 - 06.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","3382","n/e","2718"
"06.10.2022 04:00 - 06.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","3077","n/e","2483"
"06.10.2022 05:00 - 06.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","2774","n/e","2249"
"06.10.2022 06:00 - 06.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","2676","n/e","2167"
"06.10.2022 07:00 - 06.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","2580","n/e","2165"
"06.10.2022 08:00 - 06.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","2487","n/e","2058"
"06.10.2022 09:00 - 06.10.2022 10:00","683","n/e","684","n/e","n/e","n/e","2063","n/e","1724"
"06.10.2022 10:00 - 06.10.2022 11:00","2909","n/e","2966","n/e","n/e","n/e","1640","n/e","1238"
"06.10.2022 11:00 - 06.10.2022 12:00","5341","n/e","5285","n/e","n/e","n/e","1220","n/e","919"
"06.10.2022 12:00 - 06.10.2022 13:00","7039","n/e","6969","n/e","n/e","n/e","1151","n/e","894"
"06.10.2022 13:00 - 06.10.2022 14:00","7963","n/e","8025","n/e","n/e","n/e","1085","n/e","872"
"06.10.2022 14:00 - 06.10.2022 15:00","8252","n/e","8145","n/e","n/e","n/e","1025","n/e","856"
"06.10.2022 15:00 - 06.10.2022 16:00","7681","n/e","7752","n/e","n/e","n/e","990","n/e","854"
"06.10.2022 16:00 - 06.10.2022 17:00","6493","n/e","6594","n/e","n/e","n/e","955","n/e","853"
"06.10.2022 17:00 - 06.10.2022 18:00","4585","n/e","4696","n/e","n/e","n/e","921","n/e","853"
"06.10.2022 18:00 - 06.10.2022 19:00","2159","n/e","2222","n/e","n/e","n/e","927","n/e","830"
"06.10.2022 19:00 - 06.10.2022 20:00","274","n/e","295","n/e","n/e","n/e","934","n/e","810"
"06.10.2022 20:00 - 06.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","942","n/e","792"
"06.10.2022 21:00 - 06.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","1110","n/e","927"
"06.10.2022 22:00 - 06.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","1280","n/e","1062"
"06.10.2022 23:00 - 07.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","1451","n/e","1201"
"07.10.2022 00:00 - 07.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","1481","n/e","1531"
"07.10.2022 01:00 - 07.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","1663","n/e","1650"
"07.10.2022 02:00 - 07.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","1845","n/e","1768"
"07.10.2022 03:00 - 07.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","1784","n/e","1684"
"07.10.2022 04:00 - 07.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","1724","n/e","1602"
"07.10.2022 05:00 - 07.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","1664","n/e","1520"
"07.10.2022 06:00 - 07.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","1652","n/e","1512"
"07.10.2022 07:00 - 07.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","1640","n/e","1433"
"07.10.2022 08:00 - 07.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","1628","n/e","1501"
"07.10.2022 09:00 - 07.10.2022 10:00","657","n/e","661","n/e","n/e","n/e","1484","n/e","1485"
"07.10.2022 10:00 - 07.10.2022 11:00","2859","n/e","2954","n/e","n/e","n/e","1342","n/e","1326"
"07.10.2022 11:00 - 07.10.2022 12:00","5202","n/e","5323","n/e","n/e","n/e","1199","n/e","1226"
"07.10.2022 12:00 - 07.10.2022 13:00","6816","n/e","6658","n/e","n/e","n/e","1187","n/e","1144"
"07.10.2022 13:00 - 07.10.2022 14:00","7678","n/e","7332","n/e","n/e","n/e","1176","n/e","1062"
"07.10.2022 14:00 - 07.10.2022 15:00","7794","n/e","7361","n/e","n/e","n/e","1165","n/e","983"
"07.10.2022 15:00 - 07.10.2022 16:00","7134","n/e","6745","n/e","n/e","n/e","1261","n/e","1061"
"07.10.2022 16:00 - 07.10.2022 17:00","5800","n/e","5644","n/e","n/e","n/e","1358","n/e","1150"
"07.10.2022 17:00 - 07.10.2022 18:00","4053","n/e","3923","n/e","n/e","n/e","1454","n/e","1238"
"07.10.2022 18:00 - 07.10.2022 19:00","1816","n/e","1819","n/e","n/e","n/e","1582","n/e","1353"
"07.10.2022 19:00 - 07.10.2022 20:00","232","n/e","235","n/e","n/e","n/e","1710","n/e","1469"
"07.10.2022 20:00 - 07.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","1838","n/e","1586"
"07.10.2022 21:00 - 07.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","2233","n/e","2010"
"07.10.2022 22:00 - 07.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","2627","n/e","2435"
"07.10.2022 23:00 - 08.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","3022","n/e","2859"
"08.10.2022 00:00 - 08.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","3030","n/e","2943"
"08.10.2022 01:00 - 08.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","3274","n/e","3151"
"08.10.2022 02:00 - 08.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","3520","n/e","3360"
"08.10.2022 03:00 - 08.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","3318","n/e","3216"
"08.10.2022 04:00 - 08.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","3117","n/e","3074"
"08.10.2022 05:00 - 08.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","2918","n/e","2933"
"08.10.2022 06:00 - 08.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","2744","n/e","2699"
"08.10.2022 07:00 - 08.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","2571","n/e","2012"
"08.10.2022 08:00 - 08.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","2399","n/e","1961"
"08.10.2022 09:00 - 08.10.2022 10:00","456","n/e","478","n/e","n/e","n/e","2077","n/e","1700"
"08.10.2022 10:00 - 08.10.2022 11:00","2294","n/e","2195","n/e","n/e","n/e","1756","n/e","1284"
"08.10.2022 11:00 - 08.10.2022 12:00","4393","n/e","4181","n/e","n/e","n/e","1435","n/e","1013"
"08.10.2022 12:00 - 08.10.2022 13:00","5880","n/e","5703","n/e","n/e","n/e","1376","n/e","1037"
"08.10.2022 13:00 - 08.10.2022 14:00","6846","n/e","6515","n/e","n/e","n/e","1318","n/e","1060"
"08.10.2022 14:00 - 08.10.2022 15:00","7074","n/e","6535","n/e","n/e","n/e","1260","n/e","1082"
"08.10.2022 15:00 - 08.10.2022 16:00","6603","n/e","6192","n/e","n/e","n/e","1266","n/e","1095"
"08.10.2022 16:00 - 08.10.2022 17:00","5570","n/e","5425","n/e","n/e","n/e","1271","n/e","1108"
"08.10.2022 17:00 - 08.10.2022 18:00","4072","n/e","3864","n/e","n/e","n/e","1276","n/e","1118"
"08.10.2022 18:00 - 08.10.2022 19:00","1919","n/e","1811","n/e","n/e","n/e","1416","n/e","1236"
"08.10.2022 19:00 - 08.10.2022 20:00","234","n/e","227","n/e","n/e","n/e","1556","n/e","1354"
"08.10.2022 20:00 - 08.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","1696","n/e","1472"
"08.10.2022 21:00 - 08.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","2084","n/e","1856"
"08.10.2022 22:00 - 08.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","2472","n/e","2240"
"08.10.2022 23:00 - 09.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","2860","n/e","2624"
"09.10.2022 00:00 - 09.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2635","n/e","2815"
"09.10.2022 01:00 - 09.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","2996","n/e","3205"
"09.10.2022 02:00 - 09.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","3359","n/e","3597"
"09.10.2022 03:00 - 09.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","3787","n/e","3964"
"09.10.2022 04:00 - 09.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","4215","n/e","4333"
"09.10.2022 05:00 - 09.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","4644","n/e","4702"
"09.10.2022 06:00 - 09.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","4801","n/e","4785"
"09.10.2022 07:00 - 09.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","4958","n/e","5080"
"09.10.2022 08:00 - 09.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","5114","n/e","5089"
"09.10.2022 09:00 - 09.10.2022 10:00","528","n/e","560","n/e","n/e","n/e","4419","n/e","4307"
"09.10.2022 10:00 - 09.10.2022 11:00","2681","n/e","2869","n/e","n/e","n/e","3724","n/e","3210"
"09.10.2022 11:00 - 09.10.2022 12:00","5131","n/e","5339","n/e","n/e","n/e","3030","n/e","2507"
"09.10.2022 12:00 - 09.10.2022 13:00","6858","n/e","7141","n/e","n/e","n/e","2781","n/e","2257"
"09.10.2022 13:00 - 09.10.2022 14:00","7801","n/e","8135","n/e","n/e","n/e","2532","n/e","2010"
"09.10.2022 14:00 - 09.10.2022 15:00","7974","n/e","8278","n/e","n/e","n/e","2283","n/e","1766"
"09.10.2022 15:00 - 09.10.2022 16:00","7507","n/e","7629","n/e","n/e","n/e","2149","n/e","1800"
"09.10.2022 16:00 - 09.10.2022 17:00","6218","n/e","6341","n/e","n/e","n/e","2014","n/e","1834"
"09.10.2022 17:00 - 09.10.2022 18:00","4409","n/e","4386","n/e","n/e","n/e","1879","n/e","1868"
"09.10.2022 18:00 - 09.10.2022 19:00","1985","n/e","1954","n/e","n/e","n/e","2138","n/e","2191"
"09.10.2022 19:00 - 09.10.2022 20:00","224","n/e","215","n/e","n/e","n/e","2397","n/e","2515"
"09.10.2022 20:00 - 09.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","2656","n/e","2839"
"09.10.2022 21:00 - 09.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","3162","n/e","3525"
"09.10.2022 22:00 - 09.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","3667","n/e","4210"
"09.10.2022 23:00 - 10.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","4172","n/e","4895"
"10.10.2022 00:00 - 10.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","4914","n/e","4967"
"10.10.2022 01:00 - 10.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","4971","n/e","4959"
"10.10.2022 02:00 - 10.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","5028","n/e","4952"
"10.10.2022 03:00 - 10.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","4875","n/e","4741"
"10.10.2022 04:00 - 10.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","4723","n/e","4528"
"10.10.2022 05:00 - 10.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","4572","n/e","4316"
"10.10.2022 06:00 - 10.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","4357","n/e","4024"
"10.10.2022 07:00 - 10.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","4141","n/e","3246"
"10.10.2022 08:00 - 10.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","3925","n/e","2980"
"10.10.2022 09:00 - 10.10.2022 10:00","459","n/e","510","n/e","n/e","n/e","3426","n/e","2670"
"10.10.2022 10:00 - 10.10.2022 11:00","2149","n/e","2630","n/e","n/e","n/e","2929","n/e","2126"
"10.10.2022 11:00 - 10.10.2022 12:00","3975","n/e","4757","n/e","n/e","n/e","2431","n/e","1851"
"10.10.2022 12:00 - 10.10.2022 13:00","5278","n/e","5999","n/e","n/e","n/e","2487","n/e","1751"
"10.10.2022 13:00 - 10.10.2022 14:00","6009","n/e","6700","n/e","n/e","n/e","2543","n/e","1649"
"10.10.2022 14:00 - 10.10.2022 15:00","6180","n/e","6586","n/e","n/e","n/e","2599","n/e","1557"
"10.10.2022 15:00 - 10.10.2022 16:00","5984","n/e","6009","n/e","n/e","n/e","2918","n/e","1913"
"10.10.2022 16:00 - 10.10.2022 17:00","4951","n/e","4917","n/e","n/e","n/e","3237","n/e","2286"
"10.10.2022 17:00 - 10.10.2022 18:00","3336","n/e","3245","n/e","n/e","n/e","3556","n/e","2661"
"10.10.2022 18:00 - 10.10.2022 19:00","1450","n/e","1454","n/e","n/e","n/e","3290","n/e","2578"
"10.10.2022 19:00 - 10.10.2022 20:00","142","n/e","137","n/e","n/e","n/e","3025","n/e","2496"
"10.10.2022 20:00 - 10.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","2759","n/e","2414"
"10.10.2022 21:00 - 10.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","2989","n/e","2703"
"10.10.2022 22:00 - 10.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","3219","n/e","2995"
"10.10.2022 23:00 - 11.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","3450","n/e","3286"
"11.10.2022 00:00 - 11.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2789","n/e","2766"
"11.10.2022 01:00 - 11.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","2769","n/e","2766"
"11.10.2022 02:00 - 11.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","2751","n/e","2768"
"11.10.2022 03:00 - 11.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","2803","n/e","2750"
"11.10.2022 04:00 - 11.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","2855","n/e","2734"
"11.10.2022 05:00 - 11.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","2909","n/e","2720"
"11.10.2022 06:00 - 11.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","2865","n/e","2717"
"11.10.2022 07:00 - 11.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","2822","n/e","2779"
"11.10.2022 08:00 - 11.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","2779","n/e","2808"
"11.10.2022 09:00 - 11.10.2022 10:00","394","n/e","416","n/e","n/e","n/e","2576","n/e","2583"
"11.10.2022 10:00 - 11.10.2022 11:00","2042","n/e","2180","n/e","n/e","n/e","2373","n/e","2418"
"11.10.2022 11:00 - 11.10.2022 12:00","3989","n/e","4118","n/e","n/e","n/e","2172","n/e","2271"
"11.10.2022 12:00 - 11.10.2022 13:00","5455","n/e","5436","n/e","n/e","n/e","1945","n/e","2020"
"11.10.2022 13:00 - 11.10.2022 14:00","6430","n/e","6220","n/e","n/e","n/e","1718","n/e","1776"
"11.10.2022 14:00 - 11.10.2022 15:00","6778","n/e","6396","n/e","n/e","n/e","1490","n/e","1536"
"11.10.2022 15:00 - 11.10.2022 16:00","6430","n/e","5995","n/e","n/e","n/e","1440","n/e","1440"
"11.10.2022 16:00 - 11.10.2022 17:00","5451","n/e","4920","n/e","n/e","n/e","1389","n/e","1347"
"11.10.2022 17:00 - 11.10.2022 18:00","3729","n/e","3474","n/e","n/e","n/e","1337","n/e","1257"
"11.10.2022 18:00 - 11.10.2022 19:00","1565","n/e","1471","n/e","n/e","n/e","1429","n/e","1371"
"11.10.2022 19:00 - 11.10.2022 20:00","127","n/e","126","n/e","n/e","n/e","1522","n/e","1486"
"11.10.2022 20:00 - 11.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","1615","n/e","1601"
"11.10.2022 21:00 - 11.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","1714","n/e","1847"
"11.10.2022 22:00 - 11.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","1813","n/e","2094"
"11.10.2022 23:00 - 12.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","1913","n/e","2342"
"12.10.2022 00:00 - 12.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2012","n/e","1941"
"12.10.2022 01:00 - 12.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","1760","n/e","1658"
"12.10.2022 02:00 - 12.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","1508","n/e","1374"
"12.10.2022 03:00 - 12.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","1327","n/e","1228"
"12.10.2022 04:00 - 12.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","1145","n/e","1082"
"12.10.2022 05:00 - 12.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","963","n/e","936"
"12.10.2022 06:00 - 12.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","912","n/e","860"
"12.10.2022 07:00 - 12.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","860","n/e","690"
"12.10.2022 08:00 - 12.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","809","n/e","614"
"12.10.2022 09:00 - 12.10.2022 10:00","370","n/e","375","n/e","n/e","n/e","775","n/e","622"
"12.10.2022 10:00 - 12.10.2022 11:00","1996","n/e","2325","n/e","n/e","n/e","741","n/e","689"
"12.10.2022 11:00 - 12.10.2022 12:00","3672","n/e","4429","n/e","n/e","n/e","707","n/e","676"
"12.10.2022 12:00 - 12.10.2022 13:00","4844","n/e","6055","n/e","n/e","n/e","664","n/e","679"
"12.10.2022 13:00 - 12.10.2022 14:00","5800","n/e","6955","n/e","n/e","n/e","622","n/e","684"
"12.10.2022 14:00 - 12.10.2022 15:00","5932","n/e","7119","n/e","n/e","n/e","582","n/e","692"
"12.10.2022 15:00 - 12.10.2022 16:00","5715","n/e","6738","n/e","n/e","n/e","725","n/e","805"
"12.10.2022 16:00 - 12.10.2022 17:00","4752","n/e","5940","n/e","n/e","n/e","869","n/e","920"
"12.10.2022 17:00 - 12.10.2022 18:00","3495","n/e","4237","n/e","n/e","n/e","1013","n/e","1037"
"12.10.2022 18:00 - 12.10.2022 19:00","1548","n/e","1837","n/e","n/e","n/e","1074","n/e","1088"
"12.10.2022 19:00 - 12.10.2022 20:00","133","n/e","152","n/e","n/e","n/e","1137","n/e","1140"
"12.10.2022 20:00 - 12.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","1199","n/e","1192"
"12.10.2022 21:00 - 12.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","1574","n/e","1498"
"12.10.2022 22:00 - 12.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","1949","n/e","1805"
"12.10.2022 23:00 - 13.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","2324","n/e","2112"
"13.10.2022 00:00 - 13.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2106","n/e","1769"
"13.10.2022 01:00 - 13.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","2248","n/e","1845"
"13.10.2022 02:00 - 13.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","2390","n/e","1919"
"13.10.2022 03:00 - 13.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","2641","n/e","2000"
"13.10.2022 04:00 - 13.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","2892","n/e","2080"
"13.10.2022 05:00 - 13.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","3142","n/e","2160"
"13.10.2022 06:00 - 13.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","3276","n/e","2540"
"13.10.2022 07:00 - 13.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","3410","n/e","2868"
"13.10.2022 08:00 - 13.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","3544","n/e","3154"
"13.10.2022 09:00 - 13.10.2022 10:00","395","n/e","353","n/e","n/e","n/e","3385","n/e","3083"
"13.10.2022 10:00 - 13.10.2022 11:00","2007","n/e","1483","n/e","n/e","n/e","3226","n/e","3171"
"13.10.2022 11:00 - 13.10.2022 12:00","3651","n/e","2838","n/e","n/e","n/e","3067","n/e","3113"
"13.10.2022 12:00 - 13.10.2022 13:00","4965","n/e","3989","n/e","n/e","n/e","3361","n/e","3449"
"13.10.2022 13:00 - 13.10.2022 14:00","5756","n/e","4954","n/e","n/e","n/e","3656","n/e","3779"
"13.10.2022 14:00 - 13.10.2022 15:00","6075","n/e","5283","n/e","n/e","n/e","3949","n/e","4107"
"13.10.2022 15:00 - 13.10.2022 16:00","5761","n/e","4854","n/e","n/e","n/e","3689","n/e","3968"
"13.10.2022 16:00 - 13.10.2022 17:00","4753","n/e","4010","n/e","n/e","n/e","3427","n/e","3830"
"13.10.2022 17:00 - 13.10.2022 18:00","3236","n/e","2602","n/e","n/e","n/e","3166","n/e","3690"
"13.10.2022 18:00 - 13.10.2022 19:00","1338","n/e","1091","n/e","n/e","n/e","3147","n/e","3635"
"13.10.2022 19:00 - 13.10.2022 20:00","98","n/e","86","n/e","n/e","n/e","3129","n/e","3580"
"13.10.2022 20:00 - 13.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","3110","n/e","3525"
"13.10.2022 21:00 - 13.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","3138","n/e","3527"
"13.10.2022 22:00 - 13.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","3165","n/e","3528"
"13.10.2022 23:00 - 14.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","3193","n/e","3528"
