"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"10.10.2022 02:00 - 10.10.2022 03:00","0","0","0","n/e","n/e","n/e","130","112","88"
"10.10.2022 03:00 - 10.10.2022 04:00","0","0","0","n/e","n/e","n/e","138","123","88"
"10.10.2022 04:00 - 10.10.2022 05:00","0","0","0","n/e","n/e","n/e","150","136","120"
"10.10.2022 05:00 - 10.10.2022 06:00","0","0","0","n/e","n/e","n/e","152","167","164"
"10.10.2022 06:00 - 10.10.2022 07:00","1","1","1","n/e","n/e","n/e","148","189","160"
"10.10.2022 07:00 - 10.10.2022 08:00","14","22","23","n/e","n/e","n/e","152","179","157"
"10.10.2022 08:00 - 10.10.2022 09:00","46","69","63","n/e","n/e","n/e","161","170","160"
"10.10.2022 09:00 - 10.10.2022 10:00","85","114","93","n/e","n/e","n/e","126","128","118"
"10.10.2022 10:00 - 10.10.2022 11:00","139","167","144","n/e","n/e","n/e","92","90","86"
"10.10.2022 11:00 - 10.10.2022 12:00","177","203","188","n/e","n/e","n/e","107","102","97"
"10.10.2022 12:00 - 10.10.2022 13:00","191","224","217","n/e","n/e","n/e","135","129","124"
"10.10.2022 13:00 - 10.10.2022 14:00","177","225","222","n/e","n/e","n/e","154","151","146"
"10.10.2022 14:00 - 10.10.2022 15:00","143","186","184","n/e","n/e","n/e","177","178","172"
"10.10.2022 15:00 - 10.10.2022 16:00","94","119","118","n/e","n/e","n/e","198","211","204"
"10.10.2022 16:00 - 10.10.2022 17:00","39","48","48","n/e","n/e","n/e","224","248","240"
"10.10.2022 17:00 - 10.10.2022 18:00","2","3","3","n/e","n/e","n/e","284","295","286"
"10.10.2022 18:00 - 10.10.2022 19:00","0","0","0","n/e","n/e","n/e","351","359","347"
"10.10.2022 19:00 - 10.10.2022 20:00","0","0","0","n/e","n/e","n/e","407","410","396"
"10.10.2022 20:00 - 10.10.2022 21:00","0","0","0","n/e","n/e","n/e","432","431","415"
"10.10.2022 21:00 - 10.10.2022 22:00","0","0","0","n/e","n/e","n/e","435","440","422"
"10.10.2022 22:00 - 10.10.2022 23:00","0","0","0","n/e","n/e","n/e","435","445","427"
"10.10.2022 23:00 - 11.10.2022 00:00","0","0","0","n/e","n/e","n/e","435","450","430"
"11.10.2022 00:00 - 11.10.2022 01:00","0","0","0","n/e","n/e","n/e","424","425","395"
"11.10.2022 01:00 - 11.10.2022 02:00","0","0","0","n/e","n/e","n/e","417","426","388"
"11.10.2022 02:00 - 11.10.2022 03:00","0","0","0","n/e","n/e","n/e","398","403","369"
"11.10.2022 03:00 - 11.10.2022 04:00","0","0","0","n/e","n/e","n/e","374","373","331"
"11.10.2022 04:00 - 11.10.2022 05:00","0","0","0","n/e","n/e","n/e","350","334","294"
"11.10.2022 05:00 - 11.10.2022 06:00","0","0","0","n/e","n/e","n/e","330","302","266"
"11.10.2022 06:00 - 11.10.2022 07:00","0","0","0","n/e","n/e","n/e","311","279","253"
"11.10.2022 07:00 - 11.10.2022 08:00","9","13","13","n/e","n/e","n/e","305","271","244"
"11.10.2022 08:00 - 11.10.2022 09:00","30","39","40","n/e","n/e","n/e","305","274","243"
"11.10.2022 09:00 - 11.10.2022 10:00","41","36","38","n/e","n/e","n/e","293","279","249"
"11.10.2022 10:00 - 11.10.2022 11:00","46","46","48","n/e","n/e","n/e","303","296","280"
"11.10.2022 11:00 - 11.10.2022 12:00","63","90","91","n/e","n/e","n/e","333","334","314"
"11.10.2022 12:00 - 11.10.2022 13:00","92","141","146","n/e","n/e","n/e","354","362","339"
"11.10.2022 13:00 - 11.10.2022 14:00","84","112","120","n/e","n/e","n/e","367","380","356"
"11.10.2022 14:00 - 11.10.2022 15:00","55","55","63","n/e","n/e","n/e","370","388","362"
"11.10.2022 15:00 - 11.10.2022 16:00","45","44","49","n/e","n/e","n/e","360","381","356"
"11.10.2022 16:00 - 11.10.2022 17:00","20","17","20","n/e","n/e","n/e","338","361","342"
"11.10.2022 17:00 - 11.10.2022 18:00","0","1","1","n/e","n/e","n/e","312","328","314"
"11.10.2022 18:00 - 11.10.2022 19:00","0","0","0","n/e","n/e","n/e","279","300","285"
"11.10.2022 19:00 - 11.10.2022 20:00","0","0","0","n/e","n/e","n/e","261","278","264"
"11.10.2022 20:00 - 11.10.2022 21:00","0","0","0","n/e","n/e","n/e","250","263","253"
"11.10.2022 21:00 - 11.10.2022 22:00","0","0","0","n/e","n/e","n/e","243","246","237"
"11.10.2022 22:00 - 11.10.2022 23:00","0","0","0","n/e","n/e","n/e","234","234","222"
"11.10.2022 23:00 - 12.10.2022 00:00","0","0","0","n/e","n/e","n/e","222","227","209"
"12.10.2022 00:00 - 12.10.2022 01:00","0","0","0","n/e","n/e","n/e","202","239","206"
"12.10.2022 01:00 - 12.10.2022 02:00","0","0","0","n/e","n/e","n/e","191","235","192"
"12.10.2022 02:00 - 12.10.2022 03:00","0","0","0","n/e","n/e","n/e","180","209","186"
"12.10.2022 03:00 - 12.10.2022 04:00","0","0","0","n/e","n/e","n/e","172","207","162"
"12.10.2022 04:00 - 12.10.2022 05:00","0","0","0","n/e","n/e","n/e","164","185","145"
"12.10.2022 05:00 - 12.10.2022 06:00","0","0","0","n/e","n/e","n/e","154","161","141"
"12.10.2022 06:00 - 12.10.2022 07:00","0","0","0","n/e","n/e","n/e","148","153","130"
"12.10.2022 07:00 - 12.10.2022 08:00","12","17","16","n/e","n/e","n/e","137","144","124"
"12.10.2022 08:00 - 12.10.2022 09:00","45","53","54","n/e","n/e","n/e","117","121","107"
"12.10.2022 09:00 - 12.10.2022 10:00","81","84","82","n/e","n/e","n/e","89","93","83"
"12.10.2022 10:00 - 12.10.2022 11:00","103","98","92","n/e","n/e","n/e","78","76","85"
"12.10.2022 11:00 - 12.10.2022 12:00","112","107","98","n/e","n/e","n/e","82","81","96"
"12.10.2022 12:00 - 12.10.2022 13:00","104","107","94","n/e","n/e","n/e","86","88","103"
"12.10.2022 13:00 - 12.10.2022 14:00","85","88","76","n/e","n/e","n/e","92","96","110"
"12.10.2022 14:00 - 12.10.2022 15:00","66","64","62","n/e","n/e","n/e","96","104","117"
"12.10.2022 15:00 - 12.10.2022 16:00","40","41","41","n/e","n/e","n/e","86","101","109"
"12.10.2022 16:00 - 12.10.2022 17:00","15","15","15","n/e","n/e","n/e","74","87","91"
"12.10.2022 17:00 - 12.10.2022 18:00","0","1","1","n/e","n/e","n/e","64","71","75"
"12.10.2022 18:00 - 12.10.2022 19:00","0","0","0","n/e","n/e","n/e","61","61","61"
"12.10.2022 19:00 - 12.10.2022 20:00","0","0","0","n/e","n/e","n/e","58","52","51"
"12.10.2022 20:00 - 12.10.2022 21:00","0","0","0","n/e","n/e","n/e","46","46","41"
"12.10.2022 21:00 - 12.10.2022 22:00","0","0","0","n/e","n/e","n/e","40","44","35"
"12.10.2022 22:00 - 12.10.2022 23:00","0","0","0","n/e","n/e","n/e","36","46","35"
"12.10.2022 23:00 - 13.10.2022 00:00","0","0","0","n/e","n/e","n/e","34","54","38"
"13.10.2022 00:00 - 13.10.2022 01:00","0","0","0","n/e","n/e","n/e","48","52","47"
"13.10.2022 01:00 - 13.10.2022 02:00","0","0","0","n/e","n/e","n/e","55","54","60"
"13.10.2022 02:00 - 13.10.2022 03:00","0","0","0","n/e","n/e","n/e","55","66","57"
"13.10.2022 03:00 - 13.10.2022 04:00","0","0","0","n/e","n/e","n/e","52","72","61"
"13.10.2022 04:00 - 13.10.2022 05:00","0","0","0","n/e","n/e","n/e","56","83","68"
"13.10.2022 05:00 - 13.10.2022 06:00","0","0","0","n/e","n/e","n/e","65","82","76"
"13.10.2022 06:00 - 13.10.2022 07:00","0","0","0","n/e","n/e","n/e","69","86","68"
"13.10.2022 07:00 - 13.10.2022 08:00","9","16","16","n/e","n/e","n/e","71","76","73"
"13.10.2022 08:00 - 13.10.2022 09:00","32","52","52","n/e","n/e","n/e","76","84","80"
"13.10.2022 09:00 - 13.10.2022 10:00","51","85","86","n/e","n/e","n/e","69","70","61"
"13.10.2022 10:00 - 13.10.2022 11:00","63","116","119","n/e","n/e","n/e","56","46","43"
"13.10.2022 11:00 - 13.10.2022 12:00","77","125","130","n/e","n/e","n/e","46","40","38"
"13.10.2022 12:00 - 13.10.2022 13:00","91","91","94","n/e","n/e","n/e","58","48","46"
"13.10.2022 13:00 - 13.10.2022 14:00","92","71","72","n/e","n/e","n/e","67","64","61"
"13.10.2022 14:00 - 13.10.2022 15:00","71","67","66","n/e","n/e","n/e","74","76","72"
"13.10.2022 15:00 - 13.10.2022 16:00","50","50","49","n/e","n/e","n/e","70","77","71"
"13.10.2022 16:00 - 13.10.2022 17:00","18","19","18","n/e","n/e","n/e","72","74","68"
"13.10.2022 17:00 - 13.10.2022 18:00","0","1","1","n/e","n/e","n/e","99","94","87"
"13.10.2022 18:00 - 13.10.2022 19:00","0","0","0","n/e","n/e","n/e","143","148","140"
"13.10.2022 19:00 - 13.10.2022 20:00","0","0","0","n/e","n/e","n/e","194","220","207"
"13.10.2022 20:00 - 13.10.2022 21:00","0","0","0","n/e","n/e","n/e","235","271","254"
"13.10.2022 21:00 - 13.10.2022 22:00","0","0","0","n/e","n/e","n/e","259","299","281"
"13.10.2022 22:00 - 13.10.2022 23:00","0","0","0","n/e","n/e","n/e","272","314","296"
"13.10.2022 23:00 - 14.10.2022 00:00","0","0","0","n/e","n/e","n/e","275","326","305"
"14.10.2022 00:00 - 14.10.2022 01:00","0","0","0","n/e","n/e","n/e","299","319","294"
"14.10.2022 01:00 - 14.10.2022 02:00","0","0","0","n/e","n/e","n/e","297","323","281"
"14.10.2022 02:00 - 14.10.2022 03:00","0","0","0","n/e","n/e","n/e","289","302","266"
"14.10.2022 03:00 - 14.10.2022 04:00","0","0","0","n/e","n/e","n/e","285","298","254"
"14.10.2022 04:00 - 14.10.2022 05:00","0","0","0","n/e","n/e","n/e","281","286","246"
"14.10.2022 05:00 - 14.10.2022 06:00","0","0","0","n/e","n/e","n/e","270","276","252"
"14.10.2022 06:00 - 14.10.2022 07:00","0","0","0","n/e","n/e","n/e","269","284","250"
"14.10.2022 07:00 - 14.10.2022 08:00","13","26","26","n/e","n/e","n/e","261","287","252"
"14.10.2022 08:00 - 14.10.2022 09:00","47","89","89","n/e","n/e","n/e","262","269","236"
"14.10.2022 09:00 - 14.10.2022 10:00","92","155","154","n/e","n/e","n/e","204","221","196"
"14.10.2022 10:00 - 14.10.2022 11:00","134","209","207","n/e","n/e","n/e","157","166","164"
"14.10.2022 11:00 - 14.10.2022 12:00","154","236","236","n/e","n/e","n/e","141","147","150"
"14.10.2022 12:00 - 14.10.2022 13:00","148","235","239","n/e","n/e","n/e","133","142","144"
"14.10.2022 13:00 - 14.10.2022 14:00","125","206","209","n/e","n/e","n/e","131","142","147"
"14.10.2022 14:00 - 14.10.2022 15:00","89","150","151","n/e","n/e","n/e","128","140","144"
"14.10.2022 15:00 - 14.10.2022 16:00","54","88","89","n/e","n/e","n/e","122","129","133"
"14.10.2022 16:00 - 14.10.2022 17:00","18","30","31","n/e","n/e","n/e","127","123","127"
"14.10.2022 17:00 - 14.10.2022 18:00","0","1","1","n/e","n/e","n/e","145","138","143"
"14.10.2022 18:00 - 14.10.2022 19:00","0","0","0","n/e","n/e","n/e","172","182","187"
"14.10.2022 19:00 - 14.10.2022 20:00","0","0","0","n/e","n/e","n/e","192","223","228"
"14.10.2022 20:00 - 14.10.2022 21:00","0","0","0","n/e","n/e","n/e","202","241","242"
"14.10.2022 21:00 - 14.10.2022 22:00","0","0","0","n/e","n/e","n/e","203","240","236"
"14.10.2022 22:00 - 14.10.2022 23:00","0","0","0","n/e","n/e","n/e","198","233","224"
"14.10.2022 23:00 - 15.10.2022 00:00","0","0","0","n/e","n/e","n/e","191","232","213"
"15.10.2022 00:00 - 15.10.2022 01:00","0","0","0","n/e","n/e","n/e","188","214","196"
"15.10.2022 01:00 - 15.10.2022 02:00","0","0","0","n/e","n/e","n/e","181","211","189"
"15.10.2022 02:00 - 15.10.2022 03:00","0","0","0","n/e","n/e","n/e","175","197","183"
"15.10.2022 03:00 - 15.10.2022 04:00","0","0","0","n/e","n/e","n/e","177","200","179"
"15.10.2022 04:00 - 15.10.2022 05:00","0","0","0","n/e","n/e","n/e","177","198","190"
"15.10.2022 05:00 - 15.10.2022 06:00","0","0","0","n/e","n/e","n/e","177","207","185"
"15.10.2022 06:00 - 15.10.2022 07:00","0","0","0","n/e","n/e","n/e","185","215","186"
"15.10.2022 07:00 - 15.10.2022 08:00","8","14","13","n/e","n/e","n/e","197","221","196"
"15.10.2022 08:00 - 15.10.2022 09:00","33","49","48","n/e","n/e","n/e","199","215","193"
"15.10.2022 09:00 - 15.10.2022 10:00","60","111","97","n/e","n/e","n/e","185","202","161"
"15.10.2022 10:00 - 15.10.2022 11:00","87","166","145","n/e","n/e","n/e","177","197","176"
"15.10.2022 11:00 - 15.10.2022 12:00","104","187","170","n/e","n/e","n/e","186","200","189"
"15.10.2022 12:00 - 15.10.2022 13:00","107","187","182","n/e","n/e","n/e","211","214","205"
"15.10.2022 13:00 - 15.10.2022 14:00","87","157","156","n/e","n/e","n/e","221","232","222"
"15.10.2022 14:00 - 15.10.2022 15:00","64","101","99","n/e","n/e","n/e","229","256","245"
"15.10.2022 15:00 - 15.10.2022 16:00","41","46","48","n/e","n/e","n/e","237","272","260"
"15.10.2022 16:00 - 15.10.2022 17:00","15","14","15","n/e","n/e","n/e","250","281","265"
"15.10.2022 17:00 - 15.10.2022 18:00","0","0","0","n/e","n/e","n/e","268","299","282"
"15.10.2022 18:00 - 15.10.2022 19:00","0","0","0","n/e","n/e","n/e","297","331","319"
"15.10.2022 19:00 - 15.10.2022 20:00","0","0","0","n/e","n/e","n/e","315","351","341"
"15.10.2022 20:00 - 15.10.2022 21:00","0","0","0","n/e","n/e","n/e","313","358","343"
"15.10.2022 21:00 - 15.10.2022 22:00","0","0","0","n/e","n/e","n/e","309","357","339"
"15.10.2022 22:00 - 15.10.2022 23:00","0","0","0","n/e","n/e","n/e","296","347","333"
"15.10.2022 23:00 - 16.10.2022 00:00","0","0","0","n/e","n/e","n/e","277","316","319"
"16.10.2022 00:00 - 16.10.2022 01:00","0","0","0","n/e","n/e","n/e","266","297","264"
"16.10.2022 01:00 - 16.10.2022 02:00","0","0","0","n/e","n/e","n/e","249","273","244"
"16.10.2022 02:00 - 16.10.2022 03:00","0","0","0","n/e","n/e","n/e","235","249","234"
"16.10.2022 03:00 - 16.10.2022 04:00","0","0","0","n/e","n/e","n/e","237","247","226"
"16.10.2022 04:00 - 16.10.2022 05:00","0","0","0","n/e","n/e","n/e","243","250","220"
"16.10.2022 05:00 - 16.10.2022 06:00","0","0","0","n/e","n/e","n/e","250","253","232"
"16.10.2022 06:00 - 16.10.2022 07:00","0","0","0","n/e","n/e","n/e","254","269","251"
"16.10.2022 07:00 - 16.10.2022 08:00","5","7","7","n/e","n/e","n/e","255","283","260"
"16.10.2022 08:00 - 16.10.2022 09:00","21","26","26","n/e","n/e","n/e","262","296","274"
"16.10.2022 09:00 - 16.10.2022 10:00","35","36","31","n/e","n/e","n/e","265","309","289"
"16.10.2022 10:00 - 16.10.2022 11:00","41","43","39","n/e","n/e","n/e","265","312","311"
"16.10.2022 11:00 - 16.10.2022 12:00","45","38","37","n/e","n/e","n/e","270","318","315"
"16.10.2022 12:00 - 16.10.2022 13:00","50","38","37","n/e","n/e","n/e","270","334","327"
"16.10.2022 13:00 - 16.10.2022 14:00","51","60","61","n/e","n/e","n/e","265","332","325"
"16.10.2022 14:00 - 16.10.2022 15:00","41","61","62","n/e","n/e","n/e","253","334","328"
"16.10.2022 15:00 - 16.10.2022 16:00","24","32","33","n/e","n/e","n/e","236","331","319"
"16.10.2022 16:00 - 16.10.2022 17:00","8","9","9","n/e","n/e","n/e","229","315","300"
"16.10.2022 17:00 - 16.10.2022 18:00","0","0","0","n/e","n/e","n/e","233","309","296"
"16.10.2022 18:00 - 16.10.2022 19:00","0","0","0","n/e","n/e","n/e","250","316","306"
"16.10.2022 19:00 - 16.10.2022 20:00","0","0","0","n/e","n/e","n/e","277","330","312"
"16.10.2022 20:00 - 16.10.2022 21:00","0","0","0","n/e","n/e","n/e","308","346","318"
"16.10.2022 21:00 - 16.10.2022 22:00","0","0","0","n/e","n/e","n/e","329","356","327"
"16.10.2022 22:00 - 16.10.2022 23:00","0","0","0","n/e","n/e","n/e","352","362","332"
"16.10.2022 23:00 - 17.10.2022 00:00","0","0","0","n/e","n/e","n/e","354","383","334"
"17.10.2022 00:00 - 17.10.2022 01:00","0","0","0","n/e","n/e","n/e","351","368","326"
"17.10.2022 01:00 - 17.10.2022 02:00","0","0","0","n/e","n/e","n/e","338","354","313"
"17.10.2022 02:00 - 17.10.2022 03:00","0","0","0","n/e","n/e","n/e","327","336","292"
"17.10.2022 03:00 - 17.10.2022 04:00","0","0","0","n/e","n/e","n/e","320","327","288"
"17.10.2022 04:00 - 17.10.2022 05:00","0","0","0","n/e","n/e","n/e","310","321","299"
"17.10.2022 05:00 - 17.10.2022 06:00","0","0","0","n/e","n/e","n/e","299","324","281"
"17.10.2022 06:00 - 17.10.2022 07:00","0","0","0","n/e","n/e","n/e","277","305","260"
"17.10.2022 07:00 - 17.10.2022 08:00","8","14","14","n/e","n/e","n/e","262","285","252"
"17.10.2022 08:00 - 17.10.2022 09:00","36","56","54","n/e","n/e","n/e","239","283","247"
"17.10.2022 09:00 - 17.10.2022 10:00","75","115","109","n/e","n/e","n/e","210","247","220"
"17.10.2022 10:00 - 17.10.2022 11:00","116","178","175","n/e","n/e","n/e","197","212","200"
"17.10.2022 11:00 - 17.10.2022 12:00","146","220","221","n/e","n/e","n/e","180","192","186"
"17.10.2022 12:00 - 17.10.2022 13:00","164","229","235","n/e","n/e","n/e","146","159","158"
"17.10.2022 13:00 - 17.10.2022 14:00","155","217","221","n/e","n/e","n/e","120","129","129"
"17.10.2022 14:00 - 17.10.2022 15:00","127","178","180","n/e","n/e","n/e","98","105","105"
"17.10.2022 15:00 - 17.10.2022 16:00","73","114","115","n/e","n/e","n/e","77","79","78"
"17.10.2022 16:00 - 17.10.2022 17:00","22","37","38","n/e","n/e","n/e","66","64","62"
"17.10.2022 17:00 - 17.10.2022 18:00","0","0","0","n/e","n/e","n/e","85","74","72"
"17.10.2022 18:00 - 17.10.2022 19:00","0","0","0","n/e","n/e","n/e","143","117","113"
"17.10.2022 19:00 - 17.10.2022 20:00","0","0","0","n/e","n/e","n/e","214","185","177"
"17.10.2022 20:00 - 17.10.2022 21:00","0","0","0","n/e","n/e","n/e","282","259","250"
"17.10.2022 21:00 - 17.10.2022 22:00","0","0","0","n/e","n/e","n/e","327","322","313"
"17.10.2022 22:00 - 17.10.2022 23:00","0","0","0","n/e","n/e","n/e","346","360","351"
"17.10.2022 23:00 - 18.10.2022 00:00","0","0","0","n/e","n/e","n/e","356","392","366"
"18.10.2022 00:00 - 18.10.2022 01:00","0","0","0","n/e","n/e","n/e","374","431","392"
"18.10.2022 01:00 - 18.10.2022 02:00","0","0","0","n/e","n/e","n/e","387","478","451"
"18.10.2022 02:00 - 18.10.2022 03:00","0","0","0","n/e","n/e","n/e","403","534","513"
"18.10.2022 03:00 - 18.10.2022 04:00","0","0","0","n/e","n/e","n/e","418","571","510"
"18.10.2022 04:00 - 18.10.2022 05:00","0","0","0","n/e","n/e","n/e","409","534","463"
"18.10.2022 05:00 - 18.10.2022 06:00","0","0","0","n/e","n/e","n/e","375","482","417"
"18.10.2022 06:00 - 18.10.2022 07:00","0","0","0","n/e","n/e","n/e","340","439","394"
"18.10.2022 07:00 - 18.10.2022 08:00","1","3","3","n/e","n/e","n/e","321","402","367"
"18.10.2022 08:00 - 18.10.2022 09:00","7","13","13","n/e","n/e","n/e","318","403","344"
"18.10.2022 09:00 - 18.10.2022 10:00","19","22","24","n/e","n/e","n/e","307","397","353"
"18.10.2022 10:00 - 18.10.2022 11:00","26","33","36","n/e","n/e","n/e","297","388","365"
"18.10.2022 11:00 - 18.10.2022 12:00","31","41","45","n/e","n/e","n/e","284","376","362"
"18.10.2022 12:00 - 18.10.2022 13:00","38","46","51","n/e","n/e","n/e","273","347","328"
"18.10.2022 13:00 - 18.10.2022 14:00","49","43","47","n/e","n/e","n/e","272","309","290"
"18.10.2022 14:00 - 18.10.2022 15:00","36","34","36","n/e","n/e","n/e","269","276","257"
"18.10.2022 15:00 - 18.10.2022 16:00","20","23","23","n/e","n/e","n/e","255","244","229"
"18.10.2022 16:00 - 18.10.2022 17:00","6","7","7","n/e","n/e","n/e","238","223","203"
"18.10.2022 17:00 - 18.10.2022 18:00","0","0","0","n/e","n/e","n/e","225","210","181"
"18.10.2022 18:00 - 18.10.2022 19:00","0","0","0","n/e","n/e","n/e","221","213","181"
"18.10.2022 19:00 - 18.10.2022 20:00","0","0","0","n/e","n/e","n/e","235","228","195"
"18.10.2022 20:00 - 18.10.2022 21:00","0","0","0","n/e","n/e","n/e","250","248","216"
"18.10.2022 21:00 - 18.10.2022 22:00","0","0","0","n/e","n/e","n/e","262","266","234"
"18.10.2022 22:00 - 18.10.2022 23:00","0","0","0","n/e","n/e","n/e","275","282","252"
"18.10.2022 23:00 - 19.10.2022 00:00","0","0","0","n/e","n/e","n/e","278","287","273"
"19.10.2022 00:00 - 19.10.2022 01:00","0","0","0","n/e","n/e","n/e","277","307","294"
"19.10.2022 01:00 - 19.10.2022 02:00","0","0","0","n/e","n/e","n/e","280","327","322"
"19.10.2022 02:00 - 19.10.2022 03:00","0","0","0","n/e","n/e","n/e","293","351","332"
"19.10.2022 03:00 - 19.10.2022 04:00","0","0","0","n/e","n/e","n/e","299","364","347"
"19.10.2022 04:00 - 19.10.2022 05:00","0","0","0","n/e","n/e","n/e","311","381","338"
"19.10.2022 05:00 - 19.10.2022 06:00","0","0","0","n/e","n/e","n/e","299","355","308"
"19.10.2022 06:00 - 19.10.2022 07:00","0","0","0","n/e","n/e","n/e","278","325","281"
"19.10.2022 07:00 - 19.10.2022 08:00","4","4","4","n/e","n/e","n/e","274","307","277"
"19.10.2022 08:00 - 19.10.2022 09:00","15","15","17","n/e","n/e","n/e","261","298","277"
"19.10.2022 09:00 - 19.10.2022 10:00","37","30","31","n/e","n/e","n/e","251","301","263"
"19.10.2022 10:00 - 19.10.2022 11:00","75","56","57","n/e","n/e","n/e","260","308","289"
"19.10.2022 11:00 - 19.10.2022 12:00","98","129","135","n/e","n/e","n/e","264","314","301"
"19.10.2022 12:00 - 19.10.2022 13:00","110","200","213","n/e","n/e","n/e","273","318","302"
"19.10.2022 13:00 - 19.10.2022 14:00","95","186","199","n/e","n/e","n/e","295","327","309"
"19.10.2022 14:00 - 19.10.2022 15:00","90","132","140","n/e","n/e","n/e","311","338","325"
"19.10.2022 15:00 - 19.10.2022 16:00","59","75","80","n/e","n/e","n/e","304","337","328"
"19.10.2022 16:00 - 19.10.2022 17:00","15","21","22","n/e","n/e","n/e","277","326","318"
"19.10.2022 17:00 - 19.10.2022 18:00","0","0","0","n/e","n/e","n/e","260","316","308"
"19.10.2022 18:00 - 19.10.2022 19:00","0","0","0","n/e","n/e","n/e","243","300","292"
"19.10.2022 19:00 - 19.10.2022 20:00","0","0","0","n/e","n/e","n/e","224","280","273"
"19.10.2022 20:00 - 19.10.2022 21:00","0","0","0","n/e","n/e","n/e","199","253","247"
"19.10.2022 21:00 - 19.10.2022 22:00","0","0","0","n/e","n/e","n/e","181","220","221"
"19.10.2022 22:00 - 19.10.2022 23:00","0","0","0","n/e","n/e","n/e","170","185","188"
"19.10.2022 23:00 - 20.10.2022 00:00","0","0","0","n/e","n/e","n/e","157","180","161"
"20.10.2022 00:00 - 20.10.2022 01:00","0","0","0","n/e","n/e","n/e","138","179","158"
"20.10.2022 01:00 - 20.10.2022 02:00","0","0","0","n/e","n/e","n/e","133","166","156"
"20.10.2022 02:00 - 20.10.2022 03:00","0","0","0","n/e","n/e","n/e","118","159","122"
"20.10.2022 03:00 - 20.10.2022 04:00","0","0","0","n/e","n/e","n/e","108","126","96"
"20.10.2022 04:00 - 20.10.2022 05:00","0","0","0","n/e","n/e","n/e","100","105","92"
"20.10.2022 05:00 - 20.10.2022 06:00","0","0","0","n/e","n/e","n/e","94","108","84"
"20.10.2022 06:00 - 20.10.2022 07:00","0","0","0","n/e","n/e","n/e","93","100","81"
"20.10.2022 07:00 - 20.10.2022 08:00","8","13","13","n/e","n/e","n/e","88","90","78"
"20.10.2022 08:00 - 20.10.2022 09:00","30","53","53","n/e","n/e","n/e","84","87","77"
"20.10.2022 09:00 - 20.10.2022 10:00","47","69","73","n/e","n/e","n/e","70","75","63"
"20.10.2022 10:00 - 20.10.2022 11:00","71","80","83","n/e","n/e","n/e","57","61","57"
"20.10.2022 11:00 - 20.10.2022 12:00","93","104","106","n/e","n/e","n/e","55","61","58"
"20.10.2022 12:00 - 20.10.2022 13:00","95","117","123","n/e","n/e","n/e","64","75","72"
"20.10.2022 13:00 - 20.10.2022 14:00","81","115","120","n/e","n/e","n/e","69","87","84"
"20.10.2022 14:00 - 20.10.2022 15:00","50","88","93","n/e","n/e","n/e","77","93","89"
"20.10.2022 15:00 - 20.10.2022 16:00","27","38","42","n/e","n/e","n/e","71","82","78"
"20.10.2022 16:00 - 20.10.2022 17:00","6","9","11","n/e","n/e","n/e","61","70","66"
"20.10.2022 17:00 - 20.10.2022 18:00","0","0","0","n/e","n/e","n/e","47","63","60"
"20.10.2022 18:00 - 20.10.2022 19:00","0","0","0","n/e","n/e","n/e","42","60","57"
"20.10.2022 19:00 - 20.10.2022 20:00","0","0","0","n/e","n/e","n/e","39","61","58"
"20.10.2022 20:00 - 20.10.2022 21:00","0","0","0","n/e","n/e","n/e","38","63","60"
"20.10.2022 21:00 - 20.10.2022 22:00","0","0","0","n/e","n/e","n/e","35","58","57"
"20.10.2022 22:00 - 20.10.2022 23:00","0","0","0","n/e","n/e","n/e","39","53","53"
"20.10.2022 23:00 - 21.10.2022 00:00","0","0","0","n/e","n/e","n/e","50","69","54"
"21.10.2022 00:00 - 21.10.2022 01:00","0","0","0","n/e","n/e","n/e","61","70","55"
"21.10.2022 01:00 - 21.10.2022 02:00","0","0","0","n/e","n/e","n/e","68","70","44"
"21.10.2022 02:00 - 21.10.2022 03:00","0","0","0","n/e","n/e","n/e","72","57","44"
"21.10.2022 03:00 - 21.10.2022 04:00","0","0","0","n/e","n/e","n/e","82","66","61"
"21.10.2022 04:00 - 21.10.2022 05:00","0","0","0","n/e","n/e","n/e","90","84","71"
"21.10.2022 05:00 - 21.10.2022 06:00","0","0","0","n/e","n/e","n/e","97","97","98"
"21.10.2022 06:00 - 21.10.2022 07:00","0","0","0","n/e","n/e","n/e","114","136","139"
"21.10.2022 07:00 - 21.10.2022 08:00","4","7","6","n/e","n/e","n/e","133","183","149"
"21.10.2022 08:00 - 21.10.2022 09:00","22","32","32","n/e","n/e","n/e","139","181","135"
"21.10.2022 09:00 - 21.10.2022 10:00","43","59","53","n/e","n/e","n/e","112","162","121"
"21.10.2022 10:00 - 21.10.2022 11:00","56","84","78","n/e","n/e","n/e","87","124","103"
"21.10.2022 11:00 - 21.10.2022 12:00","67","89","85","n/e","n/e","n/e","78","117","106"
