"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"21.10.2022 12:00 - 21.10.2022 13:00","68","74","73","n/e","n/e","n/e","88","129","121"
"21.10.2022 13:00 - 21.10.2022 14:00","61","65","64","n/e","n/e","n/e","105","135","129"
"21.10.2022 14:00 - 21.10.2022 15:00","43","49","49","n/e","n/e","n/e","125","151","146"
"21.10.2022 15:00 - 21.10.2022 16:00","25","30","30","n/e","n/e","n/e","141","164","160"
"21.10.2022 16:00 - 21.10.2022 17:00","5","7","7","n/e","n/e","n/e","160","180","179"
"21.10.2022 17:00 - 21.10.2022 18:00","0","0","0","n/e","n/e","n/e","182","202","199"
"21.10.2022 18:00 - 21.10.2022 19:00","0","0","0","n/e","n/e","n/e","198","223","212"
"21.10.2022 19:00 - 21.10.2022 20:00","0","0","0","n/e","n/e","n/e","207","235","222"
"21.10.2022 20:00 - 21.10.2022 21:00","0","0","0","n/e","n/e","n/e","205","234","223"
"21.10.2022 21:00 - 21.10.2022 22:00","0","0","0","n/e","n/e","n/e","196","217","210"
"21.10.2022 22:00 - 21.10.2022 23:00","0","0","0","n/e","n/e","n/e","189","203","196"
"21.10.2022 23:00 - 22.10.2022 00:00","0","0","0","n/e","n/e","n/e","179","193","186"
"22.10.2022 00:00 - 22.10.2022 01:00","0","0","0","n/e","n/e","n/e","194","189","159"
"22.10.2022 01:00 - 22.10.2022 02:00","0","0","0","n/e","n/e","n/e","190","192","177"
"22.10.2022 02:00 - 22.10.2022 03:00","0","0","0","n/e","n/e","n/e","180","193","174"
"22.10.2022 03:00 - 22.10.2022 04:00","0","0","0","n/e","n/e","n/e","182","192","165"
"22.10.2022 04:00 - 22.10.2022 05:00","0","0","0","n/e","n/e","n/e","182","180","152"
"22.10.2022 05:00 - 22.10.2022 06:00","0","0","0","n/e","n/e","n/e","174","163","146"
"22.10.2022 06:00 - 22.10.2022 07:00","0","0","0","n/e","n/e","n/e","162","157","156"
"22.10.2022 07:00 - 22.10.2022 08:00","4","3","3","n/e","n/e","n/e","145","168","154"
"22.10.2022 08:00 - 22.10.2022 09:00","20","19","19","n/e","n/e","n/e","126","152","139"
"22.10.2022 09:00 - 22.10.2022 10:00","36","42","44","n/e","n/e","n/e","95","111","112"
"22.10.2022 10:00 - 22.10.2022 11:00","45","74","79","n/e","n/e","n/e","48","58","74"
"22.10.2022 11:00 - 22.10.2022 12:00","53","115","123","n/e","n/e","n/e","40","38","56"
"22.10.2022 12:00 - 22.10.2022 13:00","56","116","127","n/e","n/e","n/e","36","30","47"
"22.10.2022 13:00 - 22.10.2022 14:00","57","103","117","n/e","n/e","n/e","30","25","41"
"22.10.2022 14:00 - 22.10.2022 15:00","45","56","69","n/e","n/e","n/e","30","25","38"
"22.10.2022 15:00 - 22.10.2022 16:00","22","29","38","n/e","n/e","n/e","30","22","31"
"22.10.2022 16:00 - 22.10.2022 17:00","5","6","9","n/e","n/e","n/e","32","25","30"
"22.10.2022 17:00 - 22.10.2022 18:00","0","0","0","n/e","n/e","n/e","39","32","36"
"22.10.2022 18:00 - 22.10.2022 19:00","0","0","0","n/e","n/e","n/e","44","41","42"
"22.10.2022 19:00 - 22.10.2022 20:00","0","0","0","n/e","n/e","n/e","66","44","43"
"22.10.2022 20:00 - 22.10.2022 21:00","0","0","0","n/e","n/e","n/e","74","44","42"
"22.10.2022 21:00 - 22.10.2022 22:00","0","0","0","n/e","n/e","n/e","74","45","41"
"22.10.2022 22:00 - 22.10.2022 23:00","0","0","0","n/e","n/e","n/e","70","54","44"
"22.10.2022 23:00 - 23.10.2022 00:00","0","0","0","n/e","n/e","n/e","33","70","51"
"23.10.2022 00:00 - 23.10.2022 01:00","0","0","0","n/e","n/e","n/e","86","91","76"
"23.10.2022 01:00 - 23.10.2022 02:00","0","0","0","n/e","n/e","n/e","111","112","106"
"23.10.2022 02:00 - 23.10.2022 03:00","0","0","0","n/e","n/e","n/e","131","148","141"
"23.10.2022 03:00 - 23.10.2022 04:00","0","0","0","n/e","n/e","n/e","158","191","171"
"23.10.2022 04:00 - 23.10.2022 05:00","0","0","0","n/e","n/e","n/e","178","204","184"
"23.10.2022 05:00 - 23.10.2022 06:00","0","0","0","n/e","n/e","n/e","172","199","176"
"23.10.2022 06:00 - 23.10.2022 07:00","0","0","0","n/e","n/e","n/e","164","193","189"
"23.10.2022 07:00 - 23.10.2022 08:00","1","1","1","n/e","n/e","n/e","156","207","178"
"23.10.2022 08:00 - 23.10.2022 09:00","6","6","6","n/e","n/e","n/e","149","201","161"
"23.10.2022 09:00 - 23.10.2022 10:00","14","14","15","n/e","n/e","n/e","147","199","158"
"23.10.2022 10:00 - 23.10.2022 11:00","28","28","29","n/e","n/e","n/e","154","198","177"
"23.10.2022 11:00 - 23.10.2022 12:00","35","35","35","n/e","n/e","n/e","152","198","186"
"23.10.2022 12:00 - 23.10.2022 13:00","36","48","48","n/e","n/e","n/e","147","190","186"
"23.10.2022 13:00 - 23.10.2022 14:00","30","54","52","n/e","n/e","n/e","135","181","176"
"23.10.2022 14:00 - 23.10.2022 15:00","23","40","40","n/e","n/e","n/e","118","159","147"
"23.10.2022 15:00 - 23.10.2022 16:00","15","24","24","n/e","n/e","n/e","98","123","120"
"23.10.2022 16:00 - 23.10.2022 17:00","2","5","5","n/e","n/e","n/e","84","90","88"
"23.10.2022 17:00 - 23.10.2022 18:00","0","0","0","n/e","n/e","n/e","78","67","67"
"23.10.2022 18:00 - 23.10.2022 19:00","0","0","0","n/e","n/e","n/e","75","54","54"
"23.10.2022 19:00 - 23.10.2022 20:00","0","0","0","n/e","n/e","n/e","69","42","45"
"23.10.2022 20:00 - 23.10.2022 21:00","0","0","0","n/e","n/e","n/e","58","35","41"
"23.10.2022 21:00 - 23.10.2022 22:00","0","0","0","n/e","n/e","n/e","48","30","38"
"23.10.2022 22:00 - 23.10.2022 23:00","0","0","0","n/e","n/e","n/e","43","28","36"
"23.10.2022 23:00 - 24.10.2022 00:00","0","0","0","n/e","n/e","n/e","37","18","33"
"24.10.2022 00:00 - 24.10.2022 01:00","0","0","0","n/e","n/e","n/e","26","17","14"
"24.10.2022 01:00 - 24.10.2022 02:00","0","0","0","n/e","n/e","n/e","26","19","12"
"24.10.2022 02:00 - 24.10.2022 03:00","0","0","0","n/e","n/e","n/e","26","17","13"
"24.10.2022 03:00 - 24.10.2022 04:00","0","0","0","n/e","n/e","n/e","25","16","13"
"24.10.2022 04:00 - 24.10.2022 05:00","0","0","0","n/e","n/e","n/e","26","17","16"
"24.10.2022 05:00 - 24.10.2022 06:00","0","0","0","n/e","n/e","n/e","26","24","19"
"24.10.2022 06:00 - 24.10.2022 07:00","0","0","0","n/e","n/e","n/e","30","29","22"
"24.10.2022 07:00 - 24.10.2022 08:00","2","2","2","n/e","n/e","n/e","33","41","28"
"24.10.2022 08:00 - 24.10.2022 09:00","9","12","12","n/e","n/e","n/e","38","51","42"
"24.10.2022 09:00 - 24.10.2022 10:00","20","25","26","n/e","n/e","n/e","38","57","46"
"24.10.2022 10:00 - 24.10.2022 11:00","29","31","34","n/e","n/e","n/e","39","54","49"
"24.10.2022 11:00 - 24.10.2022 12:00","33","34","37","n/e","n/e","n/e","41","58","55"
"24.10.2022 12:00 - 24.10.2022 13:00","31","31","31","n/e","n/e","n/e","44","61","59"
"24.10.2022 13:00 - 24.10.2022 14:00","25","28","27","n/e","n/e","n/e","55","64","66"
"24.10.2022 14:00 - 24.10.2022 15:00","20","25","25","n/e","n/e","n/e","67","81","83"
"24.10.2022 15:00 - 24.10.2022 16:00","10","14","13","n/e","n/e","n/e","81","95","96"
"24.10.2022 16:00 - 24.10.2022 17:00","2","3","3","n/e","n/e","n/e","107","114","115"
"24.10.2022 17:00 - 24.10.2022 18:00","0","0","0","n/e","n/e","n/e","136","142","141"
"24.10.2022 18:00 - 24.10.2022 19:00","0","0","0","n/e","n/e","n/e","152","165","161"
"24.10.2022 19:00 - 24.10.2022 20:00","0","0","0","n/e","n/e","n/e","154","172","167"
"24.10.2022 20:00 - 24.10.2022 21:00","0","0","0","n/e","n/e","n/e","150","173","167"
"24.10.2022 21:00 - 24.10.2022 22:00","0","0","0","n/e","n/e","n/e","142","173","167"
"24.10.2022 22:00 - 24.10.2022 23:00","0","0","0","n/e","n/e","n/e","138","170","164"
"24.10.2022 23:00 - 25.10.2022 00:00","0","0","0","n/e","n/e","n/e","136","157","161"
"25.10.2022 00:00 - 25.10.2022 01:00","0","0","0","n/e","n/e","n/e","163","162","137"
"25.10.2022 01:00 - 25.10.2022 02:00","0","0","0","n/e","n/e","n/e","161","160","145"
"25.10.2022 02:00 - 25.10.2022 03:00","0","0","0","n/e","n/e","n/e","149","149","130"
"25.10.2022 03:00 - 25.10.2022 04:00","0","0","0","n/e","n/e","n/e","138","143","114"
"25.10.2022 04:00 - 25.10.2022 05:00","0","0","0","n/e","n/e","n/e","124","117","96"
"25.10.2022 05:00 - 25.10.2022 06:00","0","0","0","n/e","n/e","n/e","112","97","84"
"25.10.2022 06:00 - 25.10.2022 07:00","0","0","0","n/e","n/e","n/e","108","92","87"
"25.10.2022 07:00 - 25.10.2022 08:00","1","1","1","n/e","n/e","n/e","107","98","96"
"25.10.2022 08:00 - 25.10.2022 09:00","6","7","7","n/e","n/e","n/e","99","102","96"
"25.10.2022 09:00 - 25.10.2022 10:00","15","12","14","n/e","n/e","n/e","89","100","88"
"25.10.2022 10:00 - 25.10.2022 11:00","22","18","19","n/e","n/e","n/e","87","89","94"
"25.10.2022 11:00 - 25.10.2022 12:00","20","12","13","n/e","n/e","n/e","92","85","91"
"25.10.2022 12:00 - 25.10.2022 13:00","14","0","0","n/e","n/e","n/e","90","88","88"
"25.10.2022 13:00 - 25.10.2022 14:00","28","15","14","n/e","n/e","n/e","93","96","96"
"25.10.2022 14:00 - 25.10.2022 15:00","20","16","15","n/e","n/e","n/e","102","108","105"
"25.10.2022 15:00 - 25.10.2022 16:00","10","9","9","n/e","n/e","n/e","105","110","104"
"25.10.2022 16:00 - 25.10.2022 17:00","1","2","2","n/e","n/e","n/e","108","113","105"
"25.10.2022 17:00 - 25.10.2022 18:00","0","0","0","n/e","n/e","n/e","116","119","116"
"25.10.2022 18:00 - 25.10.2022 19:00","0","0","0","n/e","n/e","n/e","129","128","126"
"25.10.2022 19:00 - 25.10.2022 20:00","0","0","0","n/e","n/e","n/e","139","139","132"
"25.10.2022 20:00 - 25.10.2022 21:00","0","0","0","n/e","n/e","n/e","151","157","139"
"25.10.2022 21:00 - 25.10.2022 22:00","0","0","0","n/e","n/e","n/e","160","177","157"
"25.10.2022 22:00 - 25.10.2022 23:00","0","0","0","n/e","n/e","n/e","174","187","181"
"25.10.2022 23:00 - 26.10.2022 00:00","0","0","0","n/e","n/e","n/e","183","196","186"
"26.10.2022 00:00 - 26.10.2022 01:00","0","0","0","n/e","n/e","n/e","204","207","175"
"26.10.2022 01:00 - 26.10.2022 02:00","0","0","0","n/e","n/e","n/e","210","199","169"
"26.10.2022 02:00 - 26.10.2022 03:00","0","0","0","n/e","n/e","n/e","205","183","175"
"26.10.2022 03:00 - 26.10.2022 04:00","0","0","0","n/e","n/e","n/e","204","191","173"
"26.10.2022 04:00 - 26.10.2022 05:00","0","0","0","n/e","n/e","n/e","196","188","162"
"26.10.2022 05:00 - 26.10.2022 06:00","0","0","0","n/e","n/e","n/e","185","178","158"
"26.10.2022 06:00 - 26.10.2022 07:00","0","0","0","n/e","n/e","n/e","186","183","168"
"26.10.2022 07:00 - 26.10.2022 08:00","2","1","1","n/e","n/e","n/e","189","191","158"
"26.10.2022 08:00 - 26.10.2022 09:00","7","9","9","n/e","n/e","n/e","186","191","170"
"26.10.2022 09:00 - 26.10.2022 10:00","18","20","20","n/e","n/e","n/e","194","212","196"
"26.10.2022 10:00 - 26.10.2022 11:00","28","33","37","n/e","n/e","n/e","229","235","222"
"26.10.2022 11:00 - 26.10.2022 12:00","34","49","54","n/e","n/e","n/e","245","250","236"
"26.10.2022 12:00 - 26.10.2022 13:00","45","66","68","n/e","n/e","n/e","249","257","242"
"26.10.2022 13:00 - 26.10.2022 14:00","40","84","84","n/e","n/e","n/e","262","268","252"
"26.10.2022 14:00 - 26.10.2022 15:00","33","69","71","n/e","n/e","n/e","262","271","257"
"26.10.2022 15:00 - 26.10.2022 16:00","18","37","38","n/e","n/e","n/e","236","257","247"
"26.10.2022 16:00 - 26.10.2022 17:00","2","6","6","n/e","n/e","n/e","212","231","221"
"26.10.2022 17:00 - 26.10.2022 18:00","0","0","0","n/e","n/e","n/e","193","213","204"
"26.10.2022 18:00 - 26.10.2022 19:00","0","0","0","n/e","n/e","n/e","179","203","195"
"26.10.2022 19:00 - 26.10.2022 20:00","0","0","0","n/e","n/e","n/e","168","183","182"
"26.10.2022 20:00 - 26.10.2022 21:00","0","0","0","n/e","n/e","n/e","170","176","174"
"26.10.2022 21:00 - 26.10.2022 22:00","0","0","0","n/e","n/e","n/e","174","177","169"
"26.10.2022 22:00 - 26.10.2022 23:00","0","0","0","n/e","n/e","n/e","175","172","162"
"26.10.2022 23:00 - 27.10.2022 00:00","0","0","0","n/e","n/e","n/e","160","164","158"
"27.10.2022 00:00 - 27.10.2022 01:00","0","0","0","n/e","n/e","n/e","145","164","147"
"27.10.2022 01:00 - 27.10.2022 02:00","0","0","0","n/e","n/e","n/e","137","155","153"
"27.10.2022 02:00 - 27.10.2022 03:00","0","0","0","n/e","n/e","n/e","119","141","129"
"27.10.2022 03:00 - 27.10.2022 04:00","0","0","0","n/e","n/e","n/e","114","133","113"
"27.10.2022 04:00 - 27.10.2022 05:00","0","0","0","n/e","n/e","n/e","108","120","112"
"27.10.2022 05:00 - 27.10.2022 06:00","0","0","0","n/e","n/e","n/e","96","117","110"
"27.10.2022 06:00 - 27.10.2022 07:00","0","0","0","n/e","n/e","n/e","91","116","96"
"27.10.2022 07:00 - 27.10.2022 08:00","2","2","2","n/e","n/e","n/e","81","94","83"
"27.10.2022 08:00 - 27.10.2022 09:00","12","12","12","n/e","n/e","n/e","69","83","65"
"27.10.2022 09:00 - 27.10.2022 10:00","28","28","27","n/e","n/e","n/e","64","72","50"
"27.10.2022 10:00 - 27.10.2022 11:00","38","52","54","n/e","n/e","n/e","56","62","49"
"27.10.2022 11:00 - 27.10.2022 12:00","52","69","72","n/e","n/e","n/e","56","63","50"
"27.10.2022 12:00 - 27.10.2022 13:00","47","63","67","n/e","n/e","n/e","60","71","59"
"27.10.2022 13:00 - 27.10.2022 14:00","40","50","52","n/e","n/e","n/e","71","84","71"
"27.10.2022 14:00 - 27.10.2022 15:00","32","36","39","n/e","n/e","n/e","86","101","87"
"27.10.2022 15:00 - 27.10.2022 16:00","15","18","20","n/e","n/e","n/e","92","108","97"
"27.10.2022 16:00 - 27.10.2022 17:00","2","3","3","n/e","n/e","n/e","101","119","109"
"27.10.2022 17:00 - 27.10.2022 18:00","0","0","0","n/e","n/e","n/e","121","147","132"
"27.10.2022 18:00 - 27.10.2022 19:00","0","0","0","n/e","n/e","n/e","140","169","155"
"27.10.2022 19:00 - 27.10.2022 20:00","0","0","0","n/e","n/e","n/e","143","179","167"
"27.10.2022 20:00 - 27.10.2022 21:00","0","0","0","n/e","n/e","n/e","143","182","173"
"27.10.2022 21:00 - 27.10.2022 22:00","0","0","0","n/e","n/e","n/e","148","175","170"
"27.10.2022 22:00 - 27.10.2022 23:00","0","0","0","n/e","n/e","n/e","151","166","164"
"27.10.2022 23:00 - 28.10.2022 00:00","0","0","0","n/e","n/e","n/e","147","144","152"
"28.10.2022 00:00 - 28.10.2022 01:00","0","0","0","n/e","n/e","n/e","143","133","112"
"28.10.2022 01:00 - 28.10.2022 02:00","0","0","0","n/e","n/e","n/e","135","125","106"
"28.10.2022 02:00 - 28.10.2022 03:00","0","0","0","n/e","n/e","n/e","123","110","89"
"28.10.2022 03:00 - 28.10.2022 04:00","0","0","0","n/e","n/e","n/e","115","107","90"
"28.10.2022 04:00 - 28.10.2022 05:00","0","0","0","n/e","n/e","n/e","115","112","100"
"28.10.2022 05:00 - 28.10.2022 06:00","0","0","0","n/e","n/e","n/e","114","127","94"
"28.10.2022 06:00 - 28.10.2022 07:00","0","0","0","n/e","n/e","n/e","109","115","86"
"28.10.2022 07:00 - 28.10.2022 08:00","1","1","1","n/e","n/e","n/e","107","96","68"
"28.10.2022 08:00 - 28.10.2022 09:00","6","9","9","n/e","n/e","n/e","104","80","66"
"28.10.2022 09:00 - 28.10.2022 10:00","18","20","20","n/e","n/e","n/e","100","82","70"
"28.10.2022 10:00 - 28.10.2022 11:00","29","33","34","n/e","n/e","n/e","101","82","84"
"28.10.2022 11:00 - 28.10.2022 12:00","37","34","35","n/e","n/e","n/e","104","93","91"
"28.10.2022 12:00 - 28.10.2022 13:00","42","34","35","n/e","n/e","n/e","111","109","105"
"28.10.2022 13:00 - 28.10.2022 14:00","38","30","30","n/e","n/e","n/e","115","128","123"
"28.10.2022 14:00 - 28.10.2022 15:00","31","27","29","n/e","n/e","n/e","125","153","141"
"28.10.2022 15:00 - 28.10.2022 16:00","15","13","15","n/e","n/e","n/e","145","174","159"
"28.10.2022 16:00 - 28.10.2022 17:00","2","2","2","n/e","n/e","n/e","176","209","196"
"28.10.2022 17:00 - 28.10.2022 18:00","0","0","0","n/e","n/e","n/e","211","249","234"
"28.10.2022 18:00 - 28.10.2022 19:00","0","0","0","n/e","n/e","n/e","229","271","249"
"28.10.2022 19:00 - 28.10.2022 20:00","0","0","0","n/e","n/e","n/e","239","287","266"
"28.10.2022 20:00 - 28.10.2022 21:00","0","0","0","n/e","n/e","n/e","245","291","276"
"28.10.2022 21:00 - 28.10.2022 22:00","0","0","0","n/e","n/e","n/e","245","274","263"
"28.10.2022 22:00 - 28.10.2022 23:00","0","0","0","n/e","n/e","n/e","228","247","240"
"28.10.2022 23:00 - 29.10.2022 00:00","0","0","0","n/e","n/e","n/e","207","190","214"
"29.10.2022 00:00 - 29.10.2022 01:00","0","0","0","n/e","n/e","n/e","167","155","146"
"29.10.2022 01:00 - 29.10.2022 02:00","0","0","0","n/e","n/e","n/e","142","147","119"
"29.10.2022 02:00 - 29.10.2022 03:00","0","0","0","n/e","n/e","n/e","126","118","91"
"29.10.2022 03:00 - 29.10.2022 04:00","0","0","0","n/e","n/e","n/e","131","107","94"
"29.10.2022 04:00 - 29.10.2022 05:00","0","0","0","n/e","n/e","n/e","144","113","105"
"29.10.2022 05:00 - 29.10.2022 06:00","0","0","0","n/e","n/e","n/e","159","135","117"
"29.10.2022 06:00 - 29.10.2022 07:00","0","0","0","n/e","n/e","n/e","192","167","148"
"29.10.2022 07:00 - 29.10.2022 08:00","1","1","1","n/e","n/e","n/e","242","207","190"
"29.10.2022 08:00 - 29.10.2022 09:00","6","8","8","n/e","n/e","n/e","313","262","236"
"29.10.2022 09:00 - 29.10.2022 10:00","18","19","17","n/e","n/e","n/e","381","328","275"
"29.10.2022 10:00 - 29.10.2022 11:00","26","37","35","n/e","n/e","n/e","435","405","357"
"29.10.2022 11:00 - 29.10.2022 12:00","31","67","64","n/e","n/e","n/e","477","467","423"
"29.10.2022 12:00 - 29.10.2022 13:00","37","58","54","n/e","n/e","n/e","494","511","474"
"29.10.2022 13:00 - 29.10.2022 14:00","34","32","27","n/e","n/e","n/e","499","541","507"
"29.10.2022 14:00 - 29.10.2022 15:00","30","19","15","n/e","n/e","n/e","491","543","515"
"29.10.2022 15:00 - 29.10.2022 16:00","15","9","7","n/e","n/e","n/e","495","544","521"
"29.10.2022 16:00 - 29.10.2022 17:00","2","1","1","n/e","n/e","n/e","506","546","522"
"29.10.2022 17:00 - 29.10.2022 18:00","0","0","0","n/e","n/e","n/e","514","542","520"
"29.10.2022 18:00 - 29.10.2022 19:00","0","0","0","n/e","n/e","n/e","514","535","516"
"29.10.2022 19:00 - 29.10.2022 20:00","0","0","0","n/e","n/e","n/e","511","532","510"
"29.10.2022 20:00 - 29.10.2022 21:00","0","0","0","n/e","n/e","n/e","500","528","505"
"29.10.2022 21:00 - 29.10.2022 22:00","0","0","0","n/e","n/e","n/e","486","518","500"
"29.10.2022 22:00 - 29.10.2022 23:00","0","0","0","n/e","n/e","n/e","464","493","483"
"29.10.2022 23:00 - 30.10.2022 00:00","0","0","0","n/e","n/e","n/e","424","487","450"
"30.10.2022 00:00 - 30.10.2022 01:00","0","0","0","n/e","n/e","n/e","0","431","400"
"30.10.2022 01:00 - 30.10.2022 02:00","0","0","0","n/e","n/e","n/e","0","390","354"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","0","n/e","n/e","n/e","0","339","322"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","0","n/e","n/e","n/e","0","292","270"
"30.10.2022 03:00 - 30.10.2022 04:00","0","0","0","n/e","n/e","n/e","0","243","226"
"30.10.2022 04:00 - 30.10.2022 05:00","0","0","0","n/e","n/e","n/e","0","222","179"
"30.10.2022 05:00 - 30.10.2022 06:00","0","0","0","n/e","n/e","n/e","0","191","184"
"30.10.2022 06:00 - 30.10.2022 07:00","5","1","1","n/e","n/e","n/e","0","202","174"
"30.10.2022 07:00 - 30.10.2022 08:00","19","14","14","n/e","n/e","n/e","0","196","170"
"30.10.2022 08:00 - 30.10.2022 09:00","37","33","33","n/e","n/e","n/e","0","209","208"
"30.10.2022 09:00 - 30.10.2022 10:00","51","57","58","n/e","n/e","n/e","0","254","252"
"30.10.2022 10:00 - 30.10.2022 11:00","61","80","81","n/e","n/e","n/e","0","289","297"
"30.10.2022 11:00 - 30.10.2022 12:00","65","104","105","n/e","n/e","n/e","0","303","312"
"30.10.2022 12:00 - 30.10.2022 13:00","56","122","123","n/e","n/e","n/e","0","302","307"
"30.10.2022 13:00 - 30.10.2022 14:00","36","98","99","n/e","n/e","n/e","0","292","295"
"30.10.2022 14:00 - 30.10.2022 15:00","15","50","50","n/e","n/e","n/e","0","273","274"
"30.10.2022 15:00 - 30.10.2022 16:00","2","6","6","n/e","n/e","n/e","0","257","255"
"30.10.2022 16:00 - 30.10.2022 17:00","0","0","0","n/e","n/e","n/e","0","243","238"
"30.10.2022 17:00 - 30.10.2022 18:00","0","0","0","n/e","n/e","n/e","0","228","222"
"30.10.2022 18:00 - 30.10.2022 19:00","0","0","0","n/e","n/e","n/e","0","217","211"
"30.10.2022 19:00 - 30.10.2022 20:00","0","0","0","n/e","n/e","n/e","0","197","192"
"30.10.2022 20:00 - 30.10.2022 21:00","0","0","0","n/e","n/e","n/e","0","167","163"
"30.10.2022 21:00 - 30.10.2022 22:00","0","0","0","n/e","n/e","n/e","0","138","135"
"30.10.2022 22:00 - 30.10.2022 23:00","0","0","0","n/e","n/e","n/e","0","114","112"
"30.10.2022 23:00 - 31.10.2022 00:00","0","0","0","n/e","n/e","n/e","0","81","92"
"31.10.2022 00:00 - 31.10.2022 01:00","0","0","0","n/e","n/e","n/e","56","63","48"
"31.10.2022 01:00 - 31.10.2022 02:00","0","0","0","n/e","n/e","n/e","36","33","24"
"31.10.2022 02:00 - 31.10.2022 03:00","0","0","0","n/e","n/e","n/e","29","22","20"
"31.10.2022 03:00 - 31.10.2022 04:00","0","0","0","n/e","n/e","n/e","24","23","19"
"31.10.2022 04:00 - 31.10.2022 05:00","0","0","0","n/e","n/e","n/e","23","24","22"
"31.10.2022 05:00 - 31.10.2022 06:00","0","0","0","n/e","n/e","n/e","24","26","22"
"31.10.2022 06:00 - 31.10.2022 07:00","4","7","7","n/e","n/e","n/e","25","27","19"
"31.10.2022 07:00 - 31.10.2022 08:00","44","64","64","n/e","n/e","n/e","26","25","24"
"31.10.2022 08:00 - 31.10.2022 09:00","95","133","133","n/e","n/e","n/e","25","26","26"
"31.10.2022 09:00 - 31.10.2022 10:00","139","193","193","n/e","n/e","n/e","21","23","21"
"31.10.2022 10:00 - 31.10.2022 11:00","168","226","225","n/e","n/e","n/e","13","12","15"
"31.10.2022 11:00 - 31.10.2022 12:00","173","232","231","n/e","n/e","n/e","12","5","8"
"31.10.2022 12:00 - 31.10.2022 13:00","153","210","208","n/e","n/e","n/e","13","6","8"
"31.10.2022 13:00 - 31.10.2022 14:00","113","156","155","n/e","n/e","n/e","15","8","10"
"31.10.2022 14:00 - 31.10.2022 15:00","55","78","78","n/e","n/e","n/e","18","10","12"
"31.10.2022 15:00 - 31.10.2022 16:00","9","10","10","n/e","n/e","n/e","32","17","17"
"31.10.2022 16:00 - 31.10.2022 17:00","0","0","0","n/e","n/e","n/e","56","34","33"
"31.10.2022 17:00 - 31.10.2022 18:00","0","0","0","n/e","n/e","n/e","81","63","61"
"31.10.2022 18:00 - 31.10.2022 19:00","0","0","0","n/e","n/e","n/e","104","92","89"
