"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"09.01.2022 22:30 - 09.01.2022 23:00","N/A","443"
"09.01.2022 23:00 - 09.01.2022 23:30","N/A","410"
"09.01.2022 23:30 - 10.01.2022 00:00","N/A","386"
"10.01.2022 00:00 - 10.01.2022 00:30","N/A","363"
"10.01.2022 00:30 - 10.01.2022 01:00","N/A","347"
"10.01.2022 01:00 - 10.01.2022 01:30","N/A","341"
"10.01.2022 01:30 - 10.01.2022 02:00","N/A","330"
"10.01.2022 02:00 - 10.01.2022 02:30","N/A","327"
"10.01.2022 02:30 - 10.01.2022 03:00","N/A","325"
"10.01.2022 03:00 - 10.01.2022 03:30","N/A","323"
"10.01.2022 03:30 - 10.01.2022 04:00","N/A","328"
"10.01.2022 04:00 - 10.01.2022 04:30","N/A","344"
"10.01.2022 04:30 - 10.01.2022 05:00","N/A","370"
"10.01.2022 05:00 - 10.01.2022 05:30","N/A","417"
"10.01.2022 05:30 - 10.01.2022 06:00","N/A","460"
"10.01.2022 06:00 - 10.01.2022 06:30","N/A","483"
"10.01.2022 06:30 - 10.01.2022 07:00","N/A","512"
"10.01.2022 07:00 - 10.01.2022 07:30","N/A","545"
"10.01.2022 07:30 - 10.01.2022 08:00","N/A","569"
"10.01.2022 08:00 - 10.01.2022 08:30","N/A","583"
"10.01.2022 08:30 - 10.01.2022 09:00","N/A","594"
"10.01.2022 09:00 - 10.01.2022 09:30","N/A","599"
"10.01.2022 09:30 - 10.01.2022 10:00","N/A","604"
"10.01.2022 10:00 - 10.01.2022 10:30","N/A","621"
"10.01.2022 10:30 - 10.01.2022 11:00","N/A","648"
"10.01.2022 11:00 - 10.01.2022 11:30","N/A","650"
"10.01.2022 11:30 - 10.01.2022 12:00","N/A","635"
"10.01.2022 12:00 - 10.01.2022 12:30","N/A","629"
"10.01.2022 12:30 - 10.01.2022 13:00","N/A","598"
"10.01.2022 13:00 - 10.01.2022 13:30","N/A","574"
"10.01.2022 13:30 - 10.01.2022 14:00","N/A","599"
"10.01.2022 14:00 - 10.01.2022 14:30","N/A","628"
"10.01.2022 14:30 - 10.01.2022 15:00","N/A","640"
"10.01.2022 15:00 - 10.01.2022 15:30","N/A","650"
"10.01.2022 15:30 - 10.01.2022 16:00","N/A","671"
"10.01.2022 16:00 - 10.01.2022 16:30","N/A","712"
"10.01.2022 16:30 - 10.01.2022 17:00","N/A","733"
"10.01.2022 17:00 - 10.01.2022 17:30","N/A","745"
"10.01.2022 17:30 - 10.01.2022 18:00","N/A","747"
"10.01.2022 18:00 - 10.01.2022 18:30","N/A","742"
"10.01.2022 18:30 - 10.01.2022 19:00","N/A","727"
"10.01.2022 19:00 - 10.01.2022 19:30","N/A","702"
"10.01.2022 19:30 - 10.01.2022 20:00","N/A","682"
"10.01.2022 20:00 - 10.01.2022 20:30","N/A","653"
"10.01.2022 20:30 - 10.01.2022 21:00","N/A","621"
"10.01.2022 21:00 - 10.01.2022 21:30","N/A","581"
"10.01.2022 21:30 - 10.01.2022 22:00","N/A","541"
"10.01.2022 22:00 - 10.01.2022 22:30","N/A","500"
"10.01.2022 22:30 - 10.01.2022 23:00","N/A","466"
"10.01.2022 23:00 - 10.01.2022 23:30","N/A","429"
"10.01.2022 23:30 - 11.01.2022 00:00","N/A","397"
"11.01.2022 00:00 - 11.01.2022 00:30","N/A","371"
"11.01.2022 00:30 - 11.01.2022 01:00","N/A","350"
"11.01.2022 01:00 - 11.01.2022 01:30","N/A","337"
"11.01.2022 01:30 - 11.01.2022 02:00","N/A","329"
"11.01.2022 02:00 - 11.01.2022 02:30","N/A","327"
"11.01.2022 02:30 - 11.01.2022 03:00","N/A","325"
"11.01.2022 03:00 - 11.01.2022 03:30","N/A","326"
"11.01.2022 03:30 - 11.01.2022 04:00","N/A","331"
"11.01.2022 04:00 - 11.01.2022 04:30","N/A","344"
"11.01.2022 04:30 - 11.01.2022 05:00","N/A","367"
"11.01.2022 05:00 - 11.01.2022 05:30","N/A","418"
"11.01.2022 05:30 - 11.01.2022 06:00","N/A","459"
"11.01.2022 06:00 - 11.01.2022 06:30","N/A","487"
"11.01.2022 06:30 - 11.01.2022 07:00","N/A","508"
"11.01.2022 07:00 - 11.01.2022 07:30","N/A","532"
"11.01.2022 07:30 - 11.01.2022 08:00","N/A","541"
"11.01.2022 08:00 - 11.01.2022 08:30","N/A","550"
"11.01.2022 08:30 - 11.01.2022 09:00","N/A","557"
"11.01.2022 09:00 - 11.01.2022 09:30","N/A","563"
"11.01.2022 09:30 - 11.01.2022 10:00","N/A","554"
"11.01.2022 10:00 - 11.01.2022 10:30","N/A","565"
"11.01.2022 10:30 - 11.01.2022 11:00","N/A","562"
"11.01.2022 11:00 - 11.01.2022 11:30","N/A","568"
"11.01.2022 11:30 - 11.01.2022 12:00","N/A","573"
"11.01.2022 12:00 - 11.01.2022 12:30","N/A","571"
"11.01.2022 12:30 - 11.01.2022 13:00","N/A","573"
"11.01.2022 13:00 - 11.01.2022 13:30","N/A","574"
"11.01.2022 13:30 - 11.01.2022 14:00","N/A","580"
"11.01.2022 14:00 - 11.01.2022 14:30","N/A","591"
"11.01.2022 14:30 - 11.01.2022 15:00","N/A","605"
"11.01.2022 15:00 - 11.01.2022 15:30","N/A","628"
"11.01.2022 15:30 - 11.01.2022 16:00","N/A","657"
"11.01.2022 16:00 - 11.01.2022 16:30","N/A","700"
"11.01.2022 16:30 - 11.01.2022 17:00","N/A","728"
"11.01.2022 17:00 - 11.01.2022 17:30","N/A","741"
"11.01.2022 17:30 - 11.01.2022 18:00","N/A","744"
"11.01.2022 18:00 - 11.01.2022 18:30","N/A","740"
"11.01.2022 18:30 - 11.01.2022 19:00","N/A","726"
"11.01.2022 19:00 - 11.01.2022 19:30","N/A","704"
"11.01.2022 19:30 - 11.01.2022 20:00","N/A","683"
"11.01.2022 20:00 - 11.01.2022 20:30","N/A","651"
"11.01.2022 20:30 - 11.01.2022 21:00","N/A","621"
"11.01.2022 21:00 - 11.01.2022 21:30","N/A","578"
"11.01.2022 21:30 - 11.01.2022 22:00","N/A","537"
"11.01.2022 22:00 - 11.01.2022 22:30","N/A","503"
"11.01.2022 22:30 - 11.01.2022 23:00","N/A","471"
"11.01.2022 23:00 - 11.01.2022 23:30","N/A","433"
"11.01.2022 23:30 - 12.01.2022 00:00","N/A","398"
"12.01.2022 00:00 - 12.01.2022 00:30","N/A","371"
"12.01.2022 00:30 - 12.01.2022 01:00","N/A","353"
"12.01.2022 01:00 - 12.01.2022 01:30","N/A","341"
"12.01.2022 01:30 - 12.01.2022 02:00","N/A","332"
"12.01.2022 02:00 - 12.01.2022 02:30","N/A","327"
"12.01.2022 02:30 - 12.01.2022 03:00","N/A","326"
"12.01.2022 03:00 - 12.01.2022 03:30","N/A","329"
"12.01.2022 03:30 - 12.01.2022 04:00","N/A","335"
"12.01.2022 04:00 - 12.01.2022 04:30","N/A","351"
"12.01.2022 04:30 - 12.01.2022 05:00","N/A","376"
"12.01.2022 05:00 - 12.01.2022 05:30","N/A","425"
"12.01.2022 05:30 - 12.01.2022 06:00","N/A","466"
"12.01.2022 06:00 - 12.01.2022 06:30","N/A","496"
"12.01.2022 06:30 - 12.01.2022 07:00","N/A","522"
"12.01.2022 07:00 - 12.01.2022 07:30","N/A","543"
"12.01.2022 07:30 - 12.01.2022 08:00","N/A","547"
"12.01.2022 08:00 - 12.01.2022 08:30","N/A","551"
"12.01.2022 08:30 - 12.01.2022 09:00","N/A","557"
"12.01.2022 09:00 - 12.01.2022 09:30","N/A","545"
"12.01.2022 09:30 - 12.01.2022 10:00","N/A","537"
"12.01.2022 10:00 - 12.01.2022 10:30","N/A","546"
"12.01.2022 10:30 - 12.01.2022 11:00","N/A","555"
"12.01.2022 11:00 - 12.01.2022 11:30","N/A","557"
"12.01.2022 11:30 - 12.01.2022 12:00","N/A","571"
"12.01.2022 12:00 - 12.01.2022 12:30","N/A","568"
"12.01.2022 12:30 - 12.01.2022 13:00","N/A","571"
"12.01.2022 13:00 - 12.01.2022 13:30","N/A","582"
"12.01.2022 13:30 - 12.01.2022 14:00","N/A","585"
"12.01.2022 14:00 - 12.01.2022 14:30","N/A","595"
"12.01.2022 14:30 - 12.01.2022 15:00","N/A","607"
"12.01.2022 15:00 - 12.01.2022 15:30","N/A","624"
"12.01.2022 15:30 - 12.01.2022 16:00","N/A","653"
"12.01.2022 16:00 - 12.01.2022 16:30","N/A","699"
"12.01.2022 16:30 - 12.01.2022 17:00","N/A","728"
"12.01.2022 17:00 - 12.01.2022 17:30","N/A","744"
"12.01.2022 17:30 - 12.01.2022 18:00","N/A","748"
"12.01.2022 18:00 - 12.01.2022 18:30","N/A","741"
"12.01.2022 18:30 - 12.01.2022 19:00","N/A","725"
"12.01.2022 19:00 - 12.01.2022 19:30","N/A","700"
"12.01.2022 19:30 - 12.01.2022 20:00","N/A","677"
"12.01.2022 20:00 - 12.01.2022 20:30","N/A","N/A"
"12.01.2022 20:30 - 12.01.2022 21:00","N/A","614"
"12.01.2022 21:00 - 12.01.2022 21:30","N/A","575"
"12.01.2022 21:30 - 12.01.2022 22:00","N/A","535"
"12.01.2022 22:00 - 12.01.2022 22:30","N/A","495"
"12.01.2022 22:30 - 12.01.2022 23:00","N/A","463"
"12.01.2022 23:00 - 12.01.2022 23:30","N/A","426"
"12.01.2022 23:30 - 13.01.2022 00:00","N/A","396"
"13.01.2022 00:00 - 13.01.2022 00:30","N/A","371"
"13.01.2022 00:30 - 13.01.2022 01:00","N/A","354"
"13.01.2022 01:00 - 13.01.2022 01:30","N/A","343"
"13.01.2022 01:30 - 13.01.2022 02:00","N/A","335"
"13.01.2022 02:00 - 13.01.2022 02:30","N/A","331"
"13.01.2022 02:30 - 13.01.2022 03:00","N/A","328"
"13.01.2022 03:00 - 13.01.2022 03:30","N/A","332"
"13.01.2022 03:30 - 13.01.2022 04:00","N/A","339"
"13.01.2022 04:00 - 13.01.2022 04:30","N/A","355"
"13.01.2022 04:30 - 13.01.2022 05:00","N/A","382"
"13.01.2022 05:00 - 13.01.2022 05:30","N/A","432"
"13.01.2022 05:30 - 13.01.2022 06:00","N/A","474"
"13.01.2022 06:00 - 13.01.2022 06:30","N/A","506"
"13.01.2022 06:30 - 13.01.2022 07:00","N/A","528"
"13.01.2022 07:00 - 13.01.2022 07:30","N/A","540"
"13.01.2022 07:30 - 13.01.2022 08:00","N/A","508"
"13.01.2022 08:00 - 13.01.2022 08:30","N/A","472"
"13.01.2022 08:30 - 13.01.2022 09:00","N/A","438"
"13.01.2022 09:00 - 13.01.2022 09:30","N/A","436"
"13.01.2022 09:30 - 13.01.2022 10:00","N/A","458"
"13.01.2022 10:00 - 13.01.2022 10:30","N/A","462"
"13.01.2022 10:30 - 13.01.2022 11:00","N/A","502"
"13.01.2022 11:00 - 13.01.2022 11:30","N/A","501"
"13.01.2022 11:30 - 13.01.2022 12:00","N/A","541"
"13.01.2022 12:00 - 13.01.2022 12:30","N/A","540"
"13.01.2022 12:30 - 13.01.2022 13:00","N/A","543"
"13.01.2022 13:00 - 13.01.2022 13:30","N/A","534"
"13.01.2022 13:30 - 13.01.2022 14:00","N/A","553"
"13.01.2022 14:00 - 13.01.2022 14:30","N/A","573"
"13.01.2022 14:30 - 13.01.2022 15:00","N/A","599"
"13.01.2022 15:00 - 13.01.2022 15:30","N/A","621"
"13.01.2022 15:30 - 13.01.2022 16:00","N/A","649"
"13.01.2022 16:00 - 13.01.2022 16:30","N/A","696"
"13.01.2022 16:30 - 13.01.2022 17:00","N/A","725"
"13.01.2022 17:00 - 13.01.2022 17:30","N/A","742"
"13.01.2022 17:30 - 13.01.2022 18:00","N/A","747"
"13.01.2022 18:00 - 13.01.2022 18:30","N/A","744"
"13.01.2022 18:30 - 13.01.2022 19:00","N/A","730"
"13.01.2022 19:00 - 13.01.2022 19:30","N/A","711"
"13.01.2022 19:30 - 13.01.2022 20:00","N/A","689"
"13.01.2022 20:00 - 13.01.2022 20:30","N/A","660"
"13.01.2022 20:30 - 13.01.2022 21:00","N/A","630"
"13.01.2022 21:00 - 13.01.2022 21:30","N/A","591"
"13.01.2022 21:30 - 13.01.2022 22:00","N/A","549"
"13.01.2022 22:00 - 13.01.2022 22:30","N/A","511"
"13.01.2022 22:30 - 13.01.2022 23:00","N/A","480"
"13.01.2022 23:00 - 13.01.2022 23:30","N/A","445"
"13.01.2022 23:30 - 14.01.2022 00:00","N/A","414"
"14.01.2022 00:00 - 14.01.2022 00:30","N/A","391"
"14.01.2022 00:30 - 14.01.2022 01:00","N/A","374"
"14.01.2022 01:00 - 14.01.2022 01:30","N/A","363"
"14.01.2022 01:30 - 14.01.2022 02:00","N/A","355"
"14.01.2022 02:00 - 14.01.2022 02:30","N/A","352"
"14.01.2022 02:30 - 14.01.2022 03:00","N/A","350"
"14.01.2022 03:00 - 14.01.2022 03:30","N/A","355"
"14.01.2022 03:30 - 14.01.2022 04:00","N/A","362"
"14.01.2022 04:00 - 14.01.2022 04:30","N/A","379"
"14.01.2022 04:30 - 14.01.2022 05:00","N/A","406"
"14.01.2022 05:00 - 14.01.2022 05:30","N/A","457"
"14.01.2022 05:30 - 14.01.2022 06:00","N/A","502"
"14.01.2022 06:00 - 14.01.2022 06:30","N/A","526"
"14.01.2022 06:30 - 14.01.2022 07:00","N/A","530"
"14.01.2022 07:00 - 14.01.2022 07:30","N/A","530"
"14.01.2022 07:30 - 14.01.2022 08:00","N/A","511"
"14.01.2022 08:00 - 14.01.2022 08:30","N/A","458"
"14.01.2022 08:30 - 14.01.2022 09:00","N/A","445"
"14.01.2022 09:00 - 14.01.2022 09:30","N/A","423"
"14.01.2022 09:30 - 14.01.2022 10:00","N/A","407"
"14.01.2022 10:00 - 14.01.2022 10:30","N/A","404"
"14.01.2022 10:30 - 14.01.2022 11:00","N/A","408"
"14.01.2022 11:00 - 14.01.2022 11:30","N/A","407"
"14.01.2022 11:30 - 14.01.2022 12:00","N/A","413"
"14.01.2022 12:00 - 14.01.2022 12:30","N/A","424"
"14.01.2022 12:30 - 14.01.2022 13:00","N/A","430"
"14.01.2022 13:00 - 14.01.2022 13:30","N/A","439"
"14.01.2022 13:30 - 14.01.2022 14:00","N/A","481"
"14.01.2022 14:00 - 14.01.2022 14:30","N/A","532"
"14.01.2022 14:30 - 14.01.2022 15:00","N/A","565"
"14.01.2022 15:00 - 14.01.2022 15:30","N/A","589"
"14.01.2022 15:30 - 14.01.2022 16:00","N/A","620"
"14.01.2022 16:00 - 14.01.2022 16:30","N/A","673"
"14.01.2022 16:30 - 14.01.2022 17:00","N/A","706"
"14.01.2022 17:00 - 14.01.2022 17:30","N/A","722"
"14.01.2022 17:30 - 14.01.2022 18:00","N/A","725"
"14.01.2022 18:00 - 14.01.2022 18:30","N/A","724"
"14.01.2022 18:30 - 14.01.2022 19:00","N/A","715"
"14.01.2022 19:00 - 14.01.2022 19:30","N/A","696"
"14.01.2022 19:30 - 14.01.2022 20:00","N/A","679"
"14.01.2022 20:00 - 14.01.2022 20:30","N/A","655"
"14.01.2022 20:30 - 14.01.2022 21:00","N/A","634"
"14.01.2022 21:00 - 14.01.2022 21:30","N/A","602"
"14.01.2022 21:30 - 14.01.2022 22:00","N/A","569"
"14.01.2022 22:00 - 14.01.2022 22:30","N/A","539"
"14.01.2022 22:30 - 14.01.2022 23:00","N/A","510"
"14.01.2022 23:00 - 14.01.2022 23:30","N/A","474"
"14.01.2022 23:30 - 15.01.2022 00:00","N/A","443"
"15.01.2022 00:00 - 15.01.2022 00:30","N/A","417"
"15.01.2022 00:30 - 15.01.2022 01:00","N/A","398"
"15.01.2022 01:00 - 15.01.2022 01:30","N/A","383"
"15.01.2022 01:30 - 15.01.2022 02:00","N/A","374"
"15.01.2022 02:00 - 15.01.2022 02:30","N/A","367"
"15.01.2022 02:30 - 15.01.2022 03:00","N/A","363"
"15.01.2022 03:00 - 15.01.2022 03:30","N/A","364"
"15.01.2022 03:30 - 15.01.2022 04:00","N/A","367"
"15.01.2022 04:00 - 15.01.2022 04:30","N/A","375"
"15.01.2022 04:30 - 15.01.2022 05:00","N/A","386"
"15.01.2022 05:00 - 15.01.2022 05:30","N/A","406"
"15.01.2022 05:30 - 15.01.2022 06:00","N/A","420"
"15.01.2022 06:00 - 15.01.2022 06:30","N/A","435"
"15.01.2022 06:30 - 15.01.2022 07:00","N/A","440"
"15.01.2022 07:00 - 15.01.2022 07:30","N/A","433"
"15.01.2022 07:30 - 15.01.2022 08:00","N/A","419"
"15.01.2022 08:00 - 15.01.2022 08:30","N/A","402"
"15.01.2022 08:30 - 15.01.2022 09:00","N/A","383"
"15.01.2022 09:00 - 15.01.2022 09:30","N/A","384"
"15.01.2022 09:30 - 15.01.2022 10:00","N/A","408"
"15.01.2022 10:00 - 15.01.2022 10:30","N/A","424"
"15.01.2022 10:30 - 15.01.2022 11:00","N/A","456"
"15.01.2022 11:00 - 15.01.2022 11:30","N/A","463"
"15.01.2022 11:30 - 15.01.2022 12:00","N/A","459"
"15.01.2022 12:00 - 15.01.2022 12:30","N/A","450"
"15.01.2022 12:30 - 15.01.2022 13:00","N/A","447"
"15.01.2022 13:00 - 15.01.2022 13:30","N/A","455"
"15.01.2022 13:30 - 15.01.2022 14:00","N/A","465"
"15.01.2022 14:00 - 15.01.2022 14:30","N/A","480"
"15.01.2022 14:30 - 15.01.2022 15:00","N/A","507"
"15.01.2022 15:00 - 15.01.2022 15:30","N/A","541"
"15.01.2022 15:30 - 15.01.2022 16:00","N/A","580"
"15.01.2022 16:00 - 15.01.2022 16:30","N/A","640"
"15.01.2022 16:30 - 15.01.2022 17:00","N/A","682"
"15.01.2022 17:00 - 15.01.2022 17:30","N/A","702"
"15.01.2022 17:30 - 15.01.2022 18:00","N/A","705"
"15.01.2022 18:00 - 15.01.2022 18:30","N/A","705"
"15.01.2022 18:30 - 15.01.2022 19:00","N/A","695"
"15.01.2022 19:00 - 15.01.2022 19:30","N/A","677"
"15.01.2022 19:30 - 15.01.2022 20:00","N/A","662"
"15.01.2022 20:00 - 15.01.2022 20:30","N/A","644"
"15.01.2022 20:30 - 15.01.2022 21:00","N/A","625"
"15.01.2022 21:00 - 15.01.2022 21:30","N/A","603"
"15.01.2022 21:30 - 15.01.2022 22:00","N/A","576"
"15.01.2022 22:00 - 15.01.2022 22:30","N/A","550"
"15.01.2022 22:30 - 15.01.2022 23:00","N/A","525"
"15.01.2022 23:00 - 15.01.2022 23:30","N/A","490"
"15.01.2022 23:30 - 16.01.2022 00:00","N/A","456"
"16.01.2022 00:00 - 16.01.2022 00:30","N/A","427"
"16.01.2022 00:30 - 16.01.2022 01:00","N/A","405"
"16.01.2022 01:00 - 16.01.2022 01:30","N/A","389"
"16.01.2022 01:30 - 16.01.2022 02:00","N/A","377"
"16.01.2022 02:00 - 16.01.2022 02:30","N/A","370"
"16.01.2022 02:30 - 16.01.2022 03:00","N/A","364"
"16.01.2022 03:00 - 16.01.2022 03:30","N/A","365"
"16.01.2022 03:30 - 16.01.2022 04:00","N/A","367"
"16.01.2022 04:00 - 16.01.2022 04:30","N/A","373"
"16.01.2022 04:30 - 16.01.2022 05:00","N/A","379"
"16.01.2022 05:00 - 16.01.2022 05:30","N/A","393"
"16.01.2022 05:30 - 16.01.2022 06:00","N/A","404"
"16.01.2022 06:00 - 16.01.2022 06:30","N/A","416"
"16.01.2022 06:30 - 16.01.2022 07:00","N/A","426"
"16.01.2022 07:00 - 16.01.2022 07:30","N/A","424"
"16.01.2022 07:30 - 16.01.2022 08:00","N/A","409"
"16.01.2022 08:00 - 16.01.2022 08:30","N/A","407"
"16.01.2022 08:30 - 16.01.2022 09:00","N/A","414"
"16.01.2022 09:00 - 16.01.2022 09:30","N/A","417"
"16.01.2022 09:30 - 16.01.2022 10:00","N/A","405"
"16.01.2022 10:00 - 16.01.2022 10:30","N/A","407"
"16.01.2022 10:30 - 16.01.2022 11:00","N/A","389"
"16.01.2022 11:00 - 16.01.2022 11:30","N/A","389"
"16.01.2022 11:30 - 16.01.2022 12:00","N/A","406"
"16.01.2022 12:00 - 16.01.2022 12:30","N/A","393"
"16.01.2022 12:30 - 16.01.2022 13:00","N/A","382"
"16.01.2022 13:00 - 16.01.2022 13:30","N/A","384"
"16.01.2022 13:30 - 16.01.2022 14:00","N/A","402"
"16.01.2022 14:00 - 16.01.2022 14:30","N/A","437"
"16.01.2022 14:30 - 16.01.2022 15:00","N/A","485"
"16.01.2022 15:00 - 16.01.2022 15:30","N/A","536"
"16.01.2022 15:30 - 16.01.2022 16:00","N/A","586"
"16.01.2022 16:00 - 16.01.2022 16:30","N/A","654"
"16.01.2022 16:30 - 16.01.2022 17:00","N/A","705"
"16.01.2022 17:00 - 16.01.2022 17:30","N/A","735"
"16.01.2022 17:30 - 16.01.2022 18:00","N/A","750"
"16.01.2022 18:00 - 16.01.2022 18:30","N/A","752"
"16.01.2022 18:30 - 16.01.2022 19:00","N/A","746"
"16.01.2022 19:00 - 16.01.2022 19:30","N/A","737"
"16.01.2022 19:30 - 16.01.2022 20:00","N/A","721"
"16.01.2022 20:00 - 16.01.2022 20:30","N/A","705"
"16.01.2022 20:30 - 16.01.2022 21:00","N/A","684"
"16.01.2022 21:00 - 16.01.2022 21:30","N/A","650"
"16.01.2022 21:30 - 16.01.2022 22:00","N/A","617"
"16.01.2022 22:00 - 16.01.2022 22:30","N/A","578"
"16.01.2022 22:30 - 16.01.2022 23:00","N/A","535"
"16.01.2022 23:00 - 16.01.2022 23:30","N/A","493"
"16.01.2022 23:30 - 17.01.2022 00:00","N/A","459"
"17.01.2022 00:00 - 17.01.2022 00:30","N/A","433"
"17.01.2022 00:30 - 17.01.2022 01:00","N/A","410"
"17.01.2022 01:00 - 17.01.2022 01:30","N/A","399"
"17.01.2022 01:30 - 17.01.2022 02:00","N/A","391"
"17.01.2022 02:00 - 17.01.2022 02:30","N/A","385"
"17.01.2022 02:30 - 17.01.2022 03:00","N/A","383"
"17.01.2022 03:00 - 17.01.2022 03:30","N/A","384"
"17.01.2022 03:30 - 17.01.2022 04:00","N/A","388"
"17.01.2022 04:00 - 17.01.2022 04:30","N/A","408"
"17.01.2022 04:30 - 17.01.2022 05:00","N/A","440"
"17.01.2022 05:00 - 17.01.2022 05:30","N/A","501"
"17.01.2022 05:30 - 17.01.2022 06:00","N/A","553"
"17.01.2022 06:00 - 17.01.2022 06:30","N/A","583"
"17.01.2022 06:30 - 17.01.2022 07:00","N/A","588"
"17.01.2022 07:00 - 17.01.2022 07:30","N/A","592"
"17.01.2022 07:30 - 17.01.2022 08:00","N/A","569"
"17.01.2022 08:00 - 17.01.2022 08:30","N/A","522"
"17.01.2022 08:30 - 17.01.2022 09:00","N/A","507"
"17.01.2022 09:00 - 17.01.2022 09:30","N/A","485"
"17.01.2022 09:30 - 17.01.2022 10:00","N/A","470"
"17.01.2022 10:00 - 17.01.2022 10:30","N/A","470"
"17.01.2022 10:30 - 17.01.2022 11:00","N/A","462"
"17.01.2022 11:00 - 17.01.2022 11:30","N/A","462"
"17.01.2022 11:30 - 17.01.2022 12:00","N/A","462"
"17.01.2022 12:00 - 17.01.2022 12:30","N/A","465"
"17.01.2022 12:30 - 17.01.2022 13:00","N/A","478"
"17.01.2022 13:00 - 17.01.2022 13:30","N/A","495"
"17.01.2022 13:30 - 17.01.2022 14:00","N/A","516"
"17.01.2022 14:00 - 17.01.2022 14:30","N/A","548"
"17.01.2022 14:30 - 17.01.2022 15:00","N/A","592"
"17.01.2022 15:00 - 17.01.2022 15:30","N/A","635"
"17.01.2022 15:30 - 17.01.2022 16:00","N/A","685"
"17.01.2022 16:00 - 17.01.2022 16:30","N/A","744"
"17.01.2022 16:30 - 17.01.2022 17:00","N/A","795"
"17.01.2022 17:00 - 17.01.2022 17:30","N/A","820"
"17.01.2022 17:30 - 17.01.2022 18:00","N/A","828"
"17.01.2022 18:00 - 17.01.2022 18:30","N/A","829"
"17.01.2022 18:30 - 17.01.2022 19:00","N/A","821"
"17.01.2022 19:00 - 17.01.2022 19:30","N/A","806"
"17.01.2022 19:30 - 17.01.2022 20:00","N/A","785"
"17.01.2022 20:00 - 17.01.2022 20:30","N/A","760"
"17.01.2022 20:30 - 17.01.2022 21:00","N/A","727"
"17.01.2022 21:00 - 17.01.2022 21:30","N/A","685"
"17.01.2022 21:30 - 17.01.2022 22:00","N/A","641"
"17.01.2022 22:00 - 17.01.2022 22:30","N/A","598"
"17.01.2022 22:30 - 17.01.2022 23:00","N/A","559"
"17.01.2022 23:00 - 17.01.2022 23:30","N/A","511"
"17.01.2022 23:30 - 18.01.2022 00:00","N/A","471"
"18.01.2022 00:00 - 18.01.2022 00:30","N/A","443"
"18.01.2022 00:30 - 18.01.2022 01:00","N/A","420"
"18.01.2022 01:00 - 18.01.2022 01:30","N/A","408"
"18.01.2022 01:30 - 18.01.2022 02:00","N/A","397"
"18.01.2022 02:00 - 18.01.2022 02:30","N/A","391"
"18.01.2022 02:30 - 18.01.2022 03:00","N/A","387"
"18.01.2022 03:00 - 18.01.2022 03:30","N/A","390"
"18.01.2022 03:30 - 18.01.2022 04:00","N/A","396"
"18.01.2022 04:00 - 18.01.2022 04:30","N/A","413"
"18.01.2022 04:30 - 18.01.2022 05:00","N/A","444"
"18.01.2022 05:00 - 18.01.2022 05:30","N/A","501"
"18.01.2022 05:30 - 18.01.2022 06:00","N/A","553"
"18.01.2022 06:00 - 18.01.2022 06:30","N/A","583"
"18.01.2022 06:30 - 18.01.2022 07:00","N/A","601"
"18.01.2022 07:00 - 18.01.2022 07:30","N/A","616"
"18.01.2022 07:30 - 18.01.2022 08:00","N/A","620"
"18.01.2022 08:00 - 18.01.2022 08:30","N/A","613"
"18.01.2022 08:30 - 18.01.2022 09:00","N/A","607"
"18.01.2022 09:00 - 18.01.2022 09:30","N/A","624"
"18.01.2022 09:30 - 18.01.2022 10:00","N/A","636"
"18.01.2022 10:00 - 18.01.2022 10:30","N/A","636"
"18.01.2022 10:30 - 18.01.2022 11:00","N/A","665"
"18.01.2022 11:00 - 18.01.2022 11:30","N/A","684"
"18.01.2022 11:30 - 18.01.2022 12:00","N/A","723"
"18.01.2022 12:00 - 18.01.2022 12:30","N/A","742"
"18.01.2022 12:30 - 18.01.2022 13:00","N/A","753"
"18.01.2022 13:00 - 18.01.2022 13:30","N/A","753"
"18.01.2022 13:30 - 18.01.2022 14:00","N/A","759"
"18.01.2022 14:00 - 18.01.2022 14:30","N/A","762"
"18.01.2022 14:30 - 18.01.2022 15:00","N/A","782"
"18.01.2022 15:00 - 18.01.2022 15:30","N/A","799"
"18.01.2022 15:30 - 18.01.2022 16:00","N/A","819"
"18.01.2022 16:00 - 18.01.2022 16:30","N/A","849"
"18.01.2022 16:30 - 18.01.2022 17:00","N/A","869"
"18.01.2022 17:00 - 18.01.2022 17:30","N/A","879"
"18.01.2022 17:30 - 18.01.2022 18:00","N/A","879"
"18.01.2022 18:00 - 18.01.2022 18:30","N/A","870"
"18.01.2022 18:30 - 18.01.2022 19:00","N/A","856"
"18.01.2022 19:00 - 18.01.2022 19:30","N/A","828"
"18.01.2022 19:30 - 18.01.2022 20:00","N/A","797"
"18.01.2022 20:00 - 18.01.2022 20:30","N/A","766"
"18.01.2022 20:30 - 18.01.2022 21:00","N/A","730"
"18.01.2022 21:00 - 18.01.2022 21:30","N/A","685"
"18.01.2022 21:30 - 18.01.2022 22:00","N/A","643"
"18.01.2022 22:00 - 18.01.2022 22:30","N/A","605"
"18.01.2022 22:30 - 18.01.2022 23:00","N/A","568"
"18.01.2022 23:00 - 18.01.2022 23:30","N/A","521"
"18.01.2022 23:30 - 19.01.2022 00:00","N/A","479"
