"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Intraday / Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Intraday / Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Intraday / Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"28.10.2022 15:45 - 28.10.2022 16:00","7702","7430","7499","n/e","n/e","n/e","9841","9441","9533"
"28.10.2022 16:00 - 28.10.2022 16:15","7663","7335","7392","n/e","n/e","n/e","9993","9558","10009"
"28.10.2022 16:15 - 28.10.2022 16:30","7345","6997","7072","n/e","n/e","n/e","10041","9645","10118"
"28.10.2022 16:30 - 28.10.2022 16:45","6924","6576","6687","n/e","n/e","n/e","10051","9718","10222"
"28.10.2022 16:45 - 28.10.2022 17:00","6400","6068","6221","n/e","n/e","n/e","10048","9786","10325"
"28.10.2022 17:00 - 28.10.2022 17:15","6093","5773","5920","n/e","n/e","n/e","9965","9823","10275"
"28.10.2022 17:15 - 28.10.2022 17:30","5329","5051","5167","n/e","n/e","n/e","10022","9916","10413"
"28.10.2022 17:30 - 28.10.2022 17:45","4475","4244","4340","n/e","n/e","n/e","10144","10036","10573"
"28.10.2022 17:45 - 28.10.2022 18:00","3587","3403","3492","n/e","n/e","n/e","10308","10177","10749"
"28.10.2022 18:00 - 28.10.2022 18:15","2838","2705","2461","n/e","n/e","n/e","10542","10332","10481"
"28.10.2022 18:15 - 28.10.2022 18:30","2047","1946","1824","n/e","n/e","n/e","10693","10494","10731"
"28.10.2022 18:30 - 28.10.2022 18:45","1412","1329","1279","n/e","n/e","n/e","10795","10655","10988"
"28.10.2022 18:45 - 28.10.2022 19:00","928","852","830","n/e","n/e","n/e","10864","10807","11237"
"28.10.2022 19:00 - 28.10.2022 19:15","574","495","446","n/e","n/e","n/e","10892","10993","10360"
"28.10.2022 19:15 - 28.10.2022 19:30","337","263","241","n/e","n/e","n/e","10965","11107","10547"
"28.10.2022 19:30 - 28.10.2022 19:45","192","123","120","n/e","n/e","n/e","11067","11193","10731"
"28.10.2022 19:45 - 28.10.2022 20:00","116","62","60","n/e","n/e","n/e","11188","11259","10910"
"28.10.2022 20:00 - 28.10.2022 20:15","91","38","52","n/e","n/e","n/e","11347","11312","10492"
"28.10.2022 20:15 - 28.10.2022 20:30","75","28","51","n/e","n/e","n/e","11455","11368","10655"
"28.10.2022 20:30 - 28.10.2022 20:45","63","24","52","n/e","n/e","n/e","11538","11431","10815"
"28.10.2022 20:45 - 28.10.2022 21:00","54","24","54","n/e","n/e","n/e","11605","11501","10972"
"28.10.2022 21:00 - 28.10.2022 21:15","46","27","8","n/e","n/e","n/e","11633","11575","11225"
"28.10.2022 21:15 - 28.10.2022 21:30","42","30","2","n/e","n/e","n/e","11724","11645","11391"
"28.10.2022 21:30 - 28.10.2022 21:45","40","32","0","n/e","n/e","n/e","11845","11713","11540"
"28.10.2022 21:45 - 28.10.2022 22:00","39","33","0","n/e","n/e","n/e","11985","11786","11674"
"28.10.2022 22:00 - 28.10.2022 22:15","40","34","1","n/e","n/e","n/e","12175","11822","11370"
"28.10.2022 22:15 - 28.10.2022 22:30","39","34","3","n/e","n/e","n/e","12292","11941","11523"
"28.10.2022 22:30 - 28.10.2022 22:45","37","34","5","n/e","n/e","n/e","12373","12095","11661"
"28.10.2022 22:45 - 28.10.2022 23:00","36","33","8","n/e","n/e","n/e","12424","12268","11785"
"28.10.2022 23:00 - 28.10.2022 23:15","32","33","4","n/e","n/e","n/e","12466","12499","12792"
"28.10.2022 23:15 - 28.10.2022 23:30","32","33","4","n/e","n/e","n/e","12495","12644","12847"
"28.10.2022 23:30 - 28.10.2022 23:45","35","33","4","n/e","n/e","n/e","12527","12747","12884"
"28.10.2022 23:45 - 29.10.2022 00:00","38","33","5","n/e","n/e","n/e","12559","12813","12907"
"29.10.2022 00:00 - 29.10.2022 00:15","45","1","1","n/e","n/e","n/e","12724","13295","13295"
"29.10.2022 00:15 - 29.10.2022 00:30","44","2","2","n/e","n/e","n/e","12735","13272","13272"
"29.10.2022 00:30 - 29.10.2022 00:45","43","5","5","n/e","n/e","n/e","12741","13247","13247"
"29.10.2022 00:45 - 29.10.2022 01:00","44","7","7","n/e","n/e","n/e","12744","13219","13219"
"29.10.2022 01:00 - 29.10.2022 01:15","44","5","5","n/e","n/e","n/e","12749","13262","13262"
"29.10.2022 01:15 - 29.10.2022 01:30","45","8","8","n/e","n/e","n/e","12746","13224","13224"
"29.10.2022 01:30 - 29.10.2022 01:45","47","11","11","n/e","n/e","n/e","12741","13186","13186"
"29.10.2022 01:45 - 29.10.2022 02:00","50","14","14","n/e","n/e","n/e","12732","13144","13144"
"29.10.2022 02:00 - 29.10.2022 02:15","53","22","22","n/e","n/e","n/e","12730","13221","13221"
"29.10.2022 02:15 - 29.10.2022 02:30","54","25","25","n/e","n/e","n/e","12711","13171","13171"
"29.10.2022 02:30 - 29.10.2022 02:45","55","27","27","n/e","n/e","n/e","12687","13118","13118"
"29.10.2022 02:45 - 29.10.2022 03:00","56","29","29","n/e","n/e","n/e","12658","13060","13060"
"29.10.2022 03:00 - 29.10.2022 03:15","57","10","10","n/e","n/e","n/e","12624","13078","13078"
"29.10.2022 03:15 - 29.10.2022 03:30","57","12","12","n/e","n/e","n/e","12597","13023","13023"
"29.10.2022 03:30 - 29.10.2022 03:45","56","14","14","n/e","n/e","n/e","12574","12965","12965"
"29.10.2022 03:45 - 29.10.2022 04:00","56","15","15","n/e","n/e","n/e","12553","12905","12905"
"29.10.2022 04:00 - 29.10.2022 04:15","57","3","3","n/e","n/e","n/e","12541","12920","12920"
"29.10.2022 04:15 - 29.10.2022 04:30","54","3","3","n/e","n/e","n/e","12517","12865","12865"
"29.10.2022 04:30 - 29.10.2022 04:45","50","3","3","n/e","n/e","n/e","12486","12805","12805"
"29.10.2022 04:45 - 29.10.2022 05:00","46","2","2","n/e","n/e","n/e","12448","12743","12743"
"29.10.2022 05:00 - 29.10.2022 05:15","41","2","2","n/e","n/e","n/e","12420","12710","12710"
"29.10.2022 05:15 - 29.10.2022 05:30","36","2","2","n/e","n/e","n/e","12363","12665","12665"
"29.10.2022 05:30 - 29.10.2022 05:45","31","1","1","n/e","n/e","n/e","12297","12619","12619"
"29.10.2022 05:45 - 29.10.2022 06:00","26","1","1","n/e","n/e","n/e","12227","12568","12568"
"29.10.2022 06:00 - 29.10.2022 06:15","21","0","0","n/e","n/e","n/e","12136","12605","12605"
"29.10.2022 06:15 - 29.10.2022 06:30","19","0","0","n/e","n/e","n/e","12083","12533","12533"
"29.10.2022 06:30 - 29.10.2022 06:45","18","0","0","n/e","n/e","n/e","12047","12447","12447"
"29.10.2022 06:45 - 29.10.2022 07:00","18","0","0","n/e","n/e","n/e","12023","12348","12348"
"29.10.2022 07:00 - 29.10.2022 07:15","19","0","0","n/e","n/e","n/e","12017","12164","12164"
"29.10.2022 07:15 - 29.10.2022 07:30","19","0","0","n/e","n/e","n/e","11991","12086","12086"
"29.10.2022 07:30 - 29.10.2022 07:45","19","1","1","n/e","n/e","n/e","11953","12008","12008"
"29.10.2022 07:45 - 29.10.2022 08:00","19","1","1","n/e","n/e","n/e","11903","11923","11923"
"29.10.2022 08:00 - 29.10.2022 08:15","19","5","5","n/e","n/e","n/e","11865","11720","11720"
"29.10.2022 08:15 - 29.10.2022 08:30","39","43","43","n/e","n/e","n/e","11795","11649","11649"
"29.10.2022 08:30 - 29.10.2022 08:45","107","124","124","n/e","n/e","n/e","11716","11573","11573"
"29.10.2022 08:45 - 29.10.2022 09:00","212","250","250","n/e","n/e","n/e","11616","11481","11481"
"29.10.2022 09:00 - 29.10.2022 09:15","1011","872","850","n/e","n/e","n/e","11577","11450","11485"
"29.10.2022 09:15 - 29.10.2022 09:30","1550","1355","1412","n/e","n/e","n/e","11396","11284","11320"
"29.10.2022 09:30 - 29.10.2022 09:45","2197","1961","2059","n/e","n/e","n/e","11162","11067","11137"
"29.10.2022 09:45 - 29.10.2022 10:00","2912","2648","2750","n/e","n/e","n/e","10893","10811","10941"
"29.10.2022 10:00 - 29.10.2022 10:15","4258","3998","4080","n/e","n/e","n/e","10578","10536","10554"
"29.10.2022 10:15 - 29.10.2022 10:30","5064","4818","4812","n/e","n/e","n/e","10320","10260","10361"
"29.10.2022 10:30 - 29.10.2022 10:45","5774","5555","5493","n/e","n/e","n/e","10100","9999","10173"
"29.10.2022 10:45 - 29.10.2022 11:00","6385","6197","6116","n/e","n/e","n/e","9926","9766","9994"
"29.10.2022 11:00 - 29.10.2022 11:15","7213","7100","6811","n/e","n/e","n/e","9708","9481","9486"
"29.10.2022 11:15 - 29.10.2022 11:30","7687","7586","7305","n/e","n/e","n/e","9630","9337","9381"
"29.10.2022 11:30 - 29.10.2022 11:45","8089","7974","7727","n/e","n/e","n/e","9599","9247","9307"
"29.10.2022 11:45 - 29.10.2022 12:00","8420","8274","8080","n/e","n/e","n/e","9606","9198","9260"
"29.10.2022 12:00 - 29.10.2022 12:15","8857","8630","8495","n/e","n/e","n/e","9622","9170","9257"
"29.10.2022 12:15 - 29.10.2022 12:30","9054","8797","8694","n/e","n/e","n/e","9662","9144","9213"
"29.10.2022 12:30 - 29.10.2022 12:45","9179","8917","8831","n/e","n/e","n/e","9702","9109","9184"
"29.10.2022 12:45 - 29.10.2022 13:00","9251","8998","8920","n/e","n/e","n/e","9742","9071","9173"
"29.10.2022 13:00 - 29.10.2022 13:15","9315","9085","8939","n/e","n/e","n/e","9774","8993","9371"
"29.10.2022 13:15 - 29.10.2022 13:30","9335","9124","9003","n/e","n/e","n/e","9821","8996","9360"
"29.10.2022 13:30 - 29.10.2022 13:45","9353","9153","9063","n/e","n/e","n/e","9876","9035","9353"
"29.10.2022 13:45 - 29.10.2022 14:00","9363","9167","9107","n/e","n/e","n/e","9937","9095","9346"
"29.10.2022 14:00 - 29.10.2022 14:15","9421","9227","9197","n/e","n/e","n/e","10001","9199","9573"
"29.10.2022 14:15 - 29.10.2022 14:30","9376","9182","9102","n/e","n/e","n/e","10069","9240","9552"
"29.10.2022 14:30 - 29.10.2022 14:45","9291","9097","8976","n/e","n/e","n/e","10136","9248","9526"
"29.10.2022 14:45 - 29.10.2022 15:00","9169","8976","8833","n/e","n/e","n/e","10197","9237","9498"
"29.10.2022 15:00 - 29.10.2022 15:15","9065","8872","9063","n/e","n/e","n/e","10289","9181","9626"
"29.10.2022 15:15 - 29.10.2022 15:30","8898","8706","8913","n/e","n/e","n/e","10313","9194","9627"
"29.10.2022 15:30 - 29.10.2022 15:45","8718","8526","8736","n/e","n/e","n/e","10311","9241","9635"
"29.10.2022 15:45 - 29.10.2022 16:00","8507","8315","8520","n/e","n/e","n/e","10291","9307","9643"
"29.10.2022 16:00 - 29.10.2022 16:15","8437","8235","8510","n/e","n/e","n/e","10253","9436","9978"
"29.10.2022 16:15 - 29.10.2022 16:30","8089","7898","8150","n/e","n/e","n/e","10231","9466","9942"
"29.10.2022 16:30 - 29.10.2022 16:45","7643","7470","7710","n/e","n/e","n/e","10221","9448","9905"
"29.10.2022 16:45 - 29.10.2022 17:00","7094","6942","7175","n/e","n/e","n/e","10213","9391","9869"
"29.10.2022 17:00 - 29.10.2022 17:15","6789","6673","7118","n/e","n/e","n/e","10251","9317","9449"
"29.10.2022 17:15 - 29.10.2022 17:30","5982","5875","6163","n/e","n/e","n/e","10203","9234","9466"
"29.10.2022 17:30 - 29.10.2022 17:45","5070","4957","5133","n/e","n/e","n/e","10118","9158","9478"
"29.10.2022 17:45 - 29.10.2022 18:00","4111","3983","4090","n/e","n/e","n/e","10002","9090","9486"
"29.10.2022 18:00 - 29.10.2022 18:15","3318","3175","3162","n/e","n/e","n/e","9877","9028","8997"
"29.10.2022 18:15 - 29.10.2022 18:30","2433","2273","2326","n/e","n/e","n/e","9736","8962","9002"
"29.10.2022 18:30 - 29.10.2022 18:45","1703","1537","1623","n/e","n/e","n/e","9598","8891","8997"
"29.10.2022 18:45 - 29.10.2022 19:00","1131","967","1054","n/e","n/e","n/e","9467","8820","8988"
"29.10.2022 19:00 - 29.10.2022 19:15","683","513","585","n/e","n/e","n/e","9328","8734","8185"
"29.10.2022 19:15 - 29.10.2022 19:30","403","260","340","n/e","n/e","n/e","9214","8680","8248"
"29.10.2022 19:30 - 29.10.2022 19:45","239","118","199","n/e","n/e","n/e","9110","8639","8312"
"29.10.2022 19:45 - 29.10.2022 20:00","173","87","148","n/e","n/e","n/e","9015","8608","8372"
"29.10.2022 20:00 - 29.10.2022 20:15","152","69","127","n/e","n/e","n/e","8919","8590","7905"
"29.10.2022 20:15 - 29.10.2022 20:30","128","58","110","n/e","n/e","n/e","8835","8558","7917"
"29.10.2022 20:30 - 29.10.2022 20:45","103","49","97","n/e","n/e","n/e","8756","8517","7920"
"29.10.2022 20:45 - 29.10.2022 21:00","81","43","87","n/e","n/e","n/e","8680","8469","7915"
"29.10.2022 21:00 - 29.10.2022 21:15","54","37","43","n/e","n/e","n/e","8598","8416","8138"
"29.10.2022 21:15 - 29.10.2022 21:30","45","34","34","n/e","n/e","n/e","8535","8366","8115"
"29.10.2022 21:30 - 29.10.2022 21:45","44","33","27","n/e","n/e","n/e","8478","8320","8092"
"29.10.2022 21:45 - 29.10.2022 22:00","49","32","22","n/e","n/e","n/e","8427","8277","8069"
"29.10.2022 22:00 - 29.10.2022 22:15","61","32","17","n/e","n/e","n/e","8379","8236","8157"
"29.10.2022 22:15 - 29.10.2022 22:30","66","32","16","n/e","n/e","n/e","8330","8195","8182"
"29.10.2022 22:30 - 29.10.2022 22:45","68","32","15","n/e","n/e","n/e","8280","8154","8191"
"29.10.2022 22:45 - 29.10.2022 23:00","65","31","15","n/e","n/e","n/e","8228","8113","8188"
"29.10.2022 23:00 - 29.10.2022 23:15","61","31","19","n/e","n/e","n/e","8173","8069","8333"
"29.10.2022 23:15 - 29.10.2022 23:30","56","29","15","n/e","n/e","n/e","8126","8029","8320"
"29.10.2022 23:30 - 29.10.2022 23:45","52","28","11","n/e","n/e","n/e","8083","7991","8304"
"29.10.2022 23:45 - 30.10.2022 00:00","49","26","7","n/e","n/e","n/e","8041","7955","8287"
"30.10.2022 00:00 - 30.10.2022 00:15","31","5","5","n/e","n/e","n/e","8461","8831","8831"
"30.10.2022 00:15 - 30.10.2022 00:30","32","5","5","n/e","n/e","n/e","8401","8776","8776"
"30.10.2022 00:30 - 30.10.2022 00:45","32","6","6","n/e","n/e","n/e","8359","8715","8715"
"30.10.2022 00:45 - 30.10.2022 01:00","33","7","7","n/e","n/e","n/e","8325","8647","8647"
"30.10.2022 01:00 - 30.10.2022 01:15","35","7","7","n/e","n/e","n/e","7963","8552","8552"
"30.10.2022 01:15 - 30.10.2022 01:30","34","8","8","n/e","n/e","n/e","7868","8456","8456"
"30.10.2022 01:30 - 30.10.2022 01:45","33","9","9","n/e","n/e","n/e","7793","8340","8340"
"30.10.2022 01:45 - 30.10.2022 02:00","31","10","10","n/e","n/e","n/e","7731","8212","8212"
"30.10.2022 02:00 - 30.10.2022 02:15","N/A","N/A","","n/e","n/e","n/e","N/A","N/A",""
"30.10.2022 02:15 - 30.10.2022 02:30","N/A","N/A","","n/e","n/e","n/e","N/A","N/A",""
"30.10.2022 02:30 - 30.10.2022 02:45","N/A","N/A","","n/e","n/e","n/e","N/A","N/A",""
"30.10.2022 02:45 - 30.10.2022 03:00","N/A","N/A","","n/e","n/e","n/e","N/A","N/A",""
"30.10.2022 02:00 - 30.10.2022 02:15","29","3","3","n/e","n/e","n/e","7685","8069","8069"
"30.10.2022 02:15 - 30.10.2022 02:30","27","3","3","n/e","n/e","n/e","7627","7945","7945"
"30.10.2022 02:30 - 30.10.2022 02:45","25","3","3","n/e","n/e","n/e","7561","7836","7836"
"30.10.2022 02:45 - 30.10.2022 03:00","23","3","3","n/e","n/e","n/e","7484","7734","7734"
"30.10.2022 03:00 - 30.10.2022 03:15","22","3","3","n/e","n/e","n/e","7418","7657","7657"
"30.10.2022 03:15 - 30.10.2022 03:30","20","3","3","n/e","n/e","n/e","7321","7546","7546"
"30.10.2022 03:30 - 30.10.2022 03:45","17","3","3","n/e","n/e","n/e","7214","7420","7420"
"30.10.2022 03:45 - 30.10.2022 04:00","14","3","3","n/e","n/e","n/e","7099","7281","7281"
"30.10.2022 04:00 - 30.10.2022 04:15","12","3","3","n/e","n/e","n/e","6990","7973","7973"
"30.10.2022 04:15 - 30.10.2022 04:30","9","2","2","n/e","n/e","n/e","6863","7929","7929"
"30.10.2022 04:30 - 30.10.2022 04:45","6","2","2","n/e","n/e","n/e","6732","7894","7894"
"30.10.2022 04:45 - 30.10.2022 05:00","3","2","2","n/e","n/e","n/e","6597","7848","7848"
"30.10.2022 05:00 - 30.10.2022 05:15","0","0","0","n/e","n/e","n/e","6475","7064","7064"
"30.10.2022 05:15 - 30.10.2022 05:30","0","0","0","n/e","n/e","n/e","6327","7047","7047"
"30.10.2022 05:30 - 30.10.2022 05:45","0","0","0","n/e","n/e","n/e","6171","7047","7047"
"30.10.2022 05:45 - 30.10.2022 06:00","0","0","0","n/e","n/e","n/e","6008","7041","7041"
"30.10.2022 06:00 - 30.10.2022 06:15","0","0","0","n/e","n/e","n/e","5851","6227","6227"
"30.10.2022 06:15 - 30.10.2022 06:30","0","0","0","n/e","n/e","n/e","5684","6148","6148"
"30.10.2022 06:30 - 30.10.2022 06:45","0","0","0","n/e","n/e","n/e","5518","6072","6072"
"30.10.2022 06:45 - 30.10.2022 07:00","0","0","0","n/e","n/e","n/e","5359","5991","5991"
"30.10.2022 07:00 - 30.10.2022 07:15","2","6","6","n/e","n/e","n/e","5187","5348","5348"
"30.10.2022 07:15 - 30.10.2022 07:30","26","20","20","n/e","n/e","n/e","5059","5204","5204"
"30.10.2022 07:30 - 30.10.2022 07:45","77","51","51","n/e","n/e","n/e","4953","5063","5063"
"30.10.2022 07:45 - 30.10.2022 08:00","156","104","104","n/e","n/e","n/e","4854","4924","4924"
"30.10.2022 08:00 - 30.10.2022 08:15","569","331","331","n/e","n/e","n/e","4804","4731","4731"
"30.10.2022 08:15 - 30.10.2022 08:30","869","590","590","n/e","n/e","n/e","4672","4594","4594"
"30.10.2022 08:30 - 30.10.2022 08:45","1231","903","903","n/e","n/e","n/e","4505","4455","4455"
"30.10.2022 08:45 - 30.10.2022 09:00","1627","1252","1252","n/e","n/e","n/e","4317","4313","4313"
"30.10.2022 09:00 - 30.10.2022 09:15","2383","1955","1895","n/e","n/e","n/e","4097","4179","4140"
"30.10.2022 09:15 - 30.10.2022 09:30","2804","2396","2302","n/e","n/e","n/e","3925","4033","3980"
"30.10.2022 09:30 - 30.10.2022 09:45","3152","2817","2703","n/e","n/e","n/e","3784","3885","3827"
"30.10.2022 09:45 - 30.10.2022 10:00","3440","3214","3090","n/e","n/e","n/e","3678","3744","3687"
"30.10.2022 10:00 - 30.10.2022 10:15","3752","3746","3539","n/e","n/e","n/e","3547","3579","3243"
"30.10.2022 10:15 - 30.10.2022 10:30","4001","4114","3886","n/e","n/e","n/e","3510","3472","3188"
"30.10.2022 10:30 - 30.10.2022 10:45","4263","4460","4202","n/e","n/e","n/e","3503","3390","3160"
"30.10.2022 10:45 - 30.10.2022 11:00","4534","4778","4491","n/e","n/e","n/e","3519","3334","3150"
"30.10.2022 11:00 - 30.10.2022 11:15","4860","5187","4709","n/e","n/e","n/e","3548","3265","3356"
"30.10.2022 11:15 - 30.10.2022 11:30","5128","5438","4966","n/e","n/e","n/e","3577","3251","3348"
"30.10.2022 11:30 - 30.10.2022 11:45","5381","5643","5202","n/e","n/e","n/e","3600","3255","3348"
"30.10.2022 11:45 - 30.10.2022 12:00","5614","5819","5417","n/e","n/e","n/e","3615","3269","3354"
"30.10.2022 12:00 - 30.10.2022 12:15","5899","5999","5561","n/e","n/e","n/e","3633","3297","3364"
"30.10.2022 12:15 - 30.10.2022 12:30","6084","6168","5764","n/e","n/e","n/e","3638","3309","3374"
"30.10.2022 12:30 - 30.10.2022 12:45","6240","6346","5947","n/e","n/e","n/e","3639","3312","3383"
"30.10.2022 12:45 - 30.10.2022 13:00","6364","6517","6104","n/e","n/e","n/e","3636","3310","3389"
"30.10.2022 13:00 - 30.10.2022 13:15","6539","6842","6623","n/e","n/e","n/e","3641","3290","3328"
"30.10.2022 13:15 - 30.10.2022 13:30","6600","6940","6687","n/e","n/e","n/e","3625","3305","3322"
"30.10.2022 13:30 - 30.10.2022 13:45","6624","6953","6739","n/e","n/e","n/e","3601","3336","3313"
"30.10.2022 13:45 - 30.10.2022 14:00","6604","6896","6768","n/e","n/e","n/e","3570","3368","3302"
"30.10.2022 14:00 - 30.10.2022 14:15","6650","6821","7282","n/e","n/e","n/e","3541","3460","3208"
"30.10.2022 14:15 - 30.10.2022 14:30","6513","6710","7182","n/e","n/e","n/e","3503","3436","3214"
"30.10.2022 14:30 - 30.10.2022 14:45","6313","6605","7059","n/e","n/e","n/e","3464","3361","3214"
"30.10.2022 14:45 - 30.10.2022 15:00","6079","6493","6913","n/e","n/e","n/e","3421","3256","3208"
"30.10.2022 15:00 - 30.10.2022 15:15","5799","6476","7096","n/e","n/e","n/e","3392","3096","2936"
"30.10.2022 15:15 - 30.10.2022 15:30","5611","6295","6897","n/e","n/e","n/e","3332","3009","2952"
"30.10.2022 15:30 - 30.10.2022 15:45","5480","6053","6653","n/e","n/e","n/e","3261","2963","2965"
"30.10.2022 15:45 - 30.10.2022 16:00","5340","5732","6336","n/e","n/e","n/e","3181","2954","2973"
"30.10.2022 16:00 - 30.10.2022 16:15","5563","5637","7000","n/e","n/e","n/e","3100","2952","2923"
"30.10.2022 16:15 - 30.10.2022 16:30","5110","5068","6228","n/e","n/e","n/e","3010","2980","2925"
"30.10.2022 16:30 - 30.10.2022 16:45","4404","4371","5341","n/e","n/e","n/e","2922","3009","2931"
"30.10.2022 16:45 - 30.10.2022 17:00","3535","3598","4399","n/e","n/e","n/e","2843","3032","2938"
"30.10.2022 17:00 - 30.10.2022 17:15","2739","2953","3976","n/e","n/e","n/e","2730","3084","2801"
"30.10.2022 17:15 - 30.10.2022 17:30","1893","2197","3061","n/e","n/e","n/e","2698","3071","2808"
"30.10.2022 17:30 - 30.10.2022 17:45","1248","1562","2228","n/e","n/e","n/e","2698","3032","2818"
"30.10.2022 17:45 - 30.10.2022 18:00","793","1055","1505","n/e","n/e","n/e","2719","2977","2833"
"30.10.2022 18:00 - 30.10.2022 18:15","481","656","846","n/e","n/e","n/e","2769","2891","2879"
"30.10.2022 18:15 - 30.10.2022 18:30","293","395","519","n/e","n/e","n/e","2788","2850","2905"
"30.10.2022 18:30 - 30.10.2022 18:45","179","228","322","n/e","n/e","n/e","2788","2834","2935"
"30.10.2022 18:45 - 30.10.2022 19:00","120","156","235","n/e","n/e","n/e","2774","2838","2970"
"30.10.2022 19:00 - 30.10.2022 19:15","95","101","184","n/e","n/e","n/e","2742","2849","2885"
"30.10.2022 19:15 - 30.10.2022 19:30","81","72","147","n/e","n/e","n/e","2729","2866","2930"
"30.10.2022 19:30 - 30.10.2022 19:45","72","56","119","n/e","n/e","n/e","2728","2880","2978"
"30.10.2022 19:45 - 30.10.2022 20:00","66","51","100","n/e","n/e","n/e","2740","2895","3029"
"30.10.2022 20:00 - 30.10.2022 20:15","63","51","0","n/e","n/e","n/e","2749","2886","3190"
"30.10.2022 20:15 - 30.10.2022 20:30","61","53","0","n/e","n/e","n/e","2776","2928","3241"
"30.10.2022 20:30 - 30.10.2022 20:45","59","53","0","n/e","n/e","n/e","2806","2993","3295"
"30.10.2022 20:45 - 30.10.2022 21:00","56","51","0","n/e","n/e","n/e","2842","3075","3356"
"30.10.2022 21:00 - 30.10.2022 21:15","53","48","1","n/e","n/e","n/e","2868","3171","3576"
"30.10.2022 21:15 - 30.10.2022 21:30","51","44","1","n/e","n/e","n/e","2917","3262","3665"
"30.10.2022 21:30 - 30.10.2022 21:45","48","42","1","n/e","n/e","n/e","2974","3347","3752"
"30.10.2022 21:45 - 30.10.2022 22:00","46","40","1","n/e","n/e","n/e","3043","3431","3847"
"30.10.2022 22:00 - 30.10.2022 22:15","44","40","0","n/e","n/e","n/e","3098","3499","4258"
"30.10.2022 22:15 - 30.10.2022 22:30","42","38","0","n/e","n/e","n/e","3198","3601","4380"
"30.10.2022 22:30 - 30.10.2022 22:45","40","36","0","n/e","n/e","n/e","3316","3722","4507"
"30.10.2022 22:45 - 30.10.2022 23:00","38","34","0","n/e","n/e","n/e","3449","3858","4644"
"30.10.2022 23:00 - 30.10.2022 23:15","35","32","0","n/e","n/e","n/e","3598","4006","4879"
"30.10.2022 23:15 - 30.10.2022 23:30","34","30","0","n/e","n/e","n/e","3744","4157","5028"
"30.10.2022 23:30 - 30.10.2022 23:45","33","28","0","n/e","n/e","n/e","3888","4309","5178"
"30.10.2022 23:45 - 31.10.2022 00:00","33","27","0","n/e","n/e","n/e","4032","4464","5334"
"31.10.2022 00:00 - 31.10.2022 00:15","22","1","1","n/e","n/e","n/e","5002","5767","5767"
"31.10.2022 00:15 - 31.10.2022 00:30","21","2","2","n/e","n/e","n/e","5163","5926","5926"
"31.10.2022 00:30 - 31.10.2022 00:45","21","3","3","n/e","n/e","n/e","5336","6079","6079"
"31.10.2022 00:45 - 31.10.2022 01:00","21","4","4","n/e","n/e","n/e","5515","6229","6229"
"31.10.2022 01:00 - 31.10.2022 01:15","21","9","9","n/e","n/e","n/e","5715","6375","6375"
"31.10.2022 01:15 - 31.10.2022 01:30","21","10","10","n/e","n/e","n/e","5895","6531","6531"
"31.10.2022 01:30 - 31.10.2022 01:45","21","11","11","n/e","n/e","n/e","6069","6684","6684"
"31.10.2022 01:45 - 31.10.2022 02:00","21","12","12","n/e","n/e","n/e","6239","6838","6838"
"31.10.2022 02:00 - 31.10.2022 02:15","21","3","3","n/e","n/e","n/e","6414","7123","7123"
"31.10.2022 02:15 - 31.10.2022 02:30","20","4","4","n/e","n/e","n/e","6581","7278","7278"
"31.10.2022 02:30 - 31.10.2022 02:45","20","4","4","n/e","n/e","n/e","6751","7433","7433"
"31.10.2022 02:45 - 31.10.2022 03:00","20","5","5","n/e","n/e","n/e","6924","7592","7592"
"31.10.2022 03:00 - 31.10.2022 03:15","19","2","2","n/e","n/e","n/e","7097","8092","8092"
"31.10.2022 03:15 - 31.10.2022 03:30","19","2","2","n/e","n/e","n/e","7285","8269","8269"
"31.10.2022 03:30 - 31.10.2022 03:45","18","2","2","n/e","n/e","n/e","7482","8440","8440"
"31.10.2022 03:45 - 31.10.2022 04:00","16","2","2","n/e","n/e","n/e","7684","8611","8611"
"31.10.2022 04:00 - 31.10.2022 04:15","16","2","2","n/e","n/e","n/e","7909","8745","8745"
"31.10.2022 04:15 - 31.10.2022 04:30","14","2","2","n/e","n/e","n/e","8108","8955","8955"
"31.10.2022 04:30 - 31.10.2022 04:45","11","2","2","n/e","n/e","n/e","8298","9175","9175"
"31.10.2022 04:45 - 31.10.2022 05:00","9","3","3","n/e","n/e","n/e","8478","9395","9395"
"31.10.2022 05:00 - 31.10.2022 05:15","7","3","3","n/e","n/e","n/e","8673","9749","9749"
"31.10.2022 05:15 - 31.10.2022 05:30","5","4","4","n/e","n/e","n/e","8835","9920","9920"
"31.10.2022 05:30 - 31.10.2022 05:45","4","4","4","n/e","n/e","n/e","8989","10100","10100"
"31.10.2022 05:45 - 31.10.2022 06:00","3","4","4","n/e","n/e","n/e","9141","10283","10283"
