"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Ireland (IE)","Generation - Solar  [MW] Intraday / Ireland (IE)","Generation - Solar  [MW] Current / Ireland (IE)","Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Offshore  [MW] Intraday / Ireland (IE)","Generation - Wind Offshore  [MW] Current / Ireland (IE)","Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Onshore  [MW] Intraday / Ireland (IE)","Generation - Wind Onshore  [MW] Current / Ireland (IE)"
"08.12.2022 00:00 - 08.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","473","n/e","n/e"
"08.12.2022 01:00 - 08.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","192","n/e","n/e"
"08.12.2022 02:00 - 08.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","189","n/e","n/e"
"08.12.2022 03:00 - 08.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","195","n/e","n/e"
"08.12.2022 04:00 - 08.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","235","n/e","n/e"
"08.12.2022 05:00 - 08.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","290","n/e","n/e"
"08.12.2022 06:00 - 08.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","383","n/e","n/e"
"08.12.2022 07:00 - 08.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","492","n/e","n/e"
"08.12.2022 08:00 - 08.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","565","n/e","n/e"
"08.12.2022 09:00 - 08.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","626","n/e","n/e"
"08.12.2022 10:00 - 08.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","637","n/e","n/e"
"08.12.2022 11:00 - 08.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","634","n/e","n/e"
"08.12.2022 12:00 - 08.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","653","n/e","n/e"
"08.12.2022 13:00 - 08.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","675","n/e","n/e"
"08.12.2022 14:00 - 08.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","704","n/e","n/e"
"08.12.2022 15:00 - 08.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","727","n/e","n/e"
"08.12.2022 16:00 - 08.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","738","n/e","n/e"
"08.12.2022 17:00 - 08.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","725","n/e","n/e"
"08.12.2022 18:00 - 08.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","706","n/e","n/e"
"08.12.2022 19:00 - 08.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","702","n/e","n/e"
"08.12.2022 20:00 - 08.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","699","n/e","n/e"
"08.12.2022 21:00 - 08.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","674","n/e","n/e"
"08.12.2022 22:00 - 08.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","624","n/e","n/e"
"08.12.2022 23:00 - 09.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","558","n/e","n/e"
"09.12.2022 00:00 - 09.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","501","n/e","n/e"
"09.12.2022 01:00 - 09.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","280","n/e","n/e"
"09.12.2022 02:00 - 09.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","241","n/e","n/e"
"09.12.2022 03:00 - 09.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","223","n/e","n/e"
"09.12.2022 04:00 - 09.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","268","n/e","n/e"
"09.12.2022 05:00 - 09.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","305","n/e","n/e"
"09.12.2022 06:00 - 09.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","326","n/e","n/e"
"09.12.2022 07:00 - 09.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","311","n/e","n/e"
"09.12.2022 08:00 - 09.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","270","n/e","n/e"
"09.12.2022 09:00 - 09.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","248","n/e","n/e"
"09.12.2022 10:00 - 09.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","236","n/e","n/e"
"09.12.2022 11:00 - 09.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","226","n/e","n/e"
"09.12.2022 12:00 - 09.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","212","n/e","n/e"
"09.12.2022 13:00 - 09.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","192","n/e","n/e"
"09.12.2022 14:00 - 09.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","172","n/e","n/e"
"09.12.2022 15:00 - 09.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","158","n/e","n/e"
"09.12.2022 16:00 - 09.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","155","n/e","n/e"
"09.12.2022 17:00 - 09.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","163","n/e","n/e"
"09.12.2022 18:00 - 09.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","186","n/e","n/e"
"09.12.2022 19:00 - 09.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","214","n/e","n/e"
"09.12.2022 20:00 - 09.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","235","n/e","n/e"
"09.12.2022 21:00 - 09.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","251","n/e","n/e"
"09.12.2022 22:00 - 09.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","263","n/e","n/e"
"09.12.2022 23:00 - 10.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","270","n/e","n/e"
"10.12.2022 00:00 - 10.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","267","n/e","n/e"
"10.12.2022 01:00 - 10.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","413","n/e","n/e"
"10.12.2022 02:00 - 10.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","400","n/e","n/e"
"10.12.2022 03:00 - 10.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","403","n/e","n/e"
"10.12.2022 04:00 - 10.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","465","n/e","n/e"
"10.12.2022 05:00 - 10.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","467","n/e","n/e"
"10.12.2022 06:00 - 10.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","440","n/e","n/e"
"10.12.2022 07:00 - 10.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","409","n/e","n/e"
"10.12.2022 08:00 - 10.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","372","n/e","n/e"
"10.12.2022 09:00 - 10.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","339","n/e","n/e"
"10.12.2022 10:00 - 10.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","302","n/e","n/e"
"10.12.2022 11:00 - 10.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","281","n/e","n/e"
"10.12.2022 12:00 - 10.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","268","n/e","n/e"
"10.12.2022 13:00 - 10.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","251","n/e","n/e"
"10.12.2022 14:00 - 10.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","239","n/e","n/e"
"10.12.2022 15:00 - 10.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","232","n/e","n/e"
"10.12.2022 16:00 - 10.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","235","n/e","n/e"
"10.12.2022 17:00 - 10.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","243","n/e","n/e"
"10.12.2022 18:00 - 10.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","263","n/e","n/e"
"10.12.2022 19:00 - 10.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","301","n/e","n/e"
"10.12.2022 20:00 - 10.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","340","n/e","n/e"
"10.12.2022 21:00 - 10.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","374","n/e","n/e"
"10.12.2022 22:00 - 10.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","403","n/e","n/e"
"10.12.2022 23:00 - 11.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","429","n/e","n/e"
"11.12.2022 00:00 - 11.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","437","n/e","n/e"
"11.12.2022 01:00 - 11.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","254","n/e","n/e"
"11.12.2022 02:00 - 11.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","278","n/e","n/e"
"11.12.2022 03:00 - 11.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","306","n/e","n/e"
"11.12.2022 04:00 - 11.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","388","n/e","n/e"
"11.12.2022 05:00 - 11.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","425","n/e","n/e"
"11.12.2022 06:00 - 11.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","441","n/e","n/e"
"11.12.2022 07:00 - 11.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","414","n/e","n/e"
"11.12.2022 08:00 - 11.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","377","n/e","n/e"
"11.12.2022 09:00 - 11.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","354","n/e","n/e"
"11.12.2022 10:00 - 11.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","331","n/e","n/e"
"11.12.2022 11:00 - 11.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","298","n/e","n/e"
"11.12.2022 12:00 - 11.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","253","n/e","n/e"
"11.12.2022 13:00 - 11.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","204","n/e","n/e"
"11.12.2022 14:00 - 11.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","172","n/e","n/e"
"11.12.2022 15:00 - 11.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","153","n/e","n/e"
"11.12.2022 16:00 - 11.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","141","n/e","n/e"
"11.12.2022 17:00 - 11.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","132","n/e","n/e"
"11.12.2022 18:00 - 11.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","126","n/e","n/e"
"11.12.2022 19:00 - 11.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","113","n/e","n/e"
"11.12.2022 20:00 - 11.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","98","n/e","n/e"
"11.12.2022 21:00 - 11.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","88","n/e","n/e"
"11.12.2022 22:00 - 11.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","83","n/e","n/e"
"11.12.2022 23:00 - 12.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","77","n/e","n/e"
"12.12.2022 00:00 - 12.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","75","n/e","n/e"
"12.12.2022 01:00 - 12.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","49","n/e","n/e"
"12.12.2022 02:00 - 12.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","62","n/e","n/e"
"12.12.2022 03:00 - 12.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","76","n/e","n/e"
"12.12.2022 04:00 - 12.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","87","n/e","n/e"
"12.12.2022 05:00 - 12.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","105","n/e","n/e"
"12.12.2022 06:00 - 12.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","125","n/e","n/e"
"12.12.2022 07:00 - 12.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","141","n/e","n/e"
"12.12.2022 08:00 - 12.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","157","n/e","n/e"
"12.12.2022 09:00 - 12.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","178","n/e","n/e"
"12.12.2022 10:00 - 12.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","202","n/e","n/e"
"12.12.2022 11:00 - 12.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","219","n/e","n/e"
"12.12.2022 12:00 - 12.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","227","n/e","n/e"
"12.12.2022 13:00 - 12.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","223","n/e","n/e"
"12.12.2022 14:00 - 12.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","222","n/e","n/e"
"12.12.2022 15:00 - 12.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","233","n/e","n/e"
"12.12.2022 16:00 - 12.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","264","n/e","n/e"
"12.12.2022 17:00 - 12.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","329","n/e","n/e"
"12.12.2022 18:00 - 12.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","420","n/e","n/e"
"12.12.2022 19:00 - 12.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","505","n/e","n/e"
"12.12.2022 20:00 - 12.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","567","n/e","n/e"
"12.12.2022 21:00 - 12.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","613","n/e","n/e"
"12.12.2022 22:00 - 12.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","663","n/e","n/e"
"12.12.2022 23:00 - 13.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","713","n/e","n/e"
"13.12.2022 00:00 - 13.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","763","n/e","n/e"
"13.12.2022 01:00 - 13.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 02:00 - 13.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 03:00 - 13.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 04:00 - 13.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 05:00 - 13.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 06:00 - 13.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 07:00 - 13.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 08:00 - 13.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 09:00 - 13.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 10:00 - 13.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 11:00 - 13.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 12:00 - 13.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 13:00 - 13.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 14:00 - 13.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 15:00 - 13.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 16:00 - 13.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 17:00 - 13.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 18:00 - 13.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 19:00 - 13.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 20:00 - 13.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 21:00 - 13.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 22:00 - 13.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"13.12.2022 23:00 - 14.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"14.12.2022 00:00 - 14.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"14.12.2022 01:00 - 14.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1841","n/e","n/e"
"14.12.2022 02:00 - 14.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1813","n/e","n/e"
"14.12.2022 03:00 - 14.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1793","n/e","n/e"
"14.12.2022 04:00 - 14.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","1734","n/e","n/e"
"14.12.2022 05:00 - 14.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","1714","n/e","n/e"
"14.12.2022 06:00 - 14.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","1707","n/e","n/e"
"14.12.2022 07:00 - 14.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","1723","n/e","n/e"
"14.12.2022 08:00 - 14.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","1759","n/e","n/e"
"14.12.2022 09:00 - 14.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1780","n/e","n/e"
"14.12.2022 10:00 - 14.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1790","n/e","n/e"
"14.12.2022 11:00 - 14.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1785","n/e","n/e"
"14.12.2022 12:00 - 14.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1785","n/e","n/e"
"14.12.2022 13:00 - 14.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","1798","n/e","n/e"
"14.12.2022 14:00 - 14.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","1790","n/e","n/e"
"14.12.2022 15:00 - 14.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1724","n/e","n/e"
"14.12.2022 16:00 - 14.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1666","n/e","n/e"
"14.12.2022 17:00 - 14.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1634","n/e","n/e"
"14.12.2022 18:00 - 14.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1612","n/e","n/e"
"14.12.2022 19:00 - 14.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1593","n/e","n/e"
"14.12.2022 20:00 - 14.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1550","n/e","n/e"
"14.12.2022 21:00 - 14.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1487","n/e","n/e"
"14.12.2022 22:00 - 14.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1405","n/e","n/e"
"14.12.2022 23:00 - 15.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1304","n/e","n/e"
"15.12.2022 00:00 - 15.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1195","n/e","n/e"
"15.12.2022 01:00 - 15.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1082","n/e","n/e"
"15.12.2022 02:00 - 15.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1041","n/e","n/e"
"15.12.2022 03:00 - 15.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1002","n/e","n/e"
"15.12.2022 04:00 - 15.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","936","n/e","n/e"
"15.12.2022 05:00 - 15.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","883","n/e","n/e"
"15.12.2022 06:00 - 15.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","836","n/e","n/e"
"15.12.2022 07:00 - 15.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","786","n/e","n/e"
"15.12.2022 08:00 - 15.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","739","n/e","n/e"
"15.12.2022 09:00 - 15.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","692","n/e","n/e"
"15.12.2022 10:00 - 15.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","623","n/e","n/e"
"15.12.2022 11:00 - 15.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","533","n/e","n/e"
"15.12.2022 12:00 - 15.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","436","n/e","n/e"
"15.12.2022 13:00 - 15.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","340","n/e","n/e"
"15.12.2022 14:00 - 15.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","267","n/e","n/e"
"15.12.2022 15:00 - 15.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","222","n/e","n/e"
"15.12.2022 16:00 - 15.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","199","n/e","n/e"
"15.12.2022 17:00 - 15.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","188","n/e","n/e"
"15.12.2022 18:00 - 15.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","179","n/e","n/e"
"15.12.2022 19:00 - 15.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","162","n/e","n/e"
"15.12.2022 20:00 - 15.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","136","n/e","n/e"
"15.12.2022 21:00 - 15.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","108","n/e","n/e"
"15.12.2022 22:00 - 15.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","90","n/e","n/e"
"15.12.2022 23:00 - 16.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","87","n/e","n/e"
"16.12.2022 00:00 - 16.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","95","n/e","n/e"
"16.12.2022 01:00 - 16.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","92","n/e","n/e"
"16.12.2022 02:00 - 16.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","74","n/e","n/e"
"16.12.2022 03:00 - 16.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","69","n/e","n/e"
"16.12.2022 04:00 - 16.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","71","n/e","n/e"
"16.12.2022 05:00 - 16.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","81","n/e","n/e"
"16.12.2022 06:00 - 16.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","97","n/e","n/e"
"16.12.2022 07:00 - 16.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","124","n/e","n/e"
"16.12.2022 08:00 - 16.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","157","n/e","n/e"
"16.12.2022 09:00 - 16.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","198","n/e","n/e"
"16.12.2022 10:00 - 16.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","252","n/e","n/e"
"16.12.2022 11:00 - 16.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","313","n/e","n/e"
"16.12.2022 12:00 - 16.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","358","n/e","n/e"
"16.12.2022 13:00 - 16.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","384","n/e","n/e"
"16.12.2022 14:00 - 16.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","414","n/e","n/e"
"16.12.2022 15:00 - 16.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","465","n/e","n/e"
"16.12.2022 16:00 - 16.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","536","n/e","n/e"
"16.12.2022 17:00 - 16.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","620","n/e","n/e"
"16.12.2022 18:00 - 16.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","714","n/e","n/e"
"16.12.2022 19:00 - 16.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","807","n/e","n/e"
"16.12.2022 20:00 - 16.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","893","n/e","n/e"
"16.12.2022 21:00 - 16.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","986","n/e","n/e"
"16.12.2022 22:00 - 16.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1087","n/e","n/e"
"16.12.2022 23:00 - 17.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1177","n/e","n/e"
"17.12.2022 00:00 - 17.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1241","n/e","n/e"
"17.12.2022 01:00 - 17.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1270","n/e","n/e"
"17.12.2022 02:00 - 17.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1230","n/e","n/e"
"17.12.2022 03:00 - 17.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1180","n/e","n/e"
"17.12.2022 04:00 - 17.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","1111","n/e","n/e"
"17.12.2022 05:00 - 17.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","1048","n/e","n/e"
"17.12.2022 06:00 - 17.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","1012","n/e","n/e"
"17.12.2022 07:00 - 17.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","988","n/e","n/e"
"17.12.2022 08:00 - 17.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","993","n/e","n/e"
"17.12.2022 09:00 - 17.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1012","n/e","n/e"
"17.12.2022 10:00 - 17.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1039","n/e","n/e"
